source_import,config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_binary_prior_loss,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0010,5,10,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.0,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.483095645904541,7.459663867950439,0.1883202642202377,0.0046856999397277,0.9740428844495652,2.483248472213745,0.0002221885952167,0.4867662191390991,0.1440317183732986,0.0,1.0,1.0,0.2586811780929565,0.0548797138035297,0.0146027700975537,0.5161290168762207,0.3651123046875,2.9133119583129883,0.0002221885952167,0.0,0.0,0.0,8.87951027834788e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0011,5,11,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.0,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.4431746006011963,7.530327320098877,0.1862125396728515,0.0046856999397277,0.9740428844495652,2.4630165100097656,0.0002166395133826,0.4804626405239105,0.1441556811332702,0.0,0.9985311627388,0.9985311627388,0.2574042975902557,0.0542411617934703,0.0145383151248097,0.5161290168762207,0.34979248046875,2.9152956008911133,0.0002166395133826,0.0,0.0,0.0,0.0004086383269168,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0012,6,12,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.01,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5053024291992188,7.428535461425781,0.1892364621162414,0.0046856999397277,0.9740428844495652,2.505600452423096,0.0002239165478385,0.4895070195198059,0.143655389547348,0.0020567954052239,0.9988640546798706,0.9968072772026062,0.2572091519832611,0.0543058738112449,0.0145886819809675,0.5161290168762207,0.37176513671875,2.9105381965637207,0.0002239165478385,0.0,0.0,0.0,4.2070729250554e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0013,6,13,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.01,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.5083906650543213,7.397093772888184,0.188189297914505,0.0046856999397277,0.9740428844495652,2.5155203342437744,0.0002210745151387,0.4917913675308227,0.1432804465293884,0.0044522355310618,1.0,0.9955477714538574,0.2545512318611145,0.053154781460762,0.0145039455965161,0.5161290168762207,0.3763427734375,2.907705068588257,0.0002210745151387,0.0,0.0,0.0,0.0001390923716826,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0014,7,14,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.01,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.4835762977600098,7.458896636962891,0.188303530216217,0.0046856999397277,0.9740428844495652,2.4835762977600098,0.0002221829490736,0.4868557453155517,0.1440632939338684,0.0,1.0,1.0,0.2586925327777862,0.0548826977610588,0.0146113168448209,0.5161290168762207,0.36541748046875,2.9135007858276367,0.0002221829490736,0.0,0.0,0.0,8.907199662644416e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0015,7,15,20240710,stripe_target,1,scgi_unn,25,0.001,0.0,0.01,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.446336269378662,7.521771430969238,0.1861732900142669,0.0046856999397277,0.9740428844495652,2.458151340484619,0.0002168573992094,0.4812065362930298,0.1441704332828521,0.0,0.9993981719017028,0.9993981719017028,0.2573656737804413,0.0542185232043266,0.0145434457808732,0.5161290168762207,0.35125732421875,2.9150779247283936,0.0002168573992094,0.0,0.0,0.0,0.0003830284695141,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0016,8,16,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.0,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.51987361907959,7.451191425323486,0.1889147460460662,0.0046856999397277,0.9740428844495652,2.51987361907959,0.000219753026613,0.4884194731712341,0.1437544524669647,0.0,1.0,1.0,0.2547944188117981,0.0533263683319091,0.0145592521876096,0.5161290168762207,0.36627197265625,2.9083986282348637,0.000219753026613,0.0,0.0,0.0,0.0001581008546054,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0017,8,17,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.0,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.498274803161621,7.511534690856934,0.187245488166809,0.0046856999397277,0.9740428844495652,2.509265899658203,0.0002115964744007,0.4838570356369018,0.1442025452852249,0.0,0.9988371729850768,0.9988371729850768,0.2501944303512573,0.0513723418116569,0.0145982345566153,0.5161290168762207,0.353759765625,2.910713195800781,0.0002115964744007,0.0,0.0,0.0,0.0006690269801765,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0018,9,18,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.0,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.501978874206543,7.470874309539795,0.1881593465805053,0.0046856999397277,0.9740428844495652,2.501978874206543,0.0002172130334656,0.4874597191810608,0.145391896367073,0.0,1.0,1.0,0.2569086253643036,0.0541550368070602,0.0148794623091816,0.5161290168762207,0.3646240234375,2.919645309448242,0.0002172130334656,0.0,0.0,0.0,0.0002995421527884,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0019,9,19,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.0,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.429274797439575,7.582040786743164,0.1855116188526153,0.0046856999397277,0.9740428844495652,2.4685397148132324,0.0002064004511339,0.4795327186584472,0.1490900963544845,0.0,1.0,1.0,0.2558417916297912,0.0535397827625274,0.0155674666166305,0.5161290168762207,0.34979248046875,2.944375991821289,0.0002064004511339,0.0,0.0,0.0,0.0013406760990619,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0020,10,20,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.01,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.519848346710205,7.456765174865723,0.1891474723815918,0.0046856999397277,0.9740428844495652,2.519848346710205,0.0002203930926043,0.4880047142505646,0.1438196748495102,0.0,1.0,1.0,0.2552031278610229,0.0534952506422996,0.0145756499841809,0.5161290168762207,0.36602783203125,2.9090499877929688,0.0002203930926043,0.0,0.0,0.0,0.0001312785752816,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0021,10,21,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.01,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.5000693798065186,7.667134284973144,0.1884088218212127,0.0046856999397277,0.9740428844495652,2.543335199356079,0.0002151052176486,0.4713321626186371,0.1432440727949142,0.0,0.9831791520118712,0.9831791520118712,0.2517865002155304,0.0520349219441413,0.0144546506926417,0.4838709533214569,0.406005859375,2.9060311317443848,0.0002151052176486,0.0,0.0,0.0,0.0006374224321916,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0022,11,22,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.01,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5038301944732666,7.466922283172607,0.1881999969482422,0.0046856999397277,0.9740428844495652,2.5038301944732666,0.0002171346277464,0.4878914654254913,0.1455352902412414,0.0,1.0,1.0,0.256982147693634,0.0541863217949867,0.014908330515027,0.5161290168762207,0.36572265625,2.920360326766968,0.0002171346277464,0.0,0.0,0.0,0.0003051448147743,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0023,11,23,20240710,stripe_target,1,scgi_unn,25,0.002,0.0,0.01,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.436790227890014,7.56317663192749,0.1858314424753189,0.0046856999397277,0.9740428844495652,2.4602553844451904,0.0002066204033326,0.4812498986721039,0.1492409855127334,0.0,1.0,1.0,0.2559509873390198,0.0535909309983253,0.0156259052455425,0.5161290168762207,0.35247802734375,2.945120334625244,0.0002066204033326,0.0,0.0,0.0,0.0012878199340775,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0024,12,24,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.0,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.503075361251831,7.4541015625,0.1892031133174896,0.0046856999397277,0.9740428844495652,2.503075361251831,0.000223468086915,0.4874317348003387,0.1434829235076904,2.621635576360859e-05,0.9966718554496764,0.9966456294059752,0.2570121884346008,0.0542244687676429,0.0145523650571703,0.5161290168762207,0.3662109375,2.908973693847656,0.000223468086915,0.0,0.0,0.0,4.526605698629282e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0025,12,25,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.0,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.4939541816711426,7.527406215667725,0.1880355179309845,0.0046856999397277,0.9740428844495652,2.496712684631348,0.0002191772218793,0.4812221229076385,0.1426298171281814,0.0,0.9898030757904052,0.9898030757904052,0.2536814510822296,0.0527935773134231,0.0142756514251232,0.5161290168762207,0.35076904296875,2.902456760406494,0.0002191772218793,0.0,0.0,0.0,0.0002234458079328,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0026,13,26,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.0,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.4858617782592773,7.442752838134766,0.1883530020713806,0.0046856999397277,0.9740428844495652,2.4858617782592773,0.000221977403271,0.4882057011127472,0.1441812068223953,0.0,1.0,1.0,0.2587433457374573,0.0549095347523689,0.0146245993673801,0.5161290168762207,0.36822509765625,2.913729429244995,0.000221977403271,0.0,0.0,0.0,9.216379112331197e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0027,13,27,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.0,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.448936700820923,7.488811492919922,0.1863390505313873,0.0046856999397277,0.9740428844495652,2.4576358795166016,0.0002161462325602,0.4840571284294128,0.1446207165718078,0.0,1.0,1.0,0.25765061378479,0.0543516427278518,0.0146542154252529,0.5161290168762207,0.35858154296875,2.9177980422973637,0.0002161462325602,0.0,0.0,0.0,0.0003904906625393,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0028,14,28,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.01,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5031957626342773,7.447718620300293,0.1891777515411377,0.0046856999397277,0.9740428844495652,2.5031957626342773,0.0002236516738776,0.4879400730133056,0.1435355097055435,0.0005140026914887,0.9970805048942566,0.9965664744377136,0.2570872902870178,0.0542511045932769,0.014574920758605,0.5161290168762207,0.36761474609375,2.9101078510284424,0.0002236516738776,0.0,0.0,0.0,4.135763811063953e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0029,14,29,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.01,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.497605085372925,7.486850738525391,0.1880207806825637,0.0046856999397277,0.9740428844495652,2.5000319480896,0.0002201844763476,0.4844609200954437,0.1427891552448272,0.0,0.992798626422882,0.992798626422882,0.2540459036827087,0.0529336035251617,0.0143201733008027,0.5161290168762207,0.3587646484375,2.9022364616394043,0.0002201844763476,0.0,0.0,0.0,0.0001516870397608,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0030,15,30,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.01,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.485713005065918,7.443966388702393,0.1883107870817184,0.0046856999397277,0.9740428844495652,2.485713005065918,0.0002219902817159,0.4881045222282409,0.1441719830036163,0.0,1.0,1.0,0.2587249279022217,0.0548992007970809,0.0146232852712273,0.5161290168762207,0.3681640625,2.913560390472412,0.0002219902817159,0.0,0.0,0.0,9.173517173621804e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0031,15,31,20240710,stripe_target,1,scgi_unn,50,0.0005,0.0,0.01,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.449585437774658,7.490186214447021,0.1861752122640609,0.0046856999397277,0.9740428844495652,2.456083297729492,0.00021636771271,0.4838832318782806,0.144477292895317,0.0,1.0,1.0,0.2574625015258789,0.054263636469841,0.014618907123804,0.5161290168762207,0.35791015625,2.916727304458618,0.00021636771271,0.0,0.0,0.0,0.0003761192201636,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0032,16,32,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.0,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5181703567504883,7.468119144439697,0.1888153403997421,0.0046856999397277,0.9740428844495652,2.5181703567504883,0.0002193107793573,0.4871221780776977,0.1437780559062957,0.0,0.999226212501526,0.999226212501526,0.2547449171543121,0.0532932542264461,0.0145523631945252,0.5161290168762207,0.36248779296875,2.908261775970459,0.0002193107793573,0.0,0.0,0.0,0.000167093516211,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0033,16,33,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.0,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.492328405380249,7.560368537902832,0.1870077848434448,0.0046856999397277,0.9740428844495652,2.5025863647460938,0.000210511178011,0.4801361560821533,0.1443831622600555,0.0,0.9951792359352112,0.9951792359352112,0.2501592934131622,0.0513249412178993,0.0146412374451756,0.5161290168762207,0.34503173828125,2.9126665592193604,0.000210511178011,0.0,0.0,0.0,0.0007622472476214,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0034,17,34,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.0,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.50883150100708,7.462234497070312,0.1881482601165771,0.0046856999397277,0.9740428844495652,2.50883150100708,0.0002165393234463,0.4885251522064209,0.145767256617546,0.0,1.0,1.0,0.2567921876907348,0.0541077628731727,0.0149659495800733,0.5161290168762207,0.36712646484375,2.9213969707489014,0.0002165393234463,0.0,0.0,0.0,0.0003227104898542,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0035,17,35,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.0,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.438944101333618,7.554218292236328,0.1853596568107605,0.0046856999397277,0.9740428844495652,2.463017702102661,0.0002043764543486,0.4829258322715759,0.1508389711380005,0.0,1.0,1.0,0.255938708782196,0.0535480566322803,0.0159642342478036,0.5161290168762207,0.3568115234375,2.954314708709717,0.0002043764543486,0.0,0.0,0.0,0.0014932253398001,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0036,18,36,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.01,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.518120527267456,7.465219974517822,0.1889349371194839,0.0046856999397277,0.9740428844495652,2.518120527267456,0.0002196719287894,0.4873504638671875,0.1438334584236145,0.0,0.9996083974838256,0.9996083974838256,0.2550081014633178,0.0534014776349067,0.0145754013210535,0.5161290168762207,0.36358642578125,2.908942222595215,0.0002196719287894,0.0,0.0,0.0,0.0001522015954833,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0037,18,37,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.01,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.5017337799072266,7.526202201843262,0.1875064373016357,0.0046856999397277,0.9740428844495652,2.5155203342437744,0.0002125304890796,0.4827005565166473,0.1441112905740738,0.0,0.9969941973686218,0.9969941973686218,0.2509328424930572,0.0516566187143325,0.0145794786512851,0.5161290168762207,0.35174560546875,2.911077976226806,0.0002125304890796,0.0,0.0,0.0,0.0005707238451577,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0038,19,38,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.01,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5094234943389893,7.462888240814209,0.1881431192159652,0.0046856999397277,0.9740428844495652,2.5094234943389893,0.0002165316254831,0.4885208904743194,0.145819291472435,0.0,1.0,1.0,0.2568297982215881,0.0541214570403099,0.0149819310754537,0.5161290168762207,0.3670654296875,2.9218764305114746,0.0002165316254831,0.0,0.0,0.0,0.0003236730699427,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0039,19,39,20240710,stripe_target,1,scgi_unn,50,0.001,0.0,0.01,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.4437191486358643,7.555359840393066,0.1854961961507797,0.0046856999397277,0.9740428844495652,2.4581527709960938,0.0002047130692517,0.48289355635643,0.1507046967744827,0.0,1.0,1.0,0.2558654844760895,0.0535199493169784,0.0159526448696851,0.5161290168762207,0.3564453125,2.9534833431243896,0.0002047130692517,0.0,0.0,0.0,0.0014479763340204,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0040,20,40,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.0,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5470783710479736,7.469081401824951,0.1889322400093078,0.0046856999397277,0.9740428844495652,2.5470783710479736,0.0002097396936733,0.4902903735637665,0.1473343521356582,0.0,1.0,1.0,0.2516482472419739,0.0520168170332908,0.0153535921126604,0.5161290168762207,0.3673095703125,2.9288887977600098,0.0002097396936733,0.0,0.0,0.0,0.0007226423476822,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0041,20,41,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.0,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.380200862884521,7.499421119689941,0.184788167476654,0.0046856999397277,0.9740428844495652,2.509265899658203,0.0001861949567683,0.4905263185501098,0.1610241830348968,0.0,1.0,1.0,0.2528371810913086,0.0519086867570877,0.0182005260139703,0.5161290168762207,0.37701416015625,3.01635217666626,0.0001861949567683,0.0,0.0,0.0,0.0043360413983464,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0042,21,42,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.0,0.1,32,3,0.05,none,3,0.08,5,6,0.05,0.0,2.5073561668396,7.5082926750183105,0.19093057513237,0.0046856999397277,0.9740428844495652,2.5302846431732178,0.0002023892011493,0.4902254939079284,0.1565428972244262,0.0,1.0,1.0,0.2625834047794342,0.0562218129634857,0.0173119157552719,0.5161290168762207,0.3775634765625,2.993234634399414,0.0002023892011493,0.0,0.0,0.0,0.0016531953588128,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0043,21,43,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.0,0.1,32,3,0.1,none,3,0.08,5,6,0.05,0.0,2.2663142681121826,7.638911247253418,0.1902973651885986,0.0046856999397277,0.9740428844495652,2.46854567527771,0.0001732446253299,0.4823310971260071,0.1829242259263992,0.0,1.0,1.0,0.2861301302909851,0.0653837025165557,0.0238233376294374,0.5161290168762207,0.3880615234375,3.1500046253204346,0.0001732446253299,0.0,0.0,0.0,0.0076743131503462,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0044,22,44,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.01,0.1,24,3,0.05,none,3,0.08,5,6,0.05,0.0,2.54227876663208,7.481967926025391,0.1888371109962463,0.0046856999397277,0.9740428844495652,2.54227876663208,0.000210798025364,0.4889540672302246,0.1469587683677673,0.0,1.0,1.0,0.252176821231842,0.0522236078977584,0.01526640355587,0.5161290168762207,0.3636474609375,2.927283763885498,0.000210798025364,0.0,0.0,0.0,0.0006459714495576,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0045,22,45,20240710,stripe_target,1,scgi_unn,50,0.002,0.0,0.01,0.1,24,3,0.1,none,3,0.08,5,6,0.05,0.0,2.42127537727356,7.509016036987305,0.1848920583724975,0.0046856999397277,0.9740428844495652,2.543335199356079,0.0001931104052346,0.4886142313480377,0.1554289013147354,0.0,1.0,1.0,0.2507253289222717,0.0512516498565673,0.0169472899287939,0.5161290168762207,0.36767578125,2.979266881942749,0.0001931104052346,0.0,0.0,0.0,0.0029881568625569,0.0
