source_import,config_id,object,object_index,step,loss,cnr,proxy_mean,proxy_std,proxy_min,proxy_max,proxy_range,proxy_tv_l1,proxy_roughness_l2,proxy_otsu_score,proxy_otsu_threshold,proxy_otsu_fg_fraction,proxy_hist_entropy,proxy_data_loss,proxy_aug_loss,proxy_denoiser_mse,proxy_binary_prior_loss,proxy_net_delta_mse,proxy_dual_abs_mean
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0020,stripe_target,1,1,0.000227891432587,2.4786763191223145,0.4887162446975708,0.1436031311750412,0.003442122368142,0.995910346508026,0.992468237876892,0.2593222856521606,0.0551548525691032,0.0145347323268651,0.5161290168762207,0.37042236328125,2.911057233810425,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,5.918201168242376e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0022,stripe_target,1,1,0.0002276401646668,2.460073232650757,0.4885912537574768,0.1436643302440643,2.359326390433125e-05,1.0,0.999976396560669,0.2608383297920227,0.0557753443717956,0.0145172663033008,0.5161290168762207,0.37103271484375,2.912650346755981,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.182021363405511e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0024,stripe_target,1,1,0.0002277749008499,2.468925952911377,0.483386754989624,0.1432488113641739,0.0,0.9896483421325684,0.9896483421325684,0.2593108117580414,0.0551386177539825,0.0143926963210105,0.5161290168762207,0.35833740234375,2.9091484546661377,0.0002277749008499,0.0,0.0,0.0,1.978329964913428e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0026,stripe_target,1,1,0.0002275976439705,2.459533214569092,0.489817202091217,0.1437263935804367,0.0014981055865064,1.0,0.9985018968582152,0.2610196471214294,0.0558530241250991,0.0145431859418749,0.5161290168762207,0.3740234375,2.9133338928222656,0.0002275976439705,0.0,0.0,0.0,1.1091804481111469e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0028,stripe_target,1,1,0.000227891432587,2.4703264236450195,0.4844054579734802,0.1433169692754745,0.0,0.9908313155174256,0.9908313155174256,0.259341835975647,0.0551528856158256,0.0144291948527097,0.5161290168762207,0.3603515625,2.909623146057129,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,1.2714924196188804e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0030,stripe_target,1,1,0.0002276401646668,2.458333969116211,0.4890652894973755,0.1436748057603836,0.0008139172568917,1.0,0.999186098575592,0.2609996795654297,0.0558430105447769,0.0145229268819093,0.5161290168762207,0.37261962890625,2.913003921508789,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.991688107722439e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0032,stripe_target,1,1,0.0002277749008499,2.47022032737732,0.4838020503520965,0.143271803855896,0.0,0.9901279211044312,0.9901279211044312,0.2592689990997314,0.0551230683922767,0.0144032919779419,0.5161290168762207,0.35906982421875,2.9089677333831787,0.0002277749008499,0.0,0.0,0.0,1.6614281776128337e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0034,stripe_target,1,1,0.0002275976439705,2.461326360702514,0.4904107749462127,0.1437741965055465,0.0019191835308447,1.0,0.9980807900428772,0.2609854340553283,0.0558403581380844,0.0145530272275209,0.5161290168762207,0.37542724609375,2.913203001022339,0.0002275976439705,0.0,0.0,0.0,1.4464453670370858e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0036,stripe_target,1,1,0.000227891432587,2.473058223724365,0.4858403205871582,0.143410325050354,0.0009389278711751,0.9925091862678528,0.991570234298706,0.2593334913253784,0.0551526211202144,0.0144587000831961,0.5161290168762207,0.36334228515625,2.9102041721343994,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,6.2620647440780886e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0038,stripe_target,1,1,0.0002276401646668,2.458921432495117,0.4889075756072998,0.1436709612607956,0.0005509345792233,1.0,0.9994490742683412,0.2609454989433288,0.0558202974498271,0.0145165957510471,0.5161290168762207,0.37213134765625,2.912748336791992,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.600982371513965e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0040,stripe_target,1,1,0.0002277749008499,2.472814083099365,0.4846376180648803,0.1433195620775222,0.0,0.9910944700241088,0.9910944700241088,0.2591862976551056,0.0550923757255077,0.0144266802817583,0.5161290168762207,0.36065673828125,2.909249782562256,0.0002277749008499,0.0,0.0,0.0,1.1406755220377818e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0042,stripe_target,1,1,0.0002275976439705,2.4649012088775635,0.4915939569473266,0.1438707709312439,0.0027592775877565,1.0,0.9972407221794128,0.2609181404113769,0.0558154210448265,0.0145736383274197,0.5161290168762207,0.37847900390625,2.913870096206665,0.0002275976439705,0.0,0.0,0.0,2.353702075197361e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0044,stripe_target,1,1,0.000227891432587,2.4786763191223145,0.4887162446975708,0.1436031311750412,0.003442122368142,0.995910346508026,0.992468237876892,0.2593222856521606,0.0551548525691032,0.0145347323268651,0.5161290168762207,0.37042236328125,2.911057233810425,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,5.918201168242376e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0046,stripe_target,1,1,0.0002276401646668,2.460073232650757,0.4885912537574768,0.1436643302440643,2.359326390433125e-05,1.0,0.999976396560669,0.2608383297920227,0.0557753443717956,0.0145172663033008,0.5161290168762207,0.37103271484375,2.912650346755981,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.182021363405511e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0048,stripe_target,1,1,0.0002277749008499,2.468925952911377,0.483386754989624,0.1432488113641739,0.0,0.9896483421325684,0.9896483421325684,0.2593108117580414,0.0551386177539825,0.0143926963210105,0.5161290168762207,0.35833740234375,2.9091484546661377,0.0002277749008499,0.0,0.0,0.0,1.978329964913428e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0050,stripe_target,1,1,0.0002275976439705,2.459533214569092,0.489817202091217,0.1437263935804367,0.0014981062849983,1.0,0.9985018968582152,0.2610196471214294,0.0558530241250991,0.0145431859418749,0.5161290168762207,0.3740234375,2.9133338928222656,0.0002275976439705,0.0,0.0,0.0,1.109180630010087e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0052,stripe_target,1,1,0.000227891432587,2.4703264236450195,0.4844054579734802,0.1433169692754745,0.0,0.9908313155174256,0.9908313155174256,0.259341835975647,0.0551528856158256,0.0144291948527097,0.5161290168762207,0.3603515625,2.909623146057129,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,1.2714924196188804e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0054,stripe_target,1,1,0.0002276401646668,2.458333969116211,0.4890652894973755,0.1436748057603836,0.0008139172568917,1.0,0.999186098575592,0.2609996795654297,0.0558430105447769,0.0145229268819093,0.5161290168762207,0.37261962890625,2.913003921508789,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.991688107722439e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0056,stripe_target,1,1,0.0002277749008499,2.47022032737732,0.4838020503520965,0.143271803855896,0.0,0.9901279211044312,0.9901279211044312,0.2592689990997314,0.0551230683922767,0.0144032919779419,0.5161290168762207,0.35906982421875,2.9089677333831787,0.0002277749008499,0.0,0.0,0.0,1.6614281776128337e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0058,stripe_target,1,1,0.0002275976439705,2.461326360702514,0.4904107749462127,0.1437741965055465,0.0019191831815987,1.0,0.9980807900428772,0.2609854340553283,0.0558403581380844,0.0145530272275209,0.5161290168762207,0.37542724609375,2.913203001022339,0.0002275976439705,0.0,0.0,0.0,1.4464450941886753e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0060,stripe_target,1,1,0.000227891432587,2.473058223724365,0.4858403205871582,0.143410325050354,0.0009389278711751,0.9925091862678528,0.991570234298706,0.2593334913253784,0.0551526211202144,0.0144587000831961,0.5161290168762207,0.36334228515625,2.9102041721343994,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,6.2620647440780886e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0062,stripe_target,1,1,0.0002276401646668,2.458921432495117,0.4889075756072998,0.1436709612607956,0.0005509344046004,1.0,0.9994490742683412,0.2609454989433288,0.0558202974498271,0.0145165957510471,0.5161290168762207,0.37213134765625,2.912748336791992,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.600981916766614e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0064,stripe_target,1,1,0.0002277749008499,2.472814083099365,0.4846376180648803,0.1433195620775222,0.0,0.9910944700241088,0.9910944700241088,0.2591862976551056,0.0550923757255077,0.0144266802817583,0.5161290168762207,0.36065673828125,2.909249782562256,0.0002277749008499,0.0,0.0,0.0,1.1406755220377818e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0066,stripe_target,1,1,0.0002275976439705,2.4649012088775635,0.4915939569473266,0.1438707709312439,0.002759278519079,1.0,0.9972407221794128,0.2609181106090545,0.0558154210448265,0.0145736383274197,0.5161290168762207,0.37847900390625,2.913870096206665,0.0002275976439705,0.0,0.0,0.0,2.353702438995242e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0068,stripe_target,1,1,0.000227891432587,2.4786763191223145,0.4887162446975708,0.1436031311750412,0.003442122368142,0.995910346508026,0.992468237876892,0.2593222856521606,0.0551548525691032,0.0145347323268651,0.5161290168762207,0.37042236328125,2.911057233810425,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,5.918201168242376e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0070,stripe_target,1,1,0.0002276401646668,2.460073232650757,0.4885912537574768,0.1436643302440643,2.359493919357192e-05,1.0,0.999976396560669,0.2608383297920227,0.0557753406465053,0.0145172663033008,0.5161290168762207,0.37103271484375,2.912650346755981,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.182023182394914e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0072,stripe_target,1,1,0.0002277749008499,2.468925952911377,0.483386754989624,0.1432488113641739,0.0,0.9896483421325684,0.9896483421325684,0.2593108117580414,0.0551386177539825,0.0143926963210105,0.5161290168762207,0.35833740234375,2.9091484546661377,0.0002277749008499,0.0,0.0,0.0,1.978329964913428e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0074,stripe_target,1,1,0.0002275976439705,2.459533214569092,0.489817202091217,0.1437263935804367,0.0014981059357523,1.0,0.9985018968582152,0.2610196471214294,0.0558530241250991,0.0145431859418749,0.5161290168762207,0.3740234375,2.9133338928222656,0.0002275976439705,0.0,0.0,0.0,1.1091804481111469e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0076,stripe_target,1,1,0.000227891432587,2.4703264236450195,0.4844054579734802,0.1433169692754745,0.0,0.9908313155174256,0.9908313155174256,0.259341835975647,0.0551528856158256,0.0144291948527097,0.5161290168762207,0.3603515625,2.909623146057129,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,1.2714924196188804e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0078,stripe_target,1,1,0.0002276401646668,2.458333969116211,0.4890652894973755,0.1436748057603836,0.0008139172568917,1.0,0.999186098575592,0.2609996795654297,0.0558430105447769,0.0145229268819093,0.5161290168762207,0.37261962890625,2.913003921508789,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.99168901721714e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0080,stripe_target,1,1,0.0002277749008499,2.47022032737732,0.4838020503520965,0.143271803855896,0.0,0.9901279211044312,0.9901279211044312,0.2592689990997314,0.0551230683922767,0.0144032919779419,0.5161290168762207,0.35906982421875,2.9089677333831787,0.0002277749008499,0.0,0.0,0.0,1.6614281776128337e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0082,stripe_target,1,1,0.0002275976439705,2.461326360702514,0.4904107749462127,0.1437741965055465,0.0019191828323528,1.0,0.9980807900428772,0.2609854340553283,0.0558403506875038,0.0145533615723252,0.5161290168762207,0.37542724609375,2.9132239818573,0.0002275976439705,0.0,0.0,0.0,1.4464447303907946e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0084,stripe_target,1,1,0.000227891432587,2.473058223724365,0.4858403205871582,0.143410325050354,0.0009389278711751,0.9925091862678528,0.991570234298706,0.2593334913253784,0.0551526211202144,0.0144587000831961,0.5161290168762207,0.36334228515625,2.9102041721343994,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,6.2620647440780886e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0086,stripe_target,1,1,0.0002276401646668,2.458921432495117,0.4889075756072998,0.1436709612607956,0.0005509347538463,1.0,0.9994490742683412,0.2609454989433288,0.0558202974498271,0.0145165957510471,0.5161290168762207,0.37213134765625,2.912748336791992,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.600983281008666e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0088,stripe_target,1,1,0.0002277749008499,2.472814083099365,0.4846376180648803,0.1433195620775222,0.0,0.9910944700241088,0.9910944700241088,0.2591862976551056,0.0550923757255077,0.0144266802817583,0.5161290168762207,0.36065673828125,2.909249782562256,0.0002277749008499,0.0,0.0,0.0,1.1406755220377818e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0090,stripe_target,1,1,0.0002275976439705,2.4649012088775635,0.4915939569473266,0.1438707709312439,0.0027592780534178,1.0,0.9972407221794128,0.2609181404113769,0.0558154210448265,0.0145736383274197,0.5161290168762207,0.37847900390625,2.913870096206665,0.0002275976439705,0.0,0.0,0.0,2.3537028027931228e-05,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0092,stripe_target,1,1,0.000227891432587,2.4786763191223145,0.4887162446975708,0.1436031311750412,0.003442122368142,0.995910346508026,0.992468237876892,0.2593222856521606,0.0551548525691032,0.0145347323268651,0.5161290168762207,0.37042236328125,2.911057233810425,0.0002277749008499,1.1653609277573197e-07,0.0,0.0,5.918201168242376e-06,0.0
pro1_stage4_unn_stripe_puredata_colab_r1_shard0of2,cfg0094,stripe_target,1,1,0.0002276401646668,2.460073471069336,0.4885912537574768,0.1436643302440643,2.3594007870997306e-05,1.0,0.999976396560669,0.2608383297920227,0.0557753443717956,0.0145172663033008,0.5161290168762207,0.37103271484375,2.912650346755981,0.0002275976439705,4.2514219700251494e-08,0.0,0.0,7.1820222729002126e-06,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0001,stripe_target,1,1,0.0002279064210597,2.444973945617676,0.4795300662517547,0.1422134339809417,0.0,0.9816203713417052,0.9816203713417052,0.2580938339233398,0.0545539930462837,0.0141507936641573,0.4838709533214569,0.4322509765625,2.902888774871826,0.0002279064210597,0.0,0.0,0.0,7.90002231951803e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0003,stripe_target,1,1,0.0002275524311698,2.426581621170044,0.4923825860023498,0.1431720405817031,0.0029922795947641,1.0,0.9970077276229858,0.2615268528461456,0.0559836663305759,0.0143930884078145,0.5161290168762207,0.3824462890625,2.910684585571289,0.0002275524311698,0.0,0.0,0.0,4.4360240281093866e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0005,stripe_target,1,1,0.0002283725625602,2.4486000537872314,0.4826592803001404,0.1424158811569214,0.0003837648546323,0.9851462841033936,0.9847624897956848,0.2582162618637085,0.0546049699187278,0.0142027493566274,0.5161290168762207,0.356689453125,2.904337882995605,0.0002279064210597,4.661443711029279e-07,0.0,0.0,3.928934165742248e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0007,stripe_target,1,1,0.0002277224848512,2.4213080406188965,0.4891543984413147,0.1429426372051239,0.000192618186702,1.0,0.999807357788086,0.261425256729126,0.0559338629245758,0.014328115619719,0.5161290168762207,0.37469482421875,2.9095916748046875,0.0002275524311698,1.7005687880100598e-07,0.0,0.0,2.325618333998136e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0009,stripe_target,1,1,0.0002279064210597,2.447628974914551,0.4803752303123474,0.1422601044178009,0.0,0.982710897922516,0.982710897922516,0.2580090165138244,0.0545224994421005,0.0141777833923697,0.5161290168762207,0.351806640625,2.9038326740264893,0.0002279064210597,0.0,0.0,0.0,6.612679862882942e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0011,stripe_target,1,1,0.0002275524311698,2.430163860321045,0.4935693144798279,0.143268883228302,0.0038305413909256,1.0,0.9961694478988647,0.2614593803882599,0.0559586994349956,0.0144268721342086,0.5161290168762207,0.38519287109375,2.9115710258483887,0.0002275524311698,0.0,0.0,0.0,5.7849705626722425e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0013,stripe_target,1,1,0.0002283725625602,2.45505428314209,0.4866306185722351,0.1426727473735809,0.0038938280194997,0.9897903203964232,0.9858964681625366,0.2582627236843109,0.0546285472810268,0.0143067417666316,0.5161290168762207,0.36572265625,2.90639591217041,0.0002279064210597,4.661443711029279e-07,0.0,0.0,1.7062728147720918e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0015,stripe_target,1,1,0.0002277224848512,2.4196903705596924,0.4871174097061157,0.1428106129169464,0.0,0.998564600944519,0.998564600944519,0.2612545788288116,0.0558583438396453,0.0142906624823808,0.5161290168762207,0.3685302734375,2.908708333969116,0.0002275524311698,1.7005687880100598e-07,0.0,0.0,2.106165084114764e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0017,stripe_target,1,1,0.0002279064210597,2.452908515930176,0.4820629358291626,0.1423560529947281,0.0,0.9848949909210204,0.9848949909210204,0.2578428387641907,0.0544608607888221,0.0141893066465854,0.5161290168762207,0.3551025390625,2.9037885665893555,0.0002279064210597,0.0,0.0,0.0,4.5197906729299575e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0019,stripe_target,1,1,0.0002275524311698,2.437237501144409,0.4959352910518646,0.1434664875268936,0.0055030914954841,1.0,0.9944968819618224,0.2613288164138794,0.0559104979038238,0.014473239891231,0.5161290168762207,0.3902587890625,2.912626266479492,0.0002275524311698,0.0,0.0,0.0,9.41591861192137e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0021,stripe_target,1,1,0.0002283725625602,2.4682552814483643,0.4945588409900665,0.1432056128978729,0.0108689321205019,0.9991292953491212,0.9882603883743286,0.2583804726600647,0.054687850177288,0.0144434701651334,0.5161290168762207,0.38592529296875,2.908500909805298,0.0002279064210597,4.661443711029279e-07,0.0,0.0,6.820238195359707e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0023,stripe_target,1,1,0.0002277224848512,2.4166173934936523,0.4830583930015564,0.1425551325082779,0.0,0.9940435290336608,0.9940435290336608,0.260916143655777,0.0557088106870651,0.0142215248197317,0.5161290168762207,0.35858154296875,2.9075822830200195,0.0002275524311698,1.7005687880100598e-07,0.0,0.0,4.213618376525119e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0025,stripe_target,1,1,0.0002279064210597,2.444973945617676,0.4795300662517547,0.1422134339809417,0.0,0.9816203713417052,0.9816203713417052,0.2580938339233398,0.0545539930462837,0.0141507936641573,0.4838709533214569,0.4322509765625,2.902888774871826,0.0002279064210597,0.0,0.0,0.0,7.90002231951803e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0027,stripe_target,1,1,0.0002275524311698,2.426581621170044,0.4923825860023498,0.1431720405817031,0.0029922795947641,1.0,0.9970077276229858,0.2615268528461456,0.0559836663305759,0.0143930884078145,0.5161290168762207,0.3824462890625,2.910684585571289,0.0002275524311698,0.0,0.0,0.0,4.4360240281093866e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0029,stripe_target,1,1,0.0002283725625602,2.4486000537872314,0.4826592803001404,0.1424158811569214,0.0003837648546323,0.9851462841033936,0.9847624897956848,0.2582162618637085,0.0546049699187278,0.0142027493566274,0.5161290168762207,0.356689453125,2.904337882995605,0.0002279064210597,4.661443711029279e-07,0.0,0.0,3.928934165742248e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0031,stripe_target,1,1,0.0002277224848512,2.4213080406188965,0.4891543984413147,0.1429426372051239,0.0001926178083522,1.0,0.999807357788086,0.261425256729126,0.0559338629245758,0.014328115619719,0.5161290168762207,0.37469482421875,2.9095916748046875,0.0002275524311698,1.7005687880100598e-07,0.0,0.0,2.325618333998136e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0033,stripe_target,1,1,0.0002279064210597,2.447628974914551,0.4803752303123474,0.1422601044178009,0.0,0.982710897922516,0.982710897922516,0.2580090165138244,0.0545224994421005,0.0141777833923697,0.5161290168762207,0.351806640625,2.9038326740264893,0.0002279064210597,0.0,0.0,0.0,6.612679862882942e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0035,stripe_target,1,1,0.0002275524311698,2.430163860321045,0.4935693144798279,0.143268883228302,0.0038305413909256,1.0,0.9961694478988647,0.2614593803882599,0.0559586994349956,0.0144268721342086,0.5161290168762207,0.38519287109375,2.9115710258483887,0.0002275524311698,0.0,0.0,0.0,5.7849705626722425e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0037,stripe_target,1,1,0.0002283725625602,2.45505428314209,0.4866306185722351,0.1426727473735809,0.0038938280194997,0.9897903203964232,0.9858964681625366,0.2582627236843109,0.0546285472810268,0.0143067417666316,0.5161290168762207,0.36572265625,2.90639591217041,0.0002279064210597,4.661443711029279e-07,0.0,0.0,1.7062728147720918e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0039,stripe_target,1,1,0.0002277224848512,2.4196903705596924,0.4871174097061157,0.1428106129169464,0.0,0.998564600944519,0.998564600944519,0.2612545788288116,0.0558583475649356,0.0142906624823808,0.5161290168762207,0.3685302734375,2.908708333969116,0.0002275524311698,1.7005687880100598e-07,0.0,0.0,2.106165084114764e-05,0.0
pro2_stage4_unn_stripe_puredata_colab_r1_shard1of2,cfg0041,stripe_target,1,1,0.0002279064210597,2.452908515930176,0.4820629358291626,0.1423560529947281,0.0,0.9848949909210204,0.9848949909210204,0.2578428387641907,0.0544608607888221,0.0141893066465854,0.5161290168762207,0.3551025390625,2.9037885665893555,0.0002279064210597,0.0,0.0,0.0,4.5197906729299575e-05,0.0
