image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,gain_rel_mse_mean,gain_rel_mse_std,gain_corr_mean,gain_corr_std,boundary_status,censor_type,log_window_observed,sampled_min_window_frames,sampled_max_window_frames,log_window_lower,log_window_upper,predicted_log_window,predicted_window_frames,interval_satisfied,hinge_residual_log10
32,1024,hadamard_paired,1.0,0.05,0.0015,3,0.0014501583282253,9.126639156535558e-05,0.6754641700536013,0.0187660296489797,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.5086914926501185,3.226201528727175,False,0.03157023793045605
32,1024,hadamard_paired,1.0,0.1,0.0015,3,0.0042359450526419,0.0002098927984053,0.7582296300679445,0.0127895445554338,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.47287239828508043,2.9707930434835363,True,0.0
32,1024,hadamard_paired,1.0,0.15,0.0015,3,0.0088643285562284,0.0004433242564372,0.7761674504727125,0.0116151203643887,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.45191957127174076,2.8308676875671983,True,0.0
32,1024,hadamard_paired,1.0,0.3,0.0015,3,0.0337583082146011,0.0018180013395163,0.7797368932515383,0.0114280809963596,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.41610047690670277,2.606756570648859,True,0.0
32,1024,hadamard_paired,1.0,0.5,0.0015,3,0.0913694023620337,0.0055418960368224,0.7638791408389807,0.0124211316590271,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.3897030367454771,2.4530310007886964,True,0.0
32,1024,hadamard_paired,3.0,0.05,0.0015,3,0.0020809540910704,0.0001151756473878,0.4902182044461369,0.0217169017310688,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.472171703636501,2.9660038036342637,True,0.0
32,1024,hadamard_paired,3.0,0.1,0.0015,3,0.0067307830322533,0.0003480327005308,0.5735620334744453,0.0194546108512796,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.43635260927146297,2.731194374661,True,0.0
32,1024,hadamard_paired,3.0,0.15,0.0015,3,0.0144102653721347,0.0007506598441106,0.5937563590705395,0.0189145109126488,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.4153997822581233,2.602554196985406,True,0.0
32,1024,hadamard_paired,3.0,0.3,0.0015,3,0.0547134546795859,0.002812776372009,0.6016767639666796,0.0179834113569433,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.3795806878930853,2.3965179592309824,True,0.0
32,1024,hadamard_paired,3.0,0.5,0.0015,3,0.1422406700439751,0.0073677356853223,0.5946966949850321,0.0164750322511886,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.35318324773185966,2.2551905744222065,True,0.0
32,1024,random_binary,0.0003,0.05,0.067,137,5.518885677702201e-05,2.628071403707846e-05,0.894274365156889,0.0865173405783293,interior,exact,2.1367205671564067,3,1024,2.1367205671564067,2.1367205671564067,2.1359691136571684,136.76315583243655,True,-0.0007514534992383304
32,1024,random_binary,0.0003,0.1,0.045,92,9.478487118030898e-05,2.122876974988174e-05,0.9514099936932324,0.0330560649377677,interior,exact,1.9637878273455553,3,1024,1.9637878273455553,1.9637878273455553,1.8276277253041142,67.24000317960856,False,-0.13616010204144113
32,1024,random_binary,0.0003,0.15,0.03,61,0.0001350613322301,2.1110237199082187e-05,0.9695491939783096,0.0200838954783282,interior,exact,1.7853298350107671,3,1024,1.7853298350107671,1.7853298350107671,1.6472595756972783,44.387386591105226,False,-0.13807025931348882
32,1024,random_binary,0.0003,0.3,0.013,27,0.0002549032396927,3.622369505435652e-05,0.9855358358472586,0.009733522524563,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.3389181873442242,21.82318766596172,True,-0.09244557681476318
32,1024,random_binary,0.0003,0.5,0.006,12,0.0004061298286615,5.44283087538204e-05,0.9916199613362552,0.0055522058753396,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.1116811928705825,12.932461460820857,True,0.03249994682295765
32,1024,random_binary,0.001,0.05,0.045,92,8.704828826466837e-05,2.1057990397413876e-05,0.9376429934054612,0.0399146954241717,interior,exact,1.9637878273455553,3,1024,1.9637878273455553,1.9637878273455553,1.9073962906722617,80.79719627305387,True,-0.05639153667329366
32,1024,random_binary,0.001,0.1,0.02,41,0.0001605007882972,2.5355995887001686e-05,0.9712769109755754,0.0190840063973236,interior,exact,1.6127838567197355,3,1024,1.6127838567197355,1.6127838567197355,1.5990549023192073,39.72417645114826,True,-0.013728954400528126
32,1024,random_binary,0.001,0.15,0.013,27,0.000234210459439,3.4951205354222306e-05,0.9812317676842212,0.0127462587609282,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.4186867527123717,26.223264333293894,True,-0.012677011446615705
32,1024,random_binary,0.001,0.3,0.006,12,0.0004376697306724,5.383248951150824e-05,0.991202039644122,0.0057849843053773,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.1103453643593173,12.892744148948633,True,0.031164118311692413
32,1024,random_binary,0.001,0.5,0.004,8,0.0007099054419086,8.254333941039229e-05,0.994714204221964,0.0033728838300805,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8831083698856758,7.64026407977801,True,-0.01998161710626778
32,1024,random_binary,0.003,0.05,0.03,61,0.0001428786235919,2.1289665917597712e-05,0.947452938184142,0.0279029304380142,interior,exact,1.7853298350107671,3,1024,1.7853298350107671,1.7853298350107671,1.6988260378521667,49.983427992940726,True,-0.08650379715860046
32,1024,random_binary,0.003,0.1,0.013,27,0.0002681921660041,3.504743697213746e-05,0.9753079935908318,0.0136398598868437,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.3904846494991123,24.57449769067084,True,-0.04087911465987504
32,1024,random_binary,0.003,0.15,0.006,12,0.0003893190259987,5.112901524054733e-05,0.98417510651052,0.0086535502427132,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.2101164998922767,16.22245207758748,False,0.13093525384465177
32,1024,random_binary,0.003,0.3,0.004,8,0.0007391932740574,7.89333786202499e-05,0.9922732021659612,0.004169558368532,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.9017751115392223,7.975815727844744,True,-0.0013148754527212425
