correction,sigma_a,rho,object,projected_mean_energy,projected_covariance_trace,clean_floor_raw,clean_floor_mean_gain_cross,exact_projected_total,measured_raw_total_mean,exact_identity_abs_error,scalar_qdelta_proxy,scalar_proxy_over_exact_gain_energy,n_seeds
agc,0.05,0.003,9,0.020346620585747502,0.04948673619233197,0.5066149518944131,-0.0112438359120429,0.5652044727604497,0.5652043565925552,1.1616789452606469e-07,0.07077116913517482,1.0134292893878147,5
scgi_proxy,0.05,0.003,9,0.02030604689862573,0.0494609346712417,0.5066149518944131,-0.011068300864942624,0.5653136325993379,0.5653135416667153,9.093262254289414e-08,0.07067707939765754,1.0130448215948498,5
agc,0.05,0.01,0,0.03891417966442415,0.13532979864574626,0.4923020115030484,-0.006900196383296444,0.6596457934299224,0.6596457072474814,8.618244096147976e-08,0.17774628952124413,1.0201000415913328,5
scgi_proxy,0.05,0.01,0,0.03878624530454153,0.13512396471324586,0.4923020115030484,-0.006948135986620372,0.6592640855342154,0.6592639872788014,9.825541402719296e-08,0.17746993674470662,1.0204687621649997,5
agc,0.05,0.01,1,0.037653581708493804,0.13488070522486825,0.4980248860946312,-0.013220489258016593,0.6573386837699767,0.657338703719779,1.994980225461518e-08,0.17581829780167624,1.0190339608821206,5
scgi_proxy,0.05,0.01,1,0.037531188305307335,0.13462629844907112,0.4980248860946312,-0.013309919681031778,0.6568724531679779,0.6568724211042726,3.206370535746572e-08,0.1755295091783769,1.0195868474126217,5
agc,0.05,0.01,2,0.04601449823508831,0.15462228741102527,0.47856935164185194,-0.008826581224442567,0.670379556063523,0.670379546060467,1.0003055939122873e-08,0.20502895869485674,1.0218911653443759,5
scgi_proxy,0.05,0.01,2,0.04610727820466028,0.15444715434008832,0.47856935164185194,-0.008932807988360957,0.6701909761982394,0.6701909054726098,7.072562957510797e-08,0.204924032481626,1.0217876009093063,5
agc,0.05,0.01,3,0.04826474480900168,0.14886136488093465,0.5095086583081527,-0.012971134889151572,0.6936636331089376,0.6936636078381839,2.5270753711836846e-08,0.20192337718046752,1.0243360328983153,5
scgi_proxy,0.05,0.01,3,0.0478927282390767,0.148560283457969,0.5095086583081527,-0.012121473717843199,0.6938401962873554,0.6938402324380997,3.6150744286977954e-08,0.2013388506324297,1.0248702674149814,5
agc,0.05,0.01,4,0.038396428503336646,0.12350603847505649,0.5442038003208816,-0.012266252738453122,0.6938400145608216,0.6938400729734647,5.841264316686079e-08,0.16622335110967137,1.0266881920449975,5
scgi_proxy,0.05,0.01,4,0.03835319007291712,0.12343793376996033,0.5442038003208816,-0.012054857727578918,0.6939400664361802,0.6939401086788292,4.224264893437635e-08,0.1661507158024479,1.0269458042939625,5
agc,0.05,0.01,5,0.05144209508147128,0.1735728454269524,0.49345120782500074,-0.024493214718531567,0.6939729336148929,0.6939728794094112,5.4205481658797794e-08,0.2299418742175342,1.0218960292057855,5
scgi_proxy,0.05,0.01,5,0.05144548936615557,0.17349847022980733,0.49345120782500074,-0.024325194486387897,0.6940699729345757,0.6940699583543924,1.4580183282930648e-08,0.2298094156518283,1.021629636397459,5
agc,0.05,0.01,6,0.05392996404311178,0.18351064618708693,0.4846212373521136,-0.01059110597446152,0.7114707416078508,0.7114707861271136,4.451926272075468e-08,0.24210889916529318,1.0196608698510696,5
scgi_proxy,0.05,0.01,6,0.053945104015000356,0.18321036953795397,0.4846212373521136,-0.010225171506026236,0.7115515393990417,0.7115515605759887,2.11769469737888e-08,0.24182467396686746,1.0196883518814106,5
agc,0.05,0.01,7,0.06289034093784569,0.211455507945383,0.526752882227022,-0.02427295946286213,0.7768257716473886,0.7768257396467657,3.200062292929573e-08,0.2802257009802368,1.0214322619457996,5
scgi_proxy,0.05,0.01,7,0.06281322308551135,0.21106132236472072,0.526752882227022,-0.024394025452027745,0.7762334022252263,0.7762333876051046,1.4620121668862396e-08,0.2799590525214648,1.0222164022626865,5
agc,0.05,0.01,8,0.05893024040688254,0.19805042157024796,0.5043874577514778,-0.01598471399535257,0.7453834057332558,0.7453835069955226,1.0126226679396666e-07,0.262111020250752,1.0199639857495506,5
scgi_proxy,0.05,0.01,8,0.05895037285294896,0.1978825756917927,0.5043874577514778,-0.015884387675100697,0.7453360186211188,0.7453360625459642,4.392484542758979e-08,0.26201570246311295,1.0201794744316786,5
agc,0.05,0.01,9,0.051007424830934914,0.1608094361575744,0.5066149518944131,-0.010486709346474606,0.7079451035364477,0.7079449600754252,1.4346102250595294e-07,0.21551559494674613,1.0174619430246274,5
scgi_proxy,0.05,0.01,9,0.051058118423498874,0.16055339008672265,0.5066149518944131,-0.010505094230669584,0.7077213661739651,0.7077213023029838,6.387098128168844e-08,0.2152902109255141,1.017384226600865,5
agc,0.05,0.03,0,0.09821931509816893,0.34928623586804275,0.4923020115030484,-0.008789018260173065,0.9310185442090871,0.9310184498012962,9.440779091818285e-08,0.45461982708697196,1.015897626533123,5
scgi_proxy,0.05,0.03,0,0.09827393117801783,0.3487736338581634,0.4923020115030484,-0.009114781141157357,0.9302347953980723,0.9302346647690524,1.3062901993432519e-07,0.45423520773187576,1.0160780267198475,5
agc,0.05,0.03,1,0.09700292172425859,0.3480689280524547,0.4980248860946312,-0.006146404282637399,0.9369503315887072,0.9369503451650122,1.3576304969120656e-08,0.45118691551807655,1.0137395023846847,5
scgi_proxy,0.05,0.03,1,0.09704917819333671,0.3475055493571504,0.4980248860946312,-0.0066439594339237585,0.9359356542111946,0.9359355865381932,6.767300142485055e-08,0.45091022029654343,1.014296311235009,5
