estimator,sigma_a,rho,seed,object,S1_true,S1_hat,gamma,gamma_minus_1_sq,min_pair_sum,n_denominator_clipped,delta_mean,delta_second_moment,rel_mse_raw,rel_mse_aligned,coefficient_risk_raw,risk_f7_component,risk_gauge_component,risk_normalization_increment_cross,risk_decomposition_sum,risk_decomposition_abs_error,coefficient_identity_max_abs_over_S1
median_pair_sum,0.05,0.001,1,5,197.74866265058517,197.59471130371094,0.9992214797065593,6.060938472990263e-07,189.14835357666016,0,9.553571867877556e-05,5.169148735972327e-06,0.00042404604511339845,0.0004239698954200468,0.00042404626599188794,0.00042356315237301325,6.060938472990263e-07,-1.2241236006007042e-07,0.0004240468338602522,5.678683642692518e-10,1.2734253925157643e-07
true_s1,0.05,0.001,1,6,217.80729159526527,217.80729159526527,1.0,0.0,208.31426239013672,0,9.553571867877556e-05,5.169148735972327e-06,0.00044689756949241067,0.00044658539136750773,0.00044689802612862134,0.00044689778493304106,0.0,0.0,0.00044689778493304106,2.411955802726802e-10,9.456935975946929e-08
median_pair_sum,0.05,0.001,1,6,217.80729159526527,217.64556121826172,0.9992574611445787,5.513639518103805e-07,208.31426239013672,0,9.553571867877556e-05,5.169148735972327e-06,0.00044661903058502967,0.0004465851887241793,0.000446619676033942,0.00044623435339694083,5.513639518103805e-07,-1.6628768037158458e-07,0.00044661942966837964,2.46365562348656e-10,7.765778553153156e-08
true_s1,0.05,0.001,1,7,229.46783746033907,229.46783746033907,1.0,0.0,219.49771881103516,0,9.553571867877556e-05,5.169148735972327e-06,0.0005145109437177136,0.0005135577782600952,0.00051451202166926,0.0005145121167259417,0.0,0.0,0.0005145121167259417,9.505668170997628e-11,7.41191360165265e-08
median_pair_sum,0.05,0.001,1,7,229.46783746033907,229.2939224243164,0.9992420940644777,5.744214070998932e-07,219.49771881103516,0,9.553571867877556e-05,5.169148735972327e-06,0.0005136053768929574,0.0005135579181775371,0.0005136063511484962,0.0005137325086983864,5.744214070998932e-07,-7.005374628841636e-07,0.0005136063926426021,4.149410588818313e-11,7.144460924003851e-08
true_s1,0.05,0.001,1,8,208.90131407044828,208.90131407044828,1.0,0.0,199.83575439453125,0,9.553571867877556e-05,5.169148735972327e-06,0.0004831477954069939,0.00048273925783144704,0.00048314987581527636,0.000483149812727494,0.0,0.0,0.000483149812727494,6.308778233979004e-11,1.7249382338317823e-07
median_pair_sum,0.05,0.001,1,8,208.90131407044828,208.7453384399414,0.9992533525640999,5.574823935362514e-07,199.83575439453125,0,9.553571867877556e-05,5.169148735972327e-06,0.0004827528229695944,0.00048274121017005727,0.00048275265810127256,0.00048242859693735086,5.574823935362514e-07,-2.3334918449506989e-07,0.00048275273014639205,7.204511948363886e-11,1.0132515428049266e-07
true_s1,0.05,0.001,1,9,157.6987950624898,157.6987950624898,1.0,0.0,150.84194946289062,0,9.553571867877556e-05,5.169148735972327e-06,0.00039189516973160595,0.0003913142124991731,0.00039189343640382083,0.00039189347120102404,0.0,0.0,0.00039189347120102404,3.479720320481022e-11,9.727206825397361e-08
median_pair_sum,0.05,0.001,1,9,157.6987950624898,157.57645416259766,0.9992242115747069,6.018476808187998e-07,150.84194946289062,0,9.553571867877556e-05,5.169148735972327e-06,0.0003913137092674735,0.00039131351337347086,0.00039131259645702813,0.0003912856542233894,6.018476808187998e-07,-5.747591479308206e-07,0.0003913127427562774,1.4629924923513625e-10,7.136526262411508e-08
true_s1,0.05,0.001,2,0,148.97826256789267,148.97826256789267,1.0,0.0,140.84490966796875,0,-4.65494878254466e-05,5.350041106763423e-06,0.0003416213273944864,0.0003416209765924569,0.00034162172857877296,0.00034162116046677557,0.0,-0.0,0.00034162116046677557,5.681119973868949e-10,1.3876242063978677e-07
median_pair_sum,0.05,0.001,2,0,148.97826256789267,148.8913116455078,0.9994163516147516,3.4064543760304245e-07,140.84490966796875,0,-4.65494878254466e-05,5.350041106763423e-06,0.00034198413601958474,0.00034162148976299916,0.0003419840622995753,0.00034122250356111904,3.4064543760304245e-07,4.2034871912463263e-07,0.0003419834977178467,5.645817285992066e-10,6.12862278861942e-08
true_s1,0.05,0.001,2,1,144.4302321523428,144.4302321523428,1.0,0.0,136.5204734802246,0,-4.65494878254466e-05,5.350041106763423e-06,0.00033953550763546613,0.0003395267105379821,0.0003395366170304641,0.00033953587824055143,0.0,-0.0,0.00033953587824055143,7.387899126558121e-10,5.933933461855821e-08
median_pair_sum,0.05,0.001,2,1,144.4302321523428,144.34982299804688,0.9994432664609227,3.099522335334896e-07,136.5204734802246,0,-4.65494878254466e-05,5.350041106763423e-06,0.00033974157423287854,0.00033952735214948216,0.00033974192327367644,0.0003391579214581821,3.099522335334896e-07,2.7341445771939396e-07,0.000339741288149435,6.35124241465355e-10,6.017759811377594e-08
true_s1,0.05,0.001,2,2,145.70348731148988,145.70348731148988,1.0,0.0,137.7633514404297,0,-4.65494878254466e-05,5.350041106763423e-06,0.00039081488501216687,0.0003907648486322896,0.00039081290896224335,0.0003908135271651525,0.0,-0.0,0.0003908135271651525,6.182029091655709e-10,2.0929286992207236e-07
