estimator,sigma_a,rho,seed,object,S1_true,S1_hat,gamma,gamma_minus_1_sq,min_pair_sum,n_denominator_clipped,delta_mean,delta_second_moment,rel_mse_raw,rel_mse_aligned,coefficient_risk_raw,risk_f7_component,risk_gauge_component,risk_normalization_increment_cross,risk_decomposition_sum,risk_decomposition_abs_error,coefficient_identity_max_abs_over_S1
true_s1,0.05,0.03,0,1,144.4302321523428,144.4302321523428,1.0,0.0,127.05608749389648,0,0.00023594834948215452,0.0001483953190735896,0.009407754750604739,0.00930960081972639,0.009407756277571485,0.009407755001727214,0.0,0.0,0.009407755001727214,1.2758442705096407e-09,5.685899143287935e-08
median_pair_sum,0.05,0.03,0,1,144.4302321523428,144.36988067626953,0.9995821409744076,1.7460616526906132e-07,127.05608749389648,0,0.00023594834948215452,0.0001483953190735896,0.00939960603125868,0.00930960052002627,0.009399607762690923,0.009399894413703171,1.7460616526906132e-07,-4.606556022490765e-07,0.009399608364266192,6.015752679502317e-10,8.552496791854552e-08
true_s1,0.05,0.03,0,2,145.70348731148988,145.70348731148988,1.0,0.0,128.18611907958984,0,0.00023594834948215452,0.0001483953190735896,0.0108164804636082,0.010690593997920541,0.010816470096050674,0.01081646907843218,0.0,0.0,0.01081646907843218,1.0176184946780742e-09,2.1183556513123442e-07
median_pair_sum,0.05,0.03,0,2,145.70348731148988,145.6544647216797,0.9996635455285611,1.1320161135124941e-07,128.18611907958984,0,0.00023594834948215452,0.0001483953190735896,0.010808990272001133,0.010690583027464447,0.010808989719467445,0.010809191804100669,1.1320161135124941e-07,-3.1556051443752895e-07,0.010808989445197583,2.742698627452126e-10,1.8501039828071945e-07
true_s1,0.05,0.03,0,3,165.0899476800114,165.0899476800114,1.0,0.0,145.23995208740234,0,0.00023594834948215452,0.0001483953190735896,0.010396407602187527,0.010240091660944936,0.010396408050709556,0.01039640574991271,0.0,0.0,0.01039640574991271,2.3007968464466844e-09,9.340618505868153e-08
median_pair_sum,0.05,0.03,0,3,165.0899476800114,165.03851318359375,0.9996884456192491,9.706613216509076e-08,145.23995208740234,0,0.00023594834948215452,0.0001483953190735896,0.010388655668602188,0.010240092233306616,0.010388658083100596,0.010389928667540705,9.706613216509076e-08,-1.3692890802097677e-06,0.01038865644459266,1.6385079361248692e-09,7.592832748887773e-08
true_s1,0.05,0.03,0,4,92.1666671433486,92.1666671433486,1.0,0.0,81.09242630004883,0,0.00023594834948215452,0.0001483953190735896,0.008625698129088867,0.00856348959816683,0.008625702771209831,0.008625702459107204,0.0,-0.0,0.008625702459107204,3.121026267288718e-10,8.320611012955254e-08
median_pair_sum,0.05,0.03,0,4,92.1666671433486,92.13952255249023,0.9997054836450129,8.673988335489793e-08,81.09242630004883,0,0.00023594834948215452,0.0001483953190735896,0.008621129854282632,0.008563494313409857,0.008621128877517295,0.00862062238640471,8.673988335489793e-08,4.1811930743209444e-07,0.008621127245595496,1.631921798446425e-09,6.09359471456144e-08
true_s1,0.05,0.03,0,5,197.74866265058517,197.74866265058517,1.0,0.0,173.97084045410156,0,0.00023594834948215452,0.0001483953190735896,0.012191537827380472,0.011991482767246415,0.012191549905555949,0.012191552344686881,0.0,0.0,0.012191552344686881,2.4391309319526933e-09,1.5598219983736468e-07
median_pair_sum,0.05,0.03,0,5,197.74866265058517,197.67965698242188,0.9996510435659166,1.217705928881965e-07,173.97084045410156,0,0.00023594834948215452,0.0001483953190735896,0.012181715306918412,0.011991485449299828,0.012181722368398595,0.012183045187995152,1.217705928881965e-07,-1.4425312763513968e-06,0.01218172442731169,2.058913093870184e-09,1.2850846869658616e-07
true_s1,0.05,0.03,0,6,217.80729159526527,217.80729159526527,1.0,0.0,191.60803985595703,0,0.00023594834948215452,0.0001483953190735896,0.012846322732274882,0.01263321070111741,0.01284631464089388,0.012846314114438083,0.0,0.0,0.012846314114438083,5.264557973588824e-10,7.12804635809363e-08
median_pair_sum,0.05,0.03,0,6,217.80729159526527,217.7206802368164,0.9996023486733869,1.581265775571335e-07,191.60803985595703,0,0.00023594834948215452,0.0001483953190735896,0.012834776120411307,0.012633209503738066,0.0128347678591494,0.012836099438082381,1.581265775571335e-07,-1.4887407849398614e-06,0.012834768823875,9.647255989362731e-10,5.989445929038005e-08
true_s1,0.05,0.03,0,7,229.46783746033907,229.46783746033907,1.0,0.0,201.86007690429688,0,0.00023594834948215452,0.0001483953190735896,0.014791154679524717,0.014578689595703987,0.014791157411711511,0.01479115662222418,0.0,-0.0,0.01479115662222418,7.894873314123751e-10,8.384662139754246e-08
median_pair_sum,0.05,0.03,0,7,229.46783746033907,229.36035919189453,0.9995316194651326,2.1938032544268913e-07,201.86007690429688,0,0.00023594834948215452,0.0001483953190735896,0.01477762886075541,0.014578696514131049,0.014777626161343956,0.014777304087412884,2.1938032544268913e-07,1.0219596568883679e-07,0.014777625663704014,4.976399403247553e-10,8.787507308737551e-08
true_s1,0.05,0.03,0,8,208.90131407044828,208.90131407044828,1.0,0.0,183.7767562866211,0,0.00023594834948215452,0.0001483953190735896,0.013885131958036536,0.013708630466232446,0.013885120399960836,0.013885121980544143,0.0,-0.0,0.013885121980544143,1.5805833065984931e-09,1.4658107676694423e-07
median_pair_sum,0.05,0.03,0,8,208.90131407044828,208.80242919921875,0.9995266431344889,2.2406672212648186e-07,183.7767562866211,0,0.00023594834948215452,0.0001483953190735896,0.013872687522491383,0.013708620610368151,0.013872688526611658,0.013871979856102013,2.2406672212648186e-07,4.870690810276061e-07,0.013872690991905167,2.4652935094474036e-09,1.1360726157047535e-07
true_s1,0.05,0.03,0,9,157.6987950624898,157.6987950624898,1.0,0.0,138.73578643798828,0,0.00023594834948215452,0.0001483953190735896,0.011266143139575708,0.011171480168028573,0.011266140725945615,0.011266137915209334,0.0,-0.0,0.011266137915209334,2.81073628087547e-09,9.831731756091635e-08
median_pair_sum,0.05,0.03,0,9,157.6987950624898,157.6729278564453,0.999835970807296,2.6905576059117394e-08,138.73578643798828,0,0.00023594834948215452,0.0001483953190735896,0.011262957550359491,0.011171471826318988,0.0112629630530044,0.011262442267317018,2.6905576059117394e-08,4.908698879163453e-07,0.011262960042780993,3.0102234063928954e-09,1.2086318828122225e-07
true_s1,0.05,0.03,1,0,148.97826256789267,148.97826256789267,1.0,0.0,132.77467346191406,0,0.0005146570593059081,0.00015389875950165002,0.009776542173631017,0.009741527001510385,0.009776547828614599,0.009776550491027861,0.0,-0.0,0.009776550491027861,2.662413262077834e-09,1.0385349500152354e-07
median_pair_sum,0.05,0.03,1,0,148.97826256789267,148.58123779296875,0.9973350154037205,7.102142898407047e-06,132.77467346191406,0,0.0005146570593059081,0.00015389875950165002,0.009752094795273466,0.009741534876927945,0.009752093593092639,0.009724511212559827,7.102142898407047e-06,2.048213696399229e-05,0.009752095492422227,1.8993295875244307e-09,6.111815307052455e-08
true_s1,0.05,0.03,1,1,144.4302321523428,144.4302321523428,1.0,0.0,128.71605682373047,0,0.0005146570593059081,0.00015389875950165002,0.009728063724165462,0.00964411617401915,0.009728058853892876,0.009728056005993954,0.0,-0.0,0.009728056005993954,2.8478989218955197e-09,7.418621293043824e-08
median_pair_sum,0.05,0.03,1,1,144.4302321523428,144.046875,0.9973457277840665,7.045160996276566e-06,128.71605682373047,0,0.0005146570593059081,0.00015389875950165002,0.009686318310763805,0.009644114486795603,0.009686315225948433,0.009676482724171187,7.045160996276566e-06,2.7854095786454614e-06,0.009686313294746108,1.931202324011527e-09,6.666911006431229e-08
true_s1,0.05,0.03,1,2,145.70348731148988,145.70348731148988,1.0,0.0,129.85097885131836,0,0.0005146570593059081,0.00015389875950165002,0.011196037560833153,0.011080150372958978,0.011196025296566523,0.011196022485848067,0.0,-0.0,0.011196022485848067,2.8107184565917542e-09,2.138165147005423e-07
median_pair_sum,0.05,0.03,1,2,145.70348731148988,145.3108367919922,0.9973051398649212,7.262271147636942e-06,129.85097885131836,0,0.0005146570593059081,0.00015389875950165002,0.011145048883795628,0.011080146656453686,0.011145040028260982,0.011135760365062019,7.262271147636942e-06,2.0154279066163207e-06,0.01114503806411627,1.964144710423576e-09,1.8654953302960344e-07
true_s1,0.05,0.03,1,3,165.0899476800114,165.0899476800114,1.0,0.0,147.13655853271484,0,0.0005146570593059081,0.00015389875950165002,0.010758612184391924,0.010726679349171748,0.010758619689410122,0.010758618276682789,0.0,-0.0,0.010758618276682789,1.412727332686381e-09,9.421914719921598e-08
median_pair_sum,0.05,0.03,1,3,165.0899476800114,164.6448974609375,0.9973041955289942,7.267361745894936e-06,147.13655853271484,0,0.0005146570593059081,0.00015389875950165002,0.01073541247130376,0.01072668449170579,0.010735415482887617,0.01070069020094944,7.267361745894936e-06,2.7456696004168344e-05,0.010735414258699503,1.2241881137270427e-09,7.655800945608155e-08
true_s1,0.05,0.03,1,4,92.1666671433486,92.1666671433486,1.0,0.0,82.13787078857422,0,0.0005146570593059081,0.00015389875950165002,0.008921891782766794,0.008849462171524951,0.008921885996770818,0.008921884482773045,0.0,-0.0,0.008921884482773045,1.5139977726369436e-09,5.930894158954671e-08
median_pair_sum,0.05,0.03,1,4,92.1666671433486,91.92438888549805,0.9973713028217269,6.910048855060833e-06,82.13787078857422,0,0.0005146570593059081,0.00015389875950165002,0.008883927886168486,0.008849457070928235,0.008883927952342644,0.008875040268301214,6.910048855060833e-06,1.974832041552331e-06,0.008883925149197827,2.8031448170634078e-09,4.651361826779657e-08
true_s1,0.05,0.03,1,5,197.74866265058517,197.74866265058517,1.0,0.0,176.23434448242188,0,0.0005146570593059081,0.00015389875950165002,0.012617652505925532,0.012455023389010136,0.012617661943334055,0.012617662727911767,0.0,0.0,0.012617662727911767,7.845777118264952e-10,1.573581874713614e-07
median_pair_sum,0.05,0.03,1,5,197.74866265058517,197.20492553710938,0.9972503626260342,7.560505688309704e-06,176.23434448242188,0,0.0005146570593059081,0.00015389875950165002,0.012554730035952817,0.012455027744860457,0.012554735296289992,0.012548370129805071,7.560505688309704e-06,-1.1953182168332763e-06,0.012554735317276546,2.098655559675581e-11,1.2957205732827565e-07
true_s1,0.05,0.03,1,6,217.80729159526527,217.80729159526527,1.0,0.0,194.11277770996094,0,0.0005146570593059081,0.00015389875950165002,0.013291670846258761,0.013112640775482812,0.013291670914661205,0.01329167022815411,0.0,0.0,0.01329167022815411,6.86507094227462e-10,8.336344744864525e-08
median_pair_sum,0.05,0.03,1,6,217.80729159526527,217.2115249633789,0.9972647075884244,7.481824576822797e-06,194.11277770996094,0,0.0005146570593059081,0.00015389875950165002,0.013225557953223645,0.013112642035502269,0.013225558103025859,0.013219056464674622,7.481824576822797e-06,-9.795686749871887e-07,0.013225558720576458,6.175505983844881e-10,2.007988649122188e-07
true_s1,0.05,0.03,1,7,229.46783746033907,229.46783746033907,1.0,0.0,204.5065155029297,0,0.0005146570593059081,0.00015389875950165002,0.01530090703183929,0.014988346346074861,0.015300916574291317,0.015300918023558237,0.0,0.0,0.015300918023558237,1.4492669200144581e-09,8.564641706696868e-08
median_pair_sum,0.05,0.03,1,7,229.46783746033907,228.85264587402344,0.9973190509261588,7.187487936529982e-06,204.5065155029297,0,0.0005146570593059081,0.00015389875950165002,0.01521249598916851,0.01498835823825304,0.015212493208188987,0.01521898603471359,7.187487936529982e-06,-1.3679285610964767e-05,0.015212494237039156,1.028850167750548e-09,8.684511765497255e-08
true_s1,0.05,0.03,1,8,208.90131407044828,208.90131407044828,1.0,0.0,186.1764373779297,0,0.0005146570593059081,0.00015389875950165002,0.01436895153591296,0.01413470186143628,0.014368959230381442,0.014368957337862014,0.0,0.0,0.014368957337862014,1.8925194276292467e-09,7.394903095008729e-08
median_pair_sum,0.05,0.03,1,8,208.90131407044828,208.3333740234375,0.9972812997872323,7.391330846902893e-06,186.1764373779297,0,0.0005146570593059081,0.00015389875950165002,0.014292568576341418,0.014134711279210429,0.014292567277572773,0.014290933768836233,7.391330846902893e-06,-5.758423773853912e-06,0.014292566675909281,6.016634909092103e-10,8.873215647738915e-08
true_s1,0.05,0.03,1,9,157.6987950624898,157.6987950624898,1.0,0.0,140.54273223876953,0,0.0005146570593059081,0.00015389875950165002,0.011655275692554054,0.011476659365364525,0.011655270421724049,0.011655268726884094,0.0,0.0,0.011655268726884094,1.6948399541444337e-09,9.961120483084935e-08
median_pair_sum,0.05,0.03,1,9,157.6987950624898,157.27767944335938,0.9973296205658162,7.1309263225117944e-06,140.54273223876953,0,0.0005146570593059081,0.00015389875950165002,0.011590592918358381,0.011476656456969587,0.011590589347093817,0.011593103859930341,7.1309263225117944e-06,-9.647152662400222e-06,0.011590587633590452,1.7135033648457655e-09,1.218506452760803e-07
true_s1,0.05,0.03,2,0,148.97826256789267,148.97826256789267,1.0,0.0,129.52233123779297,0,-0.00013727214663304666,0.00015750662659377263,0.010051959771038167,0.009982812820592294,0.010051954211567122,0.010051957921100144,0.0,-0.0,0.010051957921100144,3.709533022769329e-09,1.8148236387296756e-07
median_pair_sum,0.05,0.03,2,0,148.97826256789267,149.10009765625,1.0008178044652776,6.688041434279351e-07,129.52233123779297,0,-0.00013727214663304666,0.00015750662659377263,0.010066269749237902,0.00998280319975343,0.010066274589687674,0.010068405716036568,6.688041434279351e-07,-2.7973896964628353e-06,0.010066277130483532,2.5407958589551943e-09,1.1025159791307732e-07
true_s1,0.05,0.03,2,1,144.4302321523428,144.4302321523428,1.0,0.0,125.560302734375,0,-0.00013727214663304666,0.00015750662659377263,0.009990121791880203,0.00991924932966887,0.009990115571131716,0.009990112704584761,0.0,-0.0,0.009990112704584761,2.8665469546662603e-09,5.8726859673971925e-08
median_pair_sum,0.05,0.03,2,1,144.4302321523428,144.54210662841797,1.0007745918178486,5.999924842779333e-07,125.560302734375,0,-0.00013727214663304666,0.00015750662659377263,0.010003805323712096,0.009919242026327298,0.010003806902296105,0.010005595217698015,5.999924842779333e-07,-2.3915158084521073e-06,0.01000380369437384,3.2079222638926577e-09,5.468158806041087e-08
true_s1,0.05,0.03,2,2,145.70348731148988,145.70348731148988,1.0,0.0,126.61159133911133,0,-0.00013727214663304666,0.00015750662659377263,0.011499500872538999,0.011387714429657565,0.011499493068987674,0.011499494217605747,0.0,-0.0,0.011499494217605747,1.1486180721831385e-09,2.0845112805581148e-07
median_pair_sum,0.05,0.03,2,2,145.70348731148988,145.8227767944336,1.0008187139865,6.70292591690572e-07,126.61159133911133,0,-0.00013727214663304666,0.00015750662659377263,0.011517571221634272,0.011387710672972944,0.011517566983023454,0.011518331519138784,6.70292591690572e-07,-1.4344061690843702e-06,0.01151756740556139,4.225379357356581e-10,2.3419945062872236e-07
true_s1,0.05,0.03,2,3,165.0899476800114,165.0899476800114,1.0,0.0,143.5352325439453,0,-0.00013727214663304666,0.00015750662659377263,0.011056098745956592,0.01102208765466824,0.011056101175767195,0.011056101200706282,0.0,-0.0,0.011056101200706282,2.493908725365035e-11,9.201724550786332e-08
median_pair_sum,0.05,0.03,2,3,165.0899476800114,165.22491455078125,1.0008175353658204,6.683640743671114e-07,143.5352325439453,0,-0.00013727214663304666,0.00015750662659377263,0.011066303551143335,0.011022085601319202,0.011066308424921987,0.011074186097686461,6.683640743671114e-07,-8.546048833808819e-06,0.01106630841292702,1.199496748536524e-11,7.462400905333891e-08
true_s1,0.05,0.03,2,4,92.1666671433486,92.1666671433486,1.0,0.0,80.1269302368164,0,-0.00013727214663304666,0.00015750662659377263,0.009173813294313823,0.009099764730220528,0.009173817642990011,0.009173817320301174,0.0,-0.0,0.009173817320301174,3.226888374563419e-10,8.259911514176224e-08
median_pair_sum,0.05,0.03,2,4,92.1666671433486,92.24200820922852,1.000817443748538,6.682142820238286e-07,80.1269302368164,0,-0.00013727214663304666,0.00015750662659377263,0.009188613039047139,0.009099766526316253,0.009188616677570387,0.009188821609614347,6.682142820238286e-07,-8.736306465874327e-07,0.009188616193249783,4.843206040548915e-10,9.15551463229899e-08
true_s1,0.05,0.03,2,5,197.74866265058517,197.74866265058517,1.0,0.0,171.9324493408203,0,-0.00013727214663304666,0.00015750662659377263,0.012957634503335595,0.012834526895439314,0.01295763963503386,0.01295763920485293,0.0,-0.0,0.01295763920485293,4.301809308077109e-10,1.536313355777167e-07
median_pair_sum,0.05,0.03,2,5,197.74866265058517,197.9051055908203,1.0007911200922333,6.258710003351541e-07,171.9324493408203,0,-0.00013727214663304666,0.00015750662659377263,0.012975911750909244,0.012834534098545186,0.012975909788491311,0.012978149412109279,6.258710003351541e-07,-2.866946453470664e-06,0.012975908336656143,1.451835168114218e-09,1.2630230527358032e-07
true_s1,0.05,0.03,2,6,217.80729159526527,217.80729159526527,1.0,0.0,189.4346466064453,0,-0.00013727214663304666,0.00015750662659377263,0.013632905757512772,0.013518299954953013,0.013632901156261375,0.013632901385185593,0.0,-0.0,0.013632901385185593,2.2892421812359398e-10,6.954391559168244e-08
median_pair_sum,0.05,0.03,2,6,217.80729159526527,217.99078369140625,1.0008424515763317,7.097246584637171e-07,189.4346466064453,0,-0.00013727214663304666,0.00015750662659377263,0.013651722369636394,0.013518292637059535,0.013651724417638508,0.013655881179315718,7.097246584637171e-07,-4.865812504499862e-06,0.013651725091469682,6.738311746932321e-10,9.330239587065217e-08
true_s1,0.05,0.03,2,7,229.46783746033907,229.46783746033907,1.0,0.0,199.55804443359375,0,-0.00013727214663304666,0.00015750662659377263,0.015708210839798616,0.015531256112616425,0.0157082081061736,0.01570820614473425,0.0,-0.0,0.01570820614473425,1.9614393477473957e-09,7.802696760882939e-08
median_pair_sum,0.05,0.03,2,7,229.46783746033907,229.64602661132812,1.0007765321404567,6.030021651622613e-07,199.55804443359375,0,-0.00013727214663304666,0.00015750662659377263,0.0157295948517109,0.015531257690334555,0.015729591181134192,0.01573261147069718,6.030021651622613e-07,-3.6254122705374084e-06,0.015729589060591805,2.1205423875647185e-09,7.598349680833924e-08
true_s1,0.05,0.03,2,8,208.90131407044828,208.90131407044828,1.0,0.0,181.6362762451172,0,-0.00013727214663304666,0.00015750662659377263,0.014762044711383471,0.014513987488254314,0.014762055056441684,0.01476205540148357,0.0,0.0,0.01476205540148357,3.4504188568817984e-10,1.0283258942801572e-07
median_pair_sum,0.05,0.03,2,8,208.90131407044828,209.0634307861328,1.0007760444993172,6.022450649205301e-07,181.6362762451172,0,-0.00013727214663304666,0.00015750662659377263,0.014787313994796747,0.014513991682928435,0.014787319233648533,0.014784976315644459,6.022450649205301e-07,1.7414846637623247e-06,0.01478732004537314,8.117246083924512e-10,1.0378519419260893e-07
true_s1,0.05,0.03,2,9,157.6987950624898,157.6987950624898,1.0,0.0,137.06050872802734,0,-0.00013727214663304666,0.00015750662659377263,0.011973086494818529,0.011828907277921135,0.01197308379619182,0.011973081181991887,0.0,0.0,0.011973081181991887,2.614199932915451e-09,9.610672113203581e-08
median_pair_sum,0.05,0.03,2,9,157.6987950624898,157.82746124267578,1.0008158983087663,6.656900502476627e-07,137.06050872802734,0,-0.00013727214663304666,0.00015750662659377263,0.011993463977658056,0.01182889694325013,0.011993469976384194,0.011992626785727116,6.656900502476627e-07,1.7540588232444909e-07,0.011993467881659689,2.0947245051910676e-09,7.038970892695232e-08
true_s1,0.05,0.03,3,0,148.97826256789267,148.97826256789267,1.0,0.0,127.350830078125,0,9.810849970325443e-05,0.00014830061437551888,0.00945935826273353,0.009419198041556047,0.009459358398339453,0.009459359927367355,0.0,-0.0,0.009459359927367355,1.52902790255538e-09,1.249047464991942e-07
median_pair_sum,0.05,0.03,3,0,148.97826256789267,149.18895721435547,1.00141426435529,2.0001436666435764e-06,127.350830078125,0,9.810849970325443e-05,0.00014830061437551888,0.009479328210858328,0.009419206123656213,0.009479320224406146,0.009486134918584471,2.0001436666435764e-06,-8.81450360838066e-06,0.009479320558642734,3.3423658793395035e-10,9.256429918305285e-08
true_s1,0.05,0.03,3,1,144.4302321523428,144.4302321523428,1.0,0.0,123.46334457397461,0,9.810849970325443e-05,0.00014830061437551888,0.009397771730201182,0.00936371898639563,0.009397775783928157,0.00939777724345873,0.0,-0.0,0.00939777724345873,1.4595305727893582e-09,5.996267401193904e-08
median_pair_sum,0.05,0.03,3,1,144.4302321523428,144.6187400817871,1.0013051833167828,1.7035034904080315e-06,123.46334457397461,0,9.810849970325443e-05,0.00014830061437551888,0.009414735847735535,0.00936372668096479,0.0094147336015125,0.009422324896751072,1.7035034904080315e-06,-9.293693297025218e-06,0.009414734706944455,1.1054319554859712e-09,6.870560054375386e-08
true_s1,0.05,0.03,3,2,145.70348731148988,145.70348731148988,1.0,0.0,124.55437088012695,0,9.810849970325443e-05,0.00014830061437551888,0.010815488730581451,0.010702046586013089,0.010815493904779835,0.01081548946766077,0.0,-0.0,0.01081548946766077,4.437119064532036e-09,2.0987621593377008e-07
median_pair_sum,0.05,0.03,3,2,145.70348731148988,145.91564178466797,1.0014560699753503,2.1201397731166373e-06,124.55437088012695,0,9.810849970325443e-05,0.00014830061437551888,0.010848814146091193,0.010702046641308161,0.010848818316319168,0.010847008616975313,2.1201397731166373e-06,-3.1595041636964644e-07,0.01084881280633206,5.509987108590001e-09,2.357424136787192e-07
true_s1,0.05,0.03,3,3,165.0899476800114,165.0899476800114,1.0,0.0,141.12774658203125,0,9.810849970325443e-05,0.00014830061437551888,0.010412595988361858,0.010322656817552194,0.010412599099173258,0.010412597294494202,0.0,-0.0,0.010412597294494202,1.8046790555004133e-09,9.260208749837295e-08
median_pair_sum,0.05,0.03,3,3,165.0899476800114,165.31321716308594,1.0013524111323078,1.8290158707899945e-06,141.12774658203125,0,9.810849970325443e-05,0.00014830061437551888,0.01044020064463256,0.010322656142089288,0.010440205282119313,0.010440780564294533,1.8290158707899945e-06,-2.4055947674632958e-06,0.01044020398539786,1.2967214534245274e-09,7.524952385457231e-08
true_s1,0.05,0.03,3,4,92.1666671433486,92.1666671433486,1.0,0.0,78.78875732421875,0,9.810849970325443e-05,0.00014830061437551888,0.008630484834640049,0.008497615013701824,0.008630479350200627,0.008630478179591993,0.0,0.0,0.008630478179591993,1.1706086343321598e-09,5.0601852098766336e-08
median_pair_sum,0.05,0.03,3,4,92.1666671433486,92.30134582519531,1.0014612515133832,2.135255985364593e-06,78.78875732421875,0,9.810849970325443e-05,0.00014830061437551888,0.008666581545729293,0.008497612264618407,0.008666578729723248,0.008655719206474479,2.135255985364593e-06,8.72235677288686e-06,0.00866657681923273,1.9104905177282154e-09,5.8549618058743583e-08
true_s1,0.05,0.03,3,5,197.74866265058517,197.74866265058517,1.0,0.0,169.04265594482422,0,9.810849970325443e-05,0.00014830061437551888,0.012192489101284766,0.012048122028030288,0.012192484524173593,0.01219248195974289,0.0,-0.0,0.01219248195974289,2.564430704246612e-09,1.5462121604496393e-07
median_pair_sum,0.05,0.03,3,5,197.74866265058517,198.04358673095703,1.001491408722662,2.2242999780325034e-06,169.04265594482422,0,9.810849970325443e-05,0.00014830061437551888,0.012230788928838103,0.01204811655173001,0.012230788886708036,0.012228877027371564,2.2242999780325034e-06,-3.146926772565392e-07,0.01223078663467234,2.2520356960823923e-09,2.4312584993074724e-07
true_s1,0.05,0.03,3,6,217.80729159526527,217.80729159526527,1.0,0.0,186.19353485107422,0,9.810849970325443e-05,0.00014830061437551888,0.012853542111875983,0.012783843519887317,0.012853540238805717,0.01285354031191979,0.0,-0.0,0.01285354031191979,7.311407382304402e-11,1.40331499290489e-07
median_pair_sum,0.05,0.03,3,6,217.80729159526527,218.1219482421875,1.001444656166548,2.0870314395451228e-06,186.19353485107422,0,9.810849970325443e-05,0.00014830061437551888,0.012879807400313076,0.012783846036999802,0.012879803776112524,0.012890705030209705,2.0870314395451228e-06,-1.2988162403057956e-05,0.012879803899246192,1.2313366862256952e-10,9.409080184248736e-08
true_s1,0.05,0.03,3,7,229.46783746033907,229.46783746033907,1.0,0.0,196.15645599365234,0,9.810849970325443e-05,0.00014830061437551888,0.014791787535757262,0.014469946335178492,0.014791781837025298,0.014791780988284393,0.0,0.0,0.014791780988284393,8.487409056817663e-10,1.034361456063324e-07
median_pair_sum,0.05,0.03,3,7,229.46783746033907,229.7633514404297,1.001287823092601,1.6584883178364134e-06,196.15645599365234,0,9.810849970325443e-05,0.00014830061437551888,0.01484017685560079,0.014469940494012425,0.014840177049010188,0.01482990391455518,1.6584883178364134e-06,8.613069386734226e-06,0.01484017547225975,1.5767504371315302e-09,9.00827299197501e-08
true_s1,0.05,0.03,3,8,208.90131407044828,208.90131407044828,1.0,0.0,178.57733154296875,0,9.810849970325443e-05,0.00014830061437551888,0.013892995298696567,0.013826580828414349,0.013892988899580423,0.013892991350573236,0.0,-0.0,0.013892991350573236,2.4509928132215864e-09,1.345879895593571e-07
median_pair_sum,0.05,0.03,3,8,208.90131407044828,209.2010498046875,1.0014348197644087,2.0587077563379366e-06,178.57733154296875,0,9.810849970325443e-05,0.00014830061437551888,0.013918467349932108,0.013826573826889406,0.013918467100152517,0.01393288782933541,2.0587077563379366e-06,-1.6476899198385777e-05,0.013918469637893362,2.537740846145762e-09,1.3551353900395826e-07
true_s1,0.05,0.03,3,9,157.6987950624898,157.6987950624898,1.0,0.0,134.81116485595703,0,9.810849970325443e-05,0.00014830061437551888,0.011274542248954739,0.011132721706956126,0.01127454923307185,0.011274549054704782,0.0,0.0,0.011274549054704782,1.7836706764362553e-10,9.703753890248942e-08
median_pair_sum,0.05,0.03,3,9,157.6987950624898,157.91175079345703,1.00135039542238,1.8235677967846238e-06,134.81116485595703,0,9.810849970325443e-05,0.00014830061437551888,0.011308759726263589,0.011132725497132132,0.011308762151869475,0.011305019813475103,1.8235677967846238e-06,1.9191199625271672e-06,0.011308762501234415,3.493649392169679e-10,7.253871804629991e-08
true_s1,0.05,0.03,4,0,148.97826256789267,148.97826256789267,1.0,0.0,130.82674407958984,0,0.00015545495009957938,0.00015069388725658502,0.009608559530032819,0.009422516065944965,0.009608554706445154,0.009608557299376257,0.0,0.0,0.009608557299376257,2.5929311024686097e-09,1.0169290550738463e-07
median_pair_sum,0.05,0.03,4,0,148.97826256789267,148.44408416748047,0.9964143869635427,1.2856620847212716e-05,130.82674407958984,0,0.00015545495009957938,0.00015069388725658502,0.009522955087024977,0.009422508935250947,0.009522957884209746,0.009539775696325963,1.2856620847212716e-05,-2.9674405890736004e-05,0.009522957911282439,2.707269357085369e-11,5.52182239364793e-08
true_s1,0.05,0.03,4,1,144.4302321523428,144.4302321523428,1.0,0.0,126.83974075317383,0,0.00015545495009957938,0.00015069388725658502,0.009563779079011963,0.009483311896387321,0.009563780080314674,0.009563781716261254,0.0,-0.0,0.009563781716261254,1.6359465795923178e-09,6.965181879764768e-08
median_pair_sum,0.05,0.03,4,1,144.4302321523428,143.91852569580078,0.9964570682403787,1.2552365453333151e-05,126.83974075317383,0,0.00015545495009957938,0.00015069388725658502,0.009512607729862942,0.00948331436585208,0.009512606774943285,0.009496134112375217,1.2552365453333151e-05,3.922910059183883e-06,0.009512609387887734,2.6129444489004963e-09,8.461002999247923e-08
true_s1,0.05,0.03,4,2,145.70348731148988,145.70348731148988,1.0,0.0,127.96598434448242,0,0.00015545495009957938,0.00015069388725658502,0.01099496521077195,0.010847335040210512,0.010994971775498505,0.010994969147008137,0.0,0.0,0.010994969147008137,2.6284903680701133e-09,2.0722160031549482e-07
median_pair_sum,0.05,0.03,4,2,145.70348731148988,145.19084930419922,0.9964816352940494,1.2378890204078654e-05,127.96598434448242,0,0.00015545495009957938,0.00015069388725658502,0.010921443018714665,0.01084734005764855,0.010921445942209786,0.010917736629744308,1.2378890204078654e-05,-8.672343604752137e-06,0.010921443176343635,2.7658661516314476e-09,2.3218625278028548e-07
