config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_binary_prior_loss,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0050,50,50,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0,2.4025344848632812,9.485941886901855,0.2700420916080475,0.004685699939727783,0.9740428844495653,2.955104112625122,0.0043834117241203785,0.37429291009902954,0.21948574483394623,0.0,0.925274670124054,0.925274670124054,0.38913074135780334,0.12907567620277405,0.03720381110906601,0.4838709533214569,0.23748779296875,3.145297050476074,0.00022787280613556504,0.004155538976192474,0.05235864967107773,0.0,0.0008443640545010567,0.11692708730697632
cfg0051,51,51,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0,2.4180097579956055,8.592055320739746,0.2516874074935913,0.004685699939727783,0.9740428844495653,2.9286484718322754,0.0021997084841132164,0.427261620759964,0.20603474974632263,0.0008120503043755889,0.9397188425064087,0.9389067888259888,0.37905198335647583,0.11607401072978973,0.031047802418470383,0.4838709533214569,0.3414306640625,3.206088066101074,0.00022784675820730627,0.0019718618132174015,0.03163830563426018,0.0,0.000684476806782186,0.07784023880958557
cfg0052,52,52,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.02,0.0,2.6562399864196777,9.723832130432129,0.2934923768043518,0.004685699939727783,0.9740428844495653,11.657878875732422,0.00915305595844984,0.3890445828437805,0.29042357206344604,0.0,1.0,1.0,0.4028414487838745,0.2008972465991974,0.08091893047094345,0.5161290168762207,0.26983642578125,2.8403897285461426,0.00022826403437647969,0.00892479158937931,0.10701260715723038,0.0,0.0046681687235832214,0.17166118323802948
cfg0053,53,53,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,2.3799362182617188,8.6194429397583,0.26460355520248413,0.004685699939727783,0.9740428844495653,11.840500831604004,0.00420999713242054,0.43605804443359375,0.24260973930358887,0.0004324698820710182,1.0,0.9995675086975098,0.403839111328125,0.1543499231338501,0.049766797572374344,0.5161290168762207,0.304931640625,3.1881136894226074,0.0002282588102389127,0.003981738351285458,0.05408946052193642,0.0,0.004497721791267395,0.1037570983171463
cfg0054,54,54,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.06,0.0,2.641451358795166,8.376279830932617,0.2534819543361664,0.004685699939727783,0.9740428844495653,11.151517868041992,0.0021144745405763388,0.4537273347377777,0.19863778352737427,0.0083584263920784,0.9929014444351196,0.9845430254936218,0.33625054359436035,0.10117875039577484,0.030715109780430794,0.5161290168762207,0.3074951171875,3.1357579231262207,0.00022822778555564582,0.0018862467259168625,0.028162214905023575,0.0,0.004111388698220253,0.060879141092300415
cfg0055,55,55,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.05,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.08,0.0,2.9101457595825195,8.553157806396484,0.24528269469738007,0.004685699939727783,0.9740428844495653,10.229598045349121,0.0011712335981428623,0.4399777054786682,0.17383964359760284,0.024256056174635887,0.9707358479499817,0.9464797973632812,0.28736644983291626,0.07446770370006561,0.023004520684480667,0.5161290168762207,0.267822265625,3.018862724304199,0.00022811580856796354,0.0009431177750229836,0.020134594291448593,0.0,0.003217215184122324,0.04511263221502304
cfg0056,56,56,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.02,0.0,1.2685599327087402,6.3831071853637695,0.2145959734916687,0.004685699939727783,0.9740428844495653,2.8867201805114746,0.048826511949300766,0.415855348110199,0.3918452560901642,0.0,1.0,1.0,0.7422740459442139,0.5483468770980835,0.1570742279291153,0.3870967626571655,0.50445556640625,2.082082986831665,0.00022780560539104044,0.04859870672225952,0.10426564514636993,0.0,0.000334434793330729,0.3556050658226013
cfg0057,57,57,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.04,0.0,1.6923737525939941,6.1614203453063965,0.20029126107692719,0.004685699939727783,0.9740428844495653,2.9290387630462646,0.01670217141509056,0.5187811851501465,0.28774547576904297,0.0,0.8990464210510254,0.8990464210510254,0.5622769594192505,0.29452285170555115,0.07651057839393616,0.35483869910240173,0.72589111328125,2.883822202682495,0.00022761171567253768,0.016474559903144836,0.0845271572470665,0.0,1.0463449143571779e-05,0.20178945362567902
cfg0058,58,58,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.06,0.0,2.7652318477630615,10.692349433898926,0.3072028160095215,0.004685699939727783,0.9740428844495653,2.925025224685669,0.007664049044251442,0.34738683700561523,0.25599488615989685,0.0,1.0,1.0,0.38178980350494385,0.1586744487285614,0.05917610228061676,0.5161290168762207,0.20220947265625,2.951073169708252,0.00022812490351498127,0.007435924373567104,0.049603670835494995,0.0,0.0027977614663541317,0.15830281376838684
cfg0059,59,59,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,otsu_soft,3,0.062,5,6,0.08,0.0,2.8308043479919434,9.493597984313965,0.2922093868255615,0.004685699939727783,0.9740428844495653,2.8993539810180664,0.0028461467009037733,0.4084686040878296,0.23993763327598572,0.0,1.0,1.0,0.403576135635376,0.14331044256687164,0.04627238214015961,0.5161290168762207,0.26068115234375,3.214125871658325,0.00022805882326792926,0.0026180879212915897,0.030743330717086792,0.0,0.0020461445674300194,0.09591831266880035
cfg0060,60,60,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.02,0.0,1.3532342910766602,7.3989458084106445,0.19984742999076843,0.004685699939727783,0.9740428844495653,11.76884651184082,0.029350759461522102,0.36402377486228943,0.37584447860717773,0.0,1.0,1.0,0.5859088897705078,0.4296553134918213,0.14158478379249573,0.4838709533214569,0.31292724609375,2.548400640487671,0.00022828426153864712,0.029122475534677505,0.12871791422367096,0.0,0.00431859353557229,0.2761719822883606
cfg0061,61,61,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,1.4845569133758545,7.240179061889648,0.20792582631111145,0.004685699939727783,0.9740428844495653,12.349905967712402,0.015609564259648323,0.43245089054107666,0.3231452703475952,0.0,1.0,1.0,0.5953273773193359,0.3288941979408264,0.09495662152767181,0.4838709533214569,0.39373779296875,3.2793989181518555,0.00022828386863693595,0.015381280332803726,0.0997859388589859,0.0,0.003808369394391775,0.1909647285938263
cfg0062,62,62,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.06,0.0,2.578254461288452,9.314301490783691,0.2676985561847687,0.004685699939727783,0.9740428844495653,11.551889419555664,0.003831990296021104,0.39630326628685,0.24593697488307953,0.0,1.0,1.0,0.40707939863204956,0.15508589148521423,0.05027513951063156,0.4838709533214569,0.30841064453125,3.256089210510254,0.00022827161592431366,0.0036037187092006207,0.06585738062858582,0.0,0.003627561032772064,0.09730058163404465
cfg0063,63,63,20240710,stripe_target,1,scgi_ured,32,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.08,0.0,3.482874870300293,9.893239974975586,0.28263726830482483,0.004685699939727783,0.9740428844495653,10.082952499389648,0.0014948064927011728,0.38999202847480774,0.21010464429855347,0.0,0.9658629894256592,0.9658629894256592,0.3194279074668884,0.09977883100509644,0.03643691539764404,0.4838709533214569,0.26104736328125,3.101597309112549,0.00022825953783467412,0.0012665470130741596,0.037585146725177765,0.0,0.003478892147541046,0.06439562141895294
