sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.536273405041266,-10.110519245372856,9
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.4246393947521003,-9.881416389013745,9
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-1.0744823308737814,-2.9452321886679016,9
0.05,agc,dct_paired,hadamard_paired,,not_reached,-1.3417404589774478,-2.573558451450019,9
0.05,agc,srht_paired,hadamard_paired,0.001,left_censored,18.73238418127387,1.054761490215359,9
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.465576022419002,-26.31360396898583,9
0.05,none,random_binary,hadamard_paired,,not_reached,-2.297924734356325,-25.63592593382997,9
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-1.1946118017958174,-20.213021620369535,9
0.05,none,dct_paired,hadamard_paired,,not_reached,-0.14709779377437115,-2.646364190406029,9
0.05,none,srht_paired,hadamard_paired,0.3,observed,0.1175248870271659,-0.1440523322212286,9
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.8858539478398093,-3.012023114782103,9
0.05,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.107908629701015,0.017151241585423804,9
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-4.068824107249322,-32.341696298757505,9
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-2.952900415582395,-32.468374214217256,9
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-1.2693445937476842,-27.70159304621499,9
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.1081763343838418,-3.009546936231132,9
0.05,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.08837038637620154,0.010860332832351105,9
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-4.063093485633576,-29.40933321056125,9
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-2.852454023396634,-29.489053432269394,9
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-1.1881469197490784,-24.70711496234466,9
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.8447518390757764,-2.9697197313854176,9
0.05,reference_k32,srht_paired,hadamard_paired,1.0,observed,0.08619660614690439,-0.19021525771445624,9
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.9246499646380464,-29.870270929733735,9
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-2.7044225756076816,-29.982542308833835,9
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-1.2618812117797678,-25.217165545767216,9
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.8672539648193265,-3.0180114434941103,9
0.05,reference_k8,srht_paired,hadamard_paired,0.3,observed,0.1036335192426403,-0.04507214800329962,9
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-3.3728022643529076,-19.341493224538077,9
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-2.2526228970013165,-19.43247416283603,9
