sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.5362734050412676,-2.668290097316305,2
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.4246393947521003,-1.5578263365625684,2
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-1.0744823308737814,-1.2019884397079448,2
0.05,agc,dct_paired,hadamard_paired,,not_reached,-1.9325688042201445,-1.9691722388491328,2
0.05,agc,srht_paired,hadamard_paired,3.0,left_censored,1.0820606993193707,1.054761490215359,2
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.465576022419002,-3.6228167074820696,2
0.05,none,random_binary,hadamard_paired,,not_reached,-2.297924734356325,-2.455743505047023,2
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-1.1946118017958174,-1.3468270759575205,2
0.05,none,dct_paired,hadamard_paired,,not_reached,-1.8528066334718947,-1.8857662088548022,2
0.05,none,srht_paired,hadamard_paired,3.0,left_censored,0.1175248870271659,0.1145917432483774,2
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.8858539478398093,-1.9196291578693234,2
0.05,pairwise,srht_paired,hadamard_paired,3.0,left_censored,0.10400728670020776,0.10078013488444171,2
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-4.068824107249322,-4.215990855761909,2
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-2.952900415582395,-3.1240671705752217,2
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-1.2693445937476842,-1.4082348555064925,2
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.1081763343838418,-2.1521618597998096,2
0.05,reference_k2,srht_paired,hadamard_paired,3.0,left_censored,0.08837038637620154,0.08813935191576405,2
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-4.063093485633576,-4.218375717407039,2
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-2.852454023396634,-3.012808811444044,2
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-1.1881469197490784,-1.3418743530853199,2
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.8447518390757764,-1.879715834549689,2
0.05,reference_k32,srht_paired,hadamard_paired,3.0,left_censored,0.08619660614690439,0.08539168654316853,2
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.9246499646380464,-4.068945701480974,2
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-2.7044225756076816,-2.8517120075991755,2
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-1.2618812117797678,-1.4040067338421292,2
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.8672539648193265,-1.9027228038334876,2
0.05,reference_k8,srht_paired,hadamard_paired,3.0,left_censored,0.1036335192426403,0.10116926419943262,2
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-2.3633544876267187,-2.425553865276557,2
