basis,correction,reference_period,rho,sigma_a,seed,object,num_frames,reference_frames,total_physical_frames,num_coefficients,num_pixels,shard,unit_index,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
random_uniform,none,0,3.0,0.05,0,0,2048,0,2048,2048,1024,0/5,0,0.048127952097149485,0.5692537428651334,13.176026176874775,0.4046681432968811,,,
random_uniform,oracle,0,3.0,0.05,0,0,2048,0,2048,2048,1024,0/5,0,0.02575900980976431,0.3046756013451174,15.89070835505574,0.6581279243132099,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,0,2048,0,2048,2048,1024,0/5,0,0.04822176630885785,0.5703633701985618,13.167568859506606,0.4058819848452385,0.002651824615895748,0.061626970767974854,0.9999828338623047
random_uniform,scgi_proxy,0,3.0,0.05,0,0,2048,0,2048,2048,1024,0/5,0,0.04820175171667321,0.5701266391303038,13.16937178627098,0.4059762279993783,0.0026502504479140043,0.06377365440130234,0.9999841451644897
random_uniform,scgi_frozen,0,3.0,0.05,0,0,2048,0,2048,2048,1024,0/5,0,0.08345996523737295,0.9871580967099239,10.785218005159976,1.970772494278465,,,
random_uniform,reference_k2,2,3.0,0.05,0,0,2048,1025,3073,2048,1024,0/5,0,0.042231404596145994,0.49950982922108933,13.743644739098993,0.4682594645777715,0.0016661571571603417,0.6563149094581604,0.9994217753410339
random_uniform,reference_k8,8,3.0,0.05,0,0,2048,257,2305,2048,1024,0/5,0,0.05329525757854192,0.6303722375784039,12.7331143448381,0.3370491581518276,0.0037745926529169083,0.16286027431488037,0.9985157251358032
random_uniform,reference_k32,32,3.0,0.05,0,0,2048,65,2113,2048,1024,0/5,0,0.05535887016126484,0.6547804896512815,12.56812782130333,0.31437183544818414,0.0043358709663152695,0.05113186314702034,0.9981980323791504
random_uniform,none,0,3.0,0.05,0,5,2048,0,2048,2048,1024,0/5,5,0.07434516332682617,0.6435454737329841,11.287472801184373,0.3613540434736688,,,
random_uniform,oracle,0,3.0,0.05,0,5,2048,0,2048,2048,1024,0/5,5,0.03860570551687321,0.33417812180241085,14.133485064322986,0.6715493485433942,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,5,2048,0,2048,2048,1024,0/5,5,0.0745685901001347,0.645479497174985,11.274440682211376,0.3611377835692602,0.0026647597551345825,0.046157270669937134,0.9999736547470093
random_uniform,scgi_proxy,0,3.0,0.05,0,5,2048,0,2048,2048,1024,0/5,5,0.07457643828541702,0.6455474325172379,11.273983620571293,0.36093052061683367,0.0026642840821295977,0.046779826283454895,0.9999740123748779
random_uniform,scgi_frozen,0,3.0,0.05,0,5,2048,0,2048,2048,1024,0/5,5,0.11445879927644359,0.9907765200468486,9.41350814345418,1.8836942774603582,,,
random_uniform,reference_k2,2,3.0,0.05,0,5,2048,1025,3073,2048,1024,0/5,5,0.0648178317064544,0.5610751304493206,11.88305501129671,0.4401186920389392,0.0016661571571603417,0.6563149094581604,0.9994217753410339
