trace_id,paper,figure,panel,sample,trace_kind,points,fit_points,log_linear_slope_per_1e4_measurements,lambda_per_measurement,decay_constant_per_1e4_measurements,half_life_measurements,log_residual_std,log_residual_ar1_digitized_step,rho_per_measurement_proxy,r2,quality_note,corrected_mean,corrected_std,corrected_cv,corrected_visual_band_mean,corrected_visual_sigma_proxy,linear_slope_per_1e4_measurements,linear_residual_std,linear_residual_ar1_digitized_step
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,231,226,-0.7933219989924367,0.9999206709468165,0.7933219989924367,8737.274164088238,0.18492928569216374,0.9941754804814648,0.9999662656282363,0.9593338476083088,"approximate figure-level digitization; use as calibration prior, not raw detector data",,,,,,,,
apl_fig5b_corrected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,b,USAF 1951,corrected,231,231,,,,,,,,,approximate figure-level digitization; black band median suppresses visual spikes,0.4102860329854196,0.012723246568160124,0.031010674371682236,0.30850131463628394,0.12036727063452357,0.0012327425244432733,0.012643022829727799,0.6672895569055498
apl_fig7a_collected_0,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,a,0,collected,232,212,-0.9450220214930757,0.9999055022630431,0.9450220214930757,7334.7198773719165,0.14170603766035333,0.9827168256442784,0.9998988863352648,0.9802952237841646,"approximate figure-level digitization; use as calibration prior, not raw detector data",,,,,,,,
apl_fig7b_corrected_0,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,b,0,corrected,231,231,,,,,,,,,approximate figure-level digitization; black band median suppresses visual spikes,0.3701562664977299,0.015003311823387794,0.040532372895758624,0.23784183296378422,0.0927982180896544,0.0002905368961861089,0.014999544310667023,0.7054669126669685
apl_fig7c_collected_nd,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,c,nd,collected,232,227,-0.8179971878930601,0.9999182036267165,0.8179971878930601,8473.711044720158,0.1907989997950381,0.9930424635160593,0.9999595060725289,0.9592923460073258,"approximate figure-level digitization; use as calibration prior, not raw detector data",,,,,,,,
apl_fig7d_corrected_nd,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,d,nd,corrected,231,231,,,,,,,,,approximate figure-level digitization; black band median suppresses visual spikes,0.3625937071059022,0.011237759376930348,0.030992703835447843,0.29707000316756416,0.11590714130611164,-0.0025683804439243663,0.010837606878546222,0.7295717335863875
apl_fig7e_collected_eq,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,e,Eq,collected,232,200,-1.0283278780281786,0.9998971724993071,1.0283278780281786,6740.526979479121,0.17176422217225376,0.9901456386802119,0.9999425628755833,0.9727470635677625,"approximate figure-level digitization; use as calibration prior, not raw detector data",,,,,,,,
apl_fig7f_corrected_eq,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 7,f,Eq,corrected,231,231,,,,,,,,,approximate figure-level digitization; black band median suppresses visual spikes,0.3648769929257734,0.011329809582570233,0.031051038575279657,0.22039647344525398,0.08599160103209284,-0.004370394833071283,0.010138402397740841,0.7326202850106144
