trace_id,paper,figure,panel,sample,trace_kind,x_axis,x_measurements,y_digitized,y_band_low,y_band_high,pixel_count,source_image,data_box,extraction,x_unit,y_unit
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.008658008658008658,86.58008658008659,0.9049079754601227,0.8460122699386503,0.9638036809815951,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.025974025974025976,259.7402597402598,0.9049079754601227,0.8460122699386503,0.9638036809815951,24,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.04329004329004329,432.90043290043286,0.9049079754601227,0.8460122699386503,0.9638036809815951,27,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.06060606060606061,606.0606060606061,0.8865030674846626,0.8276073619631902,0.945398773006135,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.07792207792207792,779.2207792207791,0.8773006134969326,0.811042944785276,0.943558282208589,28,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.09523809523809523,952.3809523809523,0.8619631901840491,0.8030674846625767,0.9208588957055215,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.11255411255411256,1125.5411255411257,0.8619631901840491,0.8030674846625767,0.9208588957055215,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.12987012987012986,1298.7012987012986,0.8374233128834356,0.7834355828220859,0.8914110429447852,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.1471861471861472,1471.861471861472,0.834355828220859,0.7828220858895705,0.8858895705521472,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.1645021645021645,1645.021645021645,0.8282208588957055,0.7717791411042945,0.8846625766871166,24,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.18181818181818182,1818.1818181818182,0.8190184049079754,0.7650306748466258,0.8730061349693252,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.19913419913419914,1991.3419913419914,0.8098159509202454,0.758282208588957,0.8613496932515338,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.21645021645021645,2164.5021645021643,0.7975460122699387,0.7460122699386502,0.849079754601227,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.23376623376623376,2337.6623376623374,0.7883435582822086,0.7294478527607362,0.847239263803681,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.2510822510822511,2510.8225108225106,0.7822085889570553,0.7233128834355829,0.8411042944785276,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.2683982683982684,2683.982683982684,0.7699386503067485,0.7159509202453989,0.8331288343558282,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.2857142857142857,2857.142857142857,0.7668711656441718,0.7006134969325153,0.8239263803680982,28,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.30303030303030304,3030.3030303030305,0.7515337423312883,0.6828220858895706,0.8202453987730061,29,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.3203463203463203,3203.463203463203,0.7392638036809815,0.6803680981595093,0.8012269938650307,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.33766233766233766,3376.6233766233768,0.7300613496932515,0.6730061349693252,0.798159509202454,30,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.354978354978355,3549.78354978355,0.7269938650306749,0.6723926380368097,0.7809815950920245,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.3722943722943723,3722.943722943723,0.7239263803680982,0.6723926380368097,0.7797546012269939,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.38961038961038963,3896.103896103896,0.7239263803680982,0.6723926380368097,0.7754601226993865,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.4069264069264069,4069.2640692640693,0.7208588957055215,0.661963190184049,0.7754601226993865,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
