trace_id,paper,figure,panel,sample,trace_kind,x_axis,x_measurements,y_digitized,y_band_low,y_band_high,pixel_count,source_image,data_box,extraction,x_unit,y_unit
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.42424242424242425,4242.424242424243,0.7177914110429449,0.6613496932515337,0.7742331288343558,24,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.44155844155844154,4415.584415584415,0.7147239263803681,0.6607361963190184,0.7687116564417178,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.4588744588744589,4588.744588744589,0.6901840490797546,0.6411042944785277,0.7441717791411042,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.47619047619047616,4761.9047619047615,0.6901840490797546,0.6361963190184049,0.7392638036809815,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.4935064935064935,4935.064935064935,0.6779141104294479,0.6337423312883436,0.7361963190184049,26,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5108225108225108,5108.225108225109,0.6748466257668712,0.6171779141104294,0.7220858895705522,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5281385281385281,5281.385281385281,0.6687116564417178,0.6134969325153374,0.7202453987730062,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5454545454545454,5454.545454545454,0.6625766871165644,0.6110429447852761,0.7141104294478527,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5627705627705628,5627.705627705628,0.6595092024539877,0.6104294478527608,0.7085889570552147,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5800865800865801,5800.865800865801,0.6533742331288344,0.6042944785276074,0.7024539877300613,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.5974025974025974,5974.0259740259735,0.6411042944785277,0.5871165644171779,0.6950920245398773,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.6147186147186147,6147.186147186147,0.6349693251533742,0.5858895705521472,0.6840490797546013,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.6320346320346321,6320.346320346321,0.6319018404907976,0.5803680981595092,0.6834355828220859,23,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.6493506493506493,6493.506493506494,0.6319018404907976,0.5803680981595092,0.6834355828220859,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.6666666666666666,6666.666666666666,0.6226993865030674,0.5736196319018405,0.6754601226993865,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.683982683982684,6839.82683982684,0.6165644171779141,0.5717791411042945,0.6717791411042945,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7012987012987013,7012.987012987013,0.6134969325153374,0.5650306748466257,0.6552147239263804,25,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7186147186147186,7186.147186147186,0.6042944785276074,0.5576687116564418,0.643558282208589,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7359307359307359,7359.307359307359,0.5889570552147239,0.5472392638036809,0.6306748466257668,21,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7532467532467533,7532.467532467533,0.5828220858895705,0.5411042944785276,0.6288343558282208,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7705627705627706,7705.627705627706,0.5797546012269938,0.5355828220858896,0.6245398773006134,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.7878787878787878,7878.787878787878,0.5797546012269938,0.5355828220858896,0.6239263803680981,20,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8051948051948052,8051.948051948052,0.5705521472392638,0.5288343558282209,0.6122699386503068,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8225108225108225,8225.108225108224,0.5644171779141105,0.5177914110429448,0.6110429447852761,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8398268398268398,8398.268398268398,0.558282208588957,0.5116564417177915,0.6085889570552148,24,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8571428571428571,8571.42857142857,0.5521472392638036,0.505521472392638,0.6049079754601226,20,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8744588744588745,8744.588744588746,0.5521472392638036,0.49938650306748467,0.5987730061349693,20,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.8917748917748918,8917.748917748917,0.5460122699386503,0.49938650306748467,0.5926380368098159,20,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.9090909090909091,9090.90909090909,0.5368098159509203,0.4926380368098159,0.5809815950920245,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.9264069264069265,9264.069264069265,0.5337423312883436,0.49202453987730066,0.5754601226993865,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.9437229437229437,9437.229437229438,0.5337423312883436,0.49202453987730066,0.5754601226993865,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.961038961038961,9610.38961038961,0.5153374233128835,0.47361963190184053,0.5570552147239264,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.9783549783549783,9783.549783549783,0.50920245398773,0.47239263803680986,0.5503067484662577,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,0.9956709956709957,9956.709956709958,0.5061349693251533,0.4619631901840491,0.5484662576687117,22,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0129870129870129,10129.870129870129,0.5,0.4607361963190184,0.5460122699386503,16,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0303030303030303,10303.030303030302,0.49693251533742333,0.4552147239263804,0.5392638036809816,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0476190476190477,10476.190476190477,0.49693251533742333,0.4552147239263804,0.5386503067484663,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0649350649350648,10649.350649350648,0.4877300613496932,0.4484662576687116,0.5269938650306749,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0822510822510822,10822.510822510822,0.48466257668711654,0.4478527607361963,0.5214723926380368,16,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.0995670995670996,10995.670995670996,0.4785276073619632,0.4368098159509203,0.5202453987730061,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.1168831168831168,11168.831168831168,0.47239263803680986,0.43067484662576694,0.5141104294478527,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.1341991341991342,11341.991341991343,0.4693251533742331,0.4282208588957055,0.5134969325153375,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.1515151515151516,11515.151515151516,0.4601226993865031,0.4251533742331288,0.501840490797546,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.1688311688311688,11688.311688311687,0.4601226993865031,0.41840490797546015,0.49570552147239266,14,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.1861471861471862,11861.471861471862,0.45398773006134974,0.4122699386503068,0.49202453987730066,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.2034632034632036,12034.632034632035,0.45092024539877296,0.41165644171779137,0.49018404907975466,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.2207792207792207,12207.792207792207,0.45092024539877296,0.41165644171779137,0.49018404907975466,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.2380952380952381,12380.952380952382,0.4386503067484663,0.40429447852760736,0.48282208588957054,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.2554112554112553,12554.112554112553,0.4386503067484663,0.3944785276073619,0.4730061349693251,15,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.2727272727272727,12727.272727272728,0.43251533742331283,0.39325153374233124,0.47177914110429453,17,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.29004329004329,12900.432900432901,0.4233128834355828,0.3815950920245399,0.46503067484662575,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.3073593073593073,13073.593073593072,0.42024539877300615,0.3760736196319018,0.4644171779141104,18,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
apl_fig5a_collected_usaf,"Peng and Chen, Applied Physics Letters 2024 SCGI",Fig. 5,a,USAF 1951,collected,1.3246753246753247,13246.753246753247,0.42024539877300615,0.3760736196319018,0.4644171779141104,19,results/paper_figures/apl_pages/apl-5.png,"(845, 1189, 1082, 1358)",fixed_axis_box_dark_pixel_median,1e4 measurements,normalized intensity
