target_threshold,cnr,method
0.1,9.36478328704834,best_trace_regen
0.2,9.36478328704834,best_trace_regen
0.3,9.36478328704834,best_trace_regen
0.4,9.36478328704834,best_trace_regen
0.5,9.36478328704834,best_trace_regen
0.6,9.36478328704834,best_trace_regen
0.7,9.36478328704834,best_trace_regen
0.8,9.36478328704834,best_trace_regen
0.9,9.36478328704834,best_trace_regen
