method,source_config,steps,standard_cnr,standard_psnr,standard_ssim,bbox_cnr,bbox_psnr,bbox_ssim,ks_p
static,,,2.4918155670166016,7.456350803375244,0.19021835923194885,2.45389986038208,8.10367488861084,0.4606865644454956,0.9340171352980762
dynamic,,,-0.009432904422283173,5.890067100524902,0.001240841462276876,0.00022091045684646815,5.718411445617676,0.03734448552131653,0.0
scgi,,,2.4919238090515137,7.458377361297607,0.19023315608501434,2.4541091918945312,8.10425853729248,0.46071913838386536,0.9740428844495653
analytic,,,2.4919214248657227,7.461617469787598,0.19023048877716064,2.4541313648223877,8.1049222946167,0.460707426071167,0.986090455085806
oracle,,,2.491786241531372,7.455916881561279,0.1901901662349701,2.4538886547088623,8.103277206420898,0.46062368154525757,0.9340347226291853
best_final,naf_capacity_stripe/cfg0000,36,9.36478328704834,7.604989528656006,0.17761966586112976,7.5775465965271,8.090727806091309,0.4327757954597473,0.9740428844495653
best_trace_regen,nlm_microrefine_stripe/cfg0041,36,9.36478328704834,7.604989528656006,0.17761966586112976,7.5775465965271,8.090727806091309,0.4327757954597473,0.9740428844495653
