epoch,train_mse,val_mse
1.0,0.09946748474612832,0.1020057275891304
2.0,0.10659872554242611,0.10122974216938019
3.0,0.10759301856160164,0.10209576785564423
4.0,0.10577058419585228,0.10216723382472992
5.0,0.104242910631001,0.09987939894199371
6.0,0.1044485792517662,0.09730002284049988
7.0,0.10167589411139488,0.09860552102327347
8.0,0.09597873128950596,0.09378024935722351
9.0,0.09726884588599205,0.08969681710004807
10.0,0.0937125701457262,0.08483367413282394
11.0,0.08429485093802214,0.07778600603342056
12.0,0.07778951060026884,0.06948857754468918
13.0,0.06934445165097713,0.05917962267994881
14.0,0.06033601704984903,0.046394553035497665
15.0,0.05100210104137659,0.038320161402225494
16.0,0.0375270756194368,0.042496662586927414
17.0,0.0408567514969036,0.03361346200108528
18.0,0.03612730838358402,0.035147808492183685
19.0,0.03685919847339392,0.03180568665266037
20.0,0.030597113771364093,0.027953919023275375
