condition,rho,sigma_a,basis,correction,psnr_mean,psnr_std,rel_mse_mean,rel_mse_std,num_frames,reference_frames,total_physical_frames
ideal,0.001,0.1,random_binary,reference_k8,15.308810701903766,1.6323460516118038,0.3343559457669785,0.010079867360607505,2048,257,2305
ideal,0.001,0.1,random_uniform,reference_k8,15.30249490142645,1.6433001143388604,0.33492846457919206,0.012701673911818753,2048,257,2305
ideal,0.001,0.1,random_binary,reference_k32,15.236094198920997,1.6368217435749646,0.33999467085620005,0.010024046953878235,2048,65,2113
ideal,0.001,0.1,random_uniform,reference_k32,15.119424582530712,1.671937665807482,0.3494008759067618,0.014575092227868956,2048,65,2113
ideal,0.001,0.15,srht_paired,reference_k2,38.2173884638812,2.2494073244613246,0.001735438577974556,0.0002994276551660582,2048,1025,3073
ideal,0.001,0.15,hadamard_paired,reference_k2,38.210934295829226,2.2565681590418656,0.001738341168401804,0.00030194692085616176,2048,1025,3073
ideal,0.001,0.15,hadamard_paired,reference_k8,35.71645831935914,2.255286200190782,0.0030881531055755064,0.0005421431177953684,2048,257,2305
ideal,0.001,0.15,srht_paired,reference_k8,35.674383484038636,2.2414896048322324,0.003116917080072426,0.00053982862409495,2048,257,2305
ideal,0.001,0.15,dct_paired,reference_k2,35.21245702324111,2.255037574263834,0.003467340829970476,0.0006029112194252951,2048,1025,3073
ideal,0.001,0.15,hadamard_paired,reference_k32,35.16879344620801,2.2312017167208285,0.00349985173411112,0.0005929361751671282,2048,65,2113
ideal,0.001,0.15,srht_paired,reference_k32,35.06391503769465,2.2234821290911513,0.003584202802910964,0.0006006426709674759,2048,65,2113
ideal,0.001,0.15,dct_paired,reference_k8,32.711807824414734,2.254776753724976,0.0061683740925285455,0.0010822557644030657,2048,257,2305
ideal,0.001,0.15,dct_paired,reference_k32,32.2436651325261,2.2522646381101987,0.006869681913718092,0.0011977845371710593,2048,65,2113
ideal,0.001,0.15,fourier_fourstep,reference_k2,20.077161393142305,1.6977768560354802,0.11150213197762383,0.002481568954044252,2048,1025,3073
ideal,0.001,0.15,fourier_fourstep,reference_k8,19.947912091632194,1.7111261097035777,0.11487817659306127,0.0028856634435595802,2048,257,2305
ideal,0.001,0.15,fourier_fourstep,reference_k32,19.869591565793286,1.7157833911993003,0.11698479466938565,0.003531041170288599,2048,65,2113
ideal,0.001,0.15,random_uniform,reference_k2,15.356816841323415,1.6380325037600243,0.3307705839732878,0.01268289724842755,2048,1025,3073
ideal,0.001,0.15,random_binary,reference_k2,15.32015947030993,1.6331974977712684,0.33348545990870043,0.010109002845465037,2048,1025,3073
ideal,0.001,0.15,random_binary,reference_k8,15.279909096922973,1.6346691428348017,0.33658953886128623,0.010190121827234003,2048,257,2305
ideal,0.001,0.15,random_uniform,reference_k8,15.210820710476568,1.6557566187867232,0.34208217881751873,0.013194194023589624,2048,257,2305
ideal,0.001,0.15,random_binary,reference_k32,15.12096376249199,1.6475849376463167,0.3491319007362258,0.010426044460374997,2048,65,2113
ideal,0.001,0.15,random_uniform,reference_k32,14.83459043932231,1.7082697943238587,0.3732021256314536,0.018221484478441994,2048,65,2113
ideal,0.001,0.3,srht_paired,reference_k2,32.21522281550277,2.244177534255393,0.006911097028471248,0.0011851241925641732,2048,1025,3073
ideal,0.001,0.3,hadamard_paired,reference_k2,32.20975473088086,2.253764967638962,0.006921345822886416,0.001195827527160159,2048,1025,3073
ideal,0.001,0.3,hadamard_paired,reference_k8,29.73467502984067,2.2481073380361734,0.012237803745494357,0.0021177220718798834,2048,257,2305
ideal,0.001,0.3,srht_paired,reference_k8,29.68892261497738,2.2346734969208395,0.012364784296443387,0.0021286310407179084,2048,257,2305
ideal,0.001,0.3,dct_paired,reference_k2,29.23305114171654,2.2506489776784493,0.01373616510844063,0.002374242038394954,2048,1025,3073
ideal,0.001,0.3,hadamard_paired,reference_k32,29.19956481838424,2.22341153339217,0.013829437485065144,0.0023090263381792776,2048,65,2113
ideal,0.001,0.3,srht_paired,reference_k32,29.083948515510183,2.2157749701671743,0.014199803351223348,0.0023600372329847033,2048,65,2113
ideal,0.001,0.3,dct_paired,reference_k8,26.764933941866005,2.2480870707777068,0.024251670072122016,0.004216736866413921,2048,257,2305
ideal,0.001,0.3,dct_paired,reference_k32,26.30163479181284,2.2454018202184747,0.026982248196187344,0.004683261737136898,2048,65,2113
ideal,0.001,0.3,fourier_fourstep,reference_k2,19.886314703492317,1.7078816728857003,0.11652220313305263,0.0030537174271293385,2048,1025,3073
ideal,0.001,0.3,fourier_fourstep,reference_k8,19.428829730394842,1.7413894918799342,0.12949834137859895,0.00445641157683241,2048,257,2305
ideal,0.001,0.3,fourier_fourstep,reference_k32,19.216629195501238,1.7529104728419178,0.13604277585810187,0.006212195630822584,2048,65,2113
ideal,0.001,0.3,random_binary,reference_k2,15.288643560019016,1.6368039291249115,0.335918779427779,0.010327050606132,2048,1025,3073
ideal,0.001,0.3,random_uniform,reference_k2,15.270123593948224,1.652387606278494,0.33745672212519773,0.013368400648479878,2048,1025,3073
ideal,0.001,0.3,random_binary,reference_k8,15.129046345414393,1.6492217714796178,0.34849229455711345,0.010744715688796947,2048,257,2305
ideal,0.001,0.3,random_uniform,reference_k8,14.784497010967998,1.707097973771702,0.37744591371572817,0.016484583415700048,2048,257,2305
ideal,0.001,0.3,random_binary,reference_k32,14.590678013636198,1.697878108268065,0.3945765908572245,0.014955750384600005,2048,65,2113
ideal,0.001,0.3,random_uniform,reference_k32,13.78813615041584,1.795363611439835,0.47542405175166746,0.03259880741686654,2048,65,2113
ideal,0.001,0.5,srht_paired,reference_k2,27.82544171956447,2.233890201953721,0.018982779971421292,0.0032119175939671067,2048,1025,3073
ideal,0.001,0.5,hadamard_paired,reference_k2,27.821388192755123,2.246628596095972,0.019005636498571545,0.0032435989371800873,2048,1025,3073
ideal,0.001,0.5,hadamard_paired,reference_k8,25.388556940581008,2.232852071614967,0.03326482229186861,0.005596496643159668,2048,257,2305
ideal,0.001,0.5,srht_paired,reference_k8,25.338453330109804,2.219832141901282,0.033652232018972966,0.0056937932562139545,2048,257,2305
ideal,0.001,0.5,dct_paired,reference_k2,24.895615717109223,2.2382803823709616,0.03727321039122209,0.006329612122451049,2048,1025,3073
ideal,0.001,0.5,hadamard_paired,reference_k32,24.87258609586549,2.2069885328195458,0.0374266895726628,0.006070614090024913,2048,65,2113
ideal,0.001,0.5,srht_paired,reference_k32,24.744171310733385,2.198961575480787,0.038547957403832836,0.006267730693273848,2048,65,2113
ideal,0.001,0.5,dct_paired,reference_k8,22.502763997731968,2.2279308613170747,0.06465467900623512,0.010917921287441167,2048,257,2305
ideal,0.001,0.5,dct_paired,reference_k32,22.05200585188526,2.223918221384859,0.07173613488350941,0.012154550311011456,2048,65,2113
ideal,0.001,0.5,fourier_fourstep,reference_k2,19.476702798923796,1.7275942637305695,0.12807251401616843,0.004226145991685593,2048,1025,3073
ideal,0.001,0.5,fourier_fourstep,reference_k8,18.455096783576415,1.7827729883680874,0.16213296811990585,0.007745947811318975,2048,257,2305
ideal,0.001,0.5,fourier_fourstep,reference_k32,18.068497584300875,1.798195620053608,0.1773675423442313,0.011096758917546318,2048,65,2113
ideal,0.001,0.5,random_binary,reference_k2,15.216669172763382,1.6450615551507444,0.34153801699067315,0.010686623754385257,2048,1025,3073
ideal,0.001,0.5,random_uniform,reference_k2,15.075888741651907,1.6804227967764302,0.35293427426188695,0.015006689991843491,2048,1025,3073
ideal,0.001,0.5,random_binary,reference_k8,14.809724710613452,1.6802135780941156,0.3751076966086639,0.012459759735230962,2048,257,2305
ideal,0.001,0.5,random_uniform,reference_k8,14.050369833161785,1.7707366861439733,0.4471782369474146,0.024017704765711995,2048,257,2305
ideal,0.001,0.5,random_binary,reference_k32,13.737001325640684,1.7576313412781523,0.4805980518294769,0.0253464750272398,2048,65,2113
ideal,0.001,0.5,random_uniform,reference_k32,12.633545646374134,1.8071071007497206,0.6201666925823676,0.041718196333970725,2048,65,2113
ideal,0.003,0.05,srht_paired,reference_k2,42.98517582541983,2.250955397583854,0.000578964401495316,0.00010005303764505306,2048,1025,3073
ideal,0.003,0.05,hadamard_paired,reference_k2,42.9783480074431,2.257078777105626,0.0005799730557427761,0.0001008676873852823,2048,1025,3073
ideal,0.003,0.05,hadamard_paired,reference_k8,40.479565246509104,2.2570737398987353,0.001031424908614934,0.00018181385887064522,2048,257,2305
ideal,0.003,0.05,srht_paired,reference_k8,40.439068654696044,2.243143912431014,0.001040563224638548,0.00018031661248061156,2048,257,2305
ideal,0.003,0.05,dct_paired,reference_k2,39.97511928319542,2.2555750760903086,0.001158075303333558,0.0002014958112637061,2048,1025,3073
ideal,0.003,0.05,hadamard_paired,reference_k32,39.92775670207736,2.233364236333483,0.001170058952088466,0.0001991555601037483,2048,65,2113
ideal,0.003,0.05,srht_paired,reference_k32,39.82762168273454,2.225389877213947,0.001196874860043026,0.00020094717258375465,2048,65,2113
ideal,0.003,0.05,dct_paired,reference_k8,37.46801069164491,2.2552041294766063,0.002063257939204204,0.0003620646669196539,2048,257,2305
ideal,0.003,0.05,dct_paired,reference_k32,36.999099914941645,2.2526492823509146,0.002298150427252618,0.0004002226979599178,2048,65,2113
ideal,0.003,0.05,fourier_fourstep,reference_k2,20.122095229458033,1.695300012331409,0.11035188048107923,0.002335806322837216,2048,1025,3073
ideal,0.003,0.05,fourier_fourstep,reference_k8,20.076709821308928,1.7016429799228088,0.11151410920317105,0.002495864830178406,2048,257,2305
ideal,0.003,0.05,fourier_fourstep,reference_k32,20.041604258738104,1.7036367353326751,0.11242483571260374,0.0027610427871217575,2048,65,2113
ideal,0.003,0.05,random_uniform,reference_k2,15.376182188448313,1.6342738726072612,0.32929475781103124,0.012519054980479408,2048,1025,3073
ideal,0.003,0.05,random_binary,reference_k2,15.32740575048888,1.6324123849347156,0.33292751822768024,0.01002802341275266,2048,1025,3073
ideal,0.003,0.05,random_uniform,reference_k8,15.321644960699336,1.640633485635157,0.3334535743485418,0.012612825877089813,2048,257,2305
ideal,0.003,0.05,random_binary,reference_k8,15.314562999413317,1.631962556168091,0.33391306603264703,0.01005441458768179,2048,257,2305
ideal,0.003,0.05,random_binary,reference_k32,15.259856074898329,1.6347594534186995,0.3381397904657258,0.00997670901961744,2048,65,2113
ideal,0.003,0.05,random_uniform,reference_k32,15.182187670373807,1.6631716409252313,0.3443688405329551,0.013897460837102324,2048,65,2113
ideal,0.003,0.1,srht_paired,reference_k2,36.969824961122875,2.2487479588372103,0.002312898028755434,0.00039878531902643973,2048,1025,3073
ideal,0.003,0.1,hadamard_paired,reference_k2,36.963544322371035,2.2562847720913926,0.0023166871051782563,0.0004021726353478977,2048,1025,3073
ideal,0.003,0.1,hadamard_paired,reference_k8,34.47192267924324,2.2543578496972976,0.004112706647682252,0.0007205444295357426,2048,257,2305
ideal,0.003,0.1,srht_paired,reference_k8,34.429210680707975,2.240636166005377,0.00415175775685543,0.0007185457844643817,2048,257,2305
ideal,0.003,0.1,dct_paired,reference_k2,33.96746899816096,2.2546608849089584,0.004618384275538017,0.0008026916599689511,2048,1025,3073
ideal,0.003,0.1,hadamard_paired,reference_k32,33.92660899390246,2.2303801683674833,0.004658551665568614,0.0007880869535817163,2048,65,2113
ideal,0.003,0.1,srht_paired,reference_k32,33.82001640109544,2.222598382859195,0.004772848677700122,0.000799645690083584,2048,65,2113
ideal,0.003,0.1,dct_paired,reference_k8,31.470992227386176,2.2542208909928254,0.008208080191101075,0.0014389457894415161,2048,257,2305
ideal,0.003,0.1,dct_paired,reference_k32,31.00328226663373,2.2518459312993597,0.009140743291081449,0.0015947642446171898,2048,65,2113
ideal,0.003,0.1,fourier_fourstep,reference_k2,20.0552077896367,1.6989782134730496,0.11206844567699437,0.0025504982165870525,2048,1025,3073
ideal,0.003,0.1,fourier_fourstep,reference_k8,19.88581194347963,1.7152510210649479,0.11653626600943225,0.0030702972323763313,2048,257,2305
ideal,0.003,0.1,fourier_fourstep,reference_k32,19.789243518233835,1.7209573477217481,0.11917798255192008,0.003880045736459214,2048,65,2113
ideal,0.003,0.1,random_uniform,reference_k2,15.347099592381483,1.6397670786354235,0.3315134384117532,0.012760706339839748,2048,1025,3073
ideal,0.003,0.1,random_binary,reference_k2,15.316595257727956,1.6335965692312395,0.33375996573645983,0.010140092580512697,2048,1025,3073
ideal,0.003,0.1,random_binary,reference_k8,15.262614163193241,1.6362070172448162,0.3379331131283425,0.010250783989236798,2048,257,2305
ideal,0.003,0.1,random_uniform,reference_k8,15.158294246425958,1.6626627546587849,0.34625111352435256,0.013518612439185252,2048,257,2305
ideal,0.003,0.1,random_binary,reference_k32,15.054988996877249,1.6539467073080651,0.3544816046593718,0.010778036282370427,2048,65,2113
ideal,0.003,0.1,random_uniform,reference_k32,14.683104344497863,1.7253764904655238,0.38652308543693714,0.020359838179507227,2048,65,2113
ideal,0.003,0.15,srht_paired,reference_k2,33.45816833414449,2.245801156502606,0.0051913225990137925,0.000892016384589736,2048,1025,3073
ideal,0.003,0.15,hadamard_paired,reference_k2,33.45245957146422,2.254738466083751,0.0051992552948967995,0.0008999039958961049,2048,1025,3073
ideal,0.003,0.15,hadamard_paired,reference_k8,30.97169088441754,2.250332614011905,0.009205613939533942,0.0015997732196767291,2048,257,2305
ideal,0.003,0.15,srht_paired,reference_k8,30.92686014386996,2.236821798454106,0.009298658254238926,0.001604033321546169,2048,257,2305
ideal,0.003,0.15,dct_paired,reference_k2,30.468487891418103,2.2522701863549366,0.010335927447517077,0.0017906154835479564,2048,1025,3073
ideal,0.003,0.15,hadamard_paired,reference_k32,30.433469066220447,2.2259990305293695,0.010410452377811663,0.0017466748050714153,2048,65,2113
ideal,0.003,0.15,srht_paired,reference_k32,30.32069265574281,2.2183094007678124,0.01068196856261315,0.0017816433937984028,2048,65,2113
ideal,0.003,0.15,dct_paired,reference_k8,27.990106113444934,2.2506053214634227,0.018292261378778745,0.0031912557838182924,2048,257,2305
ideal,0.003,0.15,dct_paired,reference_k32,27.525026978534346,2.248165300768455,0.02035995493229993,0.0035443980337332543,2048,65,2113
ideal,0.003,0.15,fourier_fourstep,reference_k2,19.948448501947812,1.7046701556259984,0.11486353680349154,0.002872427079949109,2048,1025,3073
ideal,0.003,0.15,fourier_fourstep,reference_k8,19.59273492449015,1.7326814121210496,0.12469098820022205,0.003950038213954331,2048,257,2305
ideal,0.003,0.15,fourier_fourstep,reference_k32,19.41898384839185,1.7424649869344278,0.12982692859629708,0.005400496845587997,2048,65,2113
ideal,0.003,0.15,random_binary,reference_k2,15.299037676678124,1.6356040449178688,0.3351146030888855,0.010264606021845896,2048,1025,3073
ideal,0.003,0.15,random_uniform,reference_k2,15.298769332954587,1.6478486145353233,0.3352326489783014,0.013141166983060813,2048,1025,3073
ideal,0.003,0.15,random_binary,reference_k8,15.178144130302211,1.6443301734899647,0.3445727749616577,0.010551695049431896,2048,257,2305
ideal,0.003,0.15,random_uniform,reference_k8,14.916219812201957,1.6923688914067956,0.3661412250012505,0.015328077774643421,2048,257,2305
ideal,0.003,0.15,random_binary,reference_k32,14.752709169079708,1.683087536342925,0.3800859104090886,0.01324264966981527,2048,65,2113
ideal,0.003,0.15,random_uniform,reference_k32,14.071299556898037,1.7789620421804762,0.44531264947933563,0.028975055944314227,2048,65,2113
ideal,0.003,0.3,srht_paired,reference_k2,27.497142239413957,2.2327054770454646,0.02047250511116592,0.003458629349855474,2048,1025,3073
ideal,0.003,0.3,hadamard_paired,reference_k2,27.493277929110096,2.245731003478702,0.020496328426134712,0.0034928326945416013,2048,1025,3073
ideal,0.003,0.3,hadamard_paired,reference_k8,25.06612469217155,2.2309546375901785,0.03582518631244203,0.006006175164230317,2048,257,2305
ideal,0.003,0.3,srht_paired,reference_k8,25.015649723900605,2.2179868052436253,0.0362463415000605,0.00611757152402381,2048,257,2305
ideal,0.003,0.3,dct_paired,reference_k2,24.57376012706684,2.2367266937404833,0.040138035324615774,0.006801039022592518,2048,1025,3073
ideal,0.003,0.3,hadamard_paired,reference_k32,24.55219426363858,2.2051377062110324,0.04028907601696639,0.006514938697714042,2048,65,2113
ideal,0.003,0.3,srht_paired,reference_k32,24.42288337008061,2.1970392207265013,0.04150561050890192,0.0067350073904096945,2048,65,2113
ideal,0.003,0.3,dct_paired,reference_k8,22.19062901807146,2.2253349591605716,0.06946494937750805,0.01168288978461447,2048,257,2305
ideal,0.003,0.3,dct_paired,reference_k32,21.741267866556043,2.2212865919319227,0.07705094680781036,0.013020392013629317,2048,65,2113
ideal,0.003,0.3,fourier_fourstep,reference_k2,19.428986751739615,1.7297472772438331,0.1294904131227401,0.004364186795309633,2048,1025,3073
ideal,0.003,0.3,fourier_fourstep,reference_k8,18.35218869170935,1.7862901118154204,0.16602958748717478,0.008120801470553128,2048,257,2305
ideal,0.003,0.3,fourier_fourstep,reference_k32,17.95188935473162,1.8015793844079329,0.18220848409799306,0.011629860644982533,2048,65,2113
ideal,0.003,0.3,random_binary,reference_k2,15.207871281918008,1.6460571829423536,0.3422311689130133,0.01072690380115844,2048,1025,3073
ideal,0.003,0.3,random_uniform,reference_k2,15.0527888914276,1.6834999012292333,0.35482190486374854,0.015212501175747758,2048,1025,3073
ideal,0.003,0.3,random_binary,reference_k8,14.77310399171553,1.6835587201481002,0.3782884371074371,0.012704380270008926,2048,257,2305
ideal,0.003,0.3,random_uniform,reference_k8,13.977463163219213,1.7753163205181384,0.45476867520352954,0.02479467094127973,2048,257,2305
ideal,0.003,0.3,random_binary,reference_k32,13.657164139943918,1.7614380518563273,0.4895423925997736,0.026344906078567907,2048,65,2113
ideal,0.003,0.3,random_uniform,reference_k32,12.546653329556358,1.804354391801182,0.6326552010240477,0.04186563407530743,2048,65,2113
ideal,0.003,0.5,srht_paired,reference_k2,23.204487630514286,2.206313262224697,0.05495446383816858,0.00894269532025105,2048,1025,3073
ideal,0.003,0.5,hadamard_paired,reference_k2,23.203310167104362,2.2244484868021184,0.05498819674478797,0.009044819583723274,2048,1025,3073
ideal,0.003,0.5,hadamard_paired,reference_k8,20.890232492713174,2.1911307078257862,0.09354229700423962,0.014592045533753279,2048,257,2305
ideal,0.003,0.5,srht_paired,reference_k8,20.834230463619196,2.178369472662433,0.0947946728866869,0.015144582882811262,2048,257,2305
ideal,0.003,0.5,dct_paired,reference_k2,20.426618648164148,2.1995618995044213,0.10414568999078037,0.016686257081115107,2048,1025,3073
ideal,0.003,0.5,hadamard_paired,reference_k32,20.413381101225937,2.162814906788468,0.10430929737902978,0.015657760112495953,2048,65,2113
ideal,0.003,0.5,srht_paired,reference_k32,20.267662056649844,2.1525301834877064,0.10787756169245831,0.016371863453497316,2048,65,2113
ideal,0.003,0.5,fourier_fourstep,reference_k2,18.45444625705035,1.7664454834997587,0.16214132946046594,0.007389022063140376,2048,1025,3073
ideal,0.003,0.5,dct_paired,reference_k8,18.2437041905903,2.166615241339232,0.17197282859353114,0.02635902618251801,2048,257,2305
ideal,0.003,0.5,dct_paired,reference_k32,17.828759215065716,2.157975727452691,0.18926436585794776,0.02932619308043277,2048,65,2113
ideal,0.003,0.5,fourier_fourstep,reference_k8,16.577158280740804,1.8229260220006867,0.25002610797895874,0.015395161582432468,2048,257,2305
ideal,0.003,0.5,fourier_fourstep,reference_k32,16.022912049351092,1.8309514515282912,0.2843219496964414,0.021506246863941352,2048,65,2113
ideal,0.003,0.5,random_binary,reference_k2,15.008038724225102,1.667668365096065,0.35836004108212793,0.011690677141219805,2048,1025,3073
ideal,0.003,0.5,random_uniform,reference_k2,14.564142413414814,1.7395901460229755,0.39721410531639834,0.019955900277504737,2048,1025,3073
ideal,0.003,0.5,random_binary,reference_k8,14.063293285532929,1.7384893750196602,0.4455909684824805,0.018708087728125464,2048,257,2305
ideal,0.003,0.5,random_uniform,reference_k8,12.84570931297019,1.806514120946215,0.5903211266262585,0.0350821913541379,2048,257,2305
ideal,0.003,0.5,random_binary,reference_k32,12.49083492600125,1.777506937046929,0.6404551043500746,0.03612615832746767,2048,65,2113
ideal,0.003,0.5,random_uniform,reference_k32,11.546655774056472,1.7385115856317324,0.7954925221868766,0.03466506511565339,2048,65,2113
ideal,0.01,0.05,srht_paired,reference_k2,37.7603019811163,2.2491921417421405,0.0019280401378276779,0.00033261761270609447,2048,1025,3073
ideal,0.01,0.05,hadamard_paired,reference_k2,37.753998390709384,2.2564828652141404,0.001931200749059954,0.0003354116446113962,2048,1025,3073
ideal,0.01,0.05,hadamard_paired,reference_k8,35.26303974028994,2.2547015484537503,0.00342786366623946,0.000600937557430535,2048,257,2305
ideal,0.01,0.05,srht_paired,reference_k8,35.22052711220784,2.2410029431347622,0.0034601875386418403,0.0005987656764964649,2048,257,2305
ideal,0.01,0.05,dct_paired,reference_k2,34.7562957508087,2.254969102271325,0.003851349777964958,0.0006696970989976054,2048,1025,3073
ideal,0.01,0.05,hadamard_paired,reference_k32,34.72099456182632,2.2315626552254995,0.00388010825485576,0.0006582023580089557,2048,65,2113
ideal,0.01,0.05,srht_paired,reference_k32,34.61486359670715,2.2231969784404204,0.0039748625186244455,0.0006675887222167213,2048,65,2113
ideal,0.01,0.05,dct_paired,reference_k8,32.259589443740246,2.254495698228045,0.006845130292835599,0.001199941776622909,2048,257,2305
ideal,0.01,0.05,dct_paired,reference_k32,31.793182271746662,2.2526198302038294,0.007621034121718756,0.0013321764929858032,2048,65,2113
ideal,0.01,0.05,fourier_fourstep,reference_k2,20.069817652065442,1.6981997163322524,0.11169125858931109,0.002505027770278613,2048,1025,3073
ideal,0.01,0.05,fourier_fourstep,reference_k8,19.92705102333062,1.7125706856004201,0.11543251573020093,0.00294758189737182,2048,257,2305
ideal,0.01,0.05,fourier_fourstep,reference_k32,19.843229099869962,1.7175130921900557,0.11770048851832277,0.0036657455267087797,2048,65,2113
ideal,0.01,0.05,random_uniform,reference_k2,15.35359537922297,1.6386018843380976,0.3310166712348365,0.012708712716069695,2048,1025,3073
ideal,0.01,0.05,random_binary,reference_k2,15.318970865860697,1.633327625599018,0.33357696648544516,0.010119003152760004,2048,1025,3073
ideal,0.01,0.05,random_binary,reference_k8,15.273954124296282,1.6351556910533214,0.3370515475122711,0.010210571207328288,2048,257,2305
ideal,0.01,0.05,random_uniform,reference_k8,15.193138824106843,1.658104236937824,0.3434798063434305,0.013299812698417264,2048,257,2305
ideal,0.01,0.05,random_binary,reference_k32,15.100742225863453,1.649364342839025,0.3507630238800637,0.01053520631692267,2048,65,2113
ideal,0.01,0.05,random_uniform,reference_k32,14.786638186542074,1.7136071839402285,0.37736738657312574,0.018873273599453302,2048,65,2113
ideal,0.01,0.1,srht_paired,reference_k2,31.760448079873353,2.2435061376777146,0.007673886774992537,0.0013150022271742835,2048,1025,3073
ideal,0.01,0.1,hadamard_paired,reference_k2,31.75521385038303,2.253333047435568,0.007684869708820838,0.0013268364654527415,2048,1025,3073
ideal,0.01,0.1,hadamard_paired,reference_k8,29.28545327182138,2.2467858004922268,0.013570411138242082,0.002341929659069043,2048,257,2305
ideal,0.01,0.1,srht_paired,reference_k8,29.239220963204758,2.2334805108585605,0.013713050079210663,0.0023565897818361493,2048,257,2305
ideal,0.01,0.1,dct_paired,reference_k2,28.781690594766943,2.2499969754374085,0.015240243797856061,0.002632137304644239,2048,1025,3073
ideal,0.01,0.1,hadamard_paired,reference_k32,28.756357133887246,2.2229004743858654,0.015315131079850417,0.0025562723853331587,2048,65,2113
ideal,0.01,0.1,srht_paired,reference_k32,28.639468087007376,2.2147779807357804,0.015730527182303545,0.002617833506320336,2048,65,2113
ideal,0.01,0.1,dct_paired,reference_k8,26.32088148930187,2.246806492488568,0.026860696326147307,0.004659210605841353,2048,257,2305
ideal,0.01,0.1,dct_paired,reference_k32,25.85973629439754,2.2447525801820847,0.029873300450438598,0.005193168514427519,2048,65,2113
ideal,0.01,0.1,fourier_fourstep,reference_k2,19.859124563527793,1.709316829678758,0.11725556289694597,0.0031326000548210797,2048,1025,3073
ideal,0.01,0.1,fourier_fourstep,reference_k8,19.358840915875803,1.7450340966593554,0.13160722370507888,0.0046756346012747215,2048,257,2305
ideal,0.01,0.1,fourier_fourstep,reference_k32,19.133115330094082,1.75699975090679,0.13869537482809735,0.006579166925252006,2048,65,2113
ideal,0.01,0.1,random_binary,reference_k2,15.284054813697653,1.6373291172813156,0.33627431183980083,0.010351336876182985,2048,1025,3073
ideal,0.01,0.1,random_uniform,reference_k2,15.25755137804251,1.6543044660052102,0.338437489374874,0.01346851803966278,2048,1025,3073
ideal,0.01,0.1,random_binary,reference_k8,15.107235844585382,1.6513119566875092,0.35024787159307436,0.010835796654891535,2048,257,2305
ideal,0.01,0.1,random_uniform,reference_k8,14.729252689366929,1.7129509093058184,0.3822913054867956,0.01699878975715767,2048,257,2305
ideal,0.01,0.1,random_binary,reference_k32,14.529947141748856,1.7029023916223036,0.4001518551026264,0.015670840822050686,2048,65,2113
ideal,0.01,0.1,random_uniform,reference_k32,13.686435870502526,1.7992700534700528,0.48670790817212145,0.03363620061114976,2048,65,2113
ideal,0.01,0.15,srht_paired,reference_k2,28.27553394827427,2.235452493203341,0.017115032356507895,0.002902414246642331,2048,1025,3073
ideal,0.01,0.15,hadamard_paired,reference_k2,28.271439626562227,2.2477548809677357,0.017135649433624087,0.002930281742346173,2048,1025,3073
ideal,0.01,0.15,hadamard_paired,reference_k8,25.83457204677875,2.234808113743911,0.030020757516871797,0.005067456615121142,2048,257,2305
ideal,0.01,0.15,srht_paired,reference_k8,25.785020480333745,2.221851405046636,0.030365607355085766,0.005148060645120311,2048,257,2305
ideal,0.01,0.15,dct_paired,reference_k2,25.33775227623015,2.240368262067824,0.033668260881825514,0.005735588386985142,2048,1025,3073
ideal,0.01,0.15,hadamard_paired,reference_k32,25.320060832353082,2.209963509390846,0.033767188802453336,0.005508510370840381,2048,65,2113
ideal,0.01,0.15,srht_paired,reference_k32,25.193602847944867,2.20168838210165,0.034763868718709096,0.005687984477596702,2048,65,2113
ideal,0.01,0.15,dct_paired,reference_k8,22.93563530469692,2.231094379173737,0.05852770161338611,0.009923095547052022,2048,257,2305
ideal,0.01,0.15,dct_paired,reference_k32,22.484143739227278,2.2280693737152077,0.06495435787633506,0.011085557535923005,2048,65,2113
ideal,0.01,0.15,fourier_fourstep,reference_k2,19.537436370927175,1.7249021344136848,0.12629025590094076,0.004052024190082132,2048,1025,3073
ideal,0.01,0.15,fourier_fourstep,reference_k8,18.58965137976672,1.7781480617517256,0.1571752415247334,0.0072590958494842366,2048,257,2305
ideal,0.01,0.15,fourier_fourstep,reference_k32,18.22510883807332,1.7932784015271945,0.17106825705507536,0.010412734264373138,2048,65,2113
ideal,0.01,0.15,random_binary,reference_k2,15.227729968740816,1.6437977788818579,0.34066845380546334,0.010632534538167742,2048,1025,3073
ideal,0.01,0.15,random_uniform,reference_k2,15.105254168963542,1.6763769893273375,0.3505491365031965,0.014746167453946414,2048,1025,3073
ideal,0.01,0.15,random_binary,reference_k8,14.856010914305973,1.6757717161663463,0.3711260328781005,0.012163139857585313,2048,257,2305
ideal,0.01,0.15,random_uniform,reference_k8,14.147633235443475,1.764019326644761,0.43724744471739063,0.022972638510203366,2048,257,2305
ideal,0.01,0.15,random_binary,reference_k32,13.854877790018515,1.7512001102777073,0.46769340963959055,0.023954952795135365,2048,65,2113
ideal,0.01,0.15,random_uniform,reference_k32,12.763854998116063,1.8092786256500557,0.601870816083359,0.04101536669141836,2048,65,2113
ideal,0.01,0.3,srht_paired,reference_k2,22.457613211581684,2.1987673959375615,0.06524821805729174,0.01050086799965413,2048,1025,3073
ideal,0.01,0.3,hadamard_paired,reference_k2,22.457242452345444,2.2180043152727733,0.0652768366027231,0.010623051869915686,2048,1025,3073
