condition,rho,sigma_a,basis,correction,psnr_mean,psnr_std,rel_mse_mean,rel_mse_std,num_frames,reference_frames,total_physical_frames
ideal,0.001,0.1,dct_paired,scgi_proxy,35.51512534386745,2.229908671439835,0.0032319152163720237,0.0005493201074925662,2048,0,2048
ideal,0.001,0.1,srht_paired,none,32.82206588500983,2.5385395594445255,0.00644379103933722,0.0026043879888616593,2048,0,2048
ideal,0.001,0.1,hadamard_paired,none,32.56733531663175,3.7573783868822046,0.008831838222748646,0.008336788899879146,2048,0,2048
ideal,0.001,0.1,dct_paired,none,31.994697771722677,3.0455622094711314,0.008664630682348155,0.006295375172342842,2048,0,2048
ideal,0.001,0.1,hadamard_paired,agc,24.840141119407676,2.0799317262160515,0.03751060685715191,0.0046851111492799535,2048,0,2048
ideal,0.001,0.1,fourier_fourstep,agc,24.222963090499672,1.9025059826789341,0.043552452255033375,0.007093147329993169,2048,0,2048
ideal,0.001,0.1,dct_paired,agc,23.71645002467518,1.872886133602394,0.048447432077970476,0.004631824959209752,2048,0,2048
ideal,0.001,0.1,fourier_fourstep,scgi_proxy,20.991651689290237,1.755117223508858,0.09045422364631837,0.005141601045299178,2048,0,2048
ideal,0.001,0.1,fourier_fourstep,none,20.502049895979276,1.836737047848693,0.10220418241365481,0.015626392855142543,2048,0,2048
ideal,0.001,0.1,random_binary,agc,15.137634351052375,1.6479976867582262,0.34782456666784656,0.011352564309693534,2048,0,2048
ideal,0.001,0.1,random_binary,scgi_proxy,15.137216592365622,1.6481499919092677,0.3478587300955813,0.011378263715354013,2048,0,2048
ideal,0.001,0.1,random_uniform,agc,14.973690761833273,1.6857770103937957,0.3613738247993844,0.016200077448218664,2048,0,2048
ideal,0.001,0.1,random_uniform,scgi_proxy,14.973222025148457,1.685533157448659,0.36141073751480945,0.01615457427893597,2048,0,2048
ideal,0.001,0.1,random_binary,none,13.177471876615956,1.885932951474445,0.55260684486814,0.08707495176476351,2048,0,2048
ideal,0.001,0.1,random_uniform,none,12.092229071209214,1.8715313215790073,0.7082751662856888,0.1015332665209594,2048,0,2048
ideal,0.001,0.15,srht_paired,pairwise,35.20824367014113,2.2631989082403536,0.0034730182868960018,0.0006178786771602071,2048,0,2048
ideal,0.001,0.15,hadamard_paired,pairwise,35.20087837651348,2.262228622574078,0.0034783935150723222,0.0006149775852887832,2048,0,2048
ideal,0.001,0.15,hadamard_paired,scgi_proxy,34.7807161346151,2.203217988712084,0.0038250462049957117,0.0006325838358727979,2048,0,2048
ideal,0.001,0.15,srht_paired,agc,34.751619259240144,2.165747299968712,0.003846057330229376,0.0006125264044491351,2048,0,2048
ideal,0.001,0.15,srht_paired,scgi_proxy,34.74447316202011,2.206999182331143,0.003856139659825758,0.0006359230984772365,2048,0,2048
ideal,0.001,0.15,dct_paired,pairwise,32.20076103973566,2.2636989864108394,0.00694127077118133,0.0012317566819681279,2048,0,2048
ideal,0.001,0.15,dct_paired,scgi_proxy,32.016281618167916,2.228316253921251,0.007233329439688232,0.0012287051454769543,2048,0,2048
ideal,0.001,0.15,srht_paired,none,29.38759228443277,2.5003315220949003,0.014134616918444755,0.0055218957716969925,2048,0,2048
ideal,0.001,0.15,hadamard_paired,none,29.078624782100924,3.7281454972704866,0.019506570521407328,0.018039160976825622,2048,0,2048
ideal,0.001,0.15,dct_paired,none,28.44630032460719,3.1399516205110696,0.019987133276799643,0.015313342461095756,2048,0,2048
ideal,0.001,0.15,hadamard_paired,agc,24.56251583121501,2.0976627803587107,0.04001299560943747,0.005214254233577845,2048,0,2048
ideal,0.001,0.15,fourier_fourstep,agc,23.577715366433257,1.9170394174454766,0.05043829315882615,0.007796991111604812,2048,0,2048
ideal,0.001,0.15,dct_paired,agc,23.246952386387203,1.9163524338250693,0.05402161726173672,0.0056153780598815865,2048,0,2048
ideal,0.001,0.15,fourier_fourstep,scgi_proxy,20.801131342980966,1.7674912417466362,0.09455755633348772,0.0061524580391765895,2048,0,2048
ideal,0.001,0.15,fourier_fourstep,none,20.466839316540895,1.901938962556935,0.10371140638131945,0.02043915455741912,2048,0,2048
ideal,0.001,0.15,random_binary,scgi_proxy,14.962851696457637,1.66421893294857,0.36211757966564306,0.012127707786570227,2048,0,2048
ideal,0.001,0.15,random_binary,agc,14.961958126630783,1.6641867674231567,0.36219134272509584,0.012105504744876261,2048,0,2048
ideal,0.001,0.15,random_uniform,agc,14.564719127738712,1.7318459036290001,0.39718172180472366,0.020391852550689468,2048,0,2048
ideal,0.001,0.15,random_uniform,scgi_proxy,14.56459351196641,1.7312236422746379,0.39718747781545305,0.02027843439123533,2048,0,2048
ideal,0.001,0.15,random_binary,none,12.345613744469215,1.8720863870528948,0.6683677692520257,0.0984466464921107,2048,0,2048
ideal,0.001,0.15,random_uniform,none,11.43410422846601,1.7742519767789178,0.8198009505594839,0.08232658334984103,2048,0,2048
ideal,0.001,0.3,srht_paired,pairwise,29.226285466666774,2.2558161460691992,0.013765722225155604,0.002431915993571741,2048,0,2048
ideal,0.001,0.3,hadamard_paired,pairwise,29.224686785151185,2.2549687057532792,0.01376686106331797,0.0024017831294562823,2048,0,2048
ideal,0.001,0.3,srht_paired,agc,28.827480334183694,2.1897378918100188,0.015053104907148935,0.0024379427151404605,2048,0,2048
ideal,0.001,0.3,hadamard_paired,scgi_proxy,28.80888498765314,2.194659258909108,0.01512144369414377,0.0024479371567348107,2048,0,2048
ideal,0.001,0.3,srht_paired,scgi_proxy,28.766339832190724,2.199648283968149,0.01527135280547591,0.002501349661844118,2048,0,2048
ideal,0.001,0.3,dct_paired,pairwise,26.267250090639394,2.2556818233885223,0.027205002983586593,0.004774863342798165,2048,0,2048
ideal,0.001,0.3,dct_paired,scgi_proxy,26.10253731906229,2.2184590931133874,0.028224190036523277,0.004757333915445103,2048,0,2048
ideal,0.001,0.3,srht_paired,none,23.677573134273615,2.382805424939909,0.05182371709882103,0.018047701479241982,2048,0,2048
ideal,0.001,0.3,hadamard_paired,agc,23.331318046911942,2.1582197840409614,0.05324518051748803,0.00783170053762546,2048,0,2048
ideal,0.001,0.3,hadamard_paired,none,23.262400574821704,3.5442182794456025,0.07059444393366444,0.05866160131022061,2048,0,2048
ideal,0.001,0.3,dct_paired,none,22.46488699520695,3.3188108234444544,0.08201317880282803,0.06818935490048161,2048,0,2048
ideal,0.001,0.3,dct_paired,agc,21.454858112657305,2.0434203841411813,0.08185509756566836,0.010656688957631286,2048,0,2048
ideal,0.001,0.3,fourier_fourstep,agc,21.27280457705911,1.9689088092118945,0.08548201820435594,0.011871632008776622,2048,0,2048
ideal,0.001,0.3,fourier_fourstep,scgi_proxy,19.906390162988004,1.8102506364616633,0.11636103232699399,0.009882971462706011,2048,0,2048
ideal,0.001,0.3,fourier_fourstep,none,19.322992125667856,2.1396176665416986,0.13818413775277918,0.039981548068798285,2048,0,2048
ideal,0.001,0.3,random_binary,scgi_proxy,14.233228840546447,1.723267949493421,0.4284759515841295,0.017569563898505714,2048,0,2048
ideal,0.001,0.3,random_binary,agc,14.223160181992249,1.7239650327074543,0.4294714910839897,0.017637589551791566,2048,0,2048
ideal,0.001,0.3,random_uniform,scgi_proxy,13.251645250439742,1.8060949315476271,0.5377057077896548,0.0330909183799464,2048,0,2048
ideal,0.001,0.3,random_uniform,agc,13.2481271535078,1.8074519735911103,0.5381635392805386,0.033481785074449266,2048,0,2048
ideal,0.001,0.3,random_binary,none,11.267365806089694,1.740325540522861,0.8503069303198135,0.06868984541784444,2048,0,2048
ideal,0.001,0.3,random_uniform,none,10.827880077978064,1.660462908164502,0.9384951120754776,0.03641907088680609,2048,0,2048
ideal,0.001,0.5,hadamard_paired,pairwise,24.89191876588703,2.238800823676685,0.03730590930309307,0.006329054961132217,2048,0,2048
ideal,0.001,0.5,srht_paired,pairwise,24.885957001658365,2.239377352301486,0.03737398650044783,0.006474574963923264,2048,0,2048
ideal,0.001,0.5,srht_paired,agc,24.496601450797826,2.179444164018005,0.040787584565862046,0.006496469790621491,2048,0,2048
ideal,0.001,0.5,hadamard_paired,scgi_proxy,24.480875546757762,2.1776908083168647,0.04092858099650045,0.0063945766588205935,2048,0,2048
ideal,0.001,0.5,srht_paired,scgi_proxy,24.43100743131894,2.182965976499639,0.04141604499383943,0.006643082614418658,2048,0,2048
ideal,0.001,0.5,dct_paired,pairwise,22.032279547614294,2.2325519400320766,0.07206608273568117,0.012231247928505743,2048,0,2048
ideal,0.001,0.5,dct_paired,scgi_proxy,21.89011928861133,2.1947561030806373,0.07440288834785135,0.012248149580544628,2048,0,2048
ideal,0.001,0.5,hadamard_paired,agc,21.402325083756946,2.2097398324484563,0.08317504912063248,0.01328548943916496,2048,0,2048
ideal,0.001,0.5,srht_paired,none,19.739196762173243,2.236490080718127,0.12607762129735833,0.03695794500331417,2048,0,2048
ideal,0.001,0.5,hadamard_paired,none,19.274235302728535,3.205041247616114,0.1631815851520816,0.10948199864675053,2048,0,2048
ideal,0.001,0.5,dct_paired,agc,19.130646681253815,2.127304967500759,0.1401358190614702,0.02087374147501389,2048,0,2048
ideal,0.001,0.5,fourier_fourstep,agc,18.589704166255125,1.994141030565318,0.15832229730223552,0.020577685735242546,2048,0,2048
ideal,0.001,0.5,fourier_fourstep,scgi_proxy,18.40605914762815,1.8453645708476507,0.16449475525455753,0.015360269880855364,2048,0,2048
ideal,0.001,0.5,dct_paired,none,18.376881926785,3.2602102967300746,0.2057573250777313,0.16081525469239247,2048,0,2048
ideal,0.001,0.5,fourier_fourstep,none,17.086147216502177,2.6405973083816128,0.24869328327694454,0.13590605133027975,2048,0,2048
ideal,0.001,0.5,random_binary,scgi_proxy,13.230096839905578,1.766288490033379,0.5399981144277443,0.026498722630293743,2048,0,2048
ideal,0.001,0.5,random_binary,agc,13.199292214309692,1.7676184300581297,0.5438465266121253,0.026785441754526136,2048,0,2048
ideal,0.001,0.5,random_uniform,scgi_proxy,12.087488773445138,1.782437359008425,0.7026263766021148,0.03648461634586666,2048,0,2048
ideal,0.001,0.5,random_uniform,agc,12.077862105921621,1.7830529955139025,0.7042065037674266,0.03697637129854647,2048,0,2048
ideal,0.001,0.5,random_binary,none,10.865906516255668,1.6722263621275868,0.9303668291017019,0.03755490069558187,2048,0,2048
ideal,0.001,0.5,random_uniform,none,10.65952418803847,1.6300681354767188,0.9749969790532712,0.01660931663774195,2048,0,2048
ideal,0.003,0.05,srht_paired,pairwise,39.97884130103886,2.2647173257019957,0.001157849576671122,0.00020597436701267466,2048,0,2048
ideal,0.003,0.05,hadamard_paired,pairwise,39.969114801089916,2.2636920169328563,0.001160341080821866,0.000205678289805979,2048,0,2048
ideal,0.003,0.05,hadamard_paired,scgi_proxy,39.55095162583347,2.20468184936755,0.0012754208460727982,0.00021183192007434456,2048,0,2048
ideal,0.003,0.05,srht_paired,scgi_proxy,39.51489445613451,2.2082062840185377,0.0012856060116055578,0.00021183749035693988,2048,0,2048
ideal,0.003,0.05,srht_paired,agc,39.36551599358929,2.089524081401479,0.001327411528954378,0.00019916006732861828,2048,0,2048
ideal,0.003,0.05,dct_paired,pairwise,36.95957777905583,2.2641610700133583,0.002320351481055484,0.0004116613687809474,2048,0,2048
ideal,0.003,0.05,dct_paired,scgi_proxy,36.76585453601031,2.229430216881901,0.002423019331855356,0.00041085848711573566,2048,0,2048
ideal,0.003,0.05,hadamard_paired,none,35.87438108630629,2.7462401158625926,0.003341888336192062,0.0018600905150022366,2048,0,2048
ideal,0.003,0.05,srht_paired,none,35.41772174862569,2.2312413639539086,0.003402219269486168,0.0010116758074338766,2048,0,2048
ideal,0.003,0.05,dct_paired,none,34.52451505672637,2.4123912883114387,0.004282370114823306,0.001737024702023695,2048,0,2048
ideal,0.003,0.05,hadamard_paired,agc,24.896379219438554,2.0761004864138033,0.037022630147458234,0.004578475712160879,2048,0,2048
ideal,0.003,0.05,fourier_fourstep,agc,24.371011214632826,1.8998647278668774,0.04211413073301669,0.0069544509290836365,2048,0,2048
ideal,0.003,0.05,dct_paired,agc,23.816813770766743,1.8630597757580465,0.04733247882615701,0.0044356560319557614,2048,0,2048
ideal,0.003,0.05,fourier_fourstep,scgi_proxy,21.03143982336826,1.7525005228144221,0.08961874357844732,0.00490317478660718,2048,0,2048
ideal,0.003,0.05,fourier_fourstep,none,20.38778613157878,1.7569202263833503,0.10423770833951992,0.00998824506222435,2048,0,2048
ideal,0.003,0.05,random_binary,agc,15.174694295687619,1.644535053917174,0.34486905320805156,0.011251009694788405,2048,0,2048
ideal,0.003,0.05,random_binary,scgi_proxy,15.173988708032915,1.6447316479415872,0.34492579018737424,0.01127759616517023,2048,0,2048
ideal,0.003,0.05,random_uniform,agc,15.066722992979727,1.6735983338770073,0.35369194248755875,0.015332113053864107,2048,0,2048
ideal,0.003,0.05,random_uniform,scgi_proxy,15.06632781185538,1.6734464565616918,0.3537224014743609,0.015293696497356993,2048,0,2048
ideal,0.003,0.05,random_binary,none,13.921687790669461,1.789322776578904,0.46243371908390224,0.04898696466031298,2048,0,2048
ideal,0.003,0.05,random_uniform,none,12.851940938905232,1.8769327315911917,0.5932676659376486,0.0765628564014857,2048,0,2048
ideal,0.003,0.1,srht_paired,pairwise,33.969528056846826,2.262075370827619,0.004619071420790354,0.0008203715233294029,2048,0,2048
ideal,0.003,0.1,hadamard_paired,pairwise,33.9631925631985,2.2611411227180747,0.004625037666974872,0.0008156051166731691,2048,0,2048
ideal,0.003,0.1,hadamard_paired,scgi_proxy,33.54686392690009,2.201376163525702,0.005081101961083894,0.0008356264634202857,2048,0,2048
ideal,0.003,0.1,srht_paired,agc,33.52751905605713,2.175843679059192,0.005099408033988347,0.0008187321101404574,2048,0,2048
ideal,0.003,0.1,srht_paired,scgi_proxy,33.50775607487649,2.2056952204592006,0.0051262918598890235,0.000843862657233337,2048,0,2048
ideal,0.003,0.1,dct_paired,pairwise,30.9676782375969,2.262773708439617,0.00921983693964385,0.0016330841078947256,2048,0,2048
ideal,0.003,0.1,dct_paired,scgi_proxy,30.785095043815897,2.2266618122982216,0.009603384490732723,0.0016271009790556814,2048,0,2048
ideal,0.003,0.1,hadamard_paired,none,29.866966296315724,2.8003193656068572,0.01342437084861411,0.007700285279554187,2048,0,2048
ideal,0.003,0.1,srht_paired,none,29.474783856101432,2.226249114752606,0.013358254346440175,0.003933020593235925,2048,0,2048
ideal,0.003,0.1,dct_paired,none,28.51318673667059,2.4910715607566565,0.01729170541584862,0.007750674908720864,2048,0,2048
ideal,0.003,0.1,hadamard_paired,agc,24.40142575414149,2.1071114131665447,0.04153935431961647,0.005527851415434849,2048,0,2048
ideal,0.003,0.1,fourier_fourstep,agc,23.244486108604402,1.9252691189466615,0.05442138785626312,0.008222327992502911,2048,0,2048
ideal,0.003,0.1,dct_paired,agc,22.988497475642745,1.938285056256855,0.05735894060060147,0.006207255453367511,2048,0,2048
ideal,0.003,0.1,fourier_fourstep,scgi_proxy,20.692250957350183,1.7741055460814934,0.09698075899250413,0.006654172837036469,2048,0,2048
ideal,0.003,0.1,fourier_fourstep,none,20.36866906234885,1.8513328362995358,0.10553263839129061,0.01727287934760962,2048,0,2048
ideal,0.003,0.1,random_binary,scgi_proxy,14.865417059075526,1.672854774458515,0.37034345870264757,0.012714377900179576,2048,0,2048
ideal,0.003,0.1,random_binary,agc,14.86399597017093,1.6728290572192719,0.3704636904750167,0.012688354020383012,2048,0,2048
ideal,0.003,0.1,random_uniform,scgi_proxy,14.357330793356116,1.7500223895132825,0.4166638514387405,0.02244865233524183,2048,0,2048
ideal,0.003,0.1,random_uniform,agc,14.356925118151471,1.750806823402564,0.4167115291483212,0.02261482930908119,2048,0,2048
ideal,0.003,0.1,random_binary,none,12.487562828972727,1.830047414248091,0.6441541324108658,0.0749879348623899,2048,0,2048
ideal,0.003,0.1,random_uniform,none,11.503864709119533,1.7703098651761793,0.8053811748007557,0.06703261733356429,2048,0,2048
ideal,0.003,0.15,srht_paired,pairwise,30.46894363124716,2.2579302107335057,0.010340836445643582,0.0018295038982742572,2048,0,2048
ideal,0.003,0.15,hadamard_paired,pairwise,30.466012641585234,2.257091464249106,0.010345282190281723,0.0018108318117200965,2048,0,2048
ideal,0.003,0.15,srht_paired,agc,30.0594052410483,2.1891507776226926,0.011335589494118756,0.0018374927583558309,2048,0,2048
ideal,0.003,0.15,hadamard_paired,scgi_proxy,30.051301320536552,2.196737584258204,0.011360327446521499,0.001846654794060769,2048,0,2048
ideal,0.003,0.15,srht_paired,scgi_proxy,30.00934486992908,2.2016159666002926,0.011470900284118972,0.0018815636909794975,2048,0,2048
ideal,0.003,0.15,dct_paired,pairwise,27.494202419951236,2.2584193552413963,0.020511361192490446,0.0036116575685128894,2048,0,2048
ideal,0.003,0.15,dct_paired,scgi_proxy,27.32215249423531,2.2213337327636538,0.021314402473352853,0.0035975636453807218,2048,0,2048
ideal,0.003,0.15,hadamard_paired,none,26.38010633483241,2.837455538009901,0.030096560272067578,0.017571586468255896,2048,0,2048
ideal,0.003,0.15,srht_paired,none,26.050855666500325,2.21677846853367,0.02935202592987833,0.008507936897977316,2048,0,2048
ideal,0.003,0.15,dct_paired,none,25.027271242646208,2.5600585567575216,0.03899515509811723,0.018894103506182508,2048,0,2048
ideal,0.003,0.15,hadamard_paired,agc,23.695503798902187,2.1429084888018877,0.04893510727743875,0.007001183081042439,2048,0,2048
ideal,0.003,0.15,dct_paired,agc,21.94807839526948,2.0141248786875945,0.07301213553325978,0.009047386943645206,2048,0,2048
ideal,0.003,0.15,fourier_fourstep,agc,21.89984501336132,1.9565466376578644,0.07402839160061703,0.010476266621064491,2048,0,2048
ideal,0.003,0.15,fourier_fourstep,scgi_proxy,20.183450860537224,1.7994179414717015,0.10913085374430309,0.008795908278920808,2048,0,2048
ideal,0.003,0.15,fourier_fourstep,none,20.020789470681418,1.8972314711189502,0.11479740315593903,0.02190720527736876,2048,0,2048
ideal,0.003,0.15,random_binary,scgi_proxy,14.444664704779047,1.7079107835736747,0.40808019168102017,0.015804680201375664,2048,0,2048
ideal,0.003,0.15,random_binary,agc,14.438963570733579,1.7082157116444832,0.4086155973798951,0.015809351268456295,2048,0,2048
ideal,0.003,0.15,random_uniform,scgi_proxy,13.581000220506676,1.7971231122808937,0.49841214306276993,0.030280504314714865,2048,0,2048
ideal,0.003,0.15,random_uniform,agc,13.578658324393919,1.7984024285730715,0.498700754680897,0.03062597516309144,2048,0,2048
ideal,0.003,0.15,random_binary,none,11.723912062945251,1.777752461787972,0.7659248775573458,0.0681444726649384,2048,0,2048
ideal,0.003,0.15,random_uniform,none,11.039665430801357,1.6989264613815034,0.8942633017278669,0.04474251150009104,2048,0,2048
ideal,0.003,0.3,hadamard_paired,pairwise,24.57709069193377,2.2366227264975813,0.040106251642690986,0.006776065499230182,2048,0,2048
ideal,0.003,0.3,srht_paired,pairwise,24.56998502922068,2.2370430501185585,0.04019025695844017,0.006936911600864745,2048,0,2048
ideal,0.003,0.3,srht_paired,agc,24.177939132074567,2.178144404638706,0.04389146251982681,0.006981425403124634,2048,0,2048
ideal,0.003,0.3,hadamard_paired,scgi_proxy,24.16591175300102,2.175578318277543,0.044001701371803786,0.006840611521475118,2048,0,2048
ideal,0.003,0.3,srht_paired,scgi_proxy,24.116775471332243,2.1805630712159165,0.04451996746050561,0.007115898093327195,2048,0,2048
ideal,0.003,0.3,dct_paired,pairwise,21.72884946499044,2.2294116958373844,0.07726999249978729,0.01304577535581527,2048,0,2048
ideal,0.003,0.3,dct_paired,scgi_proxy,21.58379158262207,2.191706527271706,0.07983162614865669,0.01309303229005519,2048,0,2048
ideal,0.003,0.3,hadamard_paired,agc,21.212143503894495,2.2126216250996777,0.08690822702214714,0.013945376451492858,2048,0,2048
ideal,0.003,0.3,hadamard_paired,none,20.59483095877987,2.844159346034409,0.11352576129167816,0.0649416573725704,2048,0,2048
ideal,0.003,0.3,srht_paired,none,20.429405496851214,2.1695466059442174,0.10654665992434335,0.028777017516780218,2048,0,2048
ideal,0.003,0.3,dct_paired,none,19.294510382492142,2.655293240048545,0.14815507881908307,0.07890628567221157,2048,0,2048
ideal,0.003,0.3,dct_paired,agc,18.92063966446829,2.1306898672624484,0.14709972906385205,0.02206183845837205,2048,0,2048
ideal,0.003,0.3,fourier_fourstep,agc,18.373494496391217,1.9938973996414102,0.16638168705971196,0.021461074179735667,2048,0,2048
ideal,0.003,0.3,fourier_fourstep,scgi_proxy,18.262065224644942,1.847411863138746,0.17004214642732826,0.01591351098496242,2048,0,2048
ideal,0.003,0.3,fourier_fourstep,none,17.797866536570247,2.132592896332959,0.19586838711389745,0.05732394586118674,2048,0,2048
ideal,0.003,0.3,random_binary,scgi_proxy,13.143433136780581,1.767317052718741,0.5508930877140402,0.02726440348687482,2048,0,2048
ideal,0.003,0.3,random_binary,agc,13.11643567536933,1.7683509657663519,0.5543337990718646,0.02754796899149263,2048,0,2048
ideal,0.003,0.3,random_uniform,scgi_proxy,12.011747406438605,1.7776153733691304,0.714935011815504,0.036090841762466117,2048,0,2048
ideal,0.003,0.3,random_uniform,agc,12.002806874316837,1.778428768366327,0.7164342914983625,0.036683640306345626,2048,0,2048
ideal,0.003,0.3,random_binary,none,10.947155969187957,1.681156349960231,0.9130439278613615,0.03499303797165184,2048,0,2048
ideal,0.003,0.3,random_uniform,none,10.687109603263671,1.6383754351557898,0.9688302231336355,0.0169262173469814,2048,0,2048
ideal,0.003,0.5,hadamard_paired,pairwise,20.438001159197267,2.1936685861432794,0.10382742020225236,0.016285543594304175,2048,0,2048
ideal,0.003,0.5,srht_paired,pairwise,20.418728238378147,2.192920117445275,0.10435711360361667,0.01694563120480704,2048,0,2048
ideal,0.003,0.5,hadamard_paired,scgi_proxy,20.028719533444754,2.1340171048021794,0.11388174658926718,0.016379354726498922,2048,0,2048
ideal,0.003,0.5,srht_paired,agc,20.02356278891141,2.1348688860746114,0.11406418425032232,0.01697031404542321,2048,0,2048
ideal,0.003,0.5,srht_paired,scgi_proxy,19.973442378812905,2.135546222664858,0.11539931011167565,0.017238576395891263,2048,0,2048
ideal,0.003,0.5,hadamard_paired,agc,18.396892469725028,2.2121127174319954,0.16617651579407566,0.0265077887239704,2048,0,2048
ideal,0.003,0.5,dct_paired,pairwise,17.84580658922286,2.1644433045221674,0.18845676466273048,0.02871045395740995,2048,0,2048
ideal,0.003,0.5,dct_paired,scgi_proxy,17.724745215002027,2.129610252489449,0.19378350409812284,0.029546906040497638,2048,0,2048
ideal,0.003,0.5,hadamard_paired,none,16.730850172937238,2.679307936311396,0.2675064011430315,0.1295710423977491,2048,0,2048
ideal,0.003,0.5,srht_paired,none,16.710350707303967,2.0870743797911784,0.24890262320960896,0.05954968440063384,2048,0,2048
ideal,0.003,0.5,dct_paired,agc,16.121080902969034,2.1160079896699786,0.2801527145114526,0.0412990451254063,2048,0,2048
ideal,0.003,0.5,fourier_fourstep,scgi_proxy,15.986936132237119,1.8507480578167612,0.28706913512004106,0.02638897829115866,2048,0,2048
ideal,0.003,0.5,dct_paired,none,15.62907119687466,2.514312350067995,0.3369022007086738,0.15552137332850532,2048,0,2048
ideal,0.003,0.5,fourier_fourstep,agc,15.462435823062265,1.9507471072656184,0.32456284620247816,0.03618849035909537,2048,0,2048
ideal,0.003,0.5,fourier_fourstep,none,15.026904311143923,2.2783550128398433,0.3784414588362551,0.14834708666111357,2048,0,2048
ideal,0.003,0.5,random_binary,scgi_proxy,12.026232640828548,1.7487832402838943,0.7123219547792579,0.03113192383884468,2048,0,2048
ideal,0.003,0.5,random_binary,agc,11.976127994407568,1.7484169331915613,0.720585062961627,0.03143142762213259,2048,0,2048
ideal,0.003,0.5,random_uniform,scgi_proxy,11.205707337368363,1.7061860665149085,0.8600599036587699,0.026672902527004393,2048,0,2048
ideal,0.003,0.5,random_uniform,agc,11.193404063095612,1.7057749181942257,0.8625073111247434,0.026988602330644006,2048,0,2048
ideal,0.003,0.5,random_binary,none,10.71368151789816,1.645168578266488,0.9629292660919482,0.017343166745368836,2048,0,2048
