object,family,K_eff,basis,N,N_factor,seed,v,rel_mse_raw_total,rel_mse_raw_gain_component,rel_mse_aligned_total,clean_floor_raw,C0_floor_raw_fix,leverage_exact,theory_rel_mse_raw_total,clean_gain_cross,raw_identity_abs_error,target_energy
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,1,0.003,0.002501783545157741,0.0025017839578626126,0.002491458106895731,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-4.1296421824225187e-10,1.110415191676977e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,1,0.01,0.01038259950927255,0.010382593472766889,0.010188297284929763,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,6.072837951015911e-09,3.670267711179098e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.0001,9.840515295762855e-05,9.840497358318432e-05,9.778401328490273e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,1.790661405157251e-10,6.208449881005772e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.0003,0.0002659289386076104,0.00026592972253632215,0.00025696943635965345,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-7.841309983087704e-10,1.681016944423906e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.001,0.0009461497478941436,0.0009461482858764184,0.0009233636577414919,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,1.4609479450022822e-09,6.993920162523084e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.003,0.005389037208623052,0.005389034502094839,0.005117360905497605,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,2.705053763799758e-09,1.104060937784812e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,2,0.01,0.012785738072602386,0.012785731589697117,0.012750585359934109,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,6.44260998448705e-09,3.992489593278262e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.0001,8.961756833509458e-05,8.961744572620121e-05,8.961465684455517e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,1.2231700645706368e-10,7.850130461755367e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.0003,0.0003002603990253942,0.00030025942100686006,0.00029481005454836653,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,9.783110024494183e-10,6.628565252382033e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.001,0.0015202002006209862,0.0015202006111927656,0.0014181568412908521,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-4.1891436304729097e-10,7.972195382924995e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.003,0.002723858377928056,0.0027238568561746054,0.0027051979998937038,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,1.515139179325277e-09,6.243883173966133e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,3,0.01,0.009265989950945354,0.009265991648047176,0.009207139243864296,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-1.7522524399878728e-09,5.4780230318779776e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.0001,8.865691310402204e-05,8.865742180133514e-05,8.737515516432666e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-5.091443486997103e-10,7.664737654739863e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.0003,0.00024995687813239543,0.00024995673219224733,0.00024812971468633993,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,1.4632654344873884e-10,7.567835892146735e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.001,0.0011034365669143778,0.0011034365789217558,0.0010729433043398455,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-1.3609786886826243e-11,1.2320207570615313e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.003,0.0026960262792126715,0.0026960272598167572,0.0025559939496079464,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-9.816478151476254e-10,6.733411866482313e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,4,0.01,0.006033800699287702,0.006033805491773913,0.005980600901647512,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-4.774044051851548e-09,1.881254759606657e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.0001,7.684938682298076e-05,7.684954427681993e-05,7.440605489950117e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-1.577957827831288e-10,2.844460447125943e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.0003,0.00025863416439691187,0.00025863495105369363,0.0002586306274845429,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-7.895884486235943e-10,2.5612786260825268e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.001,0.0013117847639195935,0.001311786911068599,0.0012473847562316598,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-2.1532658083496304e-09,5.7464146990594515e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.003,0.005923576596259529,0.00592357506900652,0.005207424604528288,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,1.5129985121346045e-09,1.3884108205015656e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,5,0.01,0.008094677209175595,0.008094673919025342,0.007719440471878312,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,3.299756741096286e-09,9.97687590642931e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.0001,8.672819748028243e-05,8.672837667185285e-05,8.668902765327935e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-1.798010899482096e-10,2.391313031192625e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.0003,0.00025653769290908004,0.000256538553070219,0.00025296822057059825,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-8.608481900066966e-10,3.1666278592493177e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.001,0.0010855971847050243,0.001085596923651312,0.0010750697104804274,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,2.5836701516232427e-10,2.316308940029464e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.003,0.0031727234273309307,0.003172728892771116,0.0031664340162900284,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-5.462145453046883e-09,3.66512019669613e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,6,0.01,0.007901421168418046,0.007901425521950233,0.007609875161869467,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-4.3442266922124885e-09,9.675883064524838e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.0001,9.153152559659732e-05,9.153080737943982e-05,8.387750398807126e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,7.177019900168375e-10,1.4477926059364726e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.0003,0.00025673183845420966,0.000256731508958594,0.0002480987724690421,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,3.288535165586278e-10,2.7171083870190185e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.001,0.000854219661741715,0.0008542169097499176,0.0008511322564755982,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,2.742212699823843e-09,9.408709308262886e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.003,0.004420961223116748,0.00442096095392701,0.004368631746398376,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,2.6597691470367553e-10,2.8424348891548544e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,7,0.01,0.007855241527528338,0.007855239696224642,0.007841673955183245,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,1.8435415070515254e-09,1.2608199306661208e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.0001,0.0001090300269332232,0.00010903058851392244,0.00010683856235680261,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-5.622509528388765e-10,2.9986536897736154e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.0003,0.00031552744802989597,0.0003155278768880895,0.00031514226497158967,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-4.28311929409738e-10,9.166523585000141e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.001,0.000880584926296614,0.0008805811226536188,0.0008609194652232852,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,3.800241258050136e-09,3.031348956416692e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.003,0.0027290250456311316,0.0027290259689253253,0.0027290246650707047,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-9.199081696953387e-10,3.7564121906080736e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,8,0.01,0.009138835816292178,0.009138832309600968,0.00894708152072714,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,3.488557813443942e-09,1.7763008786293724e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.0001,9.625533325317589e-05,9.62554141753492e-05,9.270043907971684e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-8.103545242530244e-11,2.5710911065001116e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.0003,0.000291480342218164,0.0002914795753726753,0.00028203384289135177,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,7.647350304272014e-10,1.7400700297390432e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.001,0.0009999995621297016,0.0010000017731359783,0.000995745275582239,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-2.2149529159677405e-09,3.576251066855105e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.003,0.002670713839023246,0.0026707146313646947,0.0026581182693450004,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-7.914185505700288e-10,1.293286140534677e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,9,0.01,0.008636425086682104,0.008636422586656485,0.008627369658309464,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,2.509575953192215e-09,9.920722125337812e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.0001,9.40960415669751e-05,9.409548598981636e-05,9.395529920417731e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,5.552930147048523e-10,8.62441861115275e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.0003,0.0002415228952433991,0.00024152245048024226,0.00024057876491369946,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,4.42553532179176e-10,1.8392364440568306e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.001,0.0012589294858845674,0.0012589269041082861,0.0012488449030249183,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,2.585669802198876e-09,4.263909119548531e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.003,0.0027193179911265057,0.0027193161007834873,0.0026169631578199263,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,1.8831112386688777e-09,6.8613915519875985e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,10,0.01,0.008987701636921499,0.008987701864323785,0.008939082502736194,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-1.938519268444002e-10,3.392074714137085e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.0001,7.240977878225723e-05,7.240965206425328e-05,7.238706147313318e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,1.2626705971983168e-10,8.055601316563839e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.0003,0.0004325582360274039,0.0004325581472488084,0.0004067745612901689,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,8.704313827317214e-11,1.365068968358979e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.001,0.0008597265216629338,0.0008597263267697148,0.0008585362825754245,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,1.8851991379883342e-10,6.002916987012e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.003,0.002443144317440708,0.0024431478960595387,0.002442542016024185,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,-3.5738376355464083e-09,5.151583591359865e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,11,0.01,0.008972791068853065,0.008972792996081043,0.008932210782624368,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-1.9738523197736637e-09,4.6253954126176596e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.0001,0.00011624837070356316,0.00011624755645384971,0.00011084104031311209,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,8.138811529135747e-10,1.8276917729570364e-15,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.0003,0.0003271170067195087,0.00032711792382180533,0.00032585697361566126,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-9.188532504643151e-10,1.3805656168699248e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.001,0.001265556771508081,0.0012655554833871834,0.0012521885151858076,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,1.2948061976683696e-09,7.055688143193357e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.003,0.0026298937869353952,0.0026298919535386045,0.0026275598096635665,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,1.830991605695237e-09,2.034796844335661e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,12,0.01,0.010454786267598494,0.010454786618161592,0.009741151971114583,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-3.4127564044045357e-10,9.65784495582288e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.0001,9.914322010456666e-05,9.914335007412723e-05,9.911279389595773e-05,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,-1.30416739708686e-10,7.67909137820894e-14,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.0003,0.0002886939749096865,0.00028869410186351994,0.00028842615120154493,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-1.2746444147183513e-10,1.4021977639724442e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.001,0.0009527977441795556,0.0009527983041429063,0.000905957170339944,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-5.601745101728956e-10,1.5922876217344098e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.003,0.003205970634842206,0.0032059681272965353,0.002912875343246005,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,2.4934274972601294e-09,1.374778522859781e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,13,0.01,0.01283536435389196,0.012835366703360076,0.011444546840614344,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,-2.3148233438048836e-09,3.5015160529239355e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.0,3.703882188698603e-13,0.0,3.7022753760837674e-13,3.703882188698603e-13,3.7927753612273694e-10,1.0,3.703882188698603e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.0001,0.00012425180516426724,0.0001242515245948662,0.00011502516199010493,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.00010000000037038823,2.803166624613428e-10,1.176496248955343e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.0003,0.0002838766875343511,0.00028387668901371145,0.00028386013632571285,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0003000000003703882,-3.072591165250596e-13,1.542489482124971e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.001,0.0009897072448083167,0.000989710153750618,0.0009581325794052764,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0010000000003703882,-2.900909527924389e-09,8.403161488759776e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.003,0.003255690926225239,0.00325568945565128,0.003237974012260255,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.0030000000003703882,1.4648379748623847e-09,5.365596002584959e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,1024,1,14,0.01,0.009238922033133243,0.009238920078026146,0.008456726412002966,3.703882188698603e-13,3.7927753612273694e-10,1.0,0.010000000000370388,1.981315287661087e-09,2.6578578357958397e-11,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.0,3.2851470270552373e-13,0.0,3.279527540119953e-13,3.2851470270552373e-13,3.363990555704563e-10,1.0,3.2851470270552373e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.0001,9.302335314265124e-05,9.302362273978187e-05,9.215493637084562e-05,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.00010000000032851471,-2.6992564532825944e-10,1.0771752731818665e-20,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.0003,0.0002885434893504367,0.0002885428959727295,0.00028639070570042824,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.0003000000003285147,5.921478070319004e-10,9.013854048033052e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.001,0.0010340008311077752,0.0010339989874437008,0.0010266542309152694,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.0010000000003285148,1.844581220951868e-09,1.2456612385353317e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.003,0.0030243739476693344,0.0030243753137616553,0.0030233988576499836,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.0030000000003285146,-1.364181719861648e-09,2.239115559591274e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,0,0.01,0.011247762119426723,0.011247760993034915,0.011025837926943944,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.010000000000328515,1.1192882575350012e-09,6.775035423277998e-12,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.0,3.2851470270552373e-13,0.0,3.279527540119953e-13,3.2851470270552373e-13,3.363990555704563e-10,1.0,3.2851470270552373e-13,0.0,0.0,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.0001,0.00010337922022463172,0.00010337932090489234,0.00010336228698474469,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.00010000000032851471,-1.0078592559111162e-10,2.2284974098430552e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.0003,0.00026989546722726114,0.0002698943306957516,0.000269884092045698,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.0003000000003285147,1.137130822713014e-09,9.278279053131298e-13,66.50183377416613
digit_0,synthetic_digit,97.19698546760661,srht_inverse,1024,1,1,0.001,0.0009919554368931717,0.0009919555419236786,0.0009836043437846395,3.2851470270552373e-13,3.363990555704563e-10,1.0,0.0010000000003285148,-1.071575444075829e-10,1.7985227702666535e-12,66.50183377416613
