config_id,object,object_index,step,loss,cnr,proxy_mean,proxy_std,proxy_min,proxy_max,proxy_range,proxy_tv_l1,proxy_roughness_l2,proxy_otsu_score,proxy_otsu_threshold,proxy_otsu_fg_fraction,proxy_hist_entropy,proxy_data_loss,proxy_aug_loss,proxy_denoiser_mse,proxy_net_delta_mse,proxy_dual_abs_mean
cfg0000,stripe_target,1,1,0.00043818686390295625,2.7171804904937744,0.4874121844768524,0.14488308131694794,0.007804207503795624,1.0,0.9921957850456238,0.25418972969055176,0.05425276607275009,0.014973562210798264,0.5161290168762207,0.3555908203125,2.9012222290039062,0.0002284239453729242,0.00020976291853003204,0.00331666087731719,0.0001515004987595603,0.009337970986962318
cfg0000,stripe_target,1,2,0.0003672198217827827,2.961597204208374,0.4716658294200897,0.14273163676261902,0.013904744759202003,1.0,0.9860952496528625,0.24220716953277588,0.05096583813428879,0.014875438995659351,0.5161290168762207,0.302490234375,2.8611111640930176,0.00022808529320172966,0.00013913452858105302,0.0034564121160656214,0.0004447402316145599,0.023214593529701233
cfg0000,stripe_target,1,3,0.0007868101238273084,3.2688605785369873,0.4619547724723816,0.13947437703609467,0.017158403992652893,1.0,0.9828416109085083,0.2256196290254593,0.046526242047548294,0.014733412303030491,0.5161290168762207,0.26568603515625,2.796267509460449,0.00022783869644626975,0.0005589714273810387,0.003544181352481246,0.0003216957557015121,0.035937435925006866
cfg0000,stripe_target,1,4,0.0011045725550502539,3.6681010723114014,0.46571215987205505,0.13600808382034302,0.029305756092071533,1.0,0.9706942439079285,0.20571191608905792,0.04156739264726639,0.01474877167493105,0.5161290168762207,0.25238037109375,2.7056758403778076,0.00022784342581871897,0.0008767291437834501,0.0035905931144952774,0.00014167574408929795,0.04133722186088562
cfg0000,stripe_target,1,5,0.001136228209361434,4.178715705871582,0.4834611415863037,0.13278137147426605,0.06352213770151138,1.0,0.9364778399467468,0.1839347779750824,0.036610327661037445,0.014907489530742168,0.5483871102333069,0.22833251953125,2.584580659866333,0.00022795761469751596,0.0009082705364562571,0.0036108018830418587,0.00031939533073455095,0.044669345021247864
cfg0000,stripe_target,1,6,0.0013635160867124796,4.796015739440918,0.5087695121765137,0.12971316277980804,0.11231950670480728,1.0,0.8876804709434509,0.16206806898117065,0.03202809765934944,0.014974895864725113,0.5806452035903931,0.220458984375,2.437793254852295,0.0002281064516864717,0.001135409576818347,0.0036199779715389013,0.0006888535572215915,0.05488026142120361
cfg0000,stripe_target,1,7,0.0022158981300890446,5.470892429351807,0.5301163196563721,0.12628577649593353,0.15043070912361145,1.0,0.8495693206787109,0.14274312555789948,0.02804790623486042,0.01478822436183691,0.6129032373428345,0.2147216796875,2.280269145965576,0.00022817731951363385,0.001987720839679241,0.003628568723797798,0.0006692510796710849,0.07021228224039078
cfg0000,stripe_target,1,8,0.003179740160703659,6.10537576675415,0.5395653247833252,0.12210075557231903,0.16462641954421997,1.0,0.83537358045578,0.12881223857402802,0.024749327450990677,0.01417062059044838,0.6129032373428345,0.21612548828125,2.143247365951538,0.00022810410882811993,0.002951635979115963,0.0036404868587851524,0.0003511277318466455,0.08202590048313141
cfg0000,stripe_target,1,9,0.0035885171964764595,6.570499420166016,0.5335732698440552,0.11694300174713135,0.16471154987812042,0.9822588562965393,0.8175473213195801,0.12130790948867798,0.022050876170396805,0.013213175348937511,0.6129032373428345,0.21331787109375,2.053302764892578,0.00022793785319663584,0.0033605792559683323,0.003655829466879368,0.00012895092368125916,0.0856972336769104
cfg0000,stripe_target,1,10,0.0033804308623075485,6.739697456359863,0.5119518041610718,0.1108548492193222,0.15016406774520874,0.9299881458282471,0.7798240780830383,0.11763665080070496,0.01980655826628208,0.011831192299723625,0.5806452035903931,0.21392822265625,2.012543201446533,0.00022772383817937225,0.003152707125991583,0.0036682775244116783,0.00029037182684987783,0.08324597775936127
cfg0000,stripe_target,1,11,0.0031195771880447865,6.5522565841674805,0.47812217473983765,0.10422708094120026,0.1239011287689209,0.8816510438919067,0.7577499151229858,0.11511316895484924,0.017885496839880943,0.01037409994751215,0.5483871102333069,0.21282958984375,2.0084128379821777,0.00022750283824279904,0.0028920744080096483,0.0036685571540147066,0.0008653513505123556,0.08282528817653656
cfg0000,stripe_target,1,12,0.003649018704891205,6.093174934387207,0.44006210565567017,0.09779558330774307,0.09191432595252991,0.8391183614730835,0.747204065322876,0.11217574775218964,0.016205769032239914,0.008975681848824024,0.4838709533214569,0.21600341796875,2.0295042991638184,0.00022731287754140794,0.0034217059146612883,0.003647531382739544,0.0014305578079074621,0.09302628040313721
cfg0000,stripe_target,1,13,0.005204035434871912,5.552687644958496,0.407867431640625,0.0923347994685173,0.048998668789863586,0.8047606348991394,0.755761981010437,0.10815452039241791,0.014749341644346714,0.0078132264316082,0.4516128897666931,0.21636962890625,2.054325819015503,0.00022716421517543495,0.00497687142342329,0.003596463007852435,0.0014731672126799822,0.11094212532043457
