variant,correction,rho,sigma_a,row_order,sign_randomized,block_size,seed,object,num_frames,num_coefficients,num_pixels,agc_window,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,0,2048,1024,1024,102,0.007760135645854927,0.09178629193752243,21.101306872815776,0.7590252452783766,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,0,2048,1024,1024,102,0.0035767819480772923,0.04230590379672597,24.46507535007113,1.0700894758556811,0.010827447287738323,0.9081257581710815,0.9828789234161377
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,0,2048,1024,1024,102,0.0010651104907362261,0.012598045563888157,29.72605337738825,0.9872997358298199,0.0015235351165756583,0.9763659238815308,1.000672698020935
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,0,2048,1024,1024,102,0.0009433199694407118,0.011157516576637242,30.253409717458318,1.0444071741068017,4.5287310058483854e-05,0.9992988109588623,1.0000096559524536
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,0,2048,1024,1024,102,7.55487358161686e-14,8.935846791334867e-13,120.0,0.9999999173165398,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,1,2048,1024,1024,102,0.0066238966058420785,0.08305337595116405,21.788864551879556,0.7357186935872448,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,1,2048,1024,1024,102,0.0038103168185587215,0.04777545515213702,24.190389122951377,1.0817106830409213,0.010888852179050446,0.9083719849586487,0.9827128052711487
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,1,2048,1024,1024,102,0.0010957874838199613,0.013739473194073148,29.60273664422361,0.9872873521589329,0.0015234758611768484,0.9763671159744263,1.0006729364395142
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,1,2048,1024,1024,102,0.0008882530940202005,0.011137314264896484,30.5146327107358,1.0455885576866657,4.532835373538546e-05,0.9992981553077698,1.000010371208191
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,1,2048,1024,1024,102,6.752489196260977e-14,8.466572731956788e-13,120.0,1.0000000466900767,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,2,2048,1024,1024,102,0.006496872781523348,0.09194023535841633,21.87295637286247,0.7373688952602598,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,2,2048,1024,1024,102,0.0033732546331651132,0.04773647804511105,24.719508744631614,1.0801741237836375,0.010829462669789791,0.9084274172782898,0.9828327298164368
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,2,2048,1024,1024,102,0.001045784317062024,0.014799374942089997,29.805578752855688,0.9869099681380266,0.001523361774161458,0.9763681888580322,1.0006721019744873
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,2,2048,1024,1024,102,0.0009029658203407225,0.012778284697036308,30.443286885772554,1.0436535215516747,4.5263164793141186e-05,0.9992990493774414,1.0000094175338745
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,2,2048,1024,1024,102,7.375066463939728e-14,1.043679581362517e-12,120.0,1.000000034891293,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,3,2048,1024,1024,102,0.007748638447428397,0.08218918929261247,21.107746028765394,0.7246435900566242,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,3,2048,1024,1024,102,0.004452911689787749,0.0472316787340508,23.513559177181325,1.0861460647601,0.010881883092224598,0.9084706902503967,0.9827139973640442
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,3,2048,1024,1024,102,0.001359175839466479,0.01441666960069996,28.667243540328062,0.9884527044637489,0.0015229546697810292,0.9763789176940918,1.0006778240203857
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,3,2048,1024,1024,102,0.001162705235158589,0.012332721588742554,29.34530372089807,1.0455384631021198,4.524288306129165e-05,0.9992995858192444,1.0000152587890625
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,3,2048,1024,1024,102,9.910520717411413e-14,1.0512010190667902e-12,120.0,1.0000000046308057,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,4,2048,1024,1024,102,0.003053813936009996,0.08627931038088735,25.15157427340435,0.7620465597200006,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,4,2048,1024,1024,102,0.0014070494745417853,0.0397533251465448,28.51690631674896,1.04748154206349,0.010827086865901947,0.9084581732749939,0.9828335046768188
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,4,2048,1024,1024,102,0.0004101772389382909,0.011588724804816122,33.87028442645763,0.9823476620115618,0.0015232897130772471,0.9763675928115845,1.0006697177886963
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,4,2048,1024,1024,102,0.00036074510080952933,0.010192120140035931,34.42799558240941,1.0451208983298954,4.527501732809469e-05,0.9992989897727966,1.000008463859558
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,4,2048,1024,1024,102,2.185156139777439e-14,6.173714861649062e-13,120.0,0.999999915077499,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,5,2048,1024,1024,102,0.009987341480695775,0.08645227365057467,20.00550100754843,0.7201100892318102,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,5,2048,1024,1024,102,0.006170496084391665,0.05341295449632151,22.096799189403274,1.0926938226520544,0.010841802693903446,0.9082715511322021,0.9828279614448547
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,5,2048,1024,1024,102,0.0019198480384722317,0.016618559434493033,27.167331456010295,0.9838629255512356,0.0015227084513753653,0.976381778717041,1.0006765127182007
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,5,2048,1024,1024,102,0.0016620594350107301,0.01438709364016429,27.793534499648654,1.0423492430101806,4.5252858399180695e-05,0.9992994070053101,1.0000147819519043
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,5,2048,1024,1024,102,9.072445847285788e-14,7.853276796288432e-13,120.0,1.0000000284302146,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,6,2048,1024,1024,102,0.009304856127804366,0.06990099495396984,20.31290337566392,0.6755488726372075,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,6,2048,1024,1024,102,0.0074569491393372015,0.05601893860596602,21.2743881903628,1.1019498843971678,0.010931134223937988,0.9086382985115051,0.9825854301452637
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,6,2048,1024,1024,102,0.002270279909484003,0.01705505408329049,26.439205940623452,0.9761162378323904,0.00152326631359756,0.976370632648468,1.0006732940673828
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,6,2048,1024,1024,102,0.0019989330598490724,0.015016611520978398,26.992017492660434,1.0370404033199863,4.524270843830891e-05,0.9992994666099548,1.0000107288360596
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,6,2048,1024,1024,102,1.4603738129179603e-13,1.097078569787364e-12,120.0,1.0000000497541823,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,7,2048,1024,1024,102,0.010933676805343392,0.08518653526155068,19.612337678077722,0.6842455287021931,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,7,2048,1024,1024,102,0.008229141169640155,0.06411493927433799,20.846454873574398,1.1230198544678758,0.010863100178539753,0.9081308841705322,0.9828014969825745
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,7,2048,1024,1024,102,0.0023821943670633973,0.018560168556522472,26.230228066234655,0.97336963681262,0.0015227386029437184,0.9763796329498291,1.0006742477416992
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,7,2048,1024,1024,102,0.0022463046240719427,0.01750142348941318,26.485313488837118,1.0437445270282035,4.527352939476259e-05,0.9992989301681519,1.0000157356262207
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,7,2048,1024,1024,102,1.3075772907747936e-13,1.0187604862561284e-12,120.0,1.0000000026507414,0.0,1.0,1.0
hadamard_ordered,none,0.001,0.3,ordered,False,32,0,8,2048,1024,1024,102,0.009314739607483434,0.08222197422305871,20.30829281252304,0.6943019137196655,,,
hadamard_ordered,agc,0.001,0.3,ordered,False,32,0,8,2048,1024,1024,102,0.0065799476844633515,0.0580817405208375,21.81777559340331,1.0986035904794744,0.010842351242899895,0.9084709882736206,0.9827989935874939
hadamard_ordered,scgi_proxy,0.001,0.3,ordered,False,32,0,8,2048,1024,1024,102,0.0020213298095290017,0.01784244482388654,26.943628192048887,0.9735012760233286,0.00152330391574651,0.9763698577880859,1.0006729364395142
hadamard_ordered,pairwise,0.001,0.3,ordered,False,32,0,8,2048,1024,1024,102,0.0018463470094586716,0.016297857225828244,27.33686672687022,1.038250004136252,4.522316885413602e-05,0.9992995858192444,1.000010371208191
hadamard_ordered,oracle,0.001,0.3,ordered,False,32,0,8,2048,1024,1024,102,1.1363032262881919e-13,1.003024223096752e-12,120.0,1.0000001552165787,0.0,1.0,1.0
