variant,row_order,sign_randomized,block_size,correction,rho,sigma_a,psnr_mean,psnr_std,rel_mse_mean,rel_mse_std,gain_rel_mse_mean
hadamard_ordered,ordered,False,32,oracle,0.001,0.3,120.0,0.0,9.173952538218343e-13,1.4599824872443888e-13,5.376188589364256e-15
hadamard_ordered,ordered,False,32,oracle,0.1,0.3,120.0,0.0,9.488778301454912e-13,1.4766278716905164e-13,5.401407978929216e-15
hadamard_ordered,ordered,False,32,oracle,1.0,0.3,120.0,0.0,9.2972783266759e-13,1.3628875377265827e-13,5.4740690062435315e-15
hadamard_ordered,ordered,False,32,oracle,10.0,0.3,120.0,0.0,9.241369644640503e-13,1.395454065722795e-13,5.3544232307516095e-15
hadamard_ordered,ordered,False,32,pairwise,0.001,0.3,29.31351823208762,2.2453047591666153,0.01347642006513154,0.002281923790995053,4.482551805267576e-05
hadamard_ordered,ordered,False,32,pairwise,0.1,0.3,13.066535941921693,1.8823917391932703,0.5616849322277995,0.04326757753742698,0.004262448344379663
hadamard_ordered,ordered,False,32,pairwise,1.0,0.3,11.042899049677334,1.6825922439520016,0.8927359228943109,0.021206898119300675,0.027037924565374852
hadamard_ordered,ordered,False,32,pairwise,10.0,0.3,10.867135846748145,1.658188043751305,0.929473093046735,0.015242322120874287,0.04202611930668354
hadamard_ordered,ordered,False,32,scgi_proxy,0.001,0.3,28.770968911988952,2.1853125415281225,0.01524005579804271,0.0023905244502336817,0.0015051891817711293
hadamard_ordered,ordered,False,32,scgi_proxy,0.1,0.3,12.788534703215799,1.8492107900728119,0.5986306913534315,0.04342910254979423,0.06777832001447677
hadamard_ordered,ordered,False,32,scgi_proxy,1.0,0.3,10.993040668368558,1.6755269049110015,0.9030446502262977,0.021425249832934447,0.08269777163863182
hadamard_ordered,ordered,False,32,scgi_proxy,10.0,0.3,10.84068666941238,1.6543861789045589,0.9351556278914833,0.015605822934152988,0.08384624227881432
hadamard_time_interleave,block_round_robin_interleaved,False,32,agc,0.001,0.3,23.2313273268288,2.068644373052152,0.054344060987563295,0.006871105001656666,0.005495626176707446
hadamard_time_interleave,block_round_robin_interleaved,False,32,agc,0.1,0.3,12.316938879427367,1.8632263101207056,0.6672644851515408,0.04783792872692413,0.06981364727020263
hadamard_time_interleave,block_round_robin_interleaved,False,32,agc,1.0,0.3,10.895867392000055,1.6717970944409413,0.9234249056651653,0.019485945353804757,0.08543530255556106
hadamard_time_interleave,block_round_robin_interleaved,False,32,agc,10.0,0.3,10.777315958623682,1.6513766712507252,0.9488793563538707,0.014427196895816194,0.08666772186756135
hadamard_time_interleave,block_round_robin_interleaved,False,32,none,0.001,0.3,24.51201476092581,2.795955073802734,0.045308585210397635,0.021992025450765507,
hadamard_time_interleave,block_round_robin_interleaved,False,32,none,0.1,0.3,12.737821261384436,1.884975851933297,0.6073067491521404,0.06250787364397135,
hadamard_time_interleave,block_round_robin_interleaved,False,32,none,1.0,0.3,10.999670833599119,1.6762617436764566,0.9016953995073397,0.02252453233402302,
hadamard_time_interleave,block_round_robin_interleaved,False,32,none,10.0,0.3,10.846991798684872,1.654054214255725,0.9338136440732236,0.016427687010607085,
hadamard_time_interleave,block_round_robin_interleaved,False,32,oracle,0.001,0.3,120.0,0.0,9.287562898429245e-13,1.309199118438978e-13,5.376188589364256e-15
hadamard_time_interleave,block_round_robin_interleaved,False,32,oracle,0.1,0.3,120.0,0.0,9.463059581710067e-13,1.561223613740691e-13,5.401407978929216e-15
hadamard_time_interleave,block_round_robin_interleaved,False,32,oracle,1.0,0.3,120.0,0.0,9.447667635414125e-13,1.5564758741139955e-13,5.4740690062435315e-15
hadamard_time_interleave,block_round_robin_interleaved,False,32,oracle,10.0,0.3,120.0,0.0,9.36637396383804e-13,1.4297488147828535e-13,5.3544232307516095e-15
hadamard_time_interleave,block_round_robin_interleaved,False,32,pairwise,0.001,0.3,29.319442653556166,2.2511002414620296,0.013461097090770929,0.00229763289581288,4.484398006752599e-05
hadamard_time_interleave,block_round_robin_interleaved,False,32,pairwise,0.1,0.3,13.086115515850068,1.903412544433713,0.559333052763613,0.0452414108147889,0.0042635939177125695
hadamard_time_interleave,block_round_robin_interleaved,False,32,pairwise,1.0,0.3,11.053700902996686,1.6866101403943403,0.8905330052351688,0.021745432232579624,0.027042979001998903
hadamard_time_interleave,block_round_robin_interleaved,False,32,pairwise,10.0,0.3,10.874379067056816,1.6593836084189428,0.927933537343549,0.01577224122558123,0.04203712113201618
hadamard_time_interleave,block_round_robin_interleaved,False,32,scgi_proxy,0.001,0.3,28.725725077206334,2.1693152082627085,0.015397292830961607,0.0024254710837894366,0.0015051429928280412
hadamard_time_interleave,block_round_robin_interleaved,False,32,scgi_proxy,0.1,0.3,12.790769783166567,1.8588079644702957,0.5983024226174728,0.04313808676767649,0.06777702070772648
hadamard_time_interleave,block_round_robin_interleaved,False,32,scgi_proxy,1.0,0.3,11.000879928967848,1.6763098106811323,0.9014015872420612,0.02074310399380252,0.08269477277994156
hadamard_time_interleave,block_round_robin_interleaved,False,32,scgi_proxy,10.0,0.3,10.847301004156396,1.6543349715844955,0.9337327640721926,0.015587026398617781,0.08384460628032685
perm_only,full_random_permutation,False,32,agc,0.001,0.3,28.769262492048465,2.152268514203912,0.015237971528692012,0.002339172972508448,0.0014745229785330593
perm_only,full_random_permutation,False,32,agc,0.1,0.3,13.00066375488944,1.8888661215287375,0.5720490169380329,0.06386561209475676,0.06735820576548576
perm_only,full_random_permutation,False,32,agc,1.0,0.3,11.015784360790347,1.6787023949359463,0.8986355039555748,0.03183343650557811,0.08278857156634331
perm_only,full_random_permutation,False,32,agc,10.0,0.3,10.856708579946353,1.6558865237029967,0.9318745622377151,0.023355977703479358,0.08399140417575836
perm_only,full_random_permutation,False,32,none,0.001,0.3,24.878575607276925,1.855057629856748,0.0373943372166276,0.0061883779423917585,
perm_only,full_random_permutation,False,32,none,0.1,0.3,12.969671031348954,1.8784301438309847,0.5762870126932091,0.065617153862571,
perm_only,full_random_permutation,False,32,none,1.0,0.3,11.016609381666864,1.677624026685201,0.898458974034307,0.03169233717180526,
perm_only,full_random_permutation,False,32,none,10.0,0.3,10.858805915538143,1.6553394372181025,0.9314291340020417,0.02353167537220365,
perm_only,full_random_permutation,False,32,oracle,0.001,0.3,120.0,0.0,8.059216083455134e-13,9.451815737067719e-14,5.376188589364256e-15
perm_only,full_random_permutation,False,32,oracle,0.1,0.3,120.0,0.0,8.194617990544261e-13,1.0812261093613806e-13,5.401407978929216e-15
perm_only,full_random_permutation,False,32,oracle,1.0,0.3,120.0,0.0,8.171831121285185e-13,1.1162104528682512e-13,5.4740690062435315e-15
perm_only,full_random_permutation,False,32,oracle,10.0,0.3,120.0,0.0,8.101423727850323e-13,9.861813013038917e-14,5.3544232307516095e-15
perm_only,full_random_permutation,False,32,pairwise,0.001,0.3,29.319369970892765,2.247857934797009,0.013458928500082797,0.0022794320810892044,4.479174072912428e-05
perm_only,full_random_permutation,False,32,pairwise,0.1,0.3,13.09179477133329,1.8912607136745352,0.5585010341134711,0.043645399363524615,0.004266633214429021
perm_only,full_random_permutation,False,32,pairwise,1.0,0.3,11.05311148789878,1.6804684278935271,0.890625342348045,0.020452000887490638,0.027066101618111134
perm_only,full_random_permutation,False,32,pairwise,10.0,0.3,10.870786013895042,1.6572395851709083,0.9286991373124391,0.01560080135616269,0.042118398398160936
perm_only,full_random_permutation,False,32,scgi_proxy,0.001,0.3,28.70602232206761,2.1508150647314106,0.015464088861961114,0.002387387220619266,0.0015045102639123797
perm_only,full_random_permutation,False,32,scgi_proxy,0.1,0.3,13.01070218702072,1.890885332558483,0.5710454680865005,0.06666811575410433,0.06768177531659603
perm_only,full_random_permutation,False,32,scgi_proxy,1.0,0.3,11.018983997066108,1.6788931069824227,0.8979875338332175,0.03221586562843469,0.08272367030382156
perm_only,full_random_permutation,False,32,scgi_proxy,10.0,0.3,10.859005085569056,1.6558955761544016,0.9313921299559472,0.023749922562880353,0.0838734394311905
sign_block_shuffle,within_block_shuffle,True,32,agc,0.001,0.3,28.861447062311978,2.174402388675162,0.014910803875731992,0.0022456966699120106,0.0014839869597926736
sign_block_shuffle,within_block_shuffle,True,32,agc,0.1,0.3,12.893940433372741,1.8723337897458117,0.5843122051874318,0.04271146566830267,0.06736685991287232
sign_block_shuffle,within_block_shuffle,True,32,agc,1.0,0.3,11.025334073565316,1.6812551592869758,0.8963547067209539,0.021247060234871353,0.08280404895544052
sign_block_shuffle,within_block_shuffle,True,32,agc,10.0,0.3,10.866435756035482,1.6547864599791415,0.9296368883872,0.01606862516120129,0.08400369226932526
sign_block_shuffle,within_block_shuffle,True,32,none,0.001,0.3,24.58454137127728,2.0220207908616947,0.04037488536584198,0.008343061916004677,
sign_block_shuffle,within_block_shuffle,True,32,none,0.1,0.3,12.82848185201346,1.8671867880174793,0.5931319106680291,0.04259040654823532,
sign_block_shuffle,within_block_shuffle,True,32,none,1.0,0.3,11.023222917776165,1.6817175836516869,0.8967917370936831,0.02131057663466992,
sign_block_shuffle,within_block_shuffle,True,32,none,10.0,0.3,10.865616948963241,1.655016535403007,0.9298115272938035,0.016034209836748598,
sign_block_shuffle,within_block_shuffle,True,32,oracle,0.001,0.3,120.0,0.0,7.831098983719156e-13,7.829258929429308e-14,5.376188589364256e-15
sign_block_shuffle,within_block_shuffle,True,32,oracle,0.1,0.3,120.0,0.0,7.904357968111767e-13,9.05264599617447e-14,5.401407978929216e-15
sign_block_shuffle,within_block_shuffle,True,32,oracle,1.0,0.3,120.0,0.0,7.864345157136467e-13,8.408858029023964e-14,5.4740690062435315e-15
sign_block_shuffle,within_block_shuffle,True,32,oracle,10.0,0.3,120.0,0.0,7.908612698320356e-13,9.069471258275408e-14,5.3544232307516095e-15
sign_block_shuffle,within_block_shuffle,True,32,pairwise,0.001,0.3,29.333736154905186,2.248938452679318,0.013416017129754107,0.0022830357816134494,4.4760340169887055e-05
sign_block_shuffle,within_block_shuffle,True,32,pairwise,0.1,0.3,13.140129307490445,1.8968191616233947,0.5524002059270592,0.0443204638251474,0.004259197199717164
sign_block_shuffle,within_block_shuffle,True,32,pairwise,1.0,0.3,11.068191647673608,1.6862771096756675,0.8875781207156596,0.022140544698772274,0.027031834237277508
sign_block_shuffle,within_block_shuffle,True,32,pairwise,10.0,0.3,10.884975810263462,1.6581103562905004,0.9256895144740135,0.016747913854648813,0.04204216189682484
sign_block_shuffle,within_block_shuffle,True,32,scgi_proxy,0.001,0.3,28.831658920345358,2.1762885920105948,0.015015194240836766,0.0022744357473151095,0.0015046762395650149
sign_block_shuffle,within_block_shuffle,True,32,scgi_proxy,0.1,0.3,12.888941445065836,1.8722240225664495,0.5849972399290079,0.04291186902162931,0.06768697582185268
sign_block_shuffle,within_block_shuffle,True,32,scgi_proxy,1.0,0.3,11.026726661776827,1.6814923788669074,0.8960682682395102,0.021279165652124975,0.08271970227360725
sign_block_shuffle,within_block_shuffle,True,32,scgi_proxy,10.0,0.3,10.867136851574848,1.654837293629257,0.9294863058017485,0.01603488354710221,0.08387038201093673
sign_only,ordered,True,32,agc,0.001,0.3,28.84061289135301,2.181682898286573,0.014989768221240003,0.0023081197046463235,0.0014872363302856685
sign_only,ordered,True,32,agc,0.1,0.3,12.857511432704957,1.8571008782959284,0.5890392689026307,0.040365009867414085,0.06737195290625095
sign_only,ordered,True,32,agc,1.0,0.3,11.034043864460362,1.675751120868019,0.8945841755870058,0.022208862324229355,0.08279906034469604
sign_only,ordered,True,32,agc,10.0,0.3,10.876247015853526,1.6554882623169833,0.9275860436587577,0.018525756371630994,0.08399856373667718
sign_only,ordered,True,32,none,0.001,0.3,24.58876466302631,2.055459441294982,0.04039319609138107,0.00862064919174116,
sign_only,ordered,True,32,none,0.1,0.3,12.796727775288971,1.851803201750148,0.5972475343770269,0.03951680031175343,
sign_only,ordered,True,32,none,1.0,0.3,11.033107839753445,1.6759700759485352,0.8947776356670274,0.022242469696858648,
sign_only,ordered,True,32,none,10.0,0.3,10.876347628388876,1.6559100856140292,0.9275678512711507,0.018693642543746693,
sign_only,ordered,True,32,oracle,0.001,0.3,120.0,0.0,7.774574181171988e-13,8.613398089123902e-14,5.376188589364256e-15
sign_only,ordered,True,32,oracle,0.1,0.3,120.0,0.0,7.921697804749696e-13,9.815307866563073e-14,5.401407978929216e-15
sign_only,ordered,True,32,oracle,1.0,0.3,120.0,0.0,7.880022987453096e-13,1.0090177391799338e-13,5.4740690062435315e-15
sign_only,ordered,True,32,oracle,10.0,0.3,120.0,0.0,7.873585654460221e-13,1.0028229272556114e-13,5.3544232307516095e-15
sign_only,ordered,True,32,pairwise,0.001,0.3,29.321317974440994,2.246841361075147,0.013450981084429256,0.002267227595066635,4.476018788409419e-05
sign_only,ordered,True,32,pairwise,0.1,0.3,13.09020814039661,1.8920255529041472,0.5585938249226475,0.042228587391775325,0.004259287947788835
sign_only,ordered,True,32,pairwise,1.0,0.3,11.070695835562265,1.6803238804331693,0.8870685347392374,0.022133152664298144,0.027030788138508798
sign_only,ordered,True,32,pairwise,10.0,0.3,10.890690793588094,1.6565519288882657,0.9245044192040459,0.01839029141681106,0.042038505673408506
sign_only,ordered,True,32,scgi_proxy,0.001,0.3,28.821798512651764,2.1812274815226305,0.015055325244722605,0.0023225496737013657,0.0015047135576605796
sign_only,ordered,True,32,scgi_proxy,0.1,0.3,12.854641648754216,1.8550547217409257,0.5894065327466368,0.040057528365258374,0.06768407456576825
sign_only,ordered,True,32,scgi_proxy,1.0,0.3,11.034341279578552,1.6756642755347047,0.8945240484779796,0.02225340749570505,0.08272701099514962
sign_only,ordered,True,32,scgi_proxy,10.0,0.3,10.876051210711168,1.6555045202256444,0.92762849059588,0.018559922253775875,0.08387634709477425
sign_time_interleave,block_round_robin_interleaved,True,32,agc,0.001,0.3,28.869980801801297,2.1801893171193054,0.014889441729932036,0.0022945856509576836,0.0014877782994881272
sign_time_interleave,block_round_robin_interleaved,True,32,agc,0.1,0.3,12.845011887563636,1.8334808479222189,0.5907371787195844,0.04069732068901568,0.06737840093672276
sign_time_interleave,block_round_robin_interleaved,True,32,agc,1.0,0.3,11.04244643504367,1.6734767510127724,0.8928539432559869,0.022175461171809015,0.08279555723071098
sign_time_interleave,block_round_robin_interleaved,True,32,agc,10.0,0.3,10.880037687282025,1.6532652039108533,0.9267473627155625,0.017004099586009534,0.08398729115724564
sign_time_interleave,block_round_robin_interleaved,True,32,none,0.001,0.3,24.649709630750085,2.0719612900069735,0.039889338926076066,0.008805354371931026,
sign_time_interleave,block_round_robin_interleaved,True,32,none,0.1,0.3,12.791795955273164,1.832197307765195,0.5979955126104222,0.040806157666601686,
sign_time_interleave,block_round_robin_interleaved,True,32,none,1.0,0.3,11.041878864465486,1.6745028362475982,0.8929779346913915,0.02247039922713107,
sign_time_interleave,block_round_robin_interleaved,True,32,none,10.0,0.3,10.8802983953131,1.653905708644364,0.9266930907269044,0.017077826315257793,
sign_time_interleave,block_round_robin_interleaved,True,32,oracle,0.001,0.3,120.0,0.0,7.769676413231857e-13,8.381484786185633e-14,5.376188589364256e-15
sign_time_interleave,block_round_robin_interleaved,True,32,oracle,0.1,0.3,120.0,0.0,7.924986198382757e-13,9.361380266517515e-14,5.401407978929216e-15
sign_time_interleave,block_round_robin_interleaved,True,32,oracle,1.0,0.3,120.0,0.0,7.885166422529234e-13,9.749370292792013e-14,5.4740690062435315e-15
sign_time_interleave,block_round_robin_interleaved,True,32,oracle,10.0,0.3,120.0,0.0,7.892883699768472e-13,1.0142139894293022e-13,5.3544232307516095e-15
sign_time_interleave,block_round_robin_interleaved,True,32,pairwise,0.001,0.3,29.32703371617621,2.2413555439255806,0.013432661064004979,0.002263630052243064,4.475333626032807e-05
sign_time_interleave,block_round_robin_interleaved,True,32,pairwise,0.1,0.3,13.093307355332922,1.864625420098617,0.5582176886250617,0.04270513299620295,0.004258533166721463
sign_time_interleave,block_round_robin_interleaved,True,32,pairwise,1.0,0.3,11.077839604319427,1.6744809151523596,0.8856118434755486,0.022179528115535495,0.027027416341006756
sign_time_interleave,block_round_robin_interleaved,True,32,pairwise,10.0,0.3,10.893685101947598,1.6522049298930281,0.9238362740531875,0.01675753660391829,0.042036948278546336
sign_time_interleave,block_round_robin_interleaved,True,32,scgi_proxy,0.001,0.3,28.855760691233215,2.181783680775877,0.014938654749852625,0.0023051488432774474,0.0015047143027186393
sign_time_interleave,block_round_robin_interleaved,True,32,scgi_proxy,0.1,0.3,12.84649693696477,1.8341679298848486,0.5905267354400218,0.0405552810984661,0.06768591240048409
sign_time_interleave,block_round_robin_interleaved,True,32,scgi_proxy,1.0,0.3,11.04306982778929,1.673548397067341,0.8927239408481702,0.022098444557861554,0.08272648259997367
sign_time_interleave,block_round_robin_interleaved,True,32,scgi_proxy,10.0,0.3,10.88000731448491,1.6532352824631373,0.9267531114404737,0.016964434858141315,0.08387560695409775
srht_full,full_random_permutation,True,32,agc,0.001,0.3,28.828266864618936,2.179020515458667,0.015034564473016689,0.002339048793699147,0.0014807172981090844
srht_full,full_random_permutation,True,32,agc,0.1,0.3,12.850382101068458,1.8646533634890599,0.5902490730540307,0.04385380271550967,0.06735646195709705
srht_full,full_random_permutation,True,32,agc,1.0,0.3,10.984194015770361,1.682914916026101,0.9049338682223416,0.02335560175203385,0.08279289409518242
srht_full,full_random_permutation,True,32,agc,10.0,0.3,10.815532638803228,1.6597408491879673,0.9406309021708826,0.018088590640758833,0.08399715274572372
srht_full,full_random_permutation,True,32,none,0.001,0.3,24.592790128735246,2.023972570780174,0.04026807535049003,0.00813199810375198,
srht_full,full_random_permutation,True,32,none,0.1,0.3,12.787734391826694,1.857358094584846,0.5987217937016263,0.04306220881541354,
srht_full,full_random_permutation,True,32,none,1.0,0.3,10.9827650325796,1.6830217971096324,0.9052396462673963,0.02367089864070492,
srht_full,full_random_permutation,True,32,none,10.0,0.3,10.815340973575434,1.6601246613076532,0.9406765249600355,0.018302993218161326,
srht_full,full_random_permutation,True,32,oracle,0.001,0.3,120.0,0.0,7.888642645664996e-13,9.334567784059518e-14,5.376188589364256e-15
srht_full,full_random_permutation,True,32,oracle,0.1,0.3,120.0,0.0,7.96674341133853e-13,1.0946125376355761e-13,5.401407978929216e-15
srht_full,full_random_permutation,True,32,oracle,1.0,0.3,120.0,0.0,7.903011355197714e-13,9.830694931128773e-14,5.4740690062435315e-15
srht_full,full_random_permutation,True,32,oracle,10.0,0.3,120.0,0.0,7.93925492455072e-13,1.0310127307431543e-13,5.3544232307516095e-15
srht_full,full_random_permutation,True,32,pairwise,0.001,0.3,29.318226584247114,2.2497804042609295,0.013464600931197163,0.0022957843501617186,4.4764996055164374e-05
srht_full,full_random_permutation,True,32,pairwise,0.1,0.3,13.069272150899387,1.8983634396335007,0.5615550319064343,0.04580119209000357,0.0042599199246615175
srht_full,full_random_permutation,True,32,pairwise,1.0,0.3,11.011545446510121,1.6873238073865386,0.8992667841134869,0.023776917973544098,0.02703438136726618
srht_full,full_random_permutation,True,32,pairwise,10.0,0.3,10.823909213683933,1.6609373293532677,0.9388178909556395,0.01803322696304319,0.04204153060913086
srht_full,full_random_permutation,True,32,scgi_proxy,0.001,0.3,28.804111761920513,2.18280705269579,0.015119146979586334,0.0023533797699191767,0.001504699366632849
srht_full,full_random_permutation,True,32,scgi_proxy,0.1,0.3,12.847270272106599,1.8647491300669201,0.590664196986994,0.043740276305824374,0.0676854208111763
srht_full,full_random_permutation,True,32,scgi_proxy,1.0,0.3,10.985064641728963,1.6832433139536,0.9047547178548889,0.0234386353478293,0.08272700265049934
srht_full,full_random_permutation,True,32,scgi_proxy,10.0,0.3,10.816180466495425,1.6600270466423577,0.9404920890415528,0.01816382009182866,0.0838780589401722
