object,family,K_eff,basis,requested_basis,rho,s,seed,W,num_frames,carrier_mean,carrier_cv,gain_rel_err,theory_variance_cv2_over_w,source_file
digit_1,synthetic_digit,139.48966292397157,random_binary,random_binary,0.001,0.1,4,256,2048,67.66554260253906,0.0853892862796783,0.0249832014253608,2.8481758638097127e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_1,synthetic_digit,139.48966292397157,random_binary,random_binary,0.001,0.1,4,512,2048,67.66554260253906,0.0853892862796783,0.0418041429972714,1.4240879319048563e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_1,synthetic_digit,139.48966292397157,random_binary,random_binary,0.001,0.1,4,1024,2048,67.66554260253906,0.0853892862796783,0.0630452514985669,7.120439659524282e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,4,2048,103.19918823242188,0.0688634812831878,0.0305946366364062,0.0011855447636099,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,8,2048,103.19918823242188,0.0688634812831878,0.02315932187153,0.0005927723818049,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,16,2048,103.19918823242188,0.0688634812831878,0.0179959877252257,0.0002963861909024,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,32,2048,103.19918823242188,0.0688634812831878,0.0141529363205399,0.0001481930954512,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,64,2048,103.19918823242188,0.0688634812831878,0.0144350565561099,7.409654772562446e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,128,2048,103.19918823242188,0.0688634812831878,0.017371446986717,3.704827386281223e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,256,2048,103.19918823242188,0.0688634812831878,0.0225786464866764,1.852413693140612e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,512,2048,103.19918823242188,0.0688634812831878,0.0347392348478074,9.262068465703058e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,0,1024,2048,103.19918823242188,0.0688634812831878,0.0478382746648991,4.631034232851529e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,4,2048,103.19918823242188,0.0688634812831878,0.0306658813581849,0.0011855447636099,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,8,2048,103.19918823242188,0.0688634812831878,0.0234132644748433,0.0005927723818049,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,16,2048,103.19918823242188,0.0688634812831878,0.0182381639963063,0.0002963861909024,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,32,2048,103.19918823242188,0.0688634812831878,0.0148307594549756,0.0001481930954512,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,64,2048,103.19918823242188,0.0688634812831878,0.0153940488455053,7.409654772562446e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,128,2048,103.19918823242188,0.0688634812831878,0.0189680068095011,3.704827386281223e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,256,2048,103.19918823242188,0.0688634812831878,0.0249691133717926,1.852413693140612e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,512,2048,103.19918823242188,0.0688634812831878,0.0328480795542588,9.262068465703058e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,1,1024,2048,103.19918823242188,0.0688634812831878,0.0348364392825496,4.631034232851529e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,4,2048,103.19918823242188,0.0688634812831878,0.0304565988152195,0.0011855447636099,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,8,2048,103.19918823242188,0.0688634812831878,0.0231417249918716,0.0005927723818049,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,16,2048,103.19918823242188,0.0688634812831878,0.0179314689137661,0.0002963861909024,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,32,2048,103.19918823242188,0.0688634812831878,0.0143180094406331,0.0001481930954512,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,64,2048,103.19918823242188,0.0688634812831878,0.0142580289785021,7.409654772562446e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,128,2048,103.19918823242188,0.0688634812831878,0.0168052116927858,3.704827386281223e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,256,2048,103.19918823242188,0.0688634812831878,0.0196159665422731,1.852413693140612e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,512,2048,103.19918823242188,0.0688634812831878,0.0261389484647527,9.262068465703058e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,2,1024,2048,103.19918823242188,0.0688634812831878,0.0315199891796245,4.631034232851529e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,4,2048,103.19918823242188,0.0688634812831878,0.0303319410022366,0.0011855447636099,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,8,2048,103.19918823242188,0.0688634812831878,0.0230710542248936,0.0005927723818049,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,16,2048,103.19918823242188,0.0688634812831878,0.0181689153068311,0.0002963861909024,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,32,2048,103.19918823242188,0.0688634812831878,0.0151125950572706,0.0001481930954512,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,64,2048,103.19918823242188,0.0688634812831878,0.0150239282351795,7.409654772562446e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,128,2048,103.19918823242188,0.0688634812831878,0.0175023428518643,3.704827386281223e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,256,2048,103.19918823242188,0.0688634812831878,0.0220025595986144,1.852413693140612e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,512,2048,103.19918823242188,0.0688634812831878,0.0301896071264833,9.262068465703058e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,3,1024,2048,103.19918823242188,0.0688634812831878,0.0419972473995718,4.631034232851529e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,4,2048,103.19918823242188,0.0688634812831878,0.0303058418806074,0.0011855447636099,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,8,2048,103.19918823242188,0.0688634812831878,0.022994667096207,0.0005927723818049,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,16,2048,103.19918823242188,0.0688634812831878,0.0176390476003751,0.0002963861909024,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,32,2048,103.19918823242188,0.0688634812831878,0.0143445641686033,0.0001481930954512,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,64,2048,103.19918823242188,0.0688634812831878,0.0143523584954948,7.409654772562446e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,128,2048,103.19918823242188,0.0688634812831878,0.0173516098656935,3.704827386281223e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,256,2048,103.19918823242188,0.0688634812831878,0.0246976210643562,1.852413693140612e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,512,2048,103.19918823242188,0.0688634812831878,0.0425016154716275,9.262068465703058e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_2,synthetic_digit,210.00167616690024,random_binary,random_binary,0.001,0.1,4,1024,2048,103.19918823242188,0.0688634812831878,0.0669272016322612,4.631034232851529e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,4,2048,65.75144958496094,0.0872948989272117,0.0370252678375489,0.001905099844678,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,8,2048,65.75144958496094,0.0872948989272117,0.0275581546688073,0.000952549922339,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,16,2048,65.75144958496094,0.0872948989272117,0.0199378349074263,0.0004762749611695,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,32,2048,65.75144958496094,0.0872948989272117,0.0152394990479577,0.0002381374805847,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,64,2048,65.75144958496094,0.0872948989272117,0.0136156161882791,0.0001190687402923,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,128,2048,65.75144958496094,0.0872948989272117,0.0155084219401769,5.9534370146188415e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,256,2048,65.75144958496094,0.0872948989272117,0.021534480238111,2.9767185073094208e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,512,2048,65.75144958496094,0.0872948989272117,0.0337561471141457,1.4883592536547104e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,0,1024,2048,65.75144958496094,0.0872948989272117,0.0433677171754231,7.441796268273552e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,4,2048,65.75144958496094,0.0872948989272117,0.0369921552387767,0.001905099844678,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,8,2048,65.75144958496094,0.0872948989272117,0.0276356050936817,0.000952549922339,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,16,2048,65.75144958496094,0.0872948989272117,0.0200417983761301,0.0004762749611695,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,32,2048,65.75144958496094,0.0872948989272117,0.0157016264465597,0.0002381374805847,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,64,2048,65.75144958496094,0.0872948989272117,0.0147950540556504,0.0001190687402923,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,128,2048,65.75144958496094,0.0872948989272117,0.016807986088577,5.9534370146188415e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,256,2048,65.75144958496094,0.0872948989272117,0.0217039297292885,2.9767185073094208e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,512,2048,65.75144958496094,0.0872948989272117,0.0285309110582364,1.4883592536547104e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,1,1024,2048,65.75144958496094,0.0872948989272117,0.0351337250677244,7.441796268273552e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,4,2048,65.75144958496094,0.0872948989272117,0.0370246396016697,0.001905099844678,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,8,2048,65.75144958496094,0.0872948989272117,0.0275835565998363,0.000952549922339,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,16,2048,65.75144958496094,0.0872948989272117,0.0200675202414314,0.0004762749611695,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,32,2048,65.75144958496094,0.0872948989272117,0.0157751293427127,0.0002381374805847,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,64,2048,65.75144958496094,0.0872948989272117,0.0142199978920505,0.0001190687402923,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,128,2048,65.75144958496094,0.0872948989272117,0.0147551314127936,5.9534370146188415e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,256,2048,65.75144958496094,0.0872948989272117,0.0171654052881469,2.9767185073094208e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,512,2048,65.75144958496094,0.0872948989272117,0.0218588567771965,1.4883592536547104e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,2,1024,2048,65.75144958496094,0.0872948989272117,0.0258053682560761,7.441796268273552e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,4,2048,65.75144958496094,0.0872948989272117,0.037144215140313,0.001905099844678,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,8,2048,65.75144958496094,0.0872948989272117,0.0277611518928001,0.000952549922339,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,16,2048,65.75144958496094,0.0872948989272117,0.0202130112779742,0.0004762749611695,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,32,2048,65.75144958496094,0.0872948989272117,0.0160835314636303,0.0002381374805847,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,64,2048,65.75144958496094,0.0872948989272117,0.0151281406699062,0.0001190687402923,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,128,2048,65.75144958496094,0.0872948989272117,0.0163176082961735,5.9534370146188415e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,256,2048,65.75144958496094,0.0872948989272117,0.0212290602937669,2.9767185073094208e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,512,2048,65.75144958496094,0.0872948989272117,0.0284216777796107,1.4883592536547104e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,3,1024,2048,65.75144958496094,0.0872948989272117,0.037996861578176,7.441796268273552e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,4,2048,65.75144958496094,0.0872948989272117,0.0373856988297554,0.001905099844678,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,8,2048,65.75144958496094,0.0872948989272117,0.0279064896008245,0.000952549922339,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,16,2048,65.75144958496094,0.0872948989272117,0.0202327704481118,0.0004762749611695,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,32,2048,65.75144958496094,0.0872948989272117,0.0160167068875338,0.0002381374805847,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,64,2048,65.75144958496094,0.0872948989272117,0.0143850098510638,0.0001190687402923,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,128,2048,65.75144958496094,0.0872948989272117,0.0161143815413645,5.9534370146188415e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,256,2048,65.75144958496094,0.0872948989272117,0.0240976500189219,2.9767185073094208e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,512,2048,65.75144958496094,0.0872948989272117,0.0392104388640324,1.4883592536547104e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_3,synthetic_digit,135.81257584160795,random_binary,random_binary,0.001,0.1,4,1024,2048,65.75144958496094,0.0872948989272117,0.0599338480764697,7.441796268273552e-06,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,4,2048,10.321517944335938,0.1619341373443603,0.0720542898353377,0.0065556662093655,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,8,2048,10.321517944335938,0.1619341373443603,0.0528443205267486,0.0032778331046827,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,16,2048,10.321517944335938,0.1619341373443603,0.0382182169110323,0.0016389165523413,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,32,2048,10.321517944335938,0.1619341373443603,0.0276383380578602,0.0008194582761706,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,64,2048,10.321517944335938,0.1619341373443603,0.0226971134267996,0.0004097291380853,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,128,2048,10.321517944335938,0.1619341373443603,0.0228033165270007,0.0002048645690426,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,256,2048,10.321517944335938,0.1619341373443603,0.0267773471522961,0.0001024322845213,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,512,2048,10.321517944335938,0.1619341373443603,0.0366301200439063,5.1216142260668285e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,0,1024,2048,10.321517944335938,0.1619341373443603,0.0479706299413278,2.5608071130334142e-05,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,4,2048,10.321517944335938,0.1619341373443603,0.0719818286844752,0.0065556662093655,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,8,2048,10.321517944335938,0.1619341373443603,0.0527136705094949,0.0032778331046827,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,16,2048,10.321517944335938,0.1619341373443603,0.0382759502509567,0.0016389165523413,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,32,2048,10.321517944335938,0.1619341373443603,0.0284591532547646,0.0008194582761706,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,64,2048,10.321517944335938,0.1619341373443603,0.0235069724125291,0.0004097291380853,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
digit_4,synthetic_digit,37.82983846917644,random_binary,random_binary,0.001,0.1,1,128,2048,10.321517944335938,0.1619341373443603,0.0228185143002733,0.0002048645690426,results/colab_imports/pro1_fig3_rho1e3_random_r2/artifacts/fig3_gain_est_error.csv
