basis,structure,object,family,K_eff,v,B_L,scalar_law_pred,matrix_law_pred,measured_mean,measured_std,scalar_ratio,matrix_ratio,matrix_abs_rel_err
orthogonal_inverse,ar1,digit_0,synthetic_digit,97.19698546760661,0.001,1.0,0.001,0.001,0.0010118637844948196,3.21407650924024e-05,1.0118637844948195,1.0118637844948195,0.01186378449481956
orthogonal_inverse,ar1,digit_1,synthetic_digit,139.48966292397157,0.001,1.0,0.001,0.0010000000000000002,0.0009996646958183443,2.5725895515000125e-05,0.9996646958183443,0.999664695818344,0.0003353041816559539
orthogonal_inverse,ar1,digit_2,synthetic_digit,210.00167616690024,0.001,0.9999999999999999,0.0009999999999999998,0.0010000000000000002,0.0009975192348057166,6.311062630063086e-05,0.9975192348057168,0.9975192348057164,0.0024807651942836038
orthogonal_inverse,ar1,digit_3,synthetic_digit,135.81257584160795,0.001,0.9999999999999999,0.0009999999999999998,0.001,0.001001257222706264,3.2451363027137714e-05,1.0012572227062642,1.001257222706264,0.0012572227062639715
orthogonal_inverse,ar1,digit_4,synthetic_digit,107.61184657281635,0.001,1.0,0.001,0.0009999999999999998,0.0010037873388283624,3.201997624279686e-05,1.0037873388283625,1.0037873388283627,0.003787338828362608
orthogonal_inverse,ar1,letter_A,binary_letter,101.21359062702473,0.001,1.0,0.001,0.001,0.0010120202546396795,2.7549345018180377e-05,1.0120202546396795,1.0120202546396795,0.012020254639679524
orthogonal_inverse,ar1,letter_L,binary_letter,59.80235255589372,0.001,1.0,0.001,0.0009999999999999998,0.001015845224602244,3.2480298467971727e-05,1.015845224602244,1.0158452246022442,0.01584522460224415
orthogonal_inverse,ar1,natural_patch,procedural_natural,864.2560692486833,0.001,1.0000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010077422181493402,0.00010544890199664545,1.00774221814934,1.00774221814934,0.007742218149339989
orthogonal_inverse,ar1,ring,ring,220.0,0.001,1.0,0.001,0.0010000000000000002,0.0009958270958141937,2.3003084840959134e-05,0.9958270958141937,0.9958270958141935,0.004172904185806508
orthogonal_inverse,ar1,stripe,stripe,512.0,0.001,1.0,0.001,0.001,0.0010177672655368182,8.781622635239637e-05,1.0177672655368182,1.0177672655368182,0.01776726553681814
orthogonal_inverse,blockwise,digit_0,synthetic_digit,97.19698546760661,0.001,1.0,0.001,0.001,0.0009718740947239318,5.347152620202776e-05,0.9718740947239317,0.9718740947239317,0.028125905276068237
orthogonal_inverse,blockwise,digit_1,synthetic_digit,139.48966292397157,0.001,1.0,0.001,0.0010000000000000002,0.0009720144479338666,5.018119112457835e-05,0.9720144479338666,0.9720144479338664,0.02798555206613359
orthogonal_inverse,blockwise,digit_2,synthetic_digit,210.00167616690024,0.001,0.9999999999999999,0.0009999999999999998,0.0010000000000000002,0.0009578022516171264,6.542497815934304e-05,0.9578022516171266,0.9578022516171262,0.04219774838287379
orthogonal_inverse,blockwise,digit_3,synthetic_digit,135.81257584160795,0.001,0.9999999999999999,0.0009999999999999998,0.001,0.0009584807036084567,5.1321350292888865e-05,0.9584807036084569,0.9584807036084567,0.041519296391543316
orthogonal_inverse,blockwise,digit_4,synthetic_digit,107.61184657281635,0.001,1.0,0.001,0.0009999999999999998,0.0009703829257183856,4.387887774570034e-05,0.9703829257183856,0.9703829257183858,0.029617074281614187
orthogonal_inverse,blockwise,letter_A,binary_letter,101.21359062702473,0.001,1.0,0.001,0.001,0.0009602784244084131,5.8072348471880565e-05,0.960278424408413,0.960278424408413,0.03972157559158692
orthogonal_inverse,blockwise,letter_L,binary_letter,59.80235255589372,0.001,1.0,0.001,0.0009999999999999998,0.0009650609628248086,5.6382779405683266e-05,0.9650609628248086,0.9650609628248088,0.03493903717519121
orthogonal_inverse,blockwise,natural_patch,procedural_natural,864.2560692486833,0.001,1.0000000000000002,0.0010000000000000002,0.0010000000000000002,0.0009677809929917701,9.448629234605073e-05,0.9677809929917699,0.9677809929917699,0.03221900700823014
orthogonal_inverse,blockwise,ring,ring,220.0,0.001,1.0,0.001,0.0010000000000000002,0.000966060064969949,5.848092775790555e-05,0.966060064969949,0.9660600649699488,0.03393993503005118
orthogonal_inverse,blockwise,stripe,stripe,512.0,0.001,1.0,0.001,0.001,0.0009696273535591768,0.00010769932243846974,0.9696273535591767,0.9696273535591767,0.03037264644082326
orthogonal_inverse,iid,digit_0,synthetic_digit,97.19698546760661,0.001,1.0,0.001,0.001,0.0010063999869433307,2.2140524119711388e-05,1.0063999869433307,1.0063999869433307,0.006399986943330695
orthogonal_inverse,iid,digit_1,synthetic_digit,139.48966292397157,0.001,1.0,0.001,0.0010000000000000002,0.00100165498369267,1.812079798305051e-05,1.0016549836926698,1.0016549836926696,0.0016549836926696595
orthogonal_inverse,iid,digit_2,synthetic_digit,210.00167616690024,0.001,0.9999999999999999,0.0009999999999999998,0.0010000000000000002,0.0010011055451158977,5.159937727785637e-05,1.0011055451158979,1.0011055451158974,0.0011055451158974593
orthogonal_inverse,iid,digit_3,synthetic_digit,135.81257584160795,0.001,0.9999999999999999,0.0009999999999999998,0.001,0.0009925961509237298,2.607539049945536e-05,0.99259615092373,0.9925961509237298,0.007403849076270241
orthogonal_inverse,iid,digit_4,synthetic_digit,107.61184657281635,0.001,1.0,0.001,0.0009999999999999998,0.0010062843041121997,1.999588333220669e-05,1.0062843041121996,1.0062843041121998,0.006284304112199897
orthogonal_inverse,iid,letter_A,binary_letter,101.21359062702473,0.001,1.0,0.001,0.001,0.0010046222286200137,1.8166360744821932e-05,1.0046222286200137,1.0046222286200137,0.004622228620013678
orthogonal_inverse,iid,letter_L,binary_letter,59.80235255589372,0.001,1.0,0.001,0.0009999999999999998,0.0010048887565630646,1.538543716009117e-05,1.0048887565630646,1.0048887565630649,0.004888756563064786
orthogonal_inverse,iid,natural_patch,procedural_natural,864.2560692486833,0.001,1.0000000000000002,0.0010000000000000002,0.0010000000000000002,0.0009581893592371825,8.78356534513331e-05,0.9581893592371822,0.9581893592371822,0.04181064076281778
orthogonal_inverse,iid,ring,ring,220.0,0.001,1.0,0.001,0.0010000000000000002,0.0009962663511616386,3.7845776084965947e-05,0.9962663511616385,0.9962663511616384,0.003733648838361632
orthogonal_inverse,iid,stripe,stripe,512.0,0.001,1.0,0.001,0.001,0.0009839401139077628,0.00010814289277761007,0.9839401139077627,0.9839401139077627,0.01605988609223725
orthogonal_inverse,lowpass_ou,digit_0,synthetic_digit,97.19698546760661,0.001,1.0,0.001,0.001,0.0010020346601306753,0.00012391536967821314,1.0020346601306753,1.0020346601306753,0.0020346601306753167
orthogonal_inverse,lowpass_ou,digit_1,synthetic_digit,139.48966292397157,0.001,1.0,0.001,0.0010000000000000002,0.0010054846195640412,0.00012021757141332442,1.0054846195640412,1.005484619564041,0.005484619564040956
orthogonal_inverse,lowpass_ou,digit_2,synthetic_digit,210.00167616690024,0.001,0.9999999999999999,0.0009999999999999998,0.0010000000000000002,0.0010187989949986514,0.00013505949248482179,1.0187989949986516,1.0187989949986511,0.018798994998651168
orthogonal_inverse,lowpass_ou,digit_3,synthetic_digit,135.81257584160795,0.001,0.9999999999999999,0.0009999999999999998,0.001,0.0010050362657138326,0.000126724625131638,1.0050362657138328,1.0050362657138325,0.005036265713832594
orthogonal_inverse,lowpass_ou,digit_4,synthetic_digit,107.61184657281635,0.001,1.0,0.001,0.0009999999999999998,0.0010072361552804928,0.00012134484107813805,1.0072361552804927,1.007236155280493,0.007236155280492984
