object,family,K_eff,basis,structure,seed,mc_draws,v,S2,B_L,scalar_law_pred,matrix_law_pred,measured_gain_relmse,measured_gain_relmse_mc_std,scalar_ratio,matrix_ratio,matrix_abs_rel_err
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009860180078012707,0.00019037252611965342,0.9860180078012707,0.9860180078012707,0.01398199219872936
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009846024442138844,0.00022131217684645646,0.9846024442138844,0.9846024442138844,0.015397555786115591
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000978331696808026,0.00018886816748929814,0.978331696808026,0.978331696808026,0.021668303191973992
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001051028758479149,0.00024896776269253223,1.051028758479149,1.051028758479149,0.0510287584791489
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010079569152606847,0.00019235778197200225,1.0079569152606846,1.0079569152606846,0.007956915260684668
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001010081283993033,0.00022003911302130995,1.0100812839930329,1.0100812839930329,0.010081283993032975
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010223026809906086,0.00021411053760697185,1.0223026809906086,1.0223026809906086,0.022302680990608607
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010199227244337926,0.00021957261501379116,1.0199227244337925,1.0199227244337925,0.01992272443379259
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009907180965705797,0.00018770444503267954,0.9907180965705796,0.9907180965705796,0.009281903429420339
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,iid,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001013037260882278,0.00021467923273734302,1.013037260882278,1.013037260882278,0.013037260882278051
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009990796630146284,0.00024134529529355983,0.9990796630146284,0.9990796630146284,0.0009203369853716392
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010270177078813888,0.00030840192243339814,1.0270177078813887,1.0270177078813887,0.027017707881388763
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009454842997755953,0.00023751514317036827,0.9454842997755953,0.9454842997755953,0.0545157002244047
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009924452859852034,0.0002804909085876996,0.9924452859852034,0.9924452859852034,0.007554714014796618
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010442885445268843,0.0003387030424101513,1.0442885445268844,1.0442885445268844,0.04428854452688427
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010414022336483473,0.00029992913121159464,1.0414022336483473,1.0414022336483473,0.04140223364834726
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010561880273225182,0.0003219295557294213,1.0561880273225182,1.0561880273225182,0.056188027322518146
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010098298854506274,0.00029688113634460036,1.0098298854506274,1.0098298854506274,0.00982988545062736
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000999067671168157,0.00026466202080871145,0.999067671168157,0.999067671168157,0.0009323288318429778
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,ar1,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010038345261748456,0.0002345257041226343,1.0038345261748456,1.0038345261748456,0.0038345261748455334
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010163680673049332,0.00025170210056576754,1.0163680673049331,1.0163680673049331,0.01636806730493322
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009738589577125799,0.0002574183500273005,0.9738589577125799,0.9738589577125799,0.026141042287420126
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010438613780137573,0.00024494263473677947,1.0438613780137573,1.0438613780137573,0.04386137801375731
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009493477401757316,0.00024705532674536166,0.9493477401757315,0.9493477401757315,0.05065225982426842
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010055895904265647,0.00027837550445103577,1.0055895904265646,1.0055895904265646,0.005589590426564699
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010482154480803215,0.00024955796859687433,1.0482154480803214,1.0482154480803214,0.04821544808032143
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009786100510582707,0.00025832787950933253,0.9786100510582706,0.9786100510582706,0.02138994894172936
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000982381003351273,0.000255780380728332,0.9823810033512731,0.9823810033512731,0.01761899664872693
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009796244140892081,0.0002611050572323498,0.9796244140892081,0.9796244140892081,0.02037558591079188
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,sinusoidal,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009609679001051689,0.0002446643015085897,0.9609679001051689,0.9609679001051689,0.03903209989483116
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001146485957659687,0.001034704313211074,1.146485957659687,1.146485957659687,0.14648595765968703
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009870949675220315,0.0010939409270480118,0.9870949675220314,0.9870949675220314,0.01290503247796857
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0008040418279882281,0.0011992109404798015,0.8040418279882281,0.8040418279882281,0.19595817201177188
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000958206175605052,0.0007654866139211106,0.958206175605052,0.958206175605052,0.04179382439494807
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0008110037308004843,0.0006594340815431086,0.8110037308004843,0.8110037308004843,0.18899626919951573
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010247017722303587,0.0010891655530965568,1.0247017722303586,1.0247017722303586,0.02470177223035867
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0011081306736354984,0.0010060692065629098,1.1081306736354983,1.1081306736354983,0.10813067363549841
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0011017289526497006,0.001457728113199099,1.1017289526497005,1.1017289526497005,0.1017289526497006
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000952937200490987,0.0009291087223416642,0.9529372004909871,0.9529372004909871,0.04706279950901298
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,lowpass_ou,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0011260153427247253,0.0011212820718009935,1.1260153427247253,1.1260153427247253,0.12601534272472528
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009136403615855366,0.00047375805681912277,0.9136403615855366,0.9136403615855366,0.08635963841446337
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009638531907652411,0.00049859897522659,0.9638531907652411,0.9638531907652411,0.036146809234758874
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000961100903364274,0.0004727679177491661,0.961100903364274,0.961100903364274,0.038899096635726015
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009858976295079502,0.00042523147669408485,0.9858976295079502,0.9858976295079502,0.014102370492049794
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009160102675743552,0.0004192392074144324,0.9160102675743552,0.9160102675743552,0.0839897324256448
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009539513765976464,0.0004617824606837721,0.9539513765976464,0.9539513765976464,0.04604862340235364
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010022120469860777,0.0005990064933957695,1.0022120469860778,1.0022120469860778,0.002212046986077706
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001102837916825088,0.0005670689729567512,1.102837916825088,1.102837916825088,0.102837916825088
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009509492775363423,0.0003726807360423165,0.9509492775363423,0.9509492775363423,0.049050722463657714
digit_0,synthetic_digit,97.19698546760661,orthogonal_inverse,blockwise,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009682879764968071,0.0005020738549367036,0.9682879764968071,0.9682879764968071,0.03171202350319292
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010019807602402446,7.536547346646648e-05,1.0019807602402446,1.0019807602402446,0.0019807602402446226
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009846063400591873,6.907272313774937e-05,0.9846063400591872,0.9846063400591872,0.015393659940812765
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009859168907824442,6.086309242794116e-05,0.9859168907824442,0.9859168907824442,0.01408310921755581
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010049375040810133,7.657956679964713e-05,1.0049375040810133,1.0049375040810133,0.004937504081013256
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010038656438411976,7.262058072043037e-05,1.0038656438411977,1.0038656438411977,0.0038656438411976187
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010021606435266575,7.999276024552588e-05,1.0021606435266575,1.0021606435266575,0.002160643526657492
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010000995001771698,7.502833125855435e-05,1.0000995001771698,1.0000995001771698,9.950017716979682e-05
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010054481951898445,6.630338646799455e-05,1.0054481951898444,1.0054481951898444,0.00544819518984445
