object,family,K_eff,basis,structure,seed,mc_draws,v,S2,B_L,scalar_law_pred,matrix_law_pred,measured_gain_relmse,measured_gain_relmse_mc_std,scalar_ratio,matrix_ratio,matrix_abs_rel_err
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010088114688662205,8.011772139861808e-05,1.0088114688662204,1.0088114688662204,0.008811468866220433
digit_0,synthetic_digit,97.19698546760661,srht_inverse,iid,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010069178453218101,7.238458304765252e-05,1.0069178453218102,1.0069178453218102,0.00691784532181011
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009993159622548394,0.0001525474585693509,0.9993159622548393,0.9993159622548393,0.0006840377451606573
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010092962017698116,0.00015733953289438982,1.0092962017698115,1.0092962017698115,0.00929620176981158
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009980463760614385,0.0001585952121351032,0.9980463760614385,0.9980463760614385,0.001953623938561475
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009880950225570366,0.0001473472111552811,0.9880950225570365,0.9880950225570365,0.011904977442963455
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010115200237744038,0.0001624694886520396,1.0115200237744038,1.0115200237744038,0.011520023774403776
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001002313103218317,0.00016356073120307846,1.002313103218317,1.002313103218317,0.002313103218317021
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010181422785053372,0.00015342239589341694,1.0181422785053371,1.0181422785053371,0.018142278505337135
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009856568157947491,0.00012893633378993294,0.9856568157947492,0.9856568157947492,0.014343184205250874
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009850501004549353,0.0001418817663118093,0.9850501004549352,0.9850501004549352,0.014949899545064734
digit_0,synthetic_digit,97.19698546760661,srht_inverse,ar1,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009901994627278018,0.00014623043881249037,0.9901994627278018,0.9901994627278018,0.009800537272198215
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010005079279539726,1.936376767729047e-05,1.0005079279539726,1.0005079279539726,0.0005079279539726284
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009953489449185417,1.843456017004753e-05,0.9953489449185416,0.9953489449185416,0.004651055081458322
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009992330166649478,1.9164478993956615e-05,0.9992330166649478,0.9992330166649478,0.0007669833350521914
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009980932991952099,1.956985330712365e-05,0.9980932991952098,0.9980932991952098,0.0019067008047901537
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010008881570843415,1.8049996389472784e-05,1.0008881570843415,1.0008881570843415,0.0008881570843415152
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010020927956000223,1.799005357656656e-05,1.0020927956000223,1.0020927956000223,0.0020927956000222573
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010014670325063626,1.8442639534841935e-05,1.0014670325063626,1.0014670325063626,0.0014670325063626238
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010017165558384399,1.8989573331183436e-05,1.0017165558384398,1.0017165558384398,0.001716555838439859
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000998251956383694,1.8510355990393435e-05,0.9982519563836939,0.9982519563836939,0.0017480436163060803
digit_0,synthetic_digit,97.19698546760661,srht_inverse,sinusoidal,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009991023925950233,1.9475764036011188e-05,0.9991023925950233,0.9991023925950233,0.0008976074049767135
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001114886222301368,0.0010313456047684833,1.1148862223013678,1.1148862223013678,0.11488622230136787
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009678491647847647,0.0011189162302666811,0.9678491647847647,0.9678491647847647,0.03215083521523529
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0008212341279665836,0.0011907485269800663,0.8212341279665836,0.8212341279665836,0.1787658720334164
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009429622407760609,0.0007890939296335217,0.9429622407760608,0.9429622407760608,0.05703775922393916
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0008224086986178865,0.0006971198571460665,0.8224086986178865,0.8224086986178865,0.17759130138211354
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010672207725207314,0.0011120772804122765,1.0672207725207314,1.0672207725207314,0.06722077252073141
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001092142719680245,0.000993580597496011,1.092142719680245,1.092142719680245,0.092142719680245
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0011309071880733208,0.001519954619545716,1.1309071880733208,1.1309071880733208,0.1309071880733208
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009686210857437665,0.0010080107793916985,0.9686210857437665,0.9686210857437665,0.03137891425623353
digit_0,synthetic_digit,97.19698546760661,srht_inverse,lowpass_ou,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010775412606834794,0.0010581202643486147,1.0775412606834793,1.0775412606834793,0.07754126068347934
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,0,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009024656058710716,0.0003213319010412695,0.9024656058710716,0.9024656058710716,0.09753439412892842
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,1,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000986033395978598,0.0003760980438878679,0.9860333959785981,0.9860333959785981,0.013966604021401928
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,2,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000957152454749193,0.0003252776315540249,0.957152454749193,0.957152454749193,0.04284754525080701
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,3,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009708748093590005,0.00032443113928317524,0.9708748093590005,0.9708748093590005,0.029125190640999478
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,4,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009067114774139401,0.0002706325540596227,0.9067114774139401,0.9067114774139401,0.0932885225860599
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,5,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009521699290635461,0.000322588437578611,0.9521699290635461,0.9521699290635461,0.047830070936453875
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,6,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0009777063516469475,0.00036517516410254235,0.9777063516469475,0.9777063516469475,0.022293648353052503
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,7,96,0.001,66.50183377416613,1.0,0.001,0.001,0.0010852921380523073,0.0003620806808122453,1.0852921380523073,1.0852921380523073,0.08529213805230726
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,8,96,0.001,66.50183377416613,1.0,0.001,0.001,0.001019941361517276,0.00033688274637131316,1.019941361517276,1.019941361517276,0.019941361517276067
digit_0,synthetic_digit,97.19698546760661,srht_inverse,blockwise,9,96,0.001,66.50183377416613,1.0,0.001,0.001,0.000964446578688511,0.0003069215445741013,0.964446578688511,0.964446578688511,0.03555342131148897
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,0,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.2956286385495318,0.016260650236207156,1.0114888125092567,1.0114888125092567,0.011488812509256796
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,1,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.29055179712358514,0.015105003010172723,0.9941184781247947,0.9941184781247949,0.005881521875205116
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,2,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.29099856093760706,0.0189868680232398,0.9956470736016548,0.995647073601655,0.0043529263983449595
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,3,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.29570951534490747,0.01838512498182974,1.0117655312132205,1.0117655312132208,0.011765531213220843
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,4,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.2934740329746663,0.0170468826215549,1.0041168628732562,1.0041168628732562,0.004116862873256278
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,5,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.2896226294847459,0.02039290816147217,0.9909393454255989,0.990939345425599,0.009060654574400945
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,6,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.2928265353689075,0.017069693173723463,1.00190145983394,1.0019014598339402,0.0019014598339401273
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,7,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.29300190511457874,0.01825637848636209,1.0025014847052425,1.0025014847052427,0.0025014847052427097
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,8,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.29330458019019384,0.02005907238692421,1.0035370827931416,1.0035370827931416,0.003537082793141666
digit_0,synthetic_digit,97.19698546760661,random_dgi,iid,9,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2922707941931155,0.2944740689710788,0.017543673771984958,1.0075384705613364,1.0075384705613366,0.007538470561336643
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,0,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.2879953944108497,0.04116838602030351,0.9853717857986147,1.000075140106866,7.514010686586639e-05
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,1,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.29220031092606,0.04329265565399347,0.9997588425923633,1.014676875255059,0.014676875255058959
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,2,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.2845778858873877,0.04370259029246678,0.9736788332649999,0.9882077096487872,0.011792290351212735
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,3,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.28405265011690856,0.0409347543568579,0.9718817472033249,0.9863838081318008,0.01361619186819919
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,4,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.29433062502206125,0.04582748510967387,1.0070476793092937,1.0220744733048068,0.022074473304806795
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,5,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.28992839563758704,0.043558302822606344,0.9919855195863984,1.0067875615905868,0.006787561590586864
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,6,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.29137587109013746,0.04489157549554018,0.9969380344503844,1.0118139760545124,0.011813976054512308
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,7,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.2846072650667895,0.03666909435750178,0.9737793536727366,0.9883097299849687,0.01169027001503129
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,8,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.282720143736334,0.04247920374497541,0.9673225972401776,0.9817566282146618,0.018243371785338223
digit_0,synthetic_digit,97.19698546760661,random_dgi,ar1,9,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2879737560320469,0.2909516215046274,0.040922197124996014,0.9954864710580129,1.010340752968646,0.0103407529686459
digit_0,synthetic_digit,97.19698546760661,random_dgi,sinusoidal,0,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2965089037315294,0.29716496166413536,0.010101940301650845,1.0167453182742099,1.0022126078655635,0.0022126078655634583
digit_0,synthetic_digit,97.19698546760661,random_dgi,sinusoidal,1,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2965089037315294,0.29538478431802057,0.010320494339880547,1.0106544690293189,0.9962088173428794,0.003791182657120605
digit_0,synthetic_digit,97.19698546760661,random_dgi,sinusoidal,2,96,0.001,66.50183377416613,292.2707941931156,0.2922707941931156,0.2965089037315294,0.2982246258399077,0.009821329233186646,1.0203709428553378,1.005786410076683,0.005786410076682952
