config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,fixed_init_seed
cfg0004,4,45.90750813484192,13.070596694946289,28.116634845733643,22.04657554626465,0.4965962879359722,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,20240713
cfg0000,4,43.78078770637512,12.340508460998535,25.601375102996826,21.509124755859375,0.2695656642317772,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,20240709
cfg0002,4,44.984907388687134,12.314099311828613,27.134071826934814,20.091848373413086,0.3646011985838413,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,20240711
cfg0003,4,46.98446464538574,12.125202178955078,26.06877899169922,21.619430541992188,0.4605044052004814,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,20240712
cfg0001,4,44.63162708282471,11.236534118652344,24.750715255737305,20.255603790283203,0.32734842877835035,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm_otsu_soft,3,0.062,5,6,0.04,0.0,20240710
