target_threshold,cnr,method
0.1,6.796784400939941,best_final
0.2,7.322574615478516,best_final
0.3,7.779157638549805,best_final
0.4,8.080016136169434,best_final
0.5,8.453327178955078,best_final
0.6,9.8310546875,best_final
0.7,10.041260719299316,best_final
0.8,10.31249713897705,best_final
0.9,10.30408000946045,best_final
