basis,correction,reference_period,rho,sigma_a,seed,object,num_frames,reference_frames,total_physical_frames,num_coefficients,num_pixels,shard,unit_index,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
random_uniform,none,0,3.0,0.05,0,2,2048,0,2048,2048,1024,2/5,2,0.04448483761767382,0.6295254006021768,13.517879903913649,0.3874951741884434,,,
random_uniform,oracle,0,3.0,0.05,0,2,2048,0,2048,2048,1024,2/5,2,0.024180615502750486,0.34219101330670887,16.16532648634635,0.6871310944009801,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,2,2048,0,2048,2048,1024,2/5,2,0.04452760293593086,0.6301305922933103,13.513706837081783,0.3886841787836288,0.002648445311933756,0.06143416091799736,0.9999885559082031
random_uniform,scgi_proxy,0,3.0,0.05,0,2,2048,0,2048,2048,1024,2/5,2,0.04453460260059818,0.630229647767934,13.513024187078194,0.38875625280414877,0.0026493542827665806,0.060803260654211044,0.9999873638153076
random_uniform,scgi_frozen,0,3.0,0.05,0,2,2048,0,2048,2048,1024,2/5,2,0.07022574297648357,0.9937967934110685,11.53503657339911,1.2214547874619264,,,
random_uniform,reference_k2,2,3.0,0.05,0,2,2048,1025,3073,2048,1024,2/5,2,0.03960850578331607,0.5605181856522993,14.022115408903492,0.45018258823896995,0.0016661571571603417,0.6563149094581604,0.9994217753410339
random_uniform,reference_k8,8,3.0,0.05,0,2,2048,257,2305,2048,1024,2/5,2,0.04767371509423416,0.6746526726888199,13.21721003263683,0.32193527014659634,0.0037745926529169083,0.16286027431488037,0.9985157251358032
random_uniform,reference_k32,32,3.0,0.05,0,2,2048,65,2113,2048,1024,2/5,2,0.04937227990508952,0.6986898446841978,13.065168175376536,0.29270964384468295,0.0043358709663152695,0.05113186314702034,0.9981980323791504
random_uniform,none,0,3.0,0.05,0,7,2048,0,2048,2048,1024,2/5,7,0.08365307686776834,0.6517584074600372,10.77518080498141,0.3315598085464599,,,
random_uniform,oracle,0,3.0,0.05,0,7,2048,0,2048,2048,1024,2/5,7,0.04329770255982854,0.3373413474280143,13.635351473431694,0.6516202756930384,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,7,2048,0,2048,2048,1024,2/5,7,0.0841264330747807,0.6554464234804327,10.750675245965747,0.33152140967366256,0.002660370199009776,0.04708288609981537,0.9999791383743286
random_uniform,scgi_proxy,0,3.0,0.05,0,7,2048,0,2048,2048,1024,2/5,7,0.08411282261528494,0.6553403815781154,10.751377929467743,0.331511655152351,0.0026596980169415474,0.048278193920850754,0.9999793767929077
random_uniform,scgi_frozen,0,3.0,0.05,0,7,2048,0,2048,2048,1024,2/5,7,0.12751676357841923,0.993509454358768,8.944327183591165,1.6689407594966972,,,
random_uniform,reference_k2,2,3.0,0.05,0,7,2048,1025,3073,2048,1024,2/5,7,0.07488231291744667,0.5834235731836414,11.25620749849932,0.39730022446020086,0.0016661571571603417,0.6563149094581604,0.9994217753410339
random_uniform,reference_k8,8,3.0,0.05,0,7,2048,257,2305,2048,1024,2/5,7,0.09263782673251925,0.721760450212551,10.332116419709745,0.26506867531381056,0.0037745926529169083,0.16286027431488037,0.9985157251358032
random_uniform,reference_k32,32,3.0,0.05,0,7,2048,65,2113,2048,1024,2/5,7,0.09226524916228296,0.7188576213755868,10.349618411068445,0.24941254549756492,0.0043358709663152695,0.05113186314702034,0.9981980323791504
random_uniform,none,0,3.0,0.05,1,2,2048,0,2048,2048,1024,2/5,12,0.04411250294853417,0.6242563214214742,13.55438299603194,0.38211208391073515,,,
random_uniform,oracle,0,3.0,0.05,1,2,2048,0,2048,2048,1024,2/5,12,0.024180615683242083,0.3421910158609285,16.165326453929264,0.6871310946606854,1.4175679978001374e-14,1.0,0.9999998807907104
random_uniform,agc,0,3.0,0.05,1,2,2048,0,2048,2048,1024,2/5,12,0.0442769124771079,0.6265829562903643,13.53822671011594,0.381991949074902,0.002463344717398286,0.07444792240858078,0.999993085861206
random_uniform,scgi_proxy,0,3.0,0.05,1,2,2048,0,2048,2048,1024,2/5,12,0.044275204355524705,0.6265587838760873,13.538394256145242,0.38183388636850857,0.002462951699271798,0.07463584840297699,0.9999940395355225
random_uniform,scgi_frozen,0,3.0,0.05,1,2,2048,0,2048,2048,1024,2/5,12,0.07018527425508686,0.9932241019185633,11.537539987052178,1.3054443163702751,,,
random_uniform,reference_k2,2,3.0,0.05,1,2,2048,1025,3073,2048,1024,2/5,12,0.041056497438928856,0.581009381661658,13.866181033782086,0.43198399143683974,0.0018051550723612309,0.5857118964195251,0.9994298815727234
random_uniform,reference_k8,8,3.0,0.05,1,2,2048,257,2305,2048,1024,2/5,12,0.048464643261565896,0.6858454610196744,13.14574979668728,0.32559552313613377,0.003350166603922844,0.17922990024089813,0.9987673163414001
random_uniform,reference_k32,32,3.0,0.05,1,2,2048,65,2113,2048,1024,2/5,12,0.05085231382812413,0.7196344855596093,12.936892814841181,0.29138673818227834,0.003997280728071928,0.04938425123691559,0.9983720183372498
random_uniform,none,0,3.0,0.05,1,7,2048,0,2048,2048,1024,2/5,17,0.08440551477925227,0.6576208067077842,10.736291770715665,0.3252993964913689,,,
random_uniform,oracle,0,3.0,0.05,1,7,2048,0,2048,2048,1024,2/5,17,0.043297704217885105,0.33734136034627565,13.63535130712153,0.6516202868680033,1.4175679978001374e-14,1.0,0.9999998807907104
random_uniform,agc,0,3.0,0.05,1,7,2048,0,2048,2048,1024,2/5,17,0.08506121073468696,0.6627294693857587,10.702684399660887,0.3240203050067072,0.0024758356157690287,0.05586273595690727,0.9999836683273315
random_uniform,scgi_proxy,0,3.0,0.05,1,7,2048,0,2048,2048,1024,2/5,17,0.08500469987744572,0.6622891816199187,10.705570616455592,0.32414843085155026,0.0024747224524617195,0.05601515248417854,0.9999852180480957
random_uniform,scgi_frozen,0,3.0,0.05,1,7,2048,0,2048,2048,1024,2/5,17,0.12750957978534783,0.9934534839425316,8.944571854918033,1.6416989100794288,,,
random_uniform,reference_k2,2,3.0,0.05,1,7,2048,1025,3073,2048,1024,2/5,17,0.07723792620409563,0.6017766430500957,11.121693953044577,0.37660484464174954,0.0018051550723612309,0.5857118964195251,0.9994298815727234
random_uniform,reference_k8,8,3.0,0.05,1,7,2048,257,2305,2048,1024,2/5,17,0.09088134715724737,0.7080753548929265,10.415252439281433,0.277864286302758,0.003350166603922844,0.17922990024089813,0.9987673163414001
random_uniform,reference_k32,32,3.0,0.05,1,7,2048,65,2113,2048,1024,2/5,17,0.09536302752780666,0.7429930527282119,10.20619969666038,0.2455267658806508,0.003997280728071928,0.04938425123691559,0.9983720183372498
random_uniform,none,0,3.0,0.05,2,2,2048,0,2048,2048,1024,2/5,22,0.044685358443418,0.6323630630488871,13.49834754023912,0.3746197637472079,,,
random_uniform,oracle,0,3.0,0.05,2,2,2048,0,2048,2048,1024,2/5,22,0.024180615141853313,0.34219100819948695,16.165326551165066,0.687131101748816,0.0,1.0,1.0
