sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.30503895009865,-2.427447849106425,2
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.0476194898104882,-1.1732300516877139,2
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.7915225690403016,-0.9109653420236246,2
0.05,agc,dct_paired,hadamard_paired,,not_reached,-1.71182619518817,-1.7479713241982822,2
0.05,agc,srht_paired,hadamard_paired,3.0,left_censored,1.1666653294187146,1.1382815557636459,2
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.2967212266650616,-3.4462904525503397,2
0.05,none,random_binary,hadamard_paired,,not_reached,-2.0281265569863063,-2.180451839134511,2
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-0.9453367079724053,-1.0911220630447271,2
0.05,none,dct_paired,hadamard_paired,,not_reached,-1.8092575312067254,-1.844502941243329,2
0.05,none,srht_paired,hadamard_paired,3.0,left_censored,0.12444165381853622,0.12244989531600581,2
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.8182913442249191,-1.8530063345248369,2
0.05,pairwise,srht_paired,hadamard_paired,3.0,left_censored,0.12038334280869911,0.11729177607337604,2
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-3.8622767077473554,-4.007022799737717,2
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-2.619246531041977,-2.782868873986068,2
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.9247002195100897,-1.0559546544672038,2
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.047688128878862,-2.093910249919343,2
0.05,reference_k2,srht_paired,hadamard_paired,3.0,left_censored,0.1162185371121609,0.11471763110252198,2
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-3.784926720625016,-3.933290113423938,2
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-2.525149419342192,-2.6774158184617765,2
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.914523081543372,-1.060601952381651,2
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.778794758615165,-1.8147085478118097,2
0.05,reference_k32,srht_paired,hadamard_paired,3.0,left_censored,0.11969460781872598,0.1190404822502984,2
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.6601422675357576,-3.799772807804505,2
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-2.3838195910789963,-2.523895667738776,2
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.9796747657484275,-1.1142683570330085,2
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.7993216817369095,-1.8352890317885446,2
0.05,reference_k8,srht_paired,hadamard_paired,3.0,left_censored,0.14900406736107463,0.14652912635176385,2
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-2.1254381272092573,-2.181373552292481,2
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-2.0573064882732375,-2.113245552263354,2
0.05,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-1.2493429008253845,-1.3037999263324949,2
0.05,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-1.5356985954265987,-1.5652535739399571,2
0.05,scgi_frozen,srht_paired,hadamard_paired,3.0,left_censored,1.1428011782904353,1.1273871501816544,2
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-3.331566525576884,-3.480611457700544,2
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-2.0727139043305556,-2.2250717380032725,2
