sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,scgi_frozen,dct_paired,hadamard_paired,0.001,left_censored,0.7044850535502292,-2.6450282314643765,9
0.05,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,9.167116416981735,0.19687742970218913,9
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-3.4337028447908367,-29.05794712421106,9
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-2.330011276757636,-29.12922021380362,9
0.05,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-1.298973041233296,-23.185184275282683,9
0.05,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-1.8978846961392328,-2.8076485139773553,9
0.05,scgi_proxy,srht_paired,hadamard_paired,0.1,observed,0.09305635976629745,-0.1298129446239713,9
0.1,agc,random_uniform,hadamard_paired,,not_reached,-0.9204137608313339,-10.12740106285197,9
0.1,agc,random_binary,hadamard_paired,,not_reached,-0.061869870739529986,-9.78427512923175,9
0.1,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.4390665640163469,-2.7981887928740754,9
0.1,agc,dct_paired,hadamard_paired,,not_reached,-0.8244197611536404,-2.2721655567832,9
0.1,agc,srht_paired,hadamard_paired,0.001,left_censored,13.239967306468824,0.5210715754244131,9
0.1,none,random_uniform,hadamard_paired,,not_reached,-1.3228173882445269,-21.7729104957768,9
0.1,none,random_binary,hadamard_paired,,not_reached,-0.4387291896838814,-20.60091427971448,9
0.1,none,fourier_fourstep,hadamard_paired,,not_reached,-0.33206962394858586,-14.010148947067862,9
0.1,none,dct_paired,hadamard_paired,,not_reached,-0.352258276004072,-2.327973707707841,9
0.1,none,srht_paired,hadamard_paired,0.1,observed,0.1281811061875633,-0.18252468113195874,9
0.1,pairwise,dct_paired,hadamard_paired,,not_reached,-0.9227320191125603,-3.009945212782121,9
0.1,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.10975343690528483,0.014430915309986858,9
0.1,reference_k2,random_uniform,hadamard_paired,,not_reached,-1.6805926355092922,-26.27127551212804,9
0.1,reference_k2,random_binary,hadamard_paired,,not_reached,-0.6330064872347769,-26.37358031238771,9
0.1,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.2371576320198585,-21.531896618532844,9
0.1,reference_k2,dct_paired,hadamard_paired,,not_reached,-1.1361752613669598,-3.0078845835385053,9
0.1,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.09010355489360933,0.014710010594228606,9
0.1,reference_k32,random_uniform,hadamard_paired,,not_reached,-1.6157242553926086,-23.4876783476452,9
0.1,reference_k32,random_binary,hadamard_paired,,not_reached,-0.905986213809733,-23.42204867050977,9
0.1,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.3127813641305295,-18.553755476450245,9
0.1,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.8834548878522934,-2.91606609995128,9
0.1,reference_k32,srht_paired,hadamard_paired,0.3,observed,0.08852445279462451,-0.12106767660053208,9
0.1,reference_k8,random_uniform,hadamard_paired,,not_reached,-1.5397233315036907,-23.837836757150548,9
0.1,reference_k8,random_binary,hadamard_paired,,not_reached,-0.7759943956105122,-23.897787879973986,9
0.1,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.36591915306261846,-19.086054146116766,9
0.1,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.906833120355655,-3.0081903975754614,9
0.1,reference_k8,srht_paired,hadamard_paired,0.1,observed,0.1221576378836815,-0.03216998935780424,9
0.1,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-1.2885282320956861,-17.86647825248742,9
0.1,scgi_frozen,random_binary,hadamard_paired,,not_reached,-0.42945421250998805,-17.733297760275143,9
0.1,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.37790288409248696,-11.503019574248,9
0.1,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.4572480480464094,-2.5788974266284725,9
0.1,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,5.209301339914433,0.15007393422247972,9
0.1,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-1.33724897426303,-23.349516143765744,9
0.1,scgi_proxy,random_binary,hadamard_paired,,not_reached,-0.4793806084148464,-23.230302225851098,9
0.1,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.47457935372048254,-17.262483925717028,9
0.1,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.9026526889752944,-2.7969568741079414,9
0.1,scgi_proxy,srht_paired,hadamard_paired,0.1,observed,0.1185768270612364,-0.12244551440208085,9
0.15,agc,random_uniform,hadamard_paired,,not_reached,-0.45368108036618615,-10.222977035256156,9
0.15,agc,random_binary,hadamard_paired,3.0,observed,0.07232582842606661,-9.693985657599923,9
0.15,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.2229497167922272,-2.884767177420086,9
0.15,agc,dct_paired,hadamard_paired,,not_reached,-0.4212235207915178,-2.291508843749245,9
0.15,agc,srht_paired,hadamard_paired,0.001,left_censored,10.07937253912307,0.30576050107066877,9
0.15,none,random_uniform,hadamard_paired,,not_reached,-0.6616244049371716,-19.036557841393865,9
0.15,none,random_binary,hadamard_paired,,not_reached,-0.11617480175814343,-17.93039374957291,9
0.15,none,fourier_fourstep,hadamard_paired,,not_reached,-0.14159596713979994,-10.496722531234383,9
0.15,none,dct_paired,hadamard_paired,,not_reached,-0.4146576723276105,-2.1164755065181673,9
0.15,none,srht_paired,hadamard_paired,0.03,observed,0.12633127794821242,-0.14926943256084968,9
0.15,pairwise,dct_paired,hadamard_paired,,not_reached,-0.4933728249961895,-3.0007642089885707,9
0.15,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.09971987464466103,0.01745810337781961,9
0.15,reference_k2,random_uniform,hadamard_paired,,not_reached,-0.8815627783849003,-22.769455759114745,9
0.15,reference_k2,random_binary,hadamard_paired,,not_reached,-0.17761621552531004,-22.86216520032407,9
0.15,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.0904717098715917,-18.052547295458872,9
0.15,reference_k2,dct_paired,hadamard_paired,,not_reached,-0.6329010965082134,-3.0059249123177523,9
0.15,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.07966630363049987,0.01613730583360251,9
0.15,reference_k32,random_uniform,hadamard_paired,,not_reached,-0.8120458129999832,-20.277154501309155,9
0.15,reference_k32,random_binary,hadamard_paired,,not_reached,-0.4181603618296439,-20.029322269897254,9
0.15,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.12431435125852452,-15.168817854209735,9
0.15,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.45170739297124385,-2.9047263010704043,9
0.15,reference_k32,srht_paired,hadamard_paired,0.3,observed,0.08660884564152838,-0.11723913768952343,9
0.15,reference_k8,random_uniform,hadamard_paired,,not_reached,-0.7689441072988359,-20.408910308532747,9
0.15,reference_k8,random_binary,hadamard_paired,,not_reached,-0.3260617435551243,-20.411445748370156,9
0.15,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.1644972561876923,-15.671734565539143,9
0.15,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.47047639542235054,-3.001002211376644,9
0.15,reference_k8,srht_paired,hadamard_paired,0.03,observed,0.12008725308876755,-0.028716814710620042,9
0.15,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.642613838981644,-16.701644205420646,9
0.15,scgi_frozen,random_binary,hadamard_paired,,not_reached,-0.11578337548299444,-16.317708154881373,9
0.15,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.1763603547102317,-9.947862979053866,9
0.15,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.4825410675990103,-2.5308913721245894,9
0.15,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,3.4086416549404674,0.11500351969343292,9
0.15,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-0.6693070518988673,-20.26637692552775,9
0.15,scgi_proxy,random_binary,hadamard_paired,,not_reached,-0.14379318272551522,-19.89681956012774,9
0.15,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.22992843969171872,-13.91872115454915,9
0.15,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.47155595491005187,-2.7830561659102138,9
0.15,scgi_proxy,srht_paired,hadamard_paired,0.03,observed,0.1151495778683973,-0.11489149917176178,9
0.3,agc,random_uniform,hadamard_paired,,not_reached,-0.11350585451419626,-10.185182583331356,9
0.3,agc,random_binary,hadamard_paired,3.0,observed,0.044939720551136375,-9.221924753634637,9
0.3,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.047972128123833,-2.7735321664200328,9
0.3,agc,dct_paired,hadamard_paired,,not_reached,-0.10389789279940231,-2.236249367363179,9
0.3,agc,srht_paired,hadamard_paired,0.001,left_censored,5.38942223210606,0.10566640570605657,9
0.3,none,random_uniform,hadamard_paired,,not_reached,-0.16433794198835194,-13.797169318530129,9
0.3,none,random_binary,hadamard_paired,10.0,observed,0.002123644129875757,-13.22567054074777,9
0.3,none,fourier_fourstep,hadamard_paired,,not_reached,-0.01835741170808447,-5.129700775772282,9
0.3,none,dct_paired,hadamard_paired,,not_reached,-0.11685182137100902,-1.5114747915208149,9
0.3,none,srht_paired,hadamard_paired,0.001,left_censored,0.14773866850138795,-0.04469511186397668,9
0.3,pairwise,dct_paired,hadamard_paired,,not_reached,-0.13718277603143214,-2.95378390730621,9
0.3,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.08151448885254986,0.026285167031094403,9
0.3,reference_k2,random_uniform,hadamard_paired,,not_reached,-0.23043878606670987,-16.85647065215337,9
0.3,reference_k2,random_binary,hadamard_paired,,not_reached,-0.005701970059845962,-16.8959864282131,9
0.3,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.02526432466146389,-12.248611989371575,9
0.3,reference_k2,dct_paired,hadamard_paired,,not_reached,-0.16834712946525343,-2.989935911345718,9
0.3,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.054862694102485676,0.02030533557533687,9
0.3,reference_k32,random_uniform,hadamard_paired,,not_reached,-0.19365495715418746,-15.392622836136747,9
0.3,reference_k32,random_binary,hadamard_paired,,not_reached,-0.08666099639645175,-14.596107184098928,9
0.3,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-0.007491762650076339,-9.813089974562637,9
0.3,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.0972041451926291,-2.8519424334505707,9
0.3,reference_k32,srht_paired,hadamard_paired,0.1,observed,0.06374724912835994,-0.10558232549294289,9
0.3,reference_k8,random_uniform,hadamard_paired,,not_reached,-0.18159006207722683,-14.836337267570565,9
0.3,reference_k8,random_binary,hadamard_paired,,not_reached,-0.052144211534653095,-14.577379629961301,9
0.3,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.028798882170100626,-10.189329125446726,9
0.3,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.1089566485314748,-2.9618476285821984,9
0.3,reference_k8,srht_paired,hadamard_paired,0.01,observed,0.10010578528526004,-0.018447244269722773,9
0.3,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.15769883846772537,-13.87979831733031,9
0.3,scgi_frozen,random_binary,hadamard_paired,10.0,observed,0.000703342602880852,-12.911802197269234,9
0.3,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.03151749726845843,-6.416111739612695,9
0.3,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.11942230232531514,-2.3932239521211933,9
0.3,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,1.6976980503719972,0.06033690888649801,9
0.3,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-0.1652377525985287,-15.625025033791697,9
0.3,scgi_proxy,random_binary,hadamard_paired,,not_reached,-0.007278048565382278,-14.665801106858822,9
0.3,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.04748816553579971,-8.798139813981823,9
0.3,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.11555287166892114,-2.722797234706963,9
0.3,scgi_proxy,srht_paired,hadamard_paired,0.01,observed,0.1403722956697706,-0.09124372427358196,9
0.5,agc,random_uniform,hadamard_paired,,not_reached,-0.03522833252990587,-9.387516524142436,9
0.5,agc,random_binary,hadamard_paired,3.0,observed,0.018857499567738856,-8.295622812984048,9
0.5,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.007832408004080804,-2.8316505535122083,9
0.5,agc,dct_paired,hadamard_paired,,not_reached,-0.029053888760971702,-2.224611135097092,9
0.5,agc,srht_paired,hadamard_paired,0.001,left_censored,3.019063688272041,0.04369580160560993,9
0.5,none,random_uniform,hadamard_paired,,not_reached,-0.047998150366764136,-9.67374550711579,9
0.5,none,random_binary,hadamard_paired,3.0,observed,0.009225460247591855,-9.413899007221572,9
0.5,none,fourier_fourstep,hadamard_paired,3.0,observed,0.0048671759515954705,-2.655382208516606,9
0.5,none,dct_paired,hadamard_paired,,not_reached,-0.03214002180131281,-1.1102685200464855,9
0.5,none,srht_paired,hadamard_paired,0.001,left_censored,0.15383626732204725,0.030039520451124346,9
0.5,pairwise,dct_paired,hadamard_paired,,not_reached,-0.04935805142790528,-2.8502019612970457,9
0.5,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.07833211346514979,0.025000590804028278,9
0.5,reference_k2,random_uniform,hadamard_paired,,not_reached,-0.06638962705661555,-12.663677567508485,9
0.5,reference_k2,random_binary,hadamard_paired,1.0,observed,0.002844505001881714,-12.583897746202208,9
0.5,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.010911108426393312,-8.279221972962876,9
0.5,reference_k2,dct_paired,hadamard_paired,,not_reached,-0.04528314288578272,-2.9460153861673355,9
0.5,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.051625701793222234,0.023954567502212143,9
0.5,reference_k32,random_uniform,hadamard_paired,,not_reached,-0.049028807013931086,-12.218084220455681,9
0.5,reference_k32,random_binary,hadamard_paired,,not_reached,-0.016348534850164853,-11.11195326790859,9
0.5,reference_k32,fourier_fourstep,hadamard_paired,3.0,observed,0.011197914132285547,-6.599286709750803,9
0.5,reference_k32,dct_paired,hadamard_paired,,not_reached,-0.015439784192315287,-2.7422241289839135,9
0.5,reference_k32,srht_paired,hadamard_paired,0.03,observed,0.0658530318417121,-0.0899383812505512,9
0.5,reference_k8,random_uniform,hadamard_paired,,not_reached,-0.046139468812777196,-11.205191739417389,9
0.5,reference_k8,random_binary,hadamard_paired,,not_reached,-0.003602153752281012,-10.543880497399197,9
0.5,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.00044777032654863547,-6.795566749892689,9
0.5,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.023306518983179814,-2.8719181620079794,9
0.5,reference_k8,srht_paired,hadamard_paired,0.003,observed,0.07779950142682956,-0.005203867098906301,9
0.5,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.044696124321360386,-11.175954330102874,9
0.5,scgi_frozen,random_binary,hadamard_paired,3.0,observed,0.008891187131517597,-10.132937015986338,9
0.5,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.0009189849616362267,-4.1146590464421635,9
0.5,scgi_frozen,dct_paired,hadamard_paired,,not_reached,-0.03220319161037111,-2.2488233723046136,9
0.5,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,1.2964560593468235,0.03254166998943475,9
0.5,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-0.04710363767155812,-12.412547219923905,9
0.5,scgi_proxy,random_binary,hadamard_paired,3.0,observed,0.006445353822920552,-11.322755818516526,9
0.5,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.007012135579115508,-5.952337819504891,9
0.5,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.029437651788066788,-2.603674639417598,9
0.5,scgi_proxy,srht_paired,hadamard_paired,0.003,observed,0.1671044535014552,-0.05821492228291447,9
