basis,correction,reference_period,rho,sigma_a,seed,object,num_frames,reference_frames,total_physical_frames,num_coefficients,num_pixels,shard,unit_index,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
random_uniform,none,0,3.0,0.05,0,1,2048,0,2048,2048,1024,1/5,1,0.04620133527267703,0.5792929896374208,13.353454726435396,0.406364386808625,,,
random_uniform,oracle,0,3.0,0.05,0,1,2048,0,2048,2048,1024,1/5,1,0.026422558908309256,0.33129785218388214,15.78025125179347,0.6669650845518953,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,1,2048,0,2048,2048,1024,1/5,1,0.046518175449513276,0.5832656733746647,13.323773276441022,0.4060412759061942,0.002672165632247925,0.04773704707622528,0.9999635219573975
random_uniform,scgi_proxy,0,3.0,0.05,0,1,2048,0,2048,2048,1024,1/5,1,0.046508908996349844,0.583149486443601,13.324638480271275,0.4060232729574328,0.002671139547601342,0.04881349578499794,0.9999641180038452
random_uniform,scgi_frozen,0,3.0,0.05,0,1,2048,0,2048,2048,1024,1/5,1,0.07890821867442072,0.9893865108678258,11.028777605540556,1.7084890819730203,,,
random_uniform,reference_k2,2,3.0,0.05,0,1,2048,1025,3073,2048,1024,1/5,1,0.04144995538212766,0.5197180651151153,13.824759325999846,0.4670151249248514,0.0016661571571603417,0.6563149094581604,0.9994217753410339
random_uniform,reference_k8,8,3.0,0.05,0,1,2048,257,2305,2048,1024,1/5,1,0.051627908357773936,0.6473337881857438,12.871154695117117,0.3426310261325334,0.0037745926529169083,0.16286027431488037,0.9985157251358032
random_uniform,reference_k32,32,3.0,0.05,0,1,2048,65,2113,2048,1024,1/5,1,0.05367928498588895,0.6730548651364322,12.70193277651863,0.31480813781892564,0.0043358709663152695,0.05113186314702034,0.9981980323791504
random_uniform,none,0,3.0,0.05,0,6,2048,0,2048,2048,1024,1/5,6,0.08533307315309567,0.6410487850593761,10.688826135681307,0.35072377269047256,,,
random_uniform,oracle,0,3.0,0.05,0,6,2048,0,2048,2048,1024,1/5,6,0.0424907095309191,0.31920352466666546,13.717060167855124,0.6698252590735665,1.4173141420258453e-14,0.9999999403953552,1.0000001192092896
random_uniform,agc,0,3.0,0.05,0,6,2048,0,2048,2048,1024,1/5,6,0.08568892888723958,0.6437220848433894,10.670752858221304,0.350808913034336,0.002667759545147419,0.0433351993560791,0.9999715089797974
random_uniform,scgi_proxy,0,3.0,0.05,0,6,2048,0,2048,2048,1024,1/5,6,0.08566818528992588,0.6435662524402619,10.67180432666315,0.35078466193938923,0.002667177002876997,0.044910725206136703,0.9999712705612183
random_uniform,scgi_frozen,0,3.0,0.05,0,6,2048,0,2048,2048,1024,1/5,6,0.13072239917671163,0.9820276251147501,8.83649990037139,2.7313721322497373,,,
random_uniform,reference_k2,2,3.0,0.05,0,6,2048,1025,3073,2048,1024,1/5,6,0.07214714899425897,0.5419919909047559,11.417808260469261,0.4342384770131471,0.0016661571571603417,0.6563149094581604,0.9994217753410339
random_uniform,reference_k8,8,3.0,0.05,0,6,2048,257,2305,2048,1024,1/5,6,0.09173300543419788,0.6891270818049096,10.374743775367083,0.2914995827231399,0.0037745926529169083,0.16286027431488037,0.9985157251358032
random_uniform,reference_k32,32,3.0,0.05,0,6,2048,65,2113,2048,1024,1/5,6,0.09651220921965557,0.7250299582280082,10.154177430155613,0.2611497959035112,0.0043358709663152695,0.05113186314702034,0.9981980323791504
random_uniform,none,0,3.0,0.05,1,1,2048,0,2048,2048,1024,1/5,11,0.04665733839277124,0.5850105605509954,13.310800395307375,0.39640589351114613,,,
random_uniform,oracle,0,3.0,0.05,1,1,2048,0,2048,2048,1024,1/5,11,0.026422562998074443,0.3312979034631858,15.780250579579125,0.6669651004714967,1.4175679978001374e-14,1.0,0.9999998807907104
random_uniform,agc,0,3.0,0.05,1,1,2048,0,2048,2048,1024,1/5,11,0.04687009181017269,0.5876781579806946,13.291041957733182,0.39514991428654134,0.002485084580257535,0.045205119997262955,0.999976396560669
random_uniform,scgi_proxy,0,3.0,0.05,1,1,2048,0,2048,2048,1024,1/5,11,0.04686172088900328,0.5875731996299971,13.291817669794497,0.39519432025268764,0.002484954195097089,0.04368918389081955,0.9999772310256958
random_uniform,scgi_frozen,0,3.0,0.05,1,1,2048,0,2048,2048,1024,1/5,11,0.07888185678179783,0.9890559736766411,11.030228751890803,1.7357358118175268,,,
random_uniform,reference_k2,2,3.0,0.05,1,1,2048,1025,3073,2048,1024,1/5,11,0.04292902564139507,0.5382633090418969,13.672489685754805,0.4550527146958436,0.0018051550723612309,0.5857118964195251,0.9994298815727234
random_uniform,reference_k8,8,3.0,0.05,1,1,2048,257,2305,2048,1024,1/5,11,0.05145186081704572,0.6451264254421161,12.885989138469148,0.34934598386417864,0.003350166603922844,0.17922990024089813,0.9987673163414001
random_uniform,reference_k32,32,3.0,0.05,1,1,2048,65,2113,2048,1024,1/5,11,0.053552222222449694,0.6714616954223991,12.712225028167541,0.315294738922618,0.003997280728071928,0.04938425123691559,0.9983720183372498
random_uniform,none,0,3.0,0.05,1,6,2048,0,2048,2048,1024,1/5,16,0.0803668655641848,0.6037410774661863,10.949229695186371,0.36653672605362525,,,
random_uniform,oracle,0,3.0,0.05,1,6,2048,0,2048,2048,1024,1/5,16,0.04249071172735337,0.319203541166968,13.717059943359164,0.669825247945307,1.4175679978001374e-14,1.0,0.9999998807907104
random_uniform,agc,0,3.0,0.05,1,6,2048,0,2048,2048,1024,1/5,16,0.08087135086845013,0.60753092915475,10.92205302409184,0.36507195308343365,0.0024786279536783695,0.0517372190952301,0.9999818801879883
random_uniform,scgi_proxy,0,3.0,0.05,1,6,2048,0,2048,2048,1024,1/5,16,0.08088435748620713,0.6076286389430277,10.921354600229126,0.36479424129623206,0.002478941809386015,0.04984014481306076,0.9999822378158569
random_uniform,scgi_frozen,0,3.0,0.05,1,6,2048,0,2048,2048,1024,1/5,16,0.1306031852283746,0.9811320525785721,8.840462310989398,2.8044513766195567,,,
random_uniform,reference_k2,2,3.0,0.05,1,6,2048,1025,3073,2048,1024,1/5,16,0.0761872906575431,0.5723428010773777,11.181174703618911,0.41724852240121185,0.0018051550723612309,0.5857118964195251,0.9994298815727234
random_uniform,reference_k8,8,3.0,0.05,1,6,2048,257,2305,2048,1024,1/5,16,0.09002897678652794,0.6763258846379521,10.456176857489645,0.3116044239919497,0.003350166603922844,0.17922990024089813,0.9987673163414001
random_uniform,reference_k32,32,3.0,0.05,1,6,2048,65,2113,2048,1024,1/5,16,0.09381453075071741,0.7047641522386816,10.277298893809672,0.2794570165619436,0.003997280728071928,0.04938425123691559,0.9983720183372498
random_uniform,none,0,3.0,0.05,2,1,2048,0,2048,2048,1024,1/5,21,0.048103887910891596,0.6031480448913253,13.178198211311665,0.3810284622144422,,,
random_uniform,oracle,0,3.0,0.05,2,1,2048,0,2048,2048,1024,1/5,21,0.026422563287596144,0.3312979070933383,15.780250531991886,0.6669651120385786,0.0,1.0,1.0
random_uniform,agc,0,3.0,0.05,2,1,2048,0,2048,2048,1024,1/5,21,0.04788459259127476,0.6003984221679869,13.198042032656769,0.3846880549356636,0.0025704186409711838,0.10665587335824966,0.9999972581863403
random_uniform,scgi_proxy,0,3.0,0.05,2,1,2048,0,2048,2048,1024,1/5,21,0.047894579609800404,0.6005236438695922,13.197136343674,0.38459921352805576,0.0025706342421472073,0.10634490847587585,0.9999971389770508
random_uniform,scgi_frozen,0,3.0,0.05,2,1,2048,0,2048,2048,1024,1/5,21,0.07887165317806516,0.9889280363329153,11.03079056110873,1.7709486765335078,,,
random_uniform,reference_k2,2,3.0,0.05,2,1,2048,1025,3073,2048,1024,1/5,21,0.04477449307990443,0.5614026045497658,13.489693223710919,0.451399737257405,0.0018794607603922486,0.5897623896598816,0.9994071125984192
random_uniform,reference_k8,8,3.0,0.05,2,1,2048,257,2305,2048,1024,1/5,21,0.052979190718472964,0.6642767703301709,12.758946800362565,0.3339815202675021,0.0037804150488227606,0.16186422109603882,0.9984559416770935
random_uniform,reference_k32,32,3.0,0.05,2,1,2048,65,2113,2048,1024,1/5,21,0.05510458204582404,0.6909258766580302,12.588122872737932,0.3067158218037028,0.004246346186846495,0.05308764800429344,0.9982315301895142
random_uniform,none,0,3.0,0.05,2,6,2048,0,2048,2048,1024,1/5,26,0.08458527173022158,0.6354310664435346,10.727052511825159,0.3523376422062394,,,
random_uniform,oracle,0,3.0,0.05,2,6,2048,0,2048,2048,1024,1/5,26,0.04249071053710283,0.3192035322254329,13.717060065013811,0.6698252468185634,0.0,1.0,1.0
random_uniform,agc,0,3.0,0.05,2,6,2048,0,2048,2048,1024,1/5,26,0.08465684295966616,0.635968731946315,10.723379313588337,0.35614962894624413,0.002571936696767807,0.10845604538917542,0.9999880790710449
random_uniform,scgi_proxy,0,3.0,0.05,2,6,2048,0,2048,2048,1024,1/5,26,0.08469910828861055,0.6362862423413915,10.721211618933124,0.35585752213343913,0.002572267549112439,0.1079152524471283,0.9999881982803345
random_uniform,scgi_frozen,0,3.0,0.05,2,6,2048,0,2048,2048,1024,1/5,26,0.13063616388634436,0.9813797985912637,8.839365810841052,2.92653334226452,,,
random_uniform,reference_k2,2,3.0,0.05,2,6,2048,1025,3073,2048,1024,1/5,26,0.07649696343514541,0.5746691600201966,11.163558039252614,0.4224359861920379,0.0018794607603922486,0.5897623896598816,0.9994071125984192
random_uniform,reference_k8,8,3.0,0.05,2,6,2048,257,2305,2048,1024,1/5,26,0.09475613657805249,0.7118377902703864,10.233926547563403,0.2964536179738615,0.0037804150488227606,0.16186422109603882,0.9984559416770935
random_uniform,reference_k32,32,3.0,0.05,2,6,2048,65,2113,2048,1024,1/5,26,0.0979741194205449,0.7360122857537574,10.088886312182378,0.27113775700101156,0.004246346186846495,0.05308764800429344,0.9982315301895142
random_uniform,none,0,3.0,0.05,3,1,2048,0,2048,2048,1024,1/5,31,0.047694131442546445,0.5980103351656215,13.21535055737969,0.4086924113870619,,,
