variant,correction,rho,sigma_a,seed,object,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
hadamard_ordered,oracle,1.0,0.3,0,5,1.0317751183390868e-13,8.931236110121537e-13,120.0,1.0000000316330961,0.0,1.0000001192092896,1.0
hadamard_ordered,none,1.0,0.3,0,6,0.11820225659545308,0.887972390796791,9.27374232273729,0.09745525010037509,,,
hadamard_ordered,agc,1.0,0.3,0,6,0.12295416399091481,0.9236702081847834,9.102567587702834,0.0814593764739489,0.0885084867477417,0.033696115016937256,0.9916639924049377
hadamard_ordered,pairwise,1.0,0.3,0,6,0.11957317034761528,0.8982711244855224,9.223662557749513,0.10140980941876686,0.027618058025836945,0.8137118220329285,0.9999638795852661
hadamard_ordered,oracle,1.0,0.3,0,6,1.612050692652156e-13,1.2110229947124563e-12,120.0,0.9999999881075152,0.0,1.0000001192092896,1.0
hadamard_ordered,none,1.0,0.3,0,7,0.12023066551885037,0.9367419588199162,9.199847489133283,0.07008699813393146,,,
hadamard_ordered,agc,1.0,0.3,0,7,0.12375059656103937,0.9641664689076042,9.074526987980864,0.053391509076881775,0.0884716808795929,0.03384619578719139,0.991701602935791
hadamard_ordered,pairwise,1.0,0.3,0,7,0.12136628588270952,0.9455898117327026,9.159019383726246,0.07100288996381791,0.027622193098068237,0.8136811852455139,0.9999386668205261
hadamard_ordered,oracle,1.0,0.3,0,7,1.2600855232199105e-13,9.817586688119704e-13,120.0,0.99999996399984,0.0,1.0000001192092896,1.0
hadamard_ordered,none,1.0,0.3,0,8,0.10330695295267443,0.9118989881277412,9.858704478186091,0.08437873913384335,,,
hadamard_ordered,agc,1.0,0.3,0,8,0.10689492936909181,0.9435703516714522,9.710428953455018,0.06839593063380896,0.0884724110364914,0.0340677946805954,0.9916937947273254
hadamard_ordered,pairwise,1.0,0.3,0,8,0.10415715954619681,0.9194038318016008,9.82310872192101,0.08780039950854332,0.02762037329375744,0.8136943578720093,1.000024676322937
hadamard_ordered,oracle,1.0,0.3,0,8,1.0857386494381005e-13,9.583904543650105e-13,120.0,1.0000000983483286,0.0,1.0000001192092896,1.0
hadamard_ordered,none,1.0,0.3,0,9,0.07073404016366232,0.8900874401254338,11.503715353195938,0.10317461645241038,,,
hadamard_ordered,agc,1.0,0.3,0,9,0.07331226919591993,0.9225307909374262,11.348233377983142,0.08776779094789174,0.08844032138586044,0.03460350260138512,0.9917134046554565
hadamard_ordered,pairwise,1.0,0.3,0,9,0.07055260651007259,0.8878043552641331,11.514869369481735,0.11310611989972154,0.027636731043457985,0.8135713934898376,0.9999977350234985
hadamard_ordered,oracle,1.0,0.3,0,9,6.64982022636071e-14,8.367854358213829e-13,120.0,1.0000000192319791,0.0,1.0000001192092896,1.0
hadamard_ordered,none,1.0,0.3,1,0,0.07680588741843185,0.9084541723022941,11.146054886229305,0.10053128911887074,,,
hadamard_ordered,agc,1.0,0.3,1,0,0.07792372619276006,0.9216758839787357,11.083302883386025,0.09397981317503253,0.08865951746702194,0.11672785878181458,0.9979718923568726
hadamard_ordered,pairwise,1.0,0.3,1,0,0.07420247986135335,0.8776612664857575,11.295815802721208,0.1284445270756556,0.029182780534029007,0.8198935389518738,0.9998791217803955
hadamard_ordered,oracle,1.0,0.3,1,0,6.966674854055675e-14,8.240129827237105e-13,120.0,0.9999999174314333,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,1,0.07172618306456591,0.8993349386446375,11.443222796915792,0.10465040915593396,,,
hadamard_ordered,agc,1.0,0.3,1,1,0.07317677114133891,0.9175230602382397,11.356267572767953,0.09614986405270758,0.08874160796403885,0.11552919447422028,0.9978835582733154
hadamard_ordered,pairwise,1.0,0.3,1,1,0.07117756226411656,0.8924560858627023,11.4765689008002,0.12203820273454818,0.029235055670142174,0.8195425271987915,0.9997069835662842
hadamard_ordered,oracle,1.0,0.3,1,1,6.795771845803488e-14,8.520842452312116e-13,120.0,1.0000000692525948,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,2,0.06332661011542455,0.8961639906234447,11.984137592104593,0.09982591824255962,,,
hadamard_ordered,agc,1.0,0.3,1,2,0.06465058544375696,0.9149001745366959,11.894275380095438,0.09173250618661324,0.08860744535923004,0.11843127757310867,0.9979848265647888
hadamard_ordered,pairwise,1.0,0.3,1,2,0.062475268732687286,0.8841162670906973,12.042918671123218,0.11794764784790128,0.029213594272732735,0.8196810483932495,0.9999996423721313
hadamard_ordered,oracle,1.0,0.3,1,2,6.97171432050467e-14,9.86599364084435e-13,120.0,1.000000113898766,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,3,0.08556437521482951,0.9075744956934548,10.677070164909201,0.0967111383946986,,,
hadamard_ordered,agc,1.0,0.3,1,3,0.0873920215195242,0.9269601941120393,10.585282145991135,0.08727703398669881,0.08870761096477509,0.11609875410795212,0.9979167580604553
hadamard_ordered,pairwise,1.0,0.3,1,3,0.08380422644250214,0.8889047382110955,10.767340783342679,0.11780285748512098,0.02919026091694832,0.8198407888412476,1.0000160932540894
hadamard_ordered,oracle,1.0,0.3,1,3,1.0272981006866826e-13,1.0896468925492378e-12,120.0,0.9999999982754261,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,4,0.0326048720531129,0.9211844384583487,14.867174996962415,0.0992175098571028,,,
hadamard_ordered,agc,1.0,0.3,1,4,0.033127458041361045,0.9359490441696171,14.798118874190934,0.09068890927110239,0.08863981813192368,0.11703215539455414,0.9979926347732544
hadamard_ordered,pairwise,1.0,0.3,1,4,0.03177874066594392,0.8978437740097232,14.978633170930209,0.12477430207002749,0.02922435849905014,0.8196072578430176,1.0000208616256714
hadamard_ordered,oracle,1.0,0.3,1,4,2.458691826839742e-14,6.946534389584456e-13,120.0,0.9999998748408225,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,5,0.10756313741550874,0.9310863965684794,9.683365387063503,0.07822138597270868,,,
hadamard_ordered,agc,1.0,0.3,1,5,0.10937855953804146,0.9468010259753004,9.610678003689436,0.06972912757067914,0.08866861462593079,0.11699418723583221,0.9979437589645386
hadamard_ordered,pairwise,1.0,0.3,1,5,0.10683248687796992,0.9247617504815965,9.712966618540602,0.09125865876459724,0.029207777231931686,0.8197208046913147,0.9999865889549255
hadamard_ordered,oracle,1.0,0.3,1,5,1.0714722931037831e-13,9.274862191451152e-13,120.0,1.0000000236215452,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,6,0.12566677456785158,0.9440481888484441,9.007795316157072,0.06925891343298445,,,
hadamard_ordered,agc,1.0,0.3,1,6,0.12772834663792235,0.9595353642424462,8.937127094533587,0.059756480951798134,0.08863496780395508,0.1173299103975296,0.9979872107505798
hadamard_ordered,pairwise,1.0,0.3,1,6,0.12346721320231793,0.9275243946273083,9.084483542727341,0.08749429711014417,0.029180757701396942,0.8199058771133423,0.9999886155128479
hadamard_ordered,oracle,1.0,0.3,1,6,1.4487323942957116e-13,1.0883331713288186e-12,120.0,1.0000000857165816,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,7,0.11896002757409788,0.9268421560351454,9.245989438196835,0.07295877671276911,,,
hadamard_ordered,agc,1.0,0.3,1,7,0.12147125933781586,0.9464076816125377,9.155264659958362,0.06336455039261671,0.08869461715221405,0.11607611179351807,0.9979405403137207
hadamard_ordered,pairwise,1.0,0.3,1,7,0.1172180811867182,0.9132702917854421,9.310053921238309,0.08864610853254444,0.02916005067527294,0.8200477361679077,1.000016212463379
hadamard_ordered,oracle,1.0,0.3,1,7,1.4628597614332188e-13,1.1397442678123932e-12,120.0,0.9999999866488861,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,8,0.10656967181217128,0.9406992764092421,9.723663716568419,0.06832941451443768,,,
hadamard_ordered,agc,1.0,0.3,1,8,0.10833313334418981,0.9562654966944012,9.65238695472434,0.059495689820134104,0.08865436166524887,0.1170244961977005,0.9979674220085144
hadamard_ordered,pairwise,1.0,0.3,1,8,0.10489549024879091,0.9259211377655822,9.792431829424407,0.0851298173747844,0.029160303995013237,0.8200460076332092,0.9999980926513672
hadamard_ordered,oracle,1.0,0.3,1,8,1.1928433755338276e-13,1.052932678831872e-12,120.0,1.0000001907108347,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,1,9,0.0735970563076605,0.9261144322886535,11.331395559737247,0.08359432351231304,,,
hadamard_ordered,agc,1.0,0.3,1,9,0.07489629070312068,0.9424634520039469,11.255396905389446,0.0749398912937231,0.08869528025388718,0.11667933315038681,0.9979116916656494
hadamard_ordered,pairwise,1.0,0.3,1,9,0.07228404950029266,0.9095921063288578,11.40957525364449,0.10358747846664461,0.029168235138058662,0.819993257522583,0.9998765587806702
hadamard_ordered,oracle,1.0,0.3,1,9,6.452265487329987e-14,8.119259775546631e-13,120.0,1.0000000418980246,1.3988611057534368e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,2,0,0.07512978617397231,0.88862937475214,11.241878471990558,0.11387301895742637,,,
hadamard_ordered,agc,1.0,0.3,2,0,0.07711208926742029,0.9120759043938038,11.128775299834055,0.10300670853475094,0.08413473516702652,0.1345844715833664,0.9959216713905334
hadamard_ordered,pairwise,1.0,0.3,2,0,0.07423037551415329,0.877991214137259,11.294183424472862,0.12902512431478866,0.02755858190357685,0.818865180015564,1.0000041723251343
hadamard_ordered,oracle,1.0,0.3,2,0,7.133968483548671e-14,8.438003454924706e-13,120.0,0.999999936786607,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,1,0.07013275581866214,0.8793558357117576,11.54079095461358,0.11793234122325644,,,
hadamard_ordered,agc,1.0,0.3,2,1,0.07271051267352922,0.9116769031917578,11.384027931844965,0.10331371628772504,0.08423442393541336,0.13354937732219696,0.9958173632621765
hadamard_ordered,pairwise,1.0,0.3,2,1,0.07023746678177542,0.880668748563988,11.534311602929513,0.12805170128767907,0.027605118229985237,0.8185258507728577,0.9999291300773621
hadamard_ordered,oracle,1.0,0.3,2,1,6.511643960002543e-14,8.164590211043394e-13,120.0,1.000000070590305,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,2,0.06212872037539061,0.8792121018708486,12.067075911741016,0.11018848366868807,,,
hadamard_ordered,agc,1.0,0.3,2,2,0.06445516135613279,0.9121346383756728,11.90742300052435,0.09622201525430399,0.08421686291694641,0.134303480386734,0.9958075881004333
hadamard_ordered,pairwise,1.0,0.3,2,2,0.06239502220719582,0.8829806615942556,12.04850056378129,0.11874385373140338,0.027581961825489998,0.8186944723129272,0.9999637007713318
hadamard_ordered,oracle,1.0,0.3,2,2,7.13456240801032e-14,1.0096447460650051e-12,120.0,1.0000001080210328,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,3,0.08169114809951458,0.8664914849537362,10.87825000258404,0.11698127754731809,,,
hadamard_ordered,agc,1.0,0.3,2,3,0.08502648811277733,0.9018691701516116,10.704457584130338,0.10264530433048427,0.08422543108463287,0.1347959041595459,0.995770275592804
hadamard_ordered,pairwise,1.0,0.3,2,3,0.08200953059682951,0.8698685426803043,10.861356738956172,0.1268563551583459,0.027560105547308922,0.8188546895980835,0.9999192357063293
hadamard_ordered,oracle,1.0,0.3,2,3,9.693783666307831e-14,1.028211893118106e-12,120.0,1.0000000425164481,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,4,0.030455087613936244,0.860446645401425,15.163401467718419,0.13086894884474728,,,
hadamard_ordered,agc,1.0,0.3,2,4,0.03144441935111555,0.8883982042751403,15.024564204913158,0.1194221972634804,0.08413133025169373,0.13561314344406128,0.9958763718605042
hadamard_ordered,pairwise,1.0,0.3,2,4,0.03046170439145855,0.8606335890114585,15.16245800701321,0.14315858741272083,0.027571259066462517,0.8187728524208069,0.9999518990516663
hadamard_ordered,oracle,1.0,0.3,2,4,2.325529723653685e-14,6.570311912625927e-13,120.0,0.9999998799297233,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,5,0.10044771886254196,0.8694940185499191,9.980599215006945,0.10685699975690685,,,
hadamard_ordered,agc,1.0,0.3,2,5,0.10422196411340776,0.9021645829721843,9.820407466022157,0.09432823924398927,0.08416055142879486,0.1344204545021057,0.99588942527771
hadamard_ordered,pairwise,1.0,0.3,2,5,0.10119043591572574,0.8759231146262776,9.948605332008654,0.11484792565470038,0.027543380856513977,0.818979024887085,0.9998378753662109
hadamard_ordered,oracle,1.0,0.3,2,5,1.0562412920718816e-13,9.143019831627245e-13,120.0,1.0000000027879767,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,6,0.11979727212996183,0.8999546472978927,9.215530710317912,0.09303559133926899,,,
hadamard_ordered,agc,1.0,0.3,2,6,0.12435084168692176,0.9341624886929336,9.053512707981586,0.07736718442808986,0.0842529907822609,0.13441155850887299,0.9957461953163147
hadamard_ordered,pairwise,1.0,0.3,2,6,0.12006537546815782,0.9019687235859054,9.20582216669818,0.10076924642266345,0.027536511421203613,0.8190264105796814,0.9999538660049438
hadamard_ordered,oracle,1.0,0.3,2,6,1.5513047423640757e-13,1.1653887333521665e-12,120.0,1.0000000249649938,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,7,0.1200611460955031,0.9354211979641139,9.20597515214886,0.07145667542275695,,,
hadamard_ordered,agc,1.0,0.3,2,7,0.123040765332045,0.9586360271271295,9.099509761573204,0.05807870481180599,0.08407402038574219,0.13403046131134033,0.9960440993309021
hadamard_ordered,pairwise,1.0,0.3,2,7,0.11980934472575272,0.9334593614616243,9.215093071173596,0.07853407341091427,0.027532437816262245,0.8190569281578064,1.0000944137573242
hadamard_ordered,oracle,1.0,0.3,2,7,1.4692992456829287e-13,1.144761403053084e-12,120.0,1.0000000112430665,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,8,0.1017191239261791,0.8978830904442207,9.925973889177268,0.09038376744701065,,,
hadamard_ordered,agc,1.0,0.3,2,8,0.10484032354391133,0.9254341767148475,9.79471647462956,0.07857179703137211,0.084151491522789,0.13358566164970398,0.9959444999694824
hadamard_ordered,pairwise,1.0,0.3,2,8,0.10189312720892596,0.8994190317621342,9.91855108593189,0.09776919638387276,0.027518684044480324,0.8191562294960022,0.999988317489624
hadamard_ordered,oracle,1.0,0.3,2,8,1.0867211378421124e-13,9.592577049767638e-13,120.0,1.0000001575084572,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,2,9,0.0712074578033897,0.8960447287813651,11.474745188175868,0.10085765899665707,,,
hadamard_ordered,agc,1.0,0.3,2,9,0.07313511540688297,0.920301562093328,11.358740489566369,0.08976096503560137,0.08411068469285965,0.13442020118236542,0.995967447757721
hadamard_ordered,pairwise,1.0,0.3,2,9,0.07108465067999786,0.8944993755421595,11.482241664240284,0.11119750183447437,0.027538608759641647,0.819011390209198,0.9999331831932068
hadamard_ordered,oracle,1.0,0.3,2,9,6.693314076906102e-14,8.422585192199236e-13,120.0,1.000000046302688,0.0,1.0,1.0
hadamard_ordered,none,1.0,0.3,3,0,0.07825578348334204,0.9256034322593667,11.064835561190907,0.09908675741242752,,,
hadamard_ordered,agc,1.0,0.3,3,0,0.0783066417536713,0.926204979997823,11.062014007180533,0.09883540979001132,0.0792885273694992,0.13781170547008514,0.9998536705970764
hadamard_ordered,pairwise,1.0,0.3,3,0,0.07481785801862377,0.884939912346203,11.259947294979863,0.13036279455185015,0.025256460532546043,0.829138994216919,0.9999575018882751
hadamard_ordered,oracle,1.0,0.3,3,0,7.111432310526743e-14,8.411347841536683e-13,120.0,0.9999999196942186,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,1,0.07191135054329942,0.9016566512467968,11.432025548290126,0.11198980064292058,,,
hadamard_ordered,agc,1.0,0.3,3,1,0.07214552207964776,0.9045927986238932,11.417906194762523,0.11068019115096196,0.07928993552923203,0.13801582157611847,0.9998115301132202
hadamard_ordered,pairwise,1.0,0.3,3,1,0.0698753165611462,0.8761279472480092,11.556762115856982,0.1346220993701795,0.02524828352034092,0.8292007446289062,0.9999147057533264
hadamard_ordered,oracle,1.0,0.3,3,1,6.635537133158381e-14,8.319933008496167e-13,120.0,1.000000060509992,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,2,0.06438906199410056,0.9111992358971808,11.911879015696766,0.1001988925388319,,,
hadamard_ordered,agc,1.0,0.3,3,2,0.06459617829365034,0.9141302339276989,11.897931754271443,0.09883433120911518,0.07929019629955292,0.1378578096628189,0.9998334646224976
hadamard_ordered,pairwise,1.0,0.3,3,2,0.062240850223054395,0.8807989029260009,12.059244834242334,0.12376732807866536,0.025243422016501427,0.8292361497879028,1.0000195503234863
hadamard_ordered,oracle,1.0,0.3,3,2,7.234995864202113e-14,1.0238575464547453e-12,120.0,1.0000001161220642,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,3,0.08370034696991802,0.887802896940044,10.772727416864479,0.11276035175780005,,,
hadamard_ordered,agc,1.0,0.3,3,3,0.08400757220863336,0.8910616105155398,10.756815660784797,0.11140401698504003,0.07930939644575119,0.13706737756729126,0.9998235702514648
hadamard_ordered,pairwise,1.0,0.3,3,3,0.08121942627974457,0.8614879692778434,10.903400826177268,0.13431744242468363,0.025247812271118164,0.8292039036750793,0.999932587146759
hadamard_ordered,oracle,1.0,0.3,3,3,9.530593205262826e-14,1.0109024112206404e-12,120.0,0.9999999803348555,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,4,0.03109713299265232,0.878586333565019,15.072796490074463,0.12806241265295568,,,
hadamard_ordered,agc,1.0,0.3,3,4,0.031135942423316305,0.8796828152053964,15.06737984509736,0.12772593163598142,0.07930509001016617,0.13730669021606445,0.9998166561126709
hadamard_ordered,pairwise,1.0,0.3,3,4,0.03017959474566087,0.8526631539419853,15.2028659626702,0.15136663401087375,0.02526741847395897,0.8290578722953796,0.9999139308929443
hadamard_ordered,oracle,1.0,0.3,3,4,2.4870619362367464e-14,7.026688371637535e-13,120.0,0.9999999175340513,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,5,0.10570037555522047,0.9149619856426323,9.759234696341997,0.09232364418779679,,,
hadamard_ordered,agc,1.0,0.3,3,5,0.10606110376599504,0.918084515702473,9.744438575400412,0.09090310802792677,0.07927344739437103,0.13854482769966125,0.9998430609703064
hadamard_ordered,pairwise,1.0,0.3,3,5,0.10263105931612981,0.8883934170265594,9.887211884608064,0.1130711900158515,0.025240179151296616,0.8292604684829712,0.9999663829803467
hadamard_ordered,oracle,1.0,0.3,3,5,1.0617591853912386e-13,9.190783735979747e-13,120.0,0.9999999182064748,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,6,0.12230218757501413,0.918772357048558,9.12565774825851,0.08811467996579192,,,
hadamard_ordered,agc,1.0,0.3,3,6,0.12272148184109545,0.9219222269632575,9.110794093311652,0.08664922260873148,0.07933764159679413,0.13601207733154297,0.9997939467430115
hadamard_ordered,pairwise,1.0,0.3,3,6,0.11950017019849256,0.897722724490361,9.226314761701238,0.10592181433278557,0.025246545672416687,0.82921302318573,0.9999624490737915
hadamard_ordered,oracle,1.0,0.3,3,6,1.4287014475453326e-13,1.0732852964504796e-12,120.0,1.0000000434535852,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,7,0.11982958440441084,0.9336170529802588,9.214359469099048,0.07476326986928651,,,
hadamard_ordered,agc,1.0,0.3,3,7,0.1202850070863263,0.9371653452009453,9.197885018826153,0.07301221687744808,0.079274021089077,0.13859817385673523,0.9998303651809692
hadamard_ordered,pairwise,1.0,0.3,3,7,0.11630906128438515,0.9061879298918015,9.343864493944135,0.0952244784978517,0.02522345259785652,0.8293853998184204,0.9999502301216125
hadamard_ordered,oracle,1.0,0.3,3,7,1.3390848716570462e-13,1.0433086935757417e-12,120.0,0.9999999995848988,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,8,0.10387248457123593,0.9168909823351081,9.83499480175912,0.0856335871765616,,,
hadamard_ordered,agc,1.0,0.3,3,8,0.10397540221207247,0.9177994448331,9.830693909616269,0.08528439198571355,0.07926731556653976,0.13866399228572845,0.999870777130127
hadamard_ordered,pairwise,1.0,0.3,3,8,0.1004538000758606,0.8867139725312384,9.980336296398631,0.10677204519504808,0.025232497602701187,0.8293176889419556,0.9999744892120361
hadamard_ordered,oracle,1.0,0.3,3,8,1.1304788852230335e-13,9.978830292351327e-13,120.0,1.0000001147857893,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,3,9,0.0735203653293762,0.9251493852422266,11.335923435678378,0.09051877207324663,,,
hadamard_ordered,agc,1.0,0.3,3,9,0.07372335354865267,0.927703703701251,11.323949176940253,0.08918828912718166,0.07929876446723938,0.13749103248119354,0.9998311996459961
hadamard_ordered,pairwise,1.0,0.3,3,9,0.07164580916612519,0.90156075814191,11.448092080476044,0.1116172505440325,0.02525198645889759,0.829173743724823,0.9998903274536133
hadamard_ordered,oracle,1.0,0.3,3,9,6.618601739368843e-14,8.328570325933349e-13,120.0,1.0000000545175103,1.338173397368329e-14,0.9999999403953552,0.9999998807907104
hadamard_ordered,none,1.0,0.3,4,0,0.07230012127314484,0.8551603143483515,11.40860974237787,0.1307954252938478,,,
hadamard_ordered,agc,1.0,0.3,4,0,0.07374325438598624,0.8722295826247017,11.322777003251208,0.12313458071775432,0.08656183630228043,0.07146643102169037,0.9981015920639038
hadamard_ordered,pairwise,1.0,0.3,4,0,0.07258825942187269,0.8585683903723317,11.391336173250258,0.14323410460838648,0.025588667020201683,0.8380164504051208,0.9998478293418884
hadamard_ordered,oracle,1.0,0.3,4,0,7.117261355205225e-14,8.41824239107799e-13,120.0,0.9999999490585012,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,1,0.0703146882467045,0.8816369858025642,11.52953944422859,0.12071155225953505,,,
hadamard_ordered,agc,1.0,0.3,4,1,0.07174166925597406,0.899529111433497,11.442285225551673,0.11166799656194264,0.08649331331253052,0.07405272126197815,0.9981277585029602
hadamard_ordered,pairwise,1.0,0.3,4,1,0.06880144360384682,0.8626632481813432,11.624024492265919,0.14174559218640742,0.025574252009391785,0.8381142020225525,0.9999947547912598
hadamard_ordered,oracle,1.0,0.3,4,1,6.820515087982335e-14,8.551866635164216e-13,120.0,1.0000000390830368,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,2,0.06371420006241324,0.9016489542585707,11.957637651297475,0.10395184494058547,,,
hadamard_ordered,agc,1.0,0.3,4,2,0.06475813481538725,0.9164221551684332,11.887056684277812,0.09603352545075441,0.08650751411914825,0.07262097299098969,0.9981479644775391
hadamard_ordered,pairwise,1.0,0.3,4,2,0.06256921878023551,0.8854457974315229,12.0363926745417,0.12206120258162483,0.025564849376678467,0.8381794691085815,0.9999837875366211
hadamard_ordered,oracle,1.0,0.3,4,2,6.88562636785004e-14,9.744166618910037e-13,120.0,1.0000000974018586,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,3,0.08489401281576886,0.9004640152542325,10.71122937468199,0.10639112605878535,,,
hadamard_ordered,agc,1.0,0.3,4,3,0.086325557359719,0.9156482939248386,10.638606089533823,0.09819937621690997,0.08646096289157867,0.07450360804796219,0.9981621503829956
hadamard_ordered,pairwise,1.0,0.3,4,3,0.08418387702656657,0.8929316616416342,10.747710770143325,0.1210025030171718,0.0255719143897295,0.8381308913230896,0.9999374151229858
hadamard_ordered,oracle,1.0,0.3,4,3,9.747299817164353e-14,1.0338883085074682e-12,120.0,0.9999999906285745,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,4,0.031001989859574655,0.8758982575782601,15.086104301238361,0.12825201834363856,,,
hadamard_ordered,agc,1.0,0.3,4,4,0.03152081638844055,0.8905566474002498,15.014025428194326,0.1208404433180176,0.08654920756816864,0.07356972992420197,0.9980600476264954
hadamard_ordered,pairwise,1.0,0.3,4,4,0.030707498778009937,0.8675780101882298,15.127555567626302,0.14589416778386433,0.025585653260350227,0.8380363583564758,0.9998924732208252
hadamard_ordered,oracle,1.0,0.3,4,4,2.2618050048834378e-14,6.390270662408287e-13,120.0,0.9999999030491104,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,5,0.10452315117773281,0.9047717138643613,9.807875055800814,0.09621173186767121,,,
hadamard_ordered,agc,1.0,0.3,4,5,0.10648461276236931,0.9217504878451895,9.727131441050126,0.08764290319674492,0.0864710733294487,0.07586725056171417,0.9981074333190918
hadamard_ordered,pairwise,1.0,0.3,4,5,0.10281711692449486,0.8900039660704903,9.879345782684172,0.11296180401490818,0.02555697038769722,0.8382349610328674,0.9999096393585205
hadamard_ordered,oracle,1.0,0.3,4,5,1.0873124945227982e-13,9.411977902414258e-13,120.0,0.999999998536831,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,6,0.12260520952849545,0.9210487529165119,9.114910761356157,0.08611031645195351,,,
hadamard_ordered,agc,1.0,0.3,4,6,0.12479389674575866,0.9374908571283731,9.038066540322315,0.07702488649841976,0.08653023093938828,0.07397042214870453,0.9980762004852295
hadamard_ordered,pairwise,1.0,0.3,4,6,0.12143843436777838,0.9122835722945363,9.156438405083575,0.09982189162995518,0.025553040206432343,0.8382628560066223,0.9998787045478821
hadamard_ordered,oracle,1.0,0.3,4,6,1.3333286843327928e-13,1.0016382881733185e-12,120.0,1.0000000410540568,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,7,0.11870754643393125,0.9248750233008789,9.25521671353428,0.07879755532108615,,,
hadamard_ordered,agc,1.0,0.3,4,7,0.1208588848216133,0.9416365452193101,9.177214173526135,0.06968963070874849,0.08647412806749344,0.07431420683860779,0.9981483817100525
hadamard_ordered,pairwise,1.0,0.3,4,7,0.11678304621023353,0.9098808443905632,9.326202006462934,0.09403883085376015,0.025547433644533157,0.838300347328186,1.0000053644180298
hadamard_ordered,oracle,1.0,0.3,4,7,1.4369038459087926e-13,1.119521477689433e-12,120.0,0.999999954655053,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,8,0.1063460545342661,0.93872538826695,9.732786178983647,0.07398412768772666,,,
hadamard_ordered,agc,1.0,0.3,4,8,0.1078472612032901,0.9519766632617775,9.671908793922297,0.06568536324054348,0.08652772754430771,0.07312097400426865,0.9981043934822083
hadamard_ordered,pairwise,1.0,0.3,4,8,0.10522341266907298,0.9288157359963188,9.778876170103246,0.08717487236060038,0.025559386238455772,0.8382179737091064,0.9999236464500427
hadamard_ordered,oracle,1.0,0.3,4,8,1.0640534674918688e-13,9.392487655348372e-13,120.0,1.0000001339225095,0.0,0.9999999403953552,1.0
hadamard_ordered,none,1.0,0.3,4,9,0.071133029535533,0.8951081547322047,11.479286944295719,0.10468355158454432,,,
hadamard_ordered,agc,1.0,0.3,4,9,0.07235748705971172,0.9105162137193183,11.405165243861799,0.09695576758755747,0.08651144802570343,0.073348768055439,0.998121440410614
hadamard_ordered,pairwise,1.0,0.3,4,9,0.07059271129469717,0.8883090170224702,11.512401375870612,0.118432352416634,0.025562647730112076,0.8381947875022888,0.9999605417251587
