target_threshold,cnr,method
0.1,7.8415398597717285,best_final
0.2,7.8415398597717285,best_final
0.3,7.8415398597717285,best_final
0.4,7.8415398597717285,best_final
0.5,7.8415398597717285,best_final
0.6,7.8415398597717285,best_final
0.7,7.8415398597717285,best_final
0.8,7.8415398597717285,best_final
0.9,7.8415398597717285,best_final
