config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,otsu_temperature,binary_prior_weight,fixed_init_seed,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_binary_prior_loss,final_proxy_net_delta_mse,final_proxy_dual_abs_mean,best_trace_cnr_from_trace,best_trace_step,best_trace_cnr_audited,sweep,sweep_dir,final_hits_apl_min,trace_hits_apl_min
cfg0000,0,0,20240709,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,8.61868667602539,9.335256576538086,0.0814931765198707,0.0049422979354858,0.8982973786074485,9.304610252380373,0.0026242136955261,0.3741015195846557,0.0945874378085136,0.1103384122252464,0.9715327620506288,0.861194372177124,0.0318205170333385,0.0028812694363296,0.0090130362659692,0.4838709533214569,0.0892333984375,1.2470133304595947,0.0005593179957941,0.0020648958161473,0.0048619122244417,0.0,2.704008511500433e-05,0.0713216140866279,9.304610252380373,11,9.304610252380373,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0000,0,0,20240710,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,6.863532543182373,7.335970878601074,0.1853019893169403,0.0046856999397277,0.9740428844495652,7.527558326721191,0.0022821999154984,0.5073659420013428,0.1028571352362632,0.1656314432621002,0.8941401243209839,0.728508710861206,0.0935427024960517,0.015963664278388,0.0103171793743968,0.5483871102333069,0.21807861328125,1.774772882461548,0.0002276445156894,0.0020545553416013,0.0041837408207356,0.0,1.601510120963212e-05,0.0701237469911575,7.527558326721191,12,7.527558326721191,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0000,0,0,20240711,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,14.352523803710938,9.371338844299316,0.0822000503540039,0.0045872330665588,1.0,15.568257331848145,0.0028573314193636,0.369391918182373,0.0946804359555244,0.1621815860271453,0.932914137840271,0.7707325220108032,0.0270011574029922,0.0028576438780874,0.0093320207670331,0.4838709533214569,0.08807373046875,1.1280555725097656,0.0008648340008221,0.0019924973603338,0.0048042377457022,0.0,3.039047987840604e-05,0.0700477957725524,15.568257331848145,13,15.568257331848145,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,True,True
cfg0000,0,0,20240712,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240709,9.772926330566406,6.674371719360352,0.1078426614403724,0.0037031769752502,1.0,10.448437690734863,0.0053302617743611,0.5364118218421936,0.1171481013298034,0.2649971842765808,1.0,0.7350028157234192,0.0432352647185325,0.0046860966831445,0.0138911120593547,0.6451612710952759,0.13128662109375,1.5352898836135864,0.0003015958354808,0.0050286659970879,0.0047160172834992,0.0,2.0496594515861943e-05,0.1143123731017112,10.448437690734863,13,10.448437690734863,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,True
cfg0001,1,1,20240710,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,8.918634414672852,9.099316596984863,0.0793911218643188,0.0049422979354858,0.8982973786074485,9.318371772766112,0.0025903817731887,0.3828644752502441,0.0904956459999084,0.1562216281890869,0.958294689655304,0.802073061466217,0.0291845090687274,0.0025941147468984,0.0081774238497018,0.4838709533214569,0.08953857421875,1.0475082397460938,0.0005610496154986,0.0020293320994824,0.0048536942340433,0.0,2.152621527784504e-05,0.070670485496521,9.318371772766112,12,9.318371772766112,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0001,1,1,20240711,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,6.386989593505859,7.7399163246154785,0.1869958043098449,0.0046856999397277,0.9740428844495652,7.373508453369141,0.0020750814583152,0.4808673858642578,0.1066078096628189,0.1587092727422714,0.8830999135971069,0.7243906259536743,0.1044060140848159,0.0188462063670158,0.0109637882560491,0.5483871102333069,0.21490478515625,1.8780193328857424,0.0002279450854985,0.0018471364164724,0.0040924469940364,0.0,3.190992720192298e-05,0.066824197769165,7.373508453369141,12,7.373508453369141,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0001,1,1,20240712,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,15.010003089904783,6.929749488830566,0.0840884745121002,0.0045872330665588,1.0,16.085508346557617,0.0055427215993404,0.500412106513977,0.1051435321569442,0.3082281649112701,1.0,0.6917718648910522,0.0249629914760589,0.0028859269805252,0.0114006344228982,0.6451612710952759,0.0880126953125,1.2455127239227295,0.0008663521148264,0.0046763694845139,0.0047972411848604,0.0,1.7552782082930207e-05,0.1096148341894149,16.085508346557617,13,16.085508346557617,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,True,True
cfg0001,1,1,20240713,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240710,9.280454635620115,8.81646728515625,0.1059995740652084,0.0037031769752502,1.0,10.029993057250977,0.0023311648983508,0.4064494371414184,0.106509082019329,0.1409478038549423,0.93635356426239,0.7954057455062866,0.0451547279953956,0.0047746635973453,0.0114588169381022,0.5161290168762207,0.1304931640625,1.4453518390655518,0.0003018293646164,0.002029335591942,0.0047336495481431,0.0,6.64438175590476e-06,0.0700941011309623,10.029993057250977,12,10.029993057250977,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0002,2,2,20240711,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,8.783639907836914,9.440038681030272,0.0828038081526756,0.0049422979354858,0.8982973786074485,9.28341293334961,0.0026226418558508,0.3717366456985473,0.0986720472574234,0.1332472562789917,0.9748145341873168,0.8415672779083252,0.0338356718420982,0.0029889300931245,0.0098473578691482,0.4838709533214569,0.0902099609375,1.257577419281006,0.0005577576812356,0.0020648841746151,0.0048638619482517,0.0,2.880891770473681e-05,0.0712429136037826,9.28341293334961,12,9.28341293334961,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0002,2,2,20240712,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,7.116584300994873,5.950730323791504,0.1924328655004501,0.0046856999397277,0.9740428844495652,7.61279821395874,0.0056013972498476,0.6186071634292603,0.1179438903927803,0.2514752447605133,1.0,0.7485247850418091,0.1045341044664383,0.020218126475811,0.013631590642035,0.6774193644523621,0.21710205078125,1.9443902969360352,0.0002269231481477,0.0053744739852845,0.004097310360521,0.0,2.8508638933999464e-05,0.1199592947959899,7.61279821395874,13,7.61279821395874,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0002,2,2,20240713,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,14.669631958007812,9.134737968444824,0.0832239836454391,0.0045872330665588,1.0,15.55603313446045,0.0027652881108224,0.3818900883197784,0.0965317711234092,0.1744473576545715,0.9510934352874756,0.776646077632904,0.0256048738956451,0.0028395885601639,0.0096239382401108,0.5161290168762207,0.08795166015625,1.0337843894958496,0.0008668405935168,0.0018984475173056,0.0047811521217226,0.0,9.398652764502913e-06,0.0682428181171417,15.55603313446045,13,15.55603313446045,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,True,True
cfg0002,2,2,20240714,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240711,9.903203010559082,8.484964370727539,0.1052306666970253,0.0037031769752502,1.0,10.404913902282717,0.0023270305246114,0.4234552979469299,0.1041825637221336,0.1754339039325714,0.928587019443512,0.7531530857086182,0.0394457876682281,0.0040675159543752,0.0109321661293506,0.5161290168762207,0.1317138671875,1.3559845685958862,0.0003037509159184,0.0020232796669006,0.0047708936035633,0.0,2.8505532100098208e-05,0.0702529549598693,10.404913902282717,13,10.404913902282717,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0003,3,3,20240712,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240712,9.100143432617188,6.961618423461914,0.0851229801774025,0.0049422979354858,0.8982973786074485,9.477569580078123,0.0053315442055463,0.502497136592865,0.109759084880352,0.2421444058418274,1.0,0.7578555941581726,0.0312217809259891,0.0029908120632171,0.0121184540912508,0.6451612710952759,0.0889892578125,1.3149572610855105,0.0005573135567829,0.0047742305323481,0.0048597631976008,0.0,1.794238414731808e-05,0.111167088150978,9.477569580078123,13,9.477569580078123,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0003,3,3,20240713,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240712,6.730526924133301,7.944314479827881,0.1980252712965011,0.0046856999397277,0.9740428844495652,7.379615306854248,0.0021339308004826,0.4695010185241699,0.1088812574744224,0.1070547327399253,0.8848029375076294,0.7777482271194458,0.1023736372590065,0.0185167267918586,0.0115296030417084,0.5161290168762207,0.217529296875,1.866796851158142,0.0002278740576002,0.0019060566555708,0.0041286833584308,0.0,1.24144644360058e-05,0.0676440745592117,7.379615306854248,12,7.379615306854248,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0003,3,3,20240714,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240712,15.431767463684082,8.965866088867188,0.0824295282363891,0.0045872330665588,1.0,15.880465507507324,0.0027519287541508,0.3880140781402588,0.0930646136403083,0.1853061467409134,0.93004709482193,0.7447409629821777,0.0225983299314975,0.0024783336557447,0.0090088145807385,0.5161290168762207,0.087890625,0.8299458026885986,0.0008664618362672,0.0018854669760912,0.004706684499979,0.0,1.818841701606289e-05,0.0680794492363929,15.880465507507324,14,15.880465507507324,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,True,True
cfg0003,3,3,20240715,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240712,10.047420501708984,8.462196350097656,0.1085900664329528,0.0037031769752502,1.0,10.496594429016112,0.0023735256399959,0.429639458656311,0.1106019541621208,0.1712810397148132,0.9317408800125122,0.760459840297699,0.0399757027626037,0.0042570102959871,0.0123996352776885,0.5483871102333069,0.1307373046875,1.3609453439712524,0.0003021478187292,0.0020713778212666,0.0047595798969268,0.0,3.2889856811380014e-05,0.0711148902773857,10.496594429016112,13,10.496594429016112,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,True
cfg0004,4,4,20240713,letter_A,0,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240713,8.874659538269043,9.206134796142578,0.0851026177406311,0.0049422979354858,0.8982973786074485,9.242613792419434,0.0025245358701795,0.3841919600963592,0.101187452673912,0.1360500454902649,0.9783408045768738,0.8422907590866089,0.0329737700521945,0.0030580689199268,0.010299464687705,0.5161290168762207,0.0880126953125,1.1940962076187134,0.0005598310381174,0.0019647048320621,0.0048562958836555,0.0,9.114550266531296e-06,0.0693748891353607,9.242613792419434,13,9.242613792419434,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0004,4,4,20240714,stripe_target,1,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240713,7.336925506591797,7.620244979858398,0.1929420530796051,0.0046856999397277,0.9740428844495652,7.6772308349609375,0.0020739464089274,0.4915179014205932,0.106570728123188,0.1427509188652038,0.8787621259689331,0.7360112071037292,0.0948293954133987,0.0171486325562,0.0112570179626345,0.5483871102333069,0.2149658203125,1.8048778772354128,0.0002268573152832,0.0018470890354365,0.0042301202192902,0.0,2.934513395302929e-05,0.0669687539339065,7.6772308349609375,13,7.6772308349609375,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
cfg0004,4,4,20240715,letter_L,2,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240713,15.957971572875977,8.933436393737793,0.0852430760860443,0.0045872330665588,1.0,16.362777709960938,0.0027963272295892,0.3932490348815918,0.0990211069583892,0.2063990831375122,0.975001573562622,0.7686024904251099,0.0231544449925422,0.0026212488301098,0.0101840514689683,0.5161290168762207,0.08795166015625,0.9032008051872252,0.000864409841597,0.0019319173879921,0.0047360099852085,0.0,2.198988113377709e-05,0.0689320936799049,16.362777709960938,14,16.362777709960938,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,True,True
cfg0004,4,4,20240716,ring,3,scgi_ured,15,0.0005,0.4,0.5,0.1,24,3,0.08,nlm,3,0.062,5,6,0.04,0.0,20240713,8.851312637329102,8.278752326965332,0.1056814193725586,0.0037031769752502,1.0,10.04137897491455,0.00245275744237,0.4365442991256714,0.1074457168579101,0.1426838636398315,0.9720338582992554,0.8293499946594238,0.0478284358978271,0.0051360456272959,0.0115724252536892,0.5483871102333069,0.130615234375,1.5116589069366455,0.0002991600777022,0.0021535973064601,0.0046886522322893,0.0,2.060817860183306e-05,0.0721763521432876,10.04137897491455,12,10.04137897491455,stage4_ured_nlm_matched_soft_control,E:\GAN_FCC_WORK\github_sync\GI_a1_scgi_20260709_014434\scgi_repro\results\stage4_ured_nlm_matched_soft_control_r1,False,False
