sweep,object,num_configs,best_final_cnr,best_final_config,best_trace_cnr,best_trace_config,best_trace_step,apl_min_cnr,final_hits_apl_min,trace_hits_apl_min,final_steps,trace_steps,final_lr,trace_lr,final_beta,trace_beta,final_xi,trace_xi,final_x_step,trace_x_step,final_channels,trace_channels,final_blocks,trace_blocks,final_residual_scale,trace_residual_scale,final_denoiser,trace_denoiser,final_denoise_kernel,trace_denoise_kernel,final_nlm_h,trace_nlm_h
stage4_ured_nlm_matched_soft_control,letter_A,5,9.100143432617188,cfg0003,9.477569580078123,cfg0003,13,10.43,False,False,15,15,0.0005,0.0005,0.4,0.4,0.5,0.5,0.1,0.1,24,24,3,3,0.08,0.08,nlm,nlm,3,3,0.062,0.062
stage4_ured_nlm_matched_soft_control,letter_L,5,15.957971572875977,cfg0004,16.362777709960938,cfg0004,14,10.43,True,True,15,15,0.0005,0.0005,0.4,0.4,0.5,0.5,0.1,0.1,24,24,3,3,0.08,0.08,nlm,nlm,3,3,0.062,0.062
stage4_ured_nlm_matched_soft_control,ring,5,10.047420501708984,cfg0003,10.496594429016112,cfg0003,13,10.43,False,True,15,15,0.0005,0.0005,0.4,0.4,0.5,0.5,0.1,0.1,24,24,3,3,0.08,0.08,nlm,nlm,3,3,0.062,0.062
stage4_ured_nlm_matched_soft_control,stripe_target,5,7.336925506591797,cfg0004,7.6772308349609375,cfg0004,13,10.43,False,False,15,15,0.0005,0.0005,0.4,0.4,0.5,0.5,0.1,0.1,24,24,3,3,0.08,0.08,nlm,nlm,3,3,0.062,0.062
