config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0000,0,0,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,3,0.08,nlm,3,0.062,5,6,4.919625282287598,7.104500770568848,0.18998925387859344,0.004685699939727783,0.9740428844495653,7.895219802856445,0.0013753380626440048,0.5279748439788818,0.11479642987251282,0.17891092598438263,0.9801316261291504,0.801220715045929,0.13632458448410034,0.023141536861658096,0.011835761368274689,0.5806452035903931,0.22528076171875,2.2749736309051514,0.00022752935183234513,0.0011478087399154902,0.004346152767539024,9.553849668009207e-05,0.05473936349153519
cfg0001,1,1,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,3,0.12,nlm,3,0.062,5,6,4.996356964111328,6.789393424987793,0.19006216526031494,0.004685699939727783,0.9740428844495653,7.747061252593994,0.002112150192260742,0.5526259541511536,0.1173250824213028,0.2023795247077942,1.0,0.7976204752922058,0.13715046644210815,0.023538973182439804,0.012427493929862976,0.6129032373428345,0.22210693359375,2.2932114601135254,0.00022758088016416878,0.00188456941395998,0.0043462831526994705,0.0001881234929896891,0.07161718606948853
cfg0002,2,2,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,3,0.16,nlm,3,0.062,5,6,5.058032989501953,6.479544162750244,0.19003355503082275,0.004685699939727783,0.9740428844495653,7.544211387634277,0.0031657852232456207,0.576736569404602,0.11998220533132553,0.22444811463356018,1.0,0.7755519151687622,0.13834083080291748,0.024021398276090622,0.013006653636693954,0.6451612710952759,0.22003173828125,2.3084611892700195,0.0002276446030009538,0.0029381406493484974,0.004346054513007402,0.0003103394410572946,0.09153848886489868
cfg0003,3,3,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,3,0.18,nlm,3,0.062,5,6,5.086443901062012,6.325741291046143,0.18996043503284454,0.004685699939727783,0.9740428844495653,7.42747688293457,0.0038090890739113092,0.588683009147644,0.12132630497217178,0.23414534330368042,1.0,0.7658546566963196,0.13899578154087067,0.02427605912089348,0.013321426697075367,0.6451612710952759,0.2255859375,2.3170063495635986,0.00022767910559196025,0.003581410041078925,0.0043458351865410805,0.00038297593710012734,0.10213708877563477
cfg0004,4,4,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,4,0.08,nlm,3,0.062,5,6,4.623938083648682,8.028756141662598,0.18724936246871948,0.004685699939727783,0.9740428844495653,7.597899436950684,0.0010301620932295918,0.45149847865104675,0.10680683702230453,0.10907849669456482,0.9117216467857361,0.8026431798934937,0.13474717736244202,0.02221726067364216,0.010039222426712513,0.5161290168762207,0.21795654296875,2.248439073562622,0.00022759521380066872,0.0008025668794289231,0.004348000045865774,2.0344903532532044e-05,0.04570091888308525
cfg0005,5,5,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,4,0.12,nlm,3,0.062,5,6,4.604968070983887,8.218570709228516,0.1851586401462555,0.004685699939727783,0.9740428844495653,7.443132400512695,0.0011459649540483952,0.43373799324035645,0.10416659712791443,0.09612405300140381,0.9040775299072266,0.8079534769058228,0.13267973065376282,0.02160506881773472,0.009559857659041882,0.4838709533214569,0.22344970703125,2.2300384044647217,0.00022762466687709093,0.0009183402871713042,0.004350929521024227,5.010114182368852e-05,0.049485936760902405
cfg0006,6,6,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,4,0.16,nlm,3,0.062,5,6,4.578553199768066,8.396576881408691,0.18284939229488373,0.004685699939727783,0.9740428844495653,7.240042686462402,0.0012985303765162826,0.4161093235015869,0.1015954539179802,0.08320986479520798,0.8991882801055908,0.8159784078598022,0.1306106448173523,0.021018819883465767,0.009067879058420658,0.4516128897666931,0.23150634765625,2.2092697620391846,0.00022763833112549037,0.0010708920890465379,0.004352910444140434,9.333179332315922e-05,0.05400039255619049
cfg0007,7,7,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,24,4,0.18,nlm,3,0.062,5,6,4.562849044799805,8.480873107910156,0.18160271644592285,0.004685699939727783,0.9740428844495653,7.125784397125244,0.001388543052598834,0.40732482075691223,0.10033053159713745,0.07677194476127625,0.8961123824119568,0.8193404674530029,0.1295679807662964,0.02073254995048046,0.008834712207317352,0.4516128897666931,0.22515869140625,2.2036168575286865,0.00022764461755286902,0.0011608984787017107,0.004353663884103298,0.00012005725875496864,0.05650262534618378
cfg0008,8,8,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,3,0.08,nlm,3,0.062,5,6,5.209501266479492,7.810190200805664,0.18848800659179688,0.004685699939727783,0.9740428844495653,8.003536224365234,0.0009937966242432594,0.47255900502204895,0.10804319381713867,0.14320993423461914,0.8958368897438049,0.7526269555091858,0.12613753974437714,0.020517177879810333,0.01062245387583971,0.5161290168762207,0.22515869140625,2.1809258460998535,0.00022705344599671662,0.0007667432073503733,0.004354807082563639,6.554217543452978e-05,0.044456616044044495
cfg0009,9,9,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,3,0.12,nlm,3,0.062,5,6,5.363846778869629,8.097758293151855,0.18842807412147522,0.004685699939727783,0.9740428844495653,7.90913200378418,0.0012104837223887444,0.449844092130661,0.10605921596288681,0.12883521616458893,0.8604438900947571,0.7316086888313293,0.12267257273197174,0.019798720255494118,0.010343828238546848,0.5161290168762207,0.215087890625,2.1352124214172363,0.0002269109827466309,0.0009835727978497744,0.004357530735433102,0.00019748788326978683,0.050974324345588684
cfg0010,10,10,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,3,0.16,nlm,3,0.062,5,6,5.493938446044922,8.355303764343262,0.18863579630851746,0.004685699939727783,0.9740428844495653,7.759993553161621,0.0016109665157273412,0.42914360761642456,0.10466763377189636,0.11209525167942047,0.832338273525238,0.7202430367469788,0.12020736932754517,0.019340386614203453,0.010137259028851986,0.4838709533214569,0.21795654296875,2.1046321392059326,0.00022679977701045573,0.001384166767820716,0.004360361956059933,0.00038442976074293256,0.06116575002670288
cfg0011,11,11,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,3,0.18,nlm,3,0.062,5,6,5.5535712242126465,8.476303100585938,0.1887722909450531,0.004685699939727783,0.9740428844495653,7.668717861175537,0.0018706051632761955,0.4192192852497101,0.10410282760858536,0.10495519638061523,0.8206172585487366,0.7156620621681213,0.11917766183614731,0.019168101251125336,0.010059361346065998,0.4838709533214569,0.2147216796875,2.0950450897216797,0.00022674765205010772,0.001643857453018427,0.004361492116004229,0.0004978885408490896,0.0671493411064148
cfg0012,12,12,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,4,0.08,nlm,3,0.062,5,6,5.1784234046936035,7.191738128662109,0.1809869408607483,0.004685699939727783,0.9740428844495653,7.767030239105225,0.0015142004704102874,0.5169965028762817,0.10782607644796371,0.18955372273921967,0.9394247531890869,0.749871015548706,0.12452033162117004,0.01950071193277836,0.010581129230558872,0.5806452035903931,0.21807861328125,2.1868839263916016,0.00022769501083530486,0.001286505488678813,0.00435254443436861,1.9145676560583524e-05,0.05606277287006378
cfg0013,13,13,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,4,0.12,nlm,3,0.062,5,6,5.370501518249512,6.9969563484191895,0.17677196860313416,0.004685699939727783,0.9740428844495653,7.642623424530029,0.0021655091550201178,0.5305830240249634,0.10646108537912369,0.2112348973751068,0.9311293363571167,0.7198944091796875,0.1195404902100563,0.018151452764868736,0.010369385592639446,0.5806452035903931,0.22332763671875,2.1594574451446533,0.00022785963665228337,0.0019376494456082582,0.004355146083980799,2.606280213512946e-05,0.06855971366167068
cfg0014,14,14,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,4,0.16,nlm,3,0.062,5,6,5.554174900054932,6.804261684417725,0.17268258333206177,0.004685699939727783,0.9740428844495653,7.5863471031188965,0.0030442362185567617,0.5441075563430786,0.10529184341430664,0.2322627305984497,0.923088788986206,0.6908260583877563,0.11484064906835556,0.01693369261920452,0.010224024765193462,0.6129032373428345,0.21551513671875,2.1338236331939697,0.0002280397166032344,0.002816196531057358,0.004357003141194582,3.772450872929767e-05,0.0830826386809349
cfg0015,15,15,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.11,32,4,0.18,nlm,3,0.062,5,6,5.642759799957275,6.707208633422852,0.1706712543964386,0.004685699939727783,0.9740428844495653,7.533049583435059,0.0035737301222980022,0.5509599447250366,0.10477591305971146,0.24281403422355652,0.9199737906455994,0.6771597862243652,0.1125650405883789,0.016365138813853264,0.0101551478728652,0.6129032373428345,0.2177734375,2.119622230529785,0.00022813027317170054,0.003345599863678217,0.004357724916189909,4.5466036681318656e-05,0.09096331894397736
cfg0016,16,16,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,3,0.08,nlm,3,0.062,5,6,9.263638496398926,7.243897914886475,0.1840386986732483,0.004685699939727783,0.9740428844495653,9.263638496398926,0.00238159392029047,0.5161646604537964,0.10205461084842682,0.19551730155944824,0.8432850241661072,0.6477677226066589,0.07775666564702988,0.014494298957288265,0.010613251477479935,0.5806452035903931,0.21270751953125,1.5400424003601074,0.00022747498587705195,0.002154118847101927,0.004383912775665522,4.694873496191576e-05,0.07234279811382294
cfg0017,17,17,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,3,0.12,nlm,3,0.062,5,6,9.253089904785156,7.048879623413086,0.18341943621635437,0.004685699939727783,0.9740428844495653,9.253089904785156,0.002837399486452341,0.5310105681419373,0.10304903984069824,0.21330507099628448,0.8582095503807068,0.6449044942855835,0.07791957259178162,0.014497490599751472,0.010754666291177273,0.5806452035903931,0.21441650390625,1.5708050727844238,0.00022750739299226552,0.00260989204980433,0.004383553750813007,7.766684575472027e-05,0.07901511341333389
cfg0018,18,18,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,3,0.16,nlm,3,0.062,5,6,9.212920188903809,6.8555827140808105,0.18289527297019958,0.004685699939727783,0.9740428844495653,9.212920188903809,0.0034821785520762205,0.5457379817962646,0.10415539890527725,0.22885189950466156,0.8740159273147583,0.6451640129089355,0.07829751074314117,0.01454213634133339,0.011028316803276539,0.6129032373428345,0.21270751953125,1.5569692850112915,0.0002275466249557212,0.0032546319998800755,0.004383866209536791,0.00011564945452846587,0.08810599148273468
cfg0019,19,19,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,3,0.18,nlm,3,0.062,5,6,9.183256149291992,6.7587666511535645,0.18263587355613708,0.004685699939727783,0.9740428844495653,9.183256149291992,0.0038759310264140368,0.5531108379364014,0.10473546385765076,0.23634955286979675,0.8825880885124207,0.6462385654449463,0.07854025065898895,0.014573385007679462,0.011179915629327297,0.6129032373428345,0.21319580078125,1.6270846128463745,0.00022757035912945867,0.003648360725492239,0.0043840548023581505,0.00013763527385890484,0.09344837069511414
cfg0020,20,20,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,4,0.08,nlm,3,0.062,5,6,9.006295204162598,8.364128112792969,0.1853402853012085,0.004685699939727783,0.9740428844495653,9.006295204162598,0.0030089733190834522,0.4265444576740265,0.09638118743896484,0.09493738412857056,0.7821779847145081,0.6872406005859375,0.07745211571455002,0.0144547950476408,0.009378727525472641,0.4838709533214569,0.2127685546875,1.571263313293457,0.00022757149417884648,0.002781401854008436,0.004381519742310047,1.6421516193076968e-05,0.0825105607509613
cfg0021,21,21,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,4,0.12,nlm,3,0.062,5,6,8.775290489196777,8.69318675994873,0.1837223619222641,0.004685699939727783,0.9740428844495653,8.775290489196777,0.004080645740032196,0.39615923166275024,0.09420530498027802,0.06574782729148865,0.7756331562995911,0.7098853588104248,0.07732126116752625,0.014295915141701698,0.008904924616217613,0.4516128897666931,0.21270751953125,1.5699704885482788,0.00022759383136872202,0.0038530519232153893,0.0043790447525680065,4.146482751821168e-05,0.0976439043879509
cfg0022,22,22,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,4,0.16,nlm,3,0.062,5,6,8.428269386291504,8.984054565429688,0.18133041262626648,0.004685699939727783,0.9740428844495653,8.428269386291504,0.005548244807869196,0.36589372158050537,0.09217606484889984,0.03651814162731171,0.7698078155517578,0.7332896590232849,0.07762418687343597,0.01418021135032177,0.008470661006867886,0.4193548262119293,0.21258544921875,1.5697722434997559,0.0002275981823913753,0.005320646800100803,0.004375592805445194,7.838589226594195e-05,0.11628192663192749
cfg0023,23,23,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,24,4,0.18,nlm,3,0.062,5,6,8.220975875854492,9.112480163574219,0.17979827523231506,0.004685699939727783,0.9740428844495653,8.220975875854492,0.006430608686059713,0.3507862091064453,0.09121598303318024,0.021387293934822083,0.7659559845924377,0.7445687055587769,0.07792172580957413,0.014137815684080124,0.008432528004050255,0.3870967626571655,0.214599609375,1.5744197368621826,0.00022760537103749812,0.006203003227710724,0.004373257979750633,0.00010133599425898865,0.12657612562179565
cfg0024,24,24,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,32,3,0.08,nlm,3,0.062,5,6,9.430885314941406,7.898606777191162,0.18104064464569092,0.004685699939727783,0.9740428844495653,9.430885314941406,0.0022348486818373203,0.46251675486564636,0.09637937694787979,0.15958569943904877,0.7709782123565674,0.6113924980163574,0.07443273812532425,0.013645444996654987,0.00936868041753769,0.5161290168762207,0.2130126953125,1.504988431930542,0.00022701175475958735,0.002007836941629648,0.0043809134513139725,5.855709969182499e-05,0.07043920457363129
cfg0025,25,25,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,32,3,0.12,nlm,3,0.062,5,6,9.398449897766113,8.134143829345703,0.17859992384910583,0.004685699939727783,0.9740428844495653,9.398449897766113,0.0027256403118371964,0.4413279891014099,0.09380703419446945,0.14617964625358582,0.738893985748291,0.5927143096923828,0.07339348644018173,0.013216480612754822,0.008959793485701084,0.4838709533214569,0.213623046875,1.3662840127944946,0.00022686916054226458,0.0024987710639834404,0.004381304606795311,0.00013090920401737094,0.0778752863407135
cfg0026,26,26,20240710,stripe_target,1,scgi_ured,31,0.0005,0.55,0.5,0.14,32,3,0.16,nlm,3,0.062,5,6,9.286885261535645,8.338094711303711,0.1763589084148407,0.004685699939727783,0.9740428844495653,9.286885261535645,0.003458399558439851,0.4221087098121643,0.09165249019861221,0.13188447058200836,0.7120459675788879,0.5801615118980408,0.07290636748075485,0.01290099322795868,0.008599400520324707,0.4838709533214569,0.21173095703125,1.5341105461120605,0.00022676135995425284,0.0032316381111741066,0.004383750259876251,0.0002226513170171529,0.08816476911306381
