sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.414616473994265,-10.026773107201896,9
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.3945279798998822,-9.941238847448428,9
0.05,agc,fourier_fourstep,hadamard_paired,0.001,left_censored,0.20570327862944637,-2.52700085472177,9
0.05,agc,dct_paired,hadamard_paired,,not_reached,-0.7195040917003688,-2.214474713022229,9
0.05,agc,srht_paired,hadamard_paired,0.001,left_censored,18.763720406567554,1.1045349689579655,9
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.4145932939570844,-26.507523673526457,9
0.05,none,random_binary,hadamard_paired,,not_reached,-2.363224209636753,-25.905300263191712,9
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-1.2526660609513733,-20.362787457279456,9
0.05,none,dct_paired,hadamard_paired,,not_reached,-0.43885979455983914,-2.7409953910123583,9
0.05,none,srht_paired,hadamard_paired,0.3,observed,0.08993627193205711,-0.39048527113193643,9
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.9866658428613846,-3.0170531793589745,9
0.05,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.08152116187651615,0.00850346441857397,9
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-4.027785905937847,-32.31924691167378,9
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-3.0014207401677986,-32.56099192184657,9
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-1.2166806565616906,-27.648140713779107,9
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.1638356971653714,-3.009400024419591,9
0.05,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.08339124670451525,0.020466120688332978,9
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-4.0012777197879785,-29.306077552735218,9
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-2.859890541639073,-29.508050103311035,9
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-1.2366391429431758,-24.5916931854305,9
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.9525297830537536,-2.908564416643763,9
0.05,reference_k32,srht_paired,hadamard_paired,1.0,observed,0.06034352708974566,-0.10994517027080519,9
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.852990357398573,-29.832520422106892,9
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-2.7185322815487076,-30.066319677556763,9
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-1.3006539443371086,-25.163640295909225,9
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.9742632125389097,-3.018427438955541,9
0.05,reference_k8,srht_paired,hadamard_paired,0.1,observed,0.0851012122735515,-0.03330604040608165,9
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-3.3763432129923814,-18.10539287362791,9
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-2.366879852335691,-18.319478939851447,9
0.05,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-1.2356106096986235,-12.173603208620307,9
0.05,scgi_frozen,dct_paired,hadamard_paired,0.001,left_censored,1.7190568645392759,-2.6311308199888686,9
0.05,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,9.986930964775986,0.13554554650618122,9
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-3.441597263277414,-29.06641475445624,9
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-2.422438742945019,-29.289330013181267,9
0.05,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-1.348732954169245,-23.18331685510099,9
0.05,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-1.9748728170154095,-2.8267359442142777,9
0.05,scgi_proxy,srht_paired,hadamard_paired,0.3,observed,0.08158217740201579,-0.13488435249299613,9
0.1,agc,random_uniform,hadamard_paired,,not_reached,-0.8805236519448449,-10.085238395231562,9
0.1,agc,random_binary,hadamard_paired,,not_reached,-0.08354583598430132,-9.887840455663142,9
0.1,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.08001598552513656,-2.6860876358207477,9
0.1,agc,dct_paired,hadamard_paired,,not_reached,-0.8238305510000057,-2.1283901777413927,9
0.1,agc,srht_paired,hadamard_paired,0.001,left_censored,13.30462198997899,0.5251627575984603,9
0.1,none,random_uniform,hadamard_paired,,not_reached,-1.3093559904836187,-21.960139613973524,9
0.1,none,random_binary,hadamard_paired,,not_reached,-0.4779224145473506,-20.817509270073813,9
0.1,none,fourier_fourstep,hadamard_paired,,not_reached,-0.39716620258318436,-14.237696822983985,9
0.1,none,dct_paired,hadamard_paired,,not_reached,-0.47353516276965735,-2.4275882946121605,9
0.1,none,srht_paired,hadamard_paired,0.1,observed,0.11025492205652299,-0.3400527551223398,9
0.1,pairwise,dct_paired,hadamard_paired,,not_reached,-0.9857421930135697,-3.0124440836620465,9
0.1,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.099700594513493,0.012058920975334786,9
