config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,nlm_patch_size,nlm_patch_distance,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0000,0,0,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.18,nlm,3,0.062,5,6,9.093905448913574,6.870319843292236,0.18432436883449554,0.004685699939727783,0.9740428844495653,9.093905448913574,0.00408993661403656,0.5456510782241821,0.10535454750061035,0.22510161995887756,0.8851717710494995,0.6600701808929443,0.08026225119829178,0.01505929883569479,0.011294659227132797,0.6129032373428345,0.21307373046875,1.5676788091659546,0.00022750621428713202,0.003862430341541767,0.004373360425233841,6.788017344661057e-05,0.09621062129735947
cfg0001,1,1,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.22,nlm,3,0.062,5,6,9.027691841125488,6.707080841064453,0.18417876958847046,0.004685699939727783,0.9740428844495653,9.027691841125488,0.005075568798929453,0.5582704544067383,0.10663139820098877,0.23820924758911133,0.9005459547042847,0.6623367071151733,0.08123350143432617,0.015229925513267517,0.011507081799209118,0.6129032373428345,0.21417236328125,1.6613789796829224,0.00022754320525564253,0.004848025739192963,0.0043747154995799065,9.29316520341672e-05,0.10859091579914093
cfg0002,2,2,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.26,nlm,3,0.062,5,6,8.950959205627441,6.5420241355896,0.18400074541568756,0.004685699939727783,0.9740428844495653,8.950959205627441,0.006264866795390844,0.5710042715072632,0.10794365406036377,0.2510535717010498,0.9162071943283081,0.6651536226272583,0.0823073759675026,0.015414289198815823,0.011745783500373363,0.6451612710952759,0.2125244140625,1.6285477876663208,0.00022758757404517382,0.0060372790321707726,0.00437568873167038,0.00012254988541826606,0.1225188598036766
cfg0003,3,3,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062,5,6,8.865257263183594,6.376010894775391,0.18379001319408417,0.004685699939727783,0.9740428844495653,8.865257263183594,0.007657916285097599,0.5838059782981873,0.1092861071228981,0.26343756914138794,0.9321012496948242,0.6686636805534363,0.08346065878868103,0.015611579641699791,0.012071178294718266,0.6451612710952759,0.21380615234375,1.6899895668029785,0.00022763646848034114,0.00743027962744236,0.004376896657049656,0.00015665327373426408,0.13754989206790924
cfg0004,4,4,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.34,nlm,3,0.062,5,6,8.776134490966797,6.209382057189941,0.18354502320289612,0.004685699939727783,0.9740428844495653,8.776134490966797,0.009255786426365376,0.5966641902923584,0.11065003275871277,0.2763479948043823,0.9478528499603271,0.6715048551559448,0.08467676490545273,0.01581847481429577,0.012318217195570469,0.6774193644523621,0.21221923828125,1.7316495180130005,0.0002276864688610658,0.009028100408613682,0.0043777283281087875,0.00019525436800904572,0.15332508087158203
cfg0005,5,5,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.38,nlm,3,0.062,5,6,8.682916641235352,6.043038845062256,0.18328344821929932,0.004685699939727783,0.9740428844495653,8.682916641235352,0.011055845767259598,0.6095319390296936,0.11203888058662415,0.2886505126953125,0.9638626575469971,0.6752121448516846,0.08595193177461624,0.016039501875638962,0.012613740749657154,0.6774193644523621,0.21337890625,1.732805848121643,0.00022773840464651585,0.010828107595443726,0.0043787043541669846,0.0002383526152698323,0.16964814066886902
cfg0006,6,6,20240710,stripe_target,1,scgi_ured,35,0.0005,0.55,0.5,0.11,24,3,0.45,nlm,3,0.062,5,6,8.516069412231445,5.752862930297852,0.18279413878917694,0.004685699939727783,0.9740428844495653,8.516069412231445,0.014696923084557056,0.6320975422859192,0.1145266741514206,0.3111118972301483,0.9915913343429565,0.6804794073104858,0.08831924200057983,0.016461674124002457,0.013094284571707249,0.7096774578094482,0.21258544921875,1.8129667043685913,0.00022783978783991188,0.014469083398580551,0.0043804538436234,0.0003244827676098794,0.1990998089313507
cfg0007,7,7,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.18,nlm,3,0.062,5,6,9.502230644226074,7.259381294250488,0.18228685855865479,0.004685699939727783,0.9740428844495653,9.502230644226074,0.0032620264682918787,0.5141676664352417,0.10098541527986526,0.20255210995674133,0.8292232751846313,0.6266711950302124,0.07812479883432388,0.01408318430185318,0.010414647869765759,0.5806452035903931,0.21221923828125,1.504032850265503,0.0002274377620778978,0.00303458864800632,0.00438377819955349,7.724878378212452e-05,0.08418427407741547
cfg0008,8,8,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.22,nlm,3,0.062,5,6,9.477010726928711,7.189765453338623,0.18201938271522522,0.004685699939727783,0.9740428844495653,9.477010726928711,0.0036766990087926388,0.5194796919822693,0.10133898258209229,0.20945975184440613,0.8347481489181519,0.6252883672714233,0.07835700362920761,0.014082228764891624,0.010473331436514854,0.5806452035903931,0.21258544921875,1.5649902820587158,0.0002274641883559525,0.003449234878644347,0.004386025480926037,0.00011348867701599374,0.08925166726112366
cfg0009,9,9,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.26,nlm,3,0.062,5,6,9.444565773010254,7.117913246154785,0.1817665696144104,0.004685699939727783,0.9740428844495653,9.444565773010254,0.004180526826530695,0.524960994720459,0.101722851395607,0.21594801545143127,0.8406303524971008,0.6246823072433472,0.0786636546254158,0.014091010205447674,0.010546225123107433,0.5806452035903931,0.2132568359375,1.5894922018051147,0.0002274923463119194,0.003953034523874521,0.0043877470307052135,0.000157120157382451,0.095227912068367
cfg0010,10,10,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062,5,6,9.405051231384277,7.044744968414307,0.1815214604139328,0.004685699939727783,0.9740428844495653,9.405051231384277,0.004773346707224846,0.5305392742156982,0.10212943702936172,0.2218845784664154,0.8469904065132141,0.6251058578491211,0.07904611527919769,0.01410861685872078,0.010575366206467152,0.5806452035903931,0.2138671875,1.5645477771759033,0.00022752978838980198,0.0045458171516656876,0.004389800596982241,0.00020813493756577373,0.10203583538532257
cfg0011,11,11,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.34,nlm,3,0.062,5,6,9.361245155334473,6.97047758102417,0.18128085136413574,0.004685699939727783,0.9740428844495653,9.361245155334473,0.005456059705466032,0.5361956357955933,0.10255219042301178,0.2283746898174286,0.8533728718757629,0.6249982118606567,0.07949632406234741,0.01413252018392086,0.010659807361662388,0.5806452035903931,0.2144775390625,1.540472388267517,0.00022756154066883028,0.0052284980192780495,0.004391550086438656,0.0002665268548298627,0.10959497094154358
cfg0012,12,12,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.38,nlm,3,0.062,5,6,9.312056541442871,6.8958845138549805,0.1810528039932251,0.004685699939727783,0.9740428844495653,9.312056541442871,0.006226772908121347,0.5418760776519775,0.10299165546894073,0.23423832654953003,0.860053539276123,0.625815212726593,0.08001116663217545,0.014165242202579975,0.010770588181912899,0.6129032373428345,0.21209716796875,1.5441550016403198,0.00022759995772503316,0.005999173037707806,0.00439297454431653,0.0003323195851407945,0.11777463555335999
cfg0013,13,13,20240710,stripe_target,1,scgi_ured,36,0.0005,0.55,0.5,0.11,24,3,0.45,nlm,3,0.062,5,6,9.218186378479004,6.764549732208252,0.18068988621234894,0.004685699939727783,0.9740428844495653,9.218186378479004,0.007790065370500088,0.5518816709518433,0.10380016267299652,0.2457084357738495,0.8716087937355042,0.625900387763977,0.08107130229473114,0.014245114289224148,0.010953179560601711,0.6129032373428345,0.21270751953125,1.625194787979126,0.00022767187329009175,0.007562393322587013,0.0043959226459264755,0.0004652341885957867,0.13334617018699646
cfg0014,14,14,20240710,stripe_target,1,scgi_ured,37,0.0005,0.55,0.5,0.11,24,3,0.18,nlm,3,0.062,5,6,9.333037376403809,7.6854376792907715,0.1797179877758026,0.004685699939727783,0.9740428844495653,9.502230644226074,0.002758235903456807,0.4785429537296295,0.09669612348079681,0.17508003115653992,0.7718878984451294,0.5968078374862671,0.07885537296533585,0.013353834860026836,0.009541144594550133,0.5161290168762207,0.21392822265625,1.5049415826797485,0.00022737175459042192,0.002530864207074046,0.004390168935060501,0.00014120200648903847,0.07803598046302795
cfg0015,15,15,20240710,stripe_target,1,scgi_ured,37,0.0005,0.55,0.5,0.11,24,3,0.22,nlm,3,0.062,5,6,9.292667388916016,7.713794231414795,0.17899146676063538,0.004685699939727783,0.9740428844495653,9.477010726928711,0.0028046697843819857,0.4757211208343506,0.09608839452266693,0.1750899851322174,0.7665435671806335,0.5914535522460938,0.07856720685958862,0.013190168887376785,0.009410180151462555,0.5161290168762207,0.213623046875,1.4906961917877197,0.00022738429834134877,0.0025772855151444674,0.004393707495182753,0.00021504447795450687,0.07841542363166809
cfg0016,16,16,20240710,stripe_target,1,scgi_ured,37,0.0005,0.55,0.5,0.11,24,3,0.26,nlm,3,0.062,5,6,9.247148513793945,7.739458084106445,0.17828351259231567,0.004685699939727783,0.9740428844495653,9.444565773010254,0.002864816226065159,0.473110169172287,0.0955103412270546,0.17443054914474487,0.7616298198699951,0.5871992707252502,0.07831074297428131,0.013034612871706486,0.009259720332920551,0.5161290168762207,0.21343994140625,1.4825549125671387,0.00022739998530596495,0.0026374163571745157,0.0043966565281152725,0.0003042590687982738,0.07892834395170212
cfg0017,17,17,20240710,stripe_target,1,scgi_ured,37,0.0005,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062,5,6,9.195962905883789,7.763572692871094,0.17758476734161377,0.004685699939727783,0.9740428844495653,9.405051231384277,0.0029384882654994726,0.4706164002418518,0.09495258331298828,0.17314782738685608,0.7572628855705261,0.5841150283813477,0.07809171825647354,0.01288649532943964,0.009119777008891106,0.5161290168762207,0.213134765625,1.4857428073883057,0.00022742056171409786,0.0027110676746815443,0.004399475641548634,0.00040896772406995296,0.07956183701753616
