basis,rho,object,fit_max_W,slope_log_err_vs_log_W,W,object_mean_err,object_std_err,relative_spread
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,digit_0,32,-0.000492901672253676,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,digit_1,32,0.24408600271321337,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,digit_1,32,0.24408600271321337,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,digit_1,32,0.24408600271321337,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,digit_1,32,0.24408600271321337,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,digit_1,32,0.24408600271321337,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,digit_1,32,0.24408600271321337,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,digit_1,32,0.24408600271321337,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,digit_1,32,0.24408600271321337,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,digit_1,32,0.24408600271321337,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,digit_2,32,0.3012642565904568,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,digit_2,32,0.3012642565904568,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,digit_2,32,0.3012642565904568,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,digit_2,32,0.3012642565904568,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,digit_2,32,0.3012642565904568,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,digit_2,32,0.3012642565904568,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,digit_2,32,0.3012642565904568,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,digit_2,32,0.3012642565904568,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,digit_2,32,0.3012642565904568,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,digit_3,32,0.24019509358838503,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,digit_3,32,0.24019509358838503,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,digit_3,32,0.24019509358838503,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,digit_3,32,0.24019509358838503,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,digit_3,32,0.24019509358838503,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,digit_3,32,0.24019509358838503,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,digit_3,32,0.24019509358838503,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,digit_3,32,0.24019509358838503,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,digit_3,32,0.24019509358838503,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,digit_4,32,0.0012719491652433297,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,letter_A,32,-0.10729810886084781,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,letter_L,32,-0.2594875001774978,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,natural_patch,32,0.4313331128786563,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,ring,32,0.3084002318942263,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,ring,32,0.3084002318942263,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,ring,32,0.3084002318942263,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,ring,32,0.3084002318942263,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,ring,32,0.3084002318942263,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,ring,32,0.3084002318942263,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,ring,32,0.3084002318942263,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,ring,32,0.3084002318942263,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,ring,32,0.3084002318942263,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_paired,0.01,stripe,32,0.39658033274772586,4,0.02786199765606782,0.014121794610173086,0.5068478859446613
hadamard_paired,0.01,stripe,32,0.39658033274772586,8,0.022971132458985796,0.005640708327449637,0.24555638854640438
hadamard_paired,0.01,stripe,32,0.39658033274772586,16,0.025555240181524035,0.0015963640350985565,0.06246718965500853
hadamard_paired,0.01,stripe,32,0.39658033274772586,32,0.03409999549649914,0.0004577655694358538,0.01342421202028751
hadamard_paired,0.01,stripe,32,0.39658033274772586,64,0.04725309894560656,0.00016243123198060702,0.0034374725807419103
hadamard_paired,0.01,stripe,32,0.39658033274772586,128,0.06655003094500463,0.00013210898641584669,0.0019851078134737223
hadamard_paired,0.01,stripe,32,0.39658033274772586,256,0.0921153179804149,0.00015142908628095505,0.001643907762584624
hadamard_paired,0.01,stripe,32,0.39658033274772586,512,0.11878886848832555,0.00030759097848809795,0.0025893922755761216
hadamard_paired,0.01,stripe,32,0.39658033274772586,1024,0.1461331698720616,0.0009153510374765041,0.00626381428855534
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,4,0.026531820548551195,0.014764146140667407,0.5564693954434884
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,8,0.019122296735076604,0.006834611061325242,0.35741580397025785
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,16,0.01905452123606815,0.0023709726865827506,0.12443097662799082
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,32,0.024559283545587264,0.0009648370369248157,0.03928604167682142
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,64,0.0337496450855423,0.0007002910050720643,0.02074958131551006
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,128,0.046213904136865304,0.0010755016486937135,0.023272252556471956
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,256,0.06139653879272529,0.001901914093025158,0.03097754580996854
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,512,0.07962424920539427,0.0023308896015864374,0.02927361482020138
hadamard_random_paired,0.01,digit_0,32,-0.1609870265672512,1024,0.08855032844591128,0.002771885693746974,0.03130294085176782
hadamard_random_paired,0.01,digit_1,32,0.115424909915169,4,0.026531820548551195,0.014764146140667407,0.5564693954434884
hadamard_random_paired,0.01,digit_1,32,0.115424909915169,8,0.019122296735076604,0.006834611061325242,0.35741580397025785
