variant,basis_name,paired,correction,rho,sigma_a,seed,object,num_frames,mse,rel_mse,psnr,recon_scale,gain_rel_mse,gain_corr,gain_scale
sign_only,sign_only,True,oracle,1.0,0.3,3,2,2048,5.807713629934726e-14,8.218762718411747e-13,120.0,1.0000001311576143,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,3,2048,0.08522710343534896,0.9039970808592419,10.694222714238924,0.10206794394400749,,,
sign_only,sign_only,True,agc,1.0,0.3,3,3,2048,0.0852156782257648,0.9038758945734716,10.694804951331756,0.10243310349483965,0.08171389251947403,0.08429019153118134,0.999546468257904
sign_only,sign_only,True,pairwise,1.0,0.3,3,3,2048,0.08472482729971,0.8986694779946518,10.719893077412117,0.11510635251697637,0.02692735195159912,0.8199214935302734,0.9998448491096497
sign_only,sign_only,True,oracle,1.0,0.3,3,3,2048,6.914571670760695e-14,7.33423095917056e-13,120.0,1.000000037428673,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,4,2048,0.03096387782218874,0.8748214793685295,15.091446548587468,0.12609147167197732,,,
sign_only,sign_only,True,agc,1.0,0.3,3,4,2048,0.03092986157615434,0.8738604194247697,15.096220236388145,0.1268500099347188,0.08172906190156937,0.08406796306371689,0.9995207786560059
sign_only,sign_only,True,pairwise,1.0,0.3,3,4,2048,0.030562488704831896,0.8634810450900777,15.148112840371743,0.14396146884390817,0.02693987637758255,0.8198263049125671,0.9999238848686218
sign_only,sign_only,True,oracle,1.0,0.3,3,4,2048,2.4081749680717072e-14,6.803809265249951e-13,120.0,0.9999999352701484,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,5,2048,0.10664864410160793,0.9231703734328144,9.72044661667276,0.08577746115560113,,,
sign_only,sign_only,True,agc,1.0,0.3,3,5,2048,0.1065209121722156,0.9220647022454332,9.725651232163523,0.08660148548707963,0.08178823441267014,0.08092781901359558,0.999497652053833
sign_only,sign_only,True,pairwise,1.0,0.3,3,5,2048,0.10503643368967865,0.9092147821492063,9.786600323030665,0.10143703661156,0.026906970888376236,0.8200698494911194,1.000003457069397
sign_only,sign_only,True,oracle,1.0,0.3,3,5,2048,8.560223367468063e-14,7.409887551204835e-13,120.0,1.0000000372177693,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,6,2048,0.12255926007653581,0.9207035662349069,9.11653869657029,0.0845777688333469,,,
sign_only,sign_only,True,agc,1.0,0.3,3,6,2048,0.12251915720491194,0.9204023008968386,9.11795999316616,0.0850171418562568,0.08170782029628754,0.08484088629484177,0.9995409846305847
sign_only,sign_only,True,pairwise,1.0,0.3,3,6,2048,0.12114506966410227,0.9100797247132653,9.166942559899098,0.09813248342278982,0.026893068104982376,0.8201732635498047,0.999947726726532
sign_only,sign_only,True,oracle,1.0,0.3,3,6,2048,1.2541778594539176e-13,9.421777082947307e-13,120.0,1.0000002249439035,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,7,2048,0.11973693831037584,0.9328952281177842,9.217718510166987,0.07302601678877944,,,
sign_only,sign_only,True,agc,1.0,0.3,3,7,2048,0.11959770287573981,0.9318104160757379,9.222771618022161,0.07374984095417039,0.08171694725751877,0.0838678628206253,0.9995542764663696
sign_only,sign_only,True,pairwise,1.0,0.3,3,7,2048,0.11866526898033515,0.9245456309239456,9.256763720083264,0.08451966201036895,0.026891525834798813,0.8201847672462463,0.9999472498893738
sign_only,sign_only,True,oracle,1.0,0.3,3,7,2048,1.1861628666519733e-13,9.241639995852873e-13,120.0,0.9999998709167495,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,8,2048,0.10313505058774983,0.9103815917845993,9.865937140579156,0.08605156767812068,,,
sign_only,sign_only,True,agc,1.0,0.3,3,8,2048,0.10314036572868701,0.9104285089717183,9.865713329480258,0.08633702540183393,0.08170556277036667,0.08417665213346481,0.9995689392089844
sign_only,sign_only,True,pairwise,1.0,0.3,3,8,2048,0.10207187277155563,0.9009968335754255,9.910939169044687,0.09874719325188885,0.02689690887928009,0.8201445937156677,0.9999708533287048
sign_only,sign_only,True,oracle,1.0,0.3,3,8,2048,1.0047075492229121e-13,8.868636343580761e-13,120.0,1.0000002065856872,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,3,9,2048,0.07214005787680548,0.9077801762418353,11.418235135900543,0.09691875867776664,,,
sign_only,sign_only,True,agc,1.0,0.3,3,9,2048,0.0721241471079376,0.9075799618118483,11.419193094827486,0.09733830395548841,0.0816873088479042,0.08564562350511551,0.9995585680007935
sign_only,sign_only,True,pairwise,1.0,0.3,3,9,2048,0.07104473896945862,0.8939971433469858,11.48468077076834,0.11259586498658004,0.026911063119769096,0.8200394511222839,1.0000208616256714
sign_only,sign_only,True,oracle,1.0,0.3,3,9,2048,5.803865923977519e-14,7.303341009719745e-13,120.0,1.0000000366106567,1.3707206383665755e-14,1.0,1.0000001192092896
sign_only,sign_only,True,none,1.0,0.3,4,0,2048,0.07261399184424007,0.8588727514994382,11.389796879050655,0.12750633007633624,,,
sign_only,sign_only,True,agc,1.0,0.3,4,0,2048,0.07261137954752786,0.8588418534533734,11.389953119800664,0.12773099587219014,0.08515805006027222,0.13556228578090668,0.9995721578598022
sign_only,sign_only,True,pairwise,1.0,0.3,4,0,2048,0.0716935795935178,0.8479861856708122,11.445197351544607,0.14276965628408897,0.026637420058250427,0.832291841506958,0.9999632239341736
sign_only,sign_only,True,oracle,1.0,0.3,4,0,2048,5.7155750976108e-14,6.760338587384861e-13,120.0,0.9999999983391717,0.0,0.9999999403953552,1.0
sign_only,sign_only,True,none,1.0,0.3,4,1,2048,0.07206845585746799,0.9036265078882879,11.422547830573215,0.10844835956556402,,,
sign_only,sign_only,True,agc,1.0,0.3,4,1,2048,0.07208296481097534,0.9038084276316065,11.421673588968313,0.10862525069494809,0.08508917689323425,0.13814547657966614,0.9995949864387512
sign_only,sign_only,True,pairwise,1.0,0.3,4,1,2048,0.07093803649454394,0.8894528047165623,11.491208366053531,0.12480632731905006,0.026615135371685028,0.8324461579322815,0.9999926090240479
sign_only,sign_only,True,oracle,1.0,0.3,4,1,2048,6.178552798037546e-14,7.746945625886524e-13,120.0,1.0000000882355138,0.0,0.9999999403953552,1.0
sign_only,sign_only,True,none,1.0,0.3,4,2,2048,0.061990731527484626,0.8772593582078677,12.076732386851193,0.11231714671899307,,,
sign_only,sign_only,True,agc,1.0,0.3,4,2,2048,0.062111623130262285,0.8789701508901323,12.068271214176978,0.11190291269053378,0.08513127267360687,0.13697493076324463,0.9995436668395996
sign_only,sign_only,True,pairwise,1.0,0.3,4,2,2048,0.06117681266954039,0.8657412180382059,12.134131536359046,0.12666040276002427,0.026604292914271355,0.8325212597846985,0.999989926815033
sign_only,sign_only,True,oracle,1.0,0.3,4,2,2048,5.5006439480987175e-14,7.784214286130194e-13,120.0,1.0000001434027643,0.0,0.9999999403953552,1.0
sign_only,sign_only,True,none,1.0,0.3,4,3,2048,0.08206020532841878,0.8704060455119565,10.858674006899971,0.11717691066181112,,,
