image_size,num_pixels,num_frames,basis,sigma_delta,seed,object,mse,rel_mse,psnr,recon_scale,delta_recon_mse,delta_recon_rel_mse
16,256,512,fourier_fourstep,0.01,3,2,0.021488829356656258,0.10193645760623385,16.677872428516153,1.1879819339637228,0.0006039954340387431,0.00451233837255119
16,256,512,fourier_fourstep,0.01,3,3,0.011859356696574973,0.11522232747514073,19.259388683667837,1.3216623470420472,0.0002115416773859932,0.0040560782363245436
16,256,512,fourier_fourstep,0.01,3,4,0.01525793006656092,0.11549881714594117,18.16504379988314,1.2740763956075907,0.0003596271676228758,0.005009006538363262
16,256,512,fourier_fourstep,0.02,0,0,0.016503805853231586,0.13107459700634158,17.82415893939785,1.2505371652196848,0.0012183403017026655,0.017751277527097126
16,256,512,fourier_fourstep,0.02,0,1,0.011833548870968791,0.1311981548424176,19.26884991302323,1.2386087462778892,0.000970350967220264,0.019376072373641237
16,256,512,fourier_fourstep,0.02,0,2,0.02464057915813988,0.11688739814804022,16.08349088624969,1.1674043733344397,0.0025829465546812628,0.019296716822845283
16,256,512,fourier_fourstep,0.02,0,3,0.012594384605854806,0.12236366141367284,18.998230483969845,1.3261669145225865,0.000844152215252809,0.016185687240176813
16,256,512,fourier_fourstep,0.02,0,4,0.015978327281716626,0.12095204873520275,17.964686874966123,1.2665120579390154,0.001319147578442911,0.018373525251617548
16,256,512,fourier_fourstep,0.02,1,0,0.015556878167508385,0.12355401866798137,18.08077549418988,1.2734520084883534,0.001033891440510454,0.015063848637152199
16,256,512,fourier_fourstep,0.02,1,1,0.011676639443682978,0.12945850534574097,19.326821299174178,1.2389493273107046,0.0007613614702294012,0.015202947642672998
16,256,512,fourier_fourstep,0.02,1,2,0.02318065313663951,0.1099619540240767,16.348743315457476,1.1821616633165137,0.002765467069402788,0.02066029388972573
16,256,512,fourier_fourstep,0.02,1,3,0.013353517666855889,0.1297391945382591,18.744043146688103,1.3149450033869396,0.0009518627597649475,0.018250918077035435
16,256,512,fourier_fourstep,0.02,1,4,0.018371234145608685,0.13906577131187406,17.35861667612311,1.224144948742474,0.0013047588685056674,0.018173114524500718
16,256,512,fourier_fourstep,0.02,2,0,0.015726197288754393,0.12489876519373153,18.033762803116275,1.2435305454113512,0.0012417947821529742,0.018093010449455063
16,256,512,fourier_fourstep,0.02,2,1,0.011297235046600074,0.12525206166775904,19.4702783536068,1.2320305133573266,0.0009248319846489522,0.01846714443883139
16,256,512,fourier_fourstep,0.02,2,2,0.026644340126726847,0.12639262952371413,15.743950310196153,1.157328857708914,0.00263278916808046,0.019669081785152275
16,256,512,fourier_fourstep,0.02,2,3,0.012622477556061966,0.12263660497978103,18.98855392847735,1.3206340789445645,0.0009431943844622256,0.01808471154580183
16,256,512,fourier_fourstep,0.02,2,4,0.016496384700966597,0.12487361731469075,17.826112240562633,1.2484669468025278,0.0015714254724152618,0.0218873354810971
16,256,512,fourier_fourstep,0.02,3,0,0.015838243673163804,0.1257886468860568,18.002929796495422,1.2334080804111724,0.0011437369815985312,0.016664303520113527
16,256,512,fourier_fourstep,0.02,3,1,0.01214376987811879,0.13463756462347545,19.15646471159571,1.2412611111052587,0.0009266133457458985,0.018502714848615074
16,256,512,fourier_fourstep,0.02,3,2,0.023840417051030637,0.11309167296656632,16.226861515586034,1.159677073136918,0.002390595442700323,0.01785969717885438
16,256,512,fourier_fourstep,0.02,3,3,0.013434904671343555,0.1305299288355087,18.717654107980877,1.2947391561609722,0.0009401430101469675,0.01802620481037298
16,256,512,fourier_fourstep,0.02,3,4,0.01687375543092199,0.1277302218963876,17.727882498697255,1.2601868176869124,0.0013614326844348836,0.018962486240825364
16,256,512,fourier_fourstep,0.05,0,0,0.024648376449166377,0.19575945322347998,16.08211681757523,1.093548241607385,0.007370272154926452,0.10738522421813881
16,256,512,fourier_fourstep,0.05,0,1,0.01791454751169965,0.19861798045537613,17.467941568338308,1.0934287668200113,0.006036611246723023,0.1205397019834076
16,256,512,fourier_fourstep,0.05,0,2,0.04331595673831916,0.20547769794455636,13.633520887084975,1.0909326454819899,0.01663800091266111,0.12429943295883707
16,256,512,fourier_fourstep,0.05,0,3,0.02183245262548394,0.21211825146683694,16.608974735495753,1.2096616593140845,0.0066173807671701685,0.12688097420262173
16,256,512,fourier_fourstep,0.05,0,4,0.028934282660652493,0.21902547774784267,15.38587280204946,1.163192303023549,0.008387961632899076,0.11683031329488208
16,256,512,fourier_fourstep,0.05,1,0,0.027326410964155848,0.21702862579754933,15.634174045611735,1.1271801655546345,0.007997188552750396,0.11651942666429313
16,256,512,fourier_fourstep,0.05,1,1,0.01801169203893078,0.19969501853285693,17.44445487144169,1.1616522817787043,0.005595027315950715,0.11172210660738423
16,256,512,fourier_fourstep,0.05,1,2,0.05018493985685253,0.23806206049120313,12.99426591985494,1.0288445449603858,0.019674059799354555,0.14698126835640915
16,256,512,fourier_fourstep,0.05,1,3,0.020723504035807815,0.20134400453068904,16.83536809990848,1.2039503503111173,0.005879014991330227,0.11272362520719598
16,256,512,fourier_fourstep,0.05,1,4,0.027610445813918697,0.2090043550119964,15.589265809390877,1.143946120196906,0.00868491049679766,0.12096631561823085
16,256,512,fourier_fourstep,0.05,2,0,0.0261961420785379,0.20805193642004005,15.817626627783683,1.1349923451173638,0.007735895514358904,0.11271237437036204
16,256,512,fourier_fourstep,0.05,2,1,0.01928158965018239,0.21377433026357062,17.148571640098,1.1161036718071755,0.006660548193245242,0.13299854197100047
16,256,512,fourier_fourstep,0.05,2,2,0.04510047511842167,0.2139429092960774,13.45818882950822,1.1074251854817845,0.017165672519908637,0.12824157011303292
16,256,512,fourier_fourstep,0.05,2,3,0.02074600315098435,0.20156259989661812,16.830655604781107,1.1244292066089308,0.005352492435706601,0.10262813619912604
16,256,512,fourier_fourstep,0.05,2,4,0.02516791166763285,0.1905149659858365,15.991528189709054,1.180458885382837,0.008247930675784672,0.11487991565280277
16,256,512,fourier_fourstep,0.05,3,0,0.026617038610308057,0.2113947316379284,15.748402654182701,1.127552809943276,0.007473597705333866,0.10889068251936942
16,256,512,fourier_fourstep,0.05,3,1,0.01675154150386088,0.18572377230506987,17.75945222309705,1.2301660229470759,0.006023529059612529,0.12027847546555852
16,256,512,fourier_fourstep,0.05,3,2,0.046177717725891604,0.2190530199291619,13.35567535332765,0.9804867795087653,0.0173729497929944,0.1297901003508338
16,256,512,fourier_fourstep,0.05,3,3,0.021670692273757175,0.21054663129417292,16.64127214851364,1.2099288966379658,0.005834626149815007,0.11187251815240494
16,256,512,fourier_fourstep,0.05,3,4,0.02791357696724758,0.21129898406697556,15.54184507560099,1.1731271330171158,0.008087366440292738,0.11264352369520242
16,256,512,fourier_fourstep,0.1,0,0,0.052578998153980594,0.41758677091325075,12.791876932456907,0.8649181617137222,0.03466363844395416,0.5050509001940187
16,256,512,fourier_fourstep,0.1,0,1,0.034908863889973996,0.3870333895561741,14.570642850828134,0.8416913178300551,0.021316679970665255,0.4256537560430981
16,256,512,fourier_fourstep,0.1,0,2,0.07976984631797177,0.37840384054839005,10.981612446457884,0.7845686035113136,0.06757596070466895,0.5048475259336641
16,256,512,fourier_fourstep,0.1,0,3,0.036663518170310716,0.35621290472107586,14.35765863197,0.8958978555048916,0.02113986703957814,0.4053336235089572
16,256,512,fourier_fourstep,0.1,0,4,0.050184075047966195,0.3798812343691439,12.994340760028994,0.9058542897941375,0.030585833340450126,0.4260096371369314
16,256,512,fourier_fourstep,0.1,1,0,0.05614537453175607,0.44591122835337044,12.506860167503273,0.8743536375172652,0.03148782637039957,0.45877916362518967
16,256,512,fourier_fourstep,0.1,1,1,0.034487176397763386,0.38235815463709705,14.62342361592861,0.8720618454469155,0.02383284327429578,0.4758967752413039
16,256,512,fourier_fourstep,0.1,1,2,0.08580875796002313,0.407050596980335,10.66468384183896,0.7494872811242106,0.08203135243971472,0.6128410886997733
16,256,512,fourier_fourstep,0.1,1,3,0.03960072453496338,0.384750013627482,14.022968681487807,0.9068760679111324,0.02297944758839257,0.44060555063089946
16,256,512,fourier_fourstep,0.1,1,4,0.05936650667432082,0.44939000697072695,12.2645850567562,0.9376429013264175,0.03407788290112693,0.4746480623074718
16,256,512,fourier_fourstep,0.1,2,0,0.049588375650046666,0.39383499856526955,13.04620117516015,0.9001328002605303,0.032827908810291614,0.47830423003436
16,256,512,fourier_fourstep,0.1,2,1,0.029050731202626925,0.3220844712069598,15.36842932007917,0.859165333983173,0.022925428133059297,0.4577774122031003
16,256,512,fourier_fourstep,0.1,2,2,0.0905721027646068,0.4296464530726965,10.430055493549045,0.8067894304966446,0.07092800854788003,0.5298900564846128
16,256,512,fourier_fourstep,0.1,2,3,0.04108718903263393,0.39919210382789155,13.86293569844842,0.9406602178375144,0.025144453566067638,0.4821171512576506
16,256,512,fourier_fourstep,0.1,2,4,0.050359784665156476,0.38121131340726455,12.979161355724006,0.8856291366652153,0.03228829284383035,0.4497220580869324
16,256,512,fourier_fourstep,0.1,3,0,0.05524162401573364,0.4387335666833673,12.57733562339891,0.936639003823516,0.03389385270599652,0.4938350845046004
16,256,512,fourier_fourstep,0.1,3,1,0.03183808877826031,0.3529878100782173,14.970530105941657,0.8208619486212938,0.022936158188633194,0.4579916711056998
16,256,512,fourier_fourstep,0.1,3,2,0.09134639146415865,0.4333194426938089,10.393086042847091,0.7544267958391737,0.07856232886844994,0.5869246540816623
16,256,512,fourier_fourstep,0.1,3,3,0.040526697907442046,0.3937465224505795,13.922587808869551,0.982725243514483,0.019498478559543946,0.37386181060906887
16,256,512,fourier_fourstep,0.1,3,4,0.05145619015693849,0.3895108361381142,12.885623723244775,0.9093693757897087,0.03564876154097173,0.49652778132305286
16,256,512,srht_paired,0.01,0,0,0.0006478340576832089,0.005145151899686378,31.885362241630105,0.9938747418943086,0.0006525918743682585,0.005182938203612212
16,256,512,srht_paired,0.01,0,1,0.00042214384580728477,0.004680294495920189,33.745395376744725,0.9925683904470641,0.00042717621039296827,0.004736088725552072
16,256,512,srht_paired,0.01,0,2,0.001600898811920651,0.007594176079334484,27.956361176830093,0.9969739938488257,0.0016028253052061702,0.0076033150764141
16,256,512,srht_paired,0.01,0,3,0.00042926993068418036,0.004170671461699795,33.67269531728569,0.9901680291880194,0.00043937539993848477,0.00426885357393083
16,256,512,srht_paired,0.01,0,4,0.0006643124041207039,0.005028683219585093,31.776276382842063,0.9966621028886267,0.0006657866861669451,0.0050398429187161545
16,256,512,srht_paired,0.01,1,0,0.0006402263166079465,0.005084730588115183,31.93666478078935,0.9916986421184103,0.0006490043650151439,0.005154445910017423
16,256,512,srht_paired,0.01,1,1,0.00035287018522982077,0.003912259771422607,34.52385034576193,0.9908438711091351,0.00036054200289153786,0.0039973174381872905
16,256,512,srht_paired,0.01,1,2,0.0014215158209088296,0.006743237838117919,28.472483024208355,0.9925417491124822,0.0014333392702926702,0.006799324947038334
16,256,512,srht_paired,0.01,1,3,0.0004038327877730081,0.003923531006653906,33.93798422958475,0.9980410061201714,0.00040422806650511713,0.003927371506518371
16,256,512,srht_paired,0.01,1,4,0.0007257307095424178,0.005493604843709105,31.392244992105482,0.9999728548837236,0.0007257305496907263,0.0054936033533684375
16,256,512,srht_paired,0.01,2,0,0.0006895835578018528,0.005476729897630163,31.614131022312787,0.9950972768372174,0.0006926231154723054,0.005500869604546412
16,256,512,srht_paired,0.01,2,1,0.0004928836391544223,0.005464584184692021,33.07255597635257,0.9966231496451912,0.0004939138334654485,0.0054760065779833975
16,256,512,srht_paired,0.01,2,2,0.0013025723563214906,0.006179006290916853,28.851981428243253,0.9964749232506559,0.0013051941637008996,0.006191443590440601
16,256,512,srht_paired,0.01,2,3,0.0004433947808413094,0.004307904715744008,33.53209423231363,0.9959909772848308,0.0004450552007852896,0.004324036996005651
16,256,512,srht_paired,0.01,2,4,0.0007130305292238007,0.0053974675696528305,31.468918749313232,0.9914008348090022,0.0007229155800923016,0.0054722947196997485
16,256,512,srht_paired,0.01,3,0,0.0005669370973950443,0.004502661521218134,32.464651241223955,0.9999335715116828,0.0005669388027908198,0.004502674482331298
16,256,512,srht_paired,0.01,3,1,0.000415464213144465,0.0046062376352148555,33.814663791078765,0.9928815424530071,0.0004200790733242851,0.004657402998124116
16,256,512,srht_paired,0.01,3,2,0.0012908610005617222,0.006123451188305022,28.891205198862107,0.9888450948494134,0.0013175225337199025,0.006249925622966934
16,256,512,srht_paired,0.01,3,3,0.0004176308599270936,0.004057589373303997,33.79207417570762,0.9904806651645445,0.0004270996129547974,0.004149585319164032
16,256,512,srht_paired,0.01,3,4,0.0006680913239451997,0.0050572887229472525,31.751641681013965,0.9986644159780123,0.00066832729432077,0.005059074703128972
16,256,512,srht_paired,0.02,0,0,0.002308842776577857,0.018337021119991404,26.366056398803366,0.9829327480011207,0.002346109223182876,0.018632991920796947
16,256,512,srht_paired,0.02,0,1,0.001877995756582618,0.020821275236374465,27.26305393377062,0.9866238705828808,0.0018942295224035868,0.02100126099346844
16,256,512,srht_paired,0.02,0,2,0.004824943303009606,0.022888060596347553,23.165077856019998,0.9625626906857329,0.0051365322304957415,0.024366144471116673
16,256,512,srht_paired,0.02,0,3,0.0017369466403557951,0.016875707487550372,27.602135230353333,0.9943029645248281,0.0017402684983616784,0.016907982103391745
16,256,512,srht_paired,0.02,0,4,0.0023451633576664723,0.01775231585430467,26.298269001292223,0.9650713784136393,0.0025151381719219377,0.01903898285850523
16,256,512,srht_paired,0.02,1,0,0.0022427577056855527,0.01781216799748281,26.492176424971095,0.988965313039557,0.0022581534843750736,0.017934440227466104
16,256,512,srht_paired,0.02,1,1,0.0016795504741278677,0.01862111912267312,27.74806940136799,0.9783531875799834,0.0017228832385561715,0.01910155032758547
16,256,512,srht_paired,0.02,1,2,0.005551632353303465,0.02633525198768544,22.555793019585156,0.9584359976611047,0.005937647726348711,0.028166392388206014
16,256,512,srht_paired,0.02,1,3,0.001975567783885602,0.019194086489526464,27.043080646094925,0.9774504630935412,0.002029294802491202,0.019716084176279933
16,256,512,srht_paired,0.02,1,4,0.0023870797798469963,0.01806961296863937,26.221330659667196,0.9992297872839045,0.0023871569689233032,0.01807019634915814
16,256,512,srht_paired,0.02,2,0,0.002550599186948556,0.02025707061311086,25.933577830887423,0.9854070647261478,0.002577652706344932,0.020471929259451054
16,256,512,srht_paired,0.02,2,1,0.0017744001550024098,0.019672714316458235,27.509484332571965,0.9864143909525879,0.0017911724608171973,0.01985867070966302
16,256,512,srht_paired,0.02,2,2,0.00496818822069505,0.023567570831018746,23.03801959196051,0.9801049123850442,0.005053003036768269,0.02396990741650696
16,256,512,srht_paired,0.02,2,3,0.0017198331647138875,0.01670943755022576,27.645136805101092,0.9801195405220976,0.0017614719843207882,0.01711398948757623
16,256,512,srht_paired,0.02,2,4,0.002734732736501577,0.020701261239127453,25.630851105496237,0.9725505235864864,0.002837790688997724,0.021481383761341247
16,256,512,srht_paired,0.02,3,0,0.0024055745195316978,0.019105272657736747,26.187811850428012,0.983088895265844,0.0024421210996800687,0.019395526120566938
16,256,512,srht_paired,0.02,3,1,0.001966988871719354,0.021807938884526767,27.061980971038196,0.9712017992828781,0.002044563866914674,0.022668012972580854
16,256,512,srht_paired,0.02,3,2,0.005453812055179896,0.025871222304764917,22.632998324385177,0.9605899986569706,0.00579946438121722,0.02751089268531578
16,256,512,srht_paired,0.02,3,3,0.0016484224027277132,0.016015629748222755,27.829314918695363,0.971159089554687,0.0017377428621357708,0.016883443699032
16,256,512,srht_paired,0.02,3,4,0.0027218379663216845,0.02060365096718039,25.651377323387607,0.9878804018911228,0.002741311966928337,0.020751063353422698
16,256,512,srht_paired,0.05,0,0,0.014555007412284257,0.11559707790769436,18.369875690562708,0.8812237413263433,0.016578042305154653,0.1316641720181748
16,256,512,srht_paired,0.05,0,1,0.010618829567638778,0.11773060313953462,19.739233495755084,0.861996027274733,0.012658507787664168,0.14034446337804823
16,256,512,srht_paired,0.05,0,2,0.03213651829318553,0.15244584896806146,14.930011769804132,0.8699980680638851,0.036125971325307524,0.1713706051031448
16,256,512,srht_paired,0.05,0,3,0.0117274652359977,0.11394090543424723,19.307958457682904,0.9061856872227112,0.012704907469181272,0.12343747434168655
16,256,512,srht_paired,0.05,0,4,0.013158198536856442,0.09960436049638549,18.80803565057642,0.8557576858672412,0.016537565992168435,0.12518534327905154
16,256,512,srht_paired,0.05,1,0,0.013170597187572885,0.10460197690437213,18.803945326018024,0.9106829249684427,0.014255064208500689,0.11321488940190351
16,256,512,srht_paired,0.05,1,1,0.011007209186332833,0.12203655479500704,19.583227799033512,0.9191827084170668,0.011619374932199236,0.12882363126852867
16,256,512,srht_paired,0.05,1,2,0.03369869358182514,0.15985633245419847,14.72386935366111,0.8488174400435644,0.03931708413931905,0.18650827237761497
16,256,512,srht_paired,0.05,1,3,0.010454482503019115,0.10157294677660615,19.80697459895145,0.9170493753798296,0.011211074173399269,0.10892379058868469
16,256,512,srht_paired,0.05,1,4,0.015698202502625692,0.11883157233393928,18.0415007293359,0.887064283727311,0.017585017342824992,0.13311429467142352
16,256,512,srht_paired,0.05,2,0,0.013747535217736633,0.10918406666438578,18.617751590911393,0.8861898262810047,0.015597494820635816,0.12387658345390058
16,256,512,srht_paired,0.05,2,1,0.010496567324388894,0.11637508579675067,19.789527043410306,0.8922660258371036,0.01165847233398392,0.1292571028881689
16,256,512,srht_paired,0.05,2,2,0.02978916329740674,0.1413107122399238,15.259416948521718,0.8896395530382715,0.032574751903749935,0.15452470175991662
16,256,512,srht_paired,0.05,2,3,0.011038775996567492,0.10724978557804539,19.57079079451633,0.9178333656747876,0.011775183416095396,0.11440452473335444
16,256,512,srht_paired,0.05,2,4,0.013005896145047581,0.09845146845757789,18.858597182516043,0.8778835728564016,0.015310421125518272,0.11589615577361843
16,256,512,srht_paired,0.05,3,0,0.014656687483048962,0.11640462947595583,18.33964172286205,0.9196510479356936,0.015505935181788718,0.12314940929080063
16,256,512,srht_paired,0.05,3,1,0.011099095170110783,0.12305529157963488,19.547124246948947,0.9153312062958906,0.011775876401114065,0.13055875795495628
16,256,512,srht_paired,0.05,3,2,0.027287163718247284,0.12944198873717974,15.640416034114157,0.8360658887963507,0.03434283930523506,0.1629119698873065
16,256,512,srht_paired,0.05,3,3,0.009307069246722042,0.09042498746068801,20.31187054824931,0.8859053750884578,0.010859880893556136,0.10551169084889785
16,256,512,srht_paired,0.05,3,4,0.01454596885881645,0.1101094440796366,18.372573465362507,0.88361632272452,0.01658540815201521,0.12554749676684204
16,256,512,srht_paired,0.1,0,0,0.04477033011502137,0.35556968070599615,13.49009703324761,0.6384885347275322,0.07078267043060096,0.5621617754336814
16,256,512,srht_paired,0.1,0,1,0.029747903534083433,0.3298139971920747,15.265436355038755,0.6287593263436874,0.05082082787476315,0.5634488627057922
16,256,512,srht_paired,0.1,0,2,0.09097098223105154,0.43153861570037577,10.410971161035329,0.6145594171170853,0.13810901533494546,0.6551471049740041
16,256,512,srht_paired,0.1,0,3,0.02585968661683235,0.2512457763100839,15.873767424643294,0.7553195406411889,0.03394693653816752,0.3298193330469763
16,256,512,srht_paired,0.1,0,4,0.04596294326486978,0.34792829410542814,13.375921687834849,0.6750073801592439,0.06593134437556372,0.49908420516132296
16,256,512,srht_paired,0.1,1,0,0.04166344240799203,0.33089452045724127,13.802448496779672,0.7138158609493993,0.05520531918876302,0.43844517393513394
16,256,512,srht_paired,0.1,1,1,0.03329675750471922,0.3691600207585861,14.775980567751269,0.6495378375670517,0.0498613128414071,0.5528107507957333
16,256,512,srht_paired,0.1,1,2,0.07726347879042188,0.3665143968296427,11.120257416290569,0.6103376931759937,0.13169572581615102,0.6247244127883538
16,256,512,srht_paired,0.1,1,3,0.030431390522298603,0.2956632247427753,15.16678202674238,0.6961334502307579,0.04424431144122218,0.42986586651963976
16,256,512,srht_paired,0.1,1,4,0.04698664352521213,0.35567745592919736,13.280255775465921,0.6610229953161354,0.06937018867902062,0.5251154182682172
16,256,512,srht_paired,0.1,2,0,0.043235242654335995,0.3433778885782776,13.641620992385286,0.6783550022340377,0.0618227182959276,0.49100110052290274
16,256,512,srht_paired,0.1,2,1,0.031722984696514814,0.35171165502916957,14.986259582949891,0.6670394514508439,0.04629226021170224,0.513240780583915
16,256,512,srht_paired,0.1,2,2,0.07944731002607114,0.37687382667466474,10.999208028066462,0.6101023701299109,0.13309548284030603,0.6313644337878385
16,256,512,srht_paired,0.1,2,3,0.03247273298200718,0.31549636033345874,14.884811585850702,0.7066162293523452,0.044617948958724826,0.43349602845444346
16,256,512,srht_paired,0.1,2,4,0.048060479633710664,0.36380613392150224,13.182118993408064,0.6445461558520632,0.07362077615198281,0.5572913292935999
16,256,512,srht_paired,0.1,3,0,0.03579372553830127,0.284276741498978,14.461930963425791,0.6680725123186849,0.058039620377761926,0.4609554264987697
16,256,512,srht_paired,0.1,3,1,0.02777772799820487,0.30797072787013235,15.563032790517624,0.6964088970017489,0.03963981734210151,0.43948536325130705
16,256,512,srht_paired,0.1,3,2,0.09397379757776295,0.44578305657749506,10.26993222503571,0.532871384455362,0.18375619734543136,0.8716834336985513
16,256,512,srht_paired,0.1,3,3,0.03135447258043769,0.304631642331568,15.037005001774862,0.7314085463426028,0.04100616907711267,0.398404943568876
16,256,512,srht_paired,0.1,3,4,0.04563927579687149,0.34547821014650687,13.406612555754236,0.6248914419447666,0.07679564682710127,0.5813243263815339
32,1024,2048,random_uniform,0.01,0,0,0.034272984176873036,0.3521323310997263,14.650480795466445,0.642033307983012,0.004690785772069662,0.03182169296686887
32,1024,2048,random_uniform,0.01,0,1,0.020628567046651038,0.33136076952893967,16.855309390334643,0.6371394161117876,0.0028607845640222554,0.028988242436821538
32,1024,2048,random_uniform,0.01,0,2,0.03330496376364965,0.33577378205265296,14.774910345264304,0.6332005621642643,0.0034899875731016963,0.021466264234518074
32,1024,2048,random_uniform,0.01,0,3,0.04768273775560545,0.37696184904775654,13.216388170677789,0.6410333995667212,0.007221516149076353,0.039068360641948005
32,1024,2048,random_uniform,0.01,0,4,0.0321395818890277,0.34100544650233533,14.929597773694763,0.63372002884294,0.0043241987622272965,0.027962873667058914
32,1024,2048,random_uniform,0.01,1,0,0.033502495670396,0.344216069344662,14.74922840261325,0.6430318917663372,0.004642710984170173,0.031495559731560215
32,1024,2048,random_uniform,0.01,1,1,0.020802101079458016,0.3341482811636713,16.8189279767517,0.6362859744862276,0.0027743535277218383,0.02811243939109358
32,1024,2048,random_uniform,0.01,1,2,0.034227011209075696,0.34506967440611047,14.656310229210586,0.6194324927663094,0.0038121636177734608,0.023447909143015425
32,1024,2048,random_uniform,0.01,1,3,0.04626491100200036,0.3657530422588569,13.347482689310217,0.6549214020885876,0.006490515089733683,0.03511364913449008
32,1024,2048,random_uniform,0.01,1,4,0.03229996390803345,0.34270712209322635,14.907979629491038,0.6177832701825596,0.004365303581028931,0.028228682182915715
32,1024,2048,random_uniform,0.01,2,0,0.03408762237968381,0.3502278607622667,14.674032898651001,0.6463968238285885,0.004697080407756499,0.03186439497329123
32,1024,2048,random_uniform,0.01,2,1,0.020614815522675727,0.3311398760681215,16.858205472483828,0.646585722798217,0.0026371062188595847,0.02672171661065936
32,1024,2048,random_uniform,0.01,2,2,0.033422597233957935,0.33695973846148414,14.759598045758242,0.6293814755304649,0.0035057920939938515,0.02156347490202468
32,1024,2048,random_uniform,0.01,2,3,0.048412617727512985,0.3827320064829983,13.150414339078058,0.63242400159591,0.007329389218062341,0.039651953321892
32,1024,2048,random_uniform,0.01,2,4,0.0325806918268524,0.3456856844663483,14.870396980080367,0.616465462417321,0.004314077673177499,0.027897424609317927
32,1024,2048,random_uniform,0.01,3,0,0.033658530905810044,0.3458192285821677,14.729048436015411,0.6481635517122963,0.00478937676956373,0.03249052173117403
32,1024,2048,random_uniform,0.01,3,1,0.020090043169155573,0.32271035352800975,16.970191300458815,0.6458035185953467,0.002892774863728044,0.029312399164720733
32,1024,2048,random_uniform,0.01,3,2,0.03382588939914026,0.34102564697099197,14.707507754824247,0.6246264233851319,0.0037606943238031984,0.023131331091894226
32,1024,2048,random_uniform,0.01,3,3,0.046651354863020925,0.36880812255122836,13.311357388201767,0.6553665836525712,0.006455002571573716,0.03492152661642928
32,1024,2048,random_uniform,0.01,3,4,0.03212512471766754,0.3408520538977939,14.931551776189472,0.6274683152107514,0.0043639007894516685,0.028219610887673958
32,1024,2048,random_uniform,0.02,0,0,0.03904333672035619,0.4011445604590167,14.084530737585656,0.5940850488472147,0.018290942530151136,0.12408342345003369
32,1024,2048,random_uniform,0.02,0,1,0.023861990835522862,0.3832998980428463,16.222933254262276,0.5857841084674439,0.01161341214720596,0.11767834987497351
32,1024,2048,random_uniform,0.02,0,2,0.038274747857597935,0.3858781212452223,14.170876616202841,0.5809477004504966,0.016275769017841085,0.10010922704989779
32,1024,2048,random_uniform,0.02,0,3,0.05495118373215764,0.43442345809101546,12.60022947775396,0.582085383092454,0.0257149731516203,0.13911785617401246
32,1024,2048,random_uniform,0.02,0,4,0.03729531710478103,0.3957085162362947,14.283456958918313,0.5785364242022377,0.017783224817125114,0.11499704252679725
32,1024,2048,random_uniform,0.02,1,0,0.039192660123535956,0.40267876004251596,14.067952586508614,0.5892412990342448,0.020359908299718787,0.138119023598342
32,1024,2048,random_uniform,0.02,1,1,0.02369983762493951,0.38069519881584835,16.252546294681384,0.6030709825771472,0.011363227033859166,0.11514323177800516
32,1024,2048,random_uniform,0.02,1,2,0.0369375504909588,0.3723967729292898,14.325319081251315,0.5989887653530321,0.015280818954257699,0.09398947432365816
32,1024,2048,random_uniform,0.02,1,3,0.05423256182262784,0.4287423026764286,12.657398799983921,0.5945828886613448,0.0261149110650867,0.14128151797510002
32,1024,2048,random_uniform,0.02,1,4,0.0368420187491095,0.39089895745895054,14.336565807667734,0.5895007877039303,0.01687550310991738,0.10912716724603588
32,1024,2048,random_uniform,0.02,2,0,0.03941850271464938,0.4049991438661118,14.042998761274877,0.5871186019247837,0.01954373463572373,0.13258220546054933
32,1024,2048,random_uniform,0.02,2,1,0.02435392965165266,0.3912020089507578,16.134309527929194,0.5789248941710229,0.011704174081496394,0.11859803777749309
32,1024,2048,random_uniform,0.02,2,2,0.037242052341672646,0.37546669784444053,14.289663938533312,0.5888221762370359,0.014835283548922072,0.09124906893927229
32,1024,2048,random_uniform,0.02,2,3,0.05542558306806273,0.43817388139444224,12.562897294825714,0.5799698209834404,0.02548951883188066,0.13789814960685343
32,1024,2048,random_uniform,0.02,2,4,0.035635700178382634,0.37809974917257233,14.481147036659456,0.5952518219015251,0.01715748241737889,0.11095061528458294
32,1024,2048,random_uniform,0.02,3,0,0.04018212399307355,0.4128448493775187,13.95967110542191,0.591182671072965,0.020605684561434995,0.13978633844044086
32,1024,2048,random_uniform,0.02,3,1,0.02367472267373147,0.3802917723664901,16.25715099630857,0.593382813518684,0.01075047724092611,0.10893425687858753
32,1024,2048,random_uniform,0.02,3,2,0.037172044534806964,0.3747608935609914,14.297835512054489,0.5867560563450324,0.014373065355814566,0.08840605083120806
32,1024,2048,random_uniform,0.02,3,3,0.052241788877777764,0.41300399808973964,12.819819602466477,0.6015922188392006,0.02565818172136057,0.13881061486443744
32,1024,2048,random_uniform,0.02,3,4,0.03779318662401677,0.40099098127560645,14.22586487948561,0.5706217850850014,0.018330283623505857,0.11853465426308049
32,1024,2048,random_uniform,0.05,0,0,0.06212176022408066,0.6382601563620129,12.067562470069916,0.365192064653984,0.11348989545665673,0.7699009896310703
32,1024,2048,random_uniform,0.05,0,1,0.03879947357184365,0.6232436499834868,14.11174166838638,0.3719904570653168,0.07680194794711138,0.778231788129046
32,1024,2048,random_uniform,0.05,0,2,0.05629870213298017,0.5675919143463737,12.495016169245323,0.409390149633572,0.09029366090518844,0.5553795086926716
