arm,sigma_a,object,rho,rel_mse_aligned,rel_mse_raw,n,rel_mse_grid,abs_diff
hadamard_paired+pairwise,0.15,4,0.001,0.0026732405925956803,0.0027774998424064906,5,0.00267324099697318,4.043774998012395e-10
hadamard_paired+pairwise,0.15,4,0.003,0.007967039786526867,0.008166195726097761,5,0.00796704170363928,1.917112413263311e-09
hadamard_paired+pairwise,0.15,4,0.01,0.02595940916900728,0.026366778148306846,5,0.025959415548013058,6.379005778461844e-09
hadamard_paired+pairwise,0.15,4,0.03,0.07345583806119031,0.07799112255788529,5,0.07345584295143026,4.890239949095765e-09
hadamard_paired+pairwise,0.15,4,0.1,0.20443313078774308,0.2532378403016809,5,0.20443312917417916,1.6135639213654684e-09
hadamard_paired+pairwise,0.15,4,0.3,0.4146442777751352,0.689239808840653,5,0.41464429961631755,2.1841182362702938e-08
hadamard_paired+pairwise,0.15,4,1.0,0.635468630191466,1.6600108836999776,5,0.6354686484291565,1.8237690468936307e-08
hadamard_paired+pairwise,0.15,4,3.0,0.7238414664011561,2.460430420505285,5,0.7238414812218961,1.4820739968612884e-08
hadamard_paired+pairwise,0.15,4,10.0,0.7339109666682218,2.583246836510713,5,0.7339110087517609,4.208353909795903e-08
hadamard_paired+pairwise,0.15,5,0.001,0.003774993436115827,0.003861231186355389,5,0.0037749932355395804,2.0057624658398332e-10
hadamard_paired+pairwise,0.15,5,0.003,0.011227704989201273,0.01140168586086275,5,0.0112277059485383,9.593370264848744e-10
hadamard_paired+pairwise,0.15,5,0.01,0.03632926941816065,0.03717194449882881,5,0.03632927514742928,5.729268628962281e-09
hadamard_paired+pairwise,0.15,5,0.03,0.10088817657190101,0.11011955448787474,5,0.10088819128116966,1.4709268650325846e-08
hadamard_paired+pairwise,0.15,5,0.1,0.26676929341203925,0.3579223723187456,5,0.26676932361730965,3.020527039598875e-08
hadamard_paired+pairwise,0.15,5,0.3,0.4998205381648108,0.974677926056762,5,0.4998205437321226,5.5673117782539805e-09
hadamard_paired+pairwise,0.15,5,1.0,0.7081555425504423,2.3502151801690254,5,0.7081555448164116,2.2659693010851356e-09
hadamard_paired+pairwise,0.15,5,3.0,0.7834933261871381,3.4787348501288227,5,0.783493316629954,9.55718404416217e-09
hadamard_paired+pairwise,0.15,5,10.0,0.7918369510713715,3.6602376559854184,5,0.7918369481948893,2.8764822745941387e-09
hadamard_paired+pairwise,0.15,6,0.001,0.003974714249270077,0.004062265895159054,5,0.00397471206746722,2.1818028564379865e-09
hadamard_paired+pairwise,0.15,6,0.003,0.011820643232542519,0.011988636015699366,5,0.01182063747785304,5.754689478415509e-09
hadamard_paired+pairwise,0.15,6,0.01,0.03821235206691025,0.039110574016412755,5,0.03821234802625808,4.040652173964432e-09
hadamard_paired+pairwise,0.15,6,0.03,0.10581785097569818,0.11589190330514867,5,0.10581784577723714,5.198461036637347e-09
hadamard_paired+pairwise,0.15,6,0.1,0.278048441591261,0.3767709046974409,5,0.27804842548443187,1.6106829148210267e-08
hadamard_paired+pairwise,0.15,6,0.3,0.5158253965561973,1.0254652651612304,5,0.5158253823980845,1.4158112793261068e-08
hadamard_paired+pairwise,0.15,6,1.0,0.7207157389567794,2.473402535446069,5,0.7207157427910074,3.834227935151091e-09
hadamard_paired+pairwise,0.15,6,3.0,0.7931283524140025,3.6639365846209024,5,0.7931283535802898,1.1662872889672826e-09
hadamard_paired+pairwise,0.15,6,10.0,0.8012701324487214,3.848157510952602,5,0.8012701268048573,5.643864042781388e-09
hadamard_paired+pairwise,0.15,7,0.001,0.004570647285204136,0.004644333994232163,5,0.00457064701278714,2.7241699607910563e-10
hadamard_paired+pairwise,0.15,7,0.003,0.013564223678548745,0.013743658540995452,5,0.013564217776581438,5.9019673072369105e-09
hadamard_paired+pairwise,0.15,7,0.01,0.04360704322205853,0.044941370383904965,5,0.04360703788718788,5.334870649409407e-09
hadamard_paired+pairwise,0.15,7,0.03,0.11932150344888919,0.13348818113698985,5,0.11932148440361397,1.904527521801036e-08
hadamard_paired+pairwise,0.15,7,0.1,0.3045991804566869,0.4339827651539526,5,0.304599145714442,3.4742244858776417e-08
hadamard_paired+pairwise,0.15,7,0.3,0.5466118373107534,1.1809135136388087,5,0.5466118035778169,3.3732936444152983e-08
hadamard_paired+pairwise,0.15,7,1.0,0.7486210031330334,2.8462667991880757,5,0.7486209875467292,1.558630413622808e-08
hadamard_paired+pairwise,0.15,7,3.0,0.816386237191546,4.219032225199131,5,0.8163862223211495,1.4870396469746083e-08
hadamard_paired+pairwise,0.15,7,10.0,0.8234915490034436,4.434808449909738,5,0.8234915243119756,2.4691467981341475e-08
hadamard_paired+pairwise,0.15,8,0.001,0.004299943001781556,0.004401451617368759,5,0.00429993859349522,4.408286336660128e-09
hadamard_paired+pairwise,0.15,8,0.003,0.012784406232330684,0.013013114203042908,5,0.012784398515878101,7.716452582809397e-09
hadamard_paired+pairwise,0.15,8,0.01,0.04127311601652804,0.042410558850055666,5,0.04127310326528788,1.2751240160979727e-08
hadamard_paired+pairwise,0.15,8,0.03,0.11374836477438159,0.12541781517505507,5,0.11374833764815688,2.7126224710904978e-08
hadamard_paired+pairwise,0.15,8,0.1,0.29343219805370774,0.40754963850880965,5,0.2934321538232822,4.423042554435597e-08
hadamard_paired+pairwise,0.15,8,0.3,0.5305294054056178,1.1101943430468122,5,0.530529357656006,4.774961182008042e-08
hadamard_paired+pairwise,0.15,8,1.0,0.7307950804569223,2.6764089136461924,5,0.7307950460576674,3.439925488901707e-08
hadamard_paired+pairwise,0.15,8,3.0,0.8006258061750134,3.9639168037807644,5,0.8006257587216062,4.745340720369029e-08
hadamard_paired+pairwise,0.15,8,10.0,0.8082386792709422,4.164978651763375,5,0.8082386500476538,2.9223288344759624e-08
hadamard_paired+pairwise,0.15,9,0.001,0.0034904409031184178,0.003593691262932317,5,0.0034904391092918604,1.793826557346806e-09
hadamard_paired+pairwise,0.15,9,0.003,0.010389160833890852,0.010606881003337832,5,0.01038916086338584,2.9494988049161286e-11
hadamard_paired+pairwise,0.15,9,0.01,0.03369174299739537,0.03442308658327305,5,0.03369173083092998,1.2166465390706094e-08
hadamard_paired+pairwise,0.15,9,0.03,0.09408039788516118,0.10182727775272823,5,0.09408038802387911,9.861282068701627e-09
hadamard_paired+pairwise,0.15,9,0.1,0.2519565111036024,0.3303593188804741,5,0.25195648398799053,2.711561186696798e-08
hadamard_paired+pairwise,0.15,9,0.3,0.48096964673412046,0.9007384542099552,5,0.4809696417898148,4.944305687093475e-09
hadamard_paired+pairwise,0.15,9,1.0,0.6950548524555991,2.1679028110918797,5,0.6950548559571061,3.5015070842803198e-09
hadamard_paired+pairwise,0.15,9,3.0,0.7746646386335423,3.21426881399769,5,0.7746646250259533,1.3607588944530846e-08
hadamard_paired+pairwise,0.15,9,10.0,0.7836055048337275,3.3791111102568023,5,0.7836054978747962,6.958931320077966e-09
hadamard_paired+pairwise,0.3,0,0.001,0.01162525304104248,0.012060833861625837,5,0.011625252220371479,8.206710016417373e-10
hadamard_paired+pairwise,0.3,0,0.003,0.03408712377427451,0.03479766784166092,5,0.03408711851457908,5.259695429193911e-09
hadamard_paired+pairwise,0.3,0,0.01,0.10507806387382781,0.11004781549706044,5,0.10507805683644107,7.037386742791973e-09
hadamard_paired+pairwise,0.3,0,0.03,0.25963006636036734,0.32183614785477216,5,0.25963007060674814,4.246380802541694e-09
hadamard_paired+pairwise,0.3,0,0.1,0.532892349285107,1.0426271559559563,5,0.532892358074264,8.789157068811448e-09
hadamard_paired+pairwise,0.3,0,0.3,0.7563192326848563,2.818130210973944,5,0.756319237420399,4.735542624700884e-09
hadamard_paired+pairwise,0.3,0,1.0,0.8807595827964594,6.657317869151287,5,0.8807595885219655,5.725506069254038e-09
hadamard_paired+pairwise,0.3,0,3.0,0.9147404404974167,9.77068678401533,5,0.9147404521313984,1.163398177794761e-08
hadamard_paired+pairwise,0.3,0,10.0,0.9181971869530742,10.255914977523801,5,0.9181971893563372,2.4032630330239613e-09
hadamard_paired+pairwise,0.3,1,0.001,0.01158474926750987,0.01208037971441078,5,0.01158474856480452,7.027053505054282e-10
hadamard_paired+pairwise,0.3,1,0.003,0.0339949371455772,0.034902531378089505,5,0.03399493096579934,6.179777856107904e-09
hadamard_paired+pairwise,0.3,1,0.01,0.10494461558994439,0.1098935845646593,5,0.10494459304643686,2.2543507532946094e-08
hadamard_paired+pairwise,0.3,1,0.03,0.2595279552277643,0.3204734028404912,5,0.25952791919750673,3.6030257555275114e-08
hadamard_paired+pairwise,0.3,1,0.1,0.5322831129745149,1.0376821618112457,5,0.5322830605353739,5.2439141029481107e-08
hadamard_paired+pairwise,0.3,1,0.3,0.758958922099464,2.8021938163971267,5,0.7589588972418028,2.4857661262700503e-08
hadamard_paired+pairwise,0.3,1,1.0,0.8872451945761703,6.631056212084646,5,0.8872451797175953,1.485857503702448e-08
hadamard_paired+pairwise,0.3,1,3.0,0.9220684668738912,9.72177747576617,5,0.9220684459282783,2.0945612910772127e-08
hadamard_paired+pairwise,0.3,1,10.0,0.9255129897613819,10.191605946252325,5,0.9255129765436447,1.3217737127035889e-08
hadamard_paired+pairwise,0.3,2,0.001,0.013267460202556976,0.013649475941597832,5,0.01326746584948756,5.646930582858811e-09
hadamard_paired+pairwise,0.3,2,0.003,0.03872204713601649,0.0395237464822352,5,0.0387220504837966,3.3477801086867487e-09
hadamard_paired+pairwise,0.3,2,0.01,0.1178948605099391,0.12553717000618667,5,0.11789487651316082,1.600322172001789e-08
hadamard_paired+pairwise,0.3,2,0.03,0.2843780747894936,0.36803205471299005,5,0.2843781104858097,3.569631606969992e-08
hadamard_paired+pairwise,0.3,2,0.1,0.5630889808879529,1.193513665177127,5,0.5630890110581817,3.017022875972941e-08
hadamard_paired+pairwise,0.3,2,0.3,0.7819416414232145,3.2246470945997054,5,0.7819416773456702,3.592245567674013e-08
hadamard_paired+pairwise,0.3,2,1.0,0.8992474994514513,7.61047874514566,5,0.8992475056515985,6.200147173451853e-09
hadamard_paired+pairwise,0.3,2,3.0,0.930148578343146,11.181726550868802,5,0.9301485880188404,9.675694356836573e-09
hadamard_paired+pairwise,0.3,2,10.0,0.9332107776383067,11.725561586766526,5,0.933210790835688,1.319738129890169e-08
hadamard_paired+pairwise,0.3,3,0.001,0.012785073496631405,0.013166018516001552,5,0.01278507576356892,2.266937514441847e-09
hadamard_paired+pairwise,0.3,3,0.003,0.03742929813225861,0.03802573170085695,5,0.037429295579499686,2.5527589209151103e-09
hadamard_paired+pairwise,0.3,3,0.01,0.11479162340864273,0.12085116778355995,5,0.11479162387448912,4.658463892415199e-10
hadamard_paired+pairwise,0.3,3,0.03,0.28035009245464587,0.354437591871991,5,0.2803501112584016,1.8803755719165594e-08
hadamard_paired+pairwise,0.3,3,0.1,0.5616649349834215,1.1478468518143923,5,0.5616649571203389,2.21369174102648e-08
hadamard_paired+pairwise,0.3,3,0.3,0.7797700865593372,3.0976538346040337,5,0.7797700967636011,1.020426387832174e-08
hadamard_paired+pairwise,0.3,3,1.0,0.8977482739343712,7.324517016886837,5,0.8977482769568595,3.022488370696408e-09
hadamard_paired+pairwise,0.3,3,3.0,0.9294134870233449,10.736203640498683,5,0.9294135010783394,1.4054994501577767e-08
hadamard_paired+pairwise,0.3,3,10.0,0.9325202069383816,11.255403981857812,5,0.9325202210917206,1.4153339056299785e-08
hadamard_paired+pairwise,0.3,4,0.001,0.010605324630972806,0.011080691391993018,5,0.0106053291783997,4.547426893375395e-09
hadamard_paired+pairwise,0.3,4,0.003,0.031110102574846553,0.031977149726372736,5,0.031110109627981358,7.0531348053681775e-09
hadamard_paired+pairwise,0.3,4,0.01,0.09624389246494174,0.10055426637044167,5,0.09624390126196321,8.797021472384259e-09
hadamard_paired+pairwise,0.3,4,0.03,0.2403952681012683,0.29386673051039924,5,0.24039528071327246,1.2612004163248258e-08
hadamard_paired+pairwise,0.3,4,0.1,0.506454993812237,0.9522892457319955,5,0.5064550114436848,1.763144774624692e-08
hadamard_paired+pairwise,0.3,4,0.3,0.7400149348506286,2.5671291916982146,5,0.7400149545505956,1.969996699102694e-08
hadamard_paired+pairwise,0.3,4,1.0,0.8759961936736594,6.0727614659157005,5,0.8759961981596339,4.48597448077237e-09
hadamard_paired+pairwise,0.3,4,3.0,0.9144387624577208,8.916018761471044,5,0.9144387767960007,1.4338279896719541e-08
hadamard_paired+pairwise,0.3,4,10.0,0.9184295119385151,9.360123873281285,5,0.9184295181202558,6.18174067490429e-09
hadamard_paired+pairwise,0.3,5,0.001,0.014929153879652008,0.015266828732789308,5,0.0149291549270504,1.0473983919762064e-09
hadamard_paired+pairwise,0.3,5,0.003,0.0434388425936449,0.0442903189904084,5,0.04343884731131592,4.717671017728797e-09
hadamard_paired+pairwise,0.3,5,0.01,0.13099452244108484,0.14133917499468254,5,0.13099452868185352,6.240768679610653e-09
hadamard_paired+pairwise,0.3,5,0.03,0.3096246661344725,0.41443970643075545,5,0.30962467797736026,1.1842887781554623e-08
hadamard_paired+pairwise,0.3,5,0.1,0.5926309547884442,1.3458182526182578,5,0.5926309459545317,8.83391249040244e-09
hadamard_paired+pairwise,0.3,5,0.3,0.8000170872856964,3.633703342047351,5,0.8000170984691897,1.1183493242583609e-08
hadamard_paired+pairwise,0.3,5,1.0,0.9057445240164743,8.593873664719089,5,0.9057445178530097,6.163464627562121e-09
hadamard_paired+pairwise,0.3,5,3.0,0.9342805446020064,12.615543183406484,5,0.9342805351251741,9.47683231888874e-09
hadamard_paired+pairwise,0.3,5,10.0,0.9372355786796638,13.234570489069352,5,0.9372355738594143,4.820249532855314e-09
hadamard_paired+pairwise,0.3,6,0.001,0.015717408520469576,0.016044912493309756,5,0.015717405911872838,2.6085967379241293e-09
hadamard_paired+pairwise,0.3,6,0.003,0.04569030344486195,0.046523761470552136,5,0.04569029831697878,5.127883166700098e-09
hadamard_paired+pairwise,0.3,6,0.01,0.13723951751400848,0.14864239235299265,5,0.13723951260316308,4.910845396999264e-09
hadamard_paired+pairwise,0.3,6,0.03,0.3215493767583667,0.43600015758602534,5,0.32154937476527223,1.993094467245271e-09
hadamard_paired+pairwise,0.3,6,0.1,0.607531908474589,1.415962176500118,5,0.6075319106478997,2.1733106425614324e-09
hadamard_paired+pairwise,0.3,6,0.3,0.8117526794326257,3.824905282669319,5,0.811752676699409,2.733216764028157e-09
hadamard_paired+pairwise,0.3,6,1.0,0.911537604076045,9.040097734324878,5,0.91153759779484,6.281205000568946e-09
hadamard_paired+pairwise,0.3,6,3.0,0.9381041163304044,13.266312797192077,5,0.9381041140931552,2.2372491637057124e-09
hadamard_paired+pairwise,0.3,6,10.0,0.9409738700386099,13.929896499866555,5,0.9409738737913887,3.752778865440121e-09
hadamard_paired+pairwise,0.3,7,0.001,0.01801906767085655,0.018288460790683907,5,0.01801906552257268,2.148283870240242e-09
hadamard_paired+pairwise,0.3,7,0.003,0.052054933101846425,0.05318408916823077,5,0.05205492672035448,6.381491945983697e-09
hadamard_paired+pairwise,0.3,7,0.01,0.15385698128789063,0.1705391113240899,5,0.15385697134603676,9.941853867934114e-09
hadamard_paired+pairwise,0.3,7,0.03,0.35030641349196834,0.5019503647472463,5,0.3503063937900612,1.9701907161273624e-08
hadamard_paired+pairwise,0.3,7,0.1,0.6348237837638684,1.6302493046083832,5,0.6348237443475787,3.9416289676630356e-08
hadamard_paired+pairwise,0.3,7,0.3,0.8276060266704499,4.397055938092377,5,0.8276060135208034,1.3149646482801813e-08
hadamard_paired+pairwise,0.3,7,1.0,0.9228842620349391,10.404407448845854,5,0.922884247823716,1.4211223087201574e-08
hadamard_paired+pairwise,0.3,7,3.0,0.9467912588805667,15.295342677795478,5,0.9467912513469858,7.533580870244805e-09
hadamard_paired+pairwise,0.3,7,10.0,0.9490460460545096,16.029098025252118,5,0.9490460386075175,7.446992134063635e-09
hadamard_paired+pairwise,0.3,8,0.001,0.016994564966143058,0.017366296988191858,5,0.016994562210165782,2.7559772762530965e-09
hadamard_paired+pairwise,0.3,8,0.003,0.049315816753218784,0.05045268741655108,5,0.04931580579328948,1.0959929304388272e-08
hadamard_paired+pairwise,0.3,8,0.01,0.14723156137021806,0.1610820838088511,5,0.14723153381857818,2.755163988621412e-08
hadamard_paired+pairwise,0.3,8,0.03,0.3401156944082506,0.47191841698501313,5,0.3401156556356778,3.877257281903468e-08
hadamard_paired+pairwise,0.3,8,0.1,0.6247110869341405,1.5313020750261679,5,0.6247110364474255,5.0486714919806275e-08
hadamard_paired+pairwise,0.3,8,0.3,0.817813038902052,4.136975439814466,5,0.8178130080777546,3.0824297447828997e-08
hadamard_paired+pairwise,0.3,8,1.0,0.9135491302274301,9.790165061802181,5,0.9135491124290421,1.7798387985656916e-08
hadamard_paired+pairwise,0.3,8,3.0,0.9391919727738598,14.349100763478196,5,0.9391919708801106,1.8937491574888554e-09
hadamard_paired+pairwise,0.3,8,10.0,0.9418067061180457,15.071700610838937,5,0.941806696605424,9.51262169035516e-09
hadamard_paired+pairwise,0.3,9,0.001,0.013819665563423952,0.01424226691623411,5,0.013819663222667,2.3407569511163517e-09
hadamard_paired+pairwise,0.3,9,0.003,0.04031210423276799,0.041293904155166324,5,0.0403121040957707,1.3699728851346293e-10
hadamard_paired+pairwise,0.3,9,0.01,0.12245400210254809,0.13098580061196702,5,0.12245400931414233,7.2115942384431975e-09
hadamard_paired+pairwise,0.3,9,0.03,0.2936913137146321,0.38353430020262536,5,0.29369133130898867,1.7594356582772974e-08
hadamard_paired+pairwise,0.3,9,0.1,0.5745455928889682,1.2415333773058785,5,0.5745455985300157,5.6410475179902164e-09
hadamard_paired+pairwise,0.3,9,0.3,0.7886281026127204,3.3536207999600114,5,0.7886280995960148,3.0167056630503453e-09
hadamard_paired+pairwise,0.3,9,1.0,0.9022451207202101,7.9345393898478225,5,0.9022451186639273,2.056282810691812e-09
hadamard_paired+pairwise,0.3,9,3.0,0.9333056711513953,11.636275768968531,5,0.9333056724426061,1.2912108049434323e-09
hadamard_paired+pairwise,0.3,9,10.0,0.9365505934515432,12.21585762184991,5,0.9365505942496256,7.980823779618618e-10
hadamard_paired+pairwise,0.5,0,0.001,0.031671408345434346,0.033027695805696276,5,0.03167140482405032,3.5213840246517414e-09
hadamard_paired+pairwise,0.5,0,0.003,0.08942152986685736,0.09179761201641012,5,0.08942152852696428,1.3398930853725233e-09
hadamard_paired+pairwise,0.5,0,0.01,0.24646635826408128,0.27451873763641427,5,0.24646636054259327,2.278511990194687e-09
hadamard_paired+pairwise,0.5,0,0.03,0.49436602182445694,0.776530709790425,5,0.4943660343959725,1.2571515550785506e-08
hadamard_paired+pairwise,0.5,0,0.1,0.7605354447840444,2.4855146036961515,5,0.7605354361222061,8.661838357681972e-09
hadamard_paired+pairwise,0.5,0,0.3,0.8950542035584388,6.57189794614075,5,0.8950542083423768,4.7839380235004114e-09
hadamard_paired+pairwise,0.5,0,1.0,0.9516655225555747,15.043058627760843,5,0.9516655309363309,8.380756200132566e-09
hadamard_paired+pairwise,0.5,0,3.0,0.965358189040835,21.843602058841483,5,0.96535819153238,2.4915449703399872e-09
hadamard_paired+pairwise,0.5,0,10.0,0.9667138918401073,22.904155031244766,5,0.9667138961818333,4.3417260897626875e-09
hadamard_paired+pairwise,0.5,1,0.001,0.031584094312715374,0.033116829248472555,5,0.031584088376389416,5.936325958577626e-09
hadamard_paired+pairwise,0.5,1,0.003,0.0892900898390171,0.09220154580006422,5,0.08929008242468392,7.414333175193022e-09
hadamard_paired+pairwise,0.5,1,0.01,0.24662923846785084,0.2744233365482657,5,0.24662921209776498,2.6370085864924064e-08
hadamard_paired+pairwise,0.5,1,0.03,0.4951519753958397,0.7738023681561896,5,0.4951519352002106,4.019562910295704e-08
hadamard_paired+pairwise,0.5,1,0.1,0.7610055154220816,2.4703552244927183,5,0.7610054802997276,3.512235402514108e-08
hadamard_paired+pairwise,0.5,1,0.3,0.8983345080288938,6.552336362116684,5,0.8983344890777902,1.8951103575304273e-08
hadamard_paired+pairwise,0.5,1,1.0,0.9570961363006247,14.938484854407168,5,0.957096127708931,8.591693689830038e-09
hadamard_paired+pairwise,0.5,1,3.0,0.9710475722875731,21.759007056425624,5,0.9710475659372257,6.350347359074249e-09
hadamard_paired+pairwise,0.5,1,10.0,0.9723540857402215,22.849244677525327,5,0.9723540771480568,8.592164757459386e-09
hadamard_paired+pairwise,0.5,2,0.001,0.03599401677480442,0.037137550553945395,5,0.03599401803965676,1.2648523409208856e-09
hadamard_paired+pairwise,0.5,2,0.003,0.10057679880630961,0.10356809518999846,5,0.10057680358808219,4.7817725751242435e-09
hadamard_paired+pairwise,0.5,2,0.01,0.27046159092187383,0.3119532843527459,5,0.27046162639238636,3.547051252716926e-08
hadamard_paired+pairwise,0.5,2,0.03,0.5239219130772075,0.8868861122605797,5,0.5239219256509472,1.2573739716081889e-08
hadamard_paired+pairwise,0.5,2,0.1,0.7809139412065821,2.8389898564119633,5,0.7809139629560249,2.174944280231017e-08
hadamard_paired+pairwise,0.5,2,0.3,0.9088602840056698,7.533650811169868,5,0.908860294942348,1.093667822971156e-08
hadamard_paired+pairwise,0.5,2,1.0,0.9613100923040492,17.17768053339521,5,0.9613100988062161,6.5021669160003626e-09
hadamard_paired+pairwise,0.5,2,3.0,0.9734102228891578,24.958996412213853,5,0.9734102227586163,1.3054146652535792e-10
hadamard_paired+pairwise,0.5,2,10.0,0.9745566504538605,26.199220023971964,5,0.9745566500049755,4.488850402495359e-10
hadamard_paired+pairwise,0.5,3,0.001,0.03478001916688381,0.03592316282520298,5,0.03478000931610862,9.850775188613436e-09
hadamard_paired+pairwise,0.5,3,0.003,0.09773732551702334,0.09996234148310972,5,0.09773732556290174,4.587839830261231e-11
hadamard_paired+pairwise,0.5,3,0.01,0.26590743195755595,0.30110619608753625,5,0.2659074339042097,1.9466537271028983e-09
hadamard_paired+pairwise,0.5,3,0.03,0.5223542511129671,0.8553602042757774,5,0.5223542632625553,1.2149588224374952e-08
hadamard_paired+pairwise,0.5,3,0.1,0.7837297055233722,2.7326173531317077,5,0.7837297136046232,8.08125100171253e-09
hadamard_paired+pairwise,0.5,3,0.3,0.909385862146818,7.237687487332882,5,0.9093858571863211,4.9604969021288525e-09
hadamard_paired+pairwise,0.5,3,1.0,0.9616187099556859,16.569615773361914,5,0.9616187077884442,2.1672417194196214e-09
hadamard_paired+pairwise,0.5,3,3.0,0.974128378234527,23.91160206925043,5,0.9741283795456571,1.3111300933843495e-09
hadamard_paired+pairwise,0.5,3,10.0,0.9753054701190227,25.218750656257754,5,0.9753054747415367,4.622514038210568e-09
hadamard_paired+pairwise,0.5,4,0.001,0.02890426366921254,0.030462686464020793,5,0.02890426917385916,5.5046466204689e-09
hadamard_paired+pairwise,0.5,4,0.003,0.08183495468854066,0.08467497985017805,5,0.08183496699140484,1.2302864185742557e-08
hadamard_paired+pairwise,0.5,4,0.01,0.22798861354025632,0.25118174376540403,5,0.22798862035685943,6.8166031153005235e-09
hadamard_paired+pairwise,0.5,4,0.03,0.46694040567449935,0.7092510818692295,5,0.4669404197330677,1.4058568365005186e-08
hadamard_paired+pairwise,0.5,4,0.1,0.7393852247141244,2.2636239960241142,5,0.7393852466490736,2.193494919033867e-08
hadamard_paired+pairwise,0.5,4,0.3,0.8877736950063764,5.993939893616996,5,0.8877737021700218,7.163645454610901e-09
hadamard_paired+pairwise,0.5,4,1.0,0.9518022065397089,13.7716437797604,5,0.9518022064441078,9.56010826058673e-11
hadamard_paired+pairwise,0.5,4,3.0,0.9678015480007354,19.922294456341127,5,0.9678015539962537,5.995518304047209e-09
hadamard_paired+pairwise,0.5,4,10.0,0.9694328316408278,20.985869872284788,5,0.969432832496268,8.554401631499786e-10
hadamard_paired+pairwise,0.5,5,0.001,0.04039023690153165,0.04135223324999532,5,0.04039024095585806,4.054326409319575e-09
hadamard_paired+pairwise,0.5,5,0.003,0.11197459215515396,0.1155446719789542,5,0.11197459415186642,1.9967124620379195e-09
hadamard_paired+pairwise,0.5,5,0.01,0.2949610656128161,0.35047675673849643,5,0.2949610649574367,6.553794174024574e-10
hadamard_paired+pairwise,0.5,5,0.03,0.5542104085707027,0.997386644443447,5,0.5542104230641649,1.4493462208164942e-08
hadamard_paired+pairwise,0.5,5,0.1,0.801081052499443,3.200839642202947,5,0.8010810548990213,2.399578313827533e-09
hadamard_paired+pairwise,0.5,5,0.3,0.9169457892510933,8.470150386433584,5,0.9169457870699672,2.181126057543281e-09
hadamard_paired+pairwise,0.5,5,1.0,0.9627309396770783,19.432665597959424,5,0.9627309386519795,1.025098894658072e-09
hadamard_paired+pairwise,0.5,5,3.0,0.9740661808047759,28.185367547492223,5,0.9740661846759038,3.871127862709045e-09
hadamard_paired+pairwise,0.5,5,10.0,0.975250073902431,29.616267033905466,5,0.9752500714491005,2.453330538720877e-09
hadamard_paired+pairwise,0.5,6,0.001,0.04249262524658355,0.04338377937685545,5,0.0424926275104957,2.263912148026126e-09
hadamard_paired+pairwise,0.5,6,0.003,0.11746071860171728,0.12116222260223301,5,0.1174607196447944,1.0430771246738857e-09
hadamard_paired+pairwise,0.5,6,0.01,0.30664026686360446,0.3683513072175973,5,0.3066402474591118,1.940449267934241e-08
hadamard_paired+pairwise,0.5,6,0.03,0.5683918196427733,1.0483468526284097,5,0.5683918169239918,2.718781533239678e-09
hadamard_paired+pairwise,0.5,6,0.1,0.8116338905101455,3.3697371040607806,5,0.8116338865435859,3.9665595252813546e-09
hadamard_paired+pairwise,0.5,6,0.3,0.923367991231081,8.924776195723638,5,0.9233679958199368,4.588855739839914e-09
hadamard_paired+pairwise,0.5,6,1.0,0.9654864106701739,20.4322274336787,5,0.9654864054477932,5.222380750069533e-09
hadamard_paired+pairwise,0.5,6,3.0,0.9758203982814584,29.560457659850755,5,0.9758204042579639,5.9765055127058986e-09
hadamard_paired+pairwise,0.5,6,10.0,0.9769783047610423,31.108715602741995,5,0.9769783067561744,1.9951320595623656e-09
hadamard_paired+pairwise,0.5,7,0.001,0.04844138808433631,0.049195981085467765,5,0.048441388121349696,3.70133854121768e-11
hadamard_paired+pairwise,0.5,7,0.003,0.13208672521002093,0.13776226389954566,5,0.13208671350714693,1.1702874003205466e-08
hadamard_paired+pairwise,0.5,7,0.01,0.33460342973476453,0.4211373519938027,5,0.33460338717371474,4.2561049795608596e-08
hadamard_paired+pairwise,0.5,7,0.03,0.5977091475307647,1.2055587085609045,5,0.5977091131204588,3.4410305826959586e-08
hadamard_paired+pairwise,0.5,7,0.1,0.8264672469904653,3.8746243611398485,5,0.8264672215633275,2.54271377286841e-08
hadamard_paired+pairwise,0.5,7,0.3,0.9293470925082191,10.266194805035994,5,0.9293470872412813,5.266937774806024e-09
hadamard_paired+pairwise,0.5,7,1.0,0.9705871815322326,23.47889934892399,5,0.9705871754988143,6.033418209483443e-09
hadamard_paired+pairwise,0.5,7,3.0,0.9798149043129426,34.13995824626917,5,0.979814899697795,4.6151475974198775e-09
hadamard_paired+pairwise,0.5,7,10.0,0.9806192468862516,35.8351635206705,5,0.98061924775103,8.647784710547057e-10
hadamard_paired+pairwise,0.5,8,0.001,0.04587032773790879,0.046857124392866524,5,0.04587031533060339,1.2407305405304214e-08
hadamard_paired+pairwise,0.5,8,0.003,0.1261506424417025,0.1310932808020298,5,0.12615060684193796,3.559976452516267e-08
hadamard_paired+pairwise,0.5,8,0.01,0.3248471429413349,0.39844739515068117,5,0.32484709841453885,4.4526796028065974e-08
hadamard_paired+pairwise,0.5,8,0.03,0.5897637008686856,1.1346626802411237,5,0.5897636532873525,4.7581333095791933e-08
hadamard_paired+pairwise,0.5,8,0.1,0.8219287749597475,3.6411345415151204,5,0.8219287519943131,2.296543433200071e-08
