arm,sigma_a,object,rho,rel_mse_aligned,rel_mse_raw,n
random_uniform+oracle,0.15,3,0.3,0.3492049742138823,0.5095086240394722,5
random_uniform+oracle,0.15,3,1.0,0.3492049742903046,0.5095086479607007,5
random_uniform+oracle,0.15,3,3.0,0.34920499188955684,0.5095086764678138,5
random_uniform+oracle,0.15,3,10.0,0.34920497904657094,0.5095086522460702,5
random_uniform+oracle,0.15,4,0.001,0.32555655699241637,0.5442037898979243,5
random_uniform+oracle,0.15,4,0.003,0.32555656686729495,0.5442038148313341,5
random_uniform+oracle,0.15,4,0.01,0.3255565608213613,0.5442038132835508,5
random_uniform+oracle,0.15,4,0.03,0.3255565555773973,0.5442038076087125,5
random_uniform+oracle,0.15,4,0.1,0.32555654799917594,0.5442037881342219,5
random_uniform+oracle,0.15,4,0.3,0.3255565588291692,0.5442038075600285,5
random_uniform+oracle,0.15,4,1.0,0.3255565532262744,0.5442038112427254,5
random_uniform+oracle,0.15,4,3.0,0.32555655436067843,0.5442038128536619,5
random_uniform+oracle,0.15,4,10.0,0.3255565550743162,0.5442038001442294,5
random_uniform+oracle,0.15,5,0.001,0.3341781171719468,0.4934512158026161,5
random_uniform+oracle,0.15,5,0.003,0.3341781255250277,0.49345121145385473,5
random_uniform+oracle,0.15,5,0.01,0.3341781207554658,0.49345120604827547,5
random_uniform+oracle,0.15,5,0.03,0.334178120631239,0.4934511885348153,5
random_uniform+oracle,0.15,5,0.1,0.334178114220704,0.4934511784151602,5
random_uniform+oracle,0.15,5,0.3,0.3341781206725443,0.4934512065172232,5
random_uniform+oracle,0.15,5,1.0,0.3341781266111132,0.4934512085679124,5
random_uniform+oracle,0.15,5,3.0,0.33417813290406,0.49345122347382875,5
random_uniform+oracle,0.15,5,10.0,0.33417811330192937,0.4934512018010991,5
random_uniform+oracle,0.15,6,0.001,0.31920352622438497,0.48462121361330157,5
random_uniform+oracle,0.15,6,0.003,0.31920353848535604,0.48462125460903244,5
random_uniform+oracle,0.15,6,0.01,0.3192035381385473,0.4846212442600143,5
random_uniform+oracle,0.15,6,0.03,0.31920354251740146,0.4846212544685852,5
random_uniform+oracle,0.15,6,0.1,0.31920353505577753,0.48462121609732967,5
random_uniform+oracle,0.15,6,0.3,0.3192035362371709,0.48462123580280114,5
random_uniform+oracle,0.15,6,1.0,0.3192035344536453,0.4846212339276607,5
random_uniform+oracle,0.15,6,3.0,0.31920352974762234,0.48462121344543335,5
random_uniform+oracle,0.15,6,10.0,0.3192035452345145,0.4846212641543254,5
random_uniform+oracle,0.15,7,0.001,0.3373413675700399,0.5267528875343949,5
random_uniform+oracle,0.15,7,0.003,0.33734136888334937,0.5267528881356481,5
random_uniform+oracle,0.15,7,0.01,0.33734136066222714,0.5267528791868878,5
random_uniform+oracle,0.15,7,0.03,0.3373413585897659,0.5267528618233566,5
random_uniform+oracle,0.15,7,0.1,0.33734135697683765,0.526752843893343,5
random_uniform+oracle,0.15,7,0.3,0.3373413674592042,0.526752904382593,5
random_uniform+oracle,0.15,7,1.0,0.33734137139050857,0.5267528839950264,5
random_uniform+oracle,0.15,7,3.0,0.3373413533534568,0.5267528225437944,5
random_uniform+oracle,0.15,7,10.0,0.3373413678187176,0.526752896996962,5
random_uniform+oracle,0.15,8,0.001,0.32271486767614743,0.5043874737063205,5
random_uniform+oracle,0.15,8,0.003,0.32271486244436776,0.504387478537264,5
random_uniform+oracle,0.15,8,0.01,0.3227148612832826,0.5043874584213964,5
random_uniform+oracle,0.15,8,0.03,0.3227148517360746,0.5043874376939891,5
random_uniform+oracle,0.15,8,0.1,0.32271486139210814,0.5043874745222612,5
random_uniform+oracle,0.15,8,0.3,0.32271486909784497,0.5043874885212968,5
random_uniform+oracle,0.15,8,1.0,0.3227148693813716,0.5043874938866968,5
random_uniform+oracle,0.15,8,3.0,0.3227148605249843,0.5043874755980353,5
random_uniform+oracle,0.15,8,10.0,0.3227148710198053,0.5043874816286759,5
random_uniform+oracle,0.15,9,0.001,0.3196823765219813,0.5066149464841513,5
random_uniform+oracle,0.15,9,0.003,0.3196823808060684,0.5066149499086442,5
random_uniform+oracle,0.15,9,0.01,0.31968237593825466,0.5066149710660028,5
random_uniform+oracle,0.15,9,0.03,0.3196823754276532,0.5066149438533624,5
random_uniform+oracle,0.15,9,0.1,0.31968237278261946,0.5066149494107537,5
random_uniform+oracle,0.15,9,0.3,0.31968238273188365,0.5066149630004421,5
random_uniform+oracle,0.15,9,1.0,0.3196823748685388,0.5066149386311161,5
random_uniform+oracle,0.15,9,3.0,0.31968238674169014,0.5066149491325144,5
random_uniform+oracle,0.15,9,10.0,0.3196823780728112,0.5066149514105913,5
random_uniform+oracle,0.3,0,0.001,0.3046755898102363,0.49230200514829325,5
random_uniform+oracle,0.3,0,0.003,0.30467559100358593,0.49230200986831785,5
random_uniform+oracle,0.3,0,0.01,0.3046755873207087,0.49230200823688486,5
random_uniform+oracle,0.3,0,0.03,0.30467559192434823,0.49230201450592936,5
random_uniform+oracle,0.3,0,0.1,0.30467558854805166,0.49230200940545765,5
random_uniform+oracle,0.3,0,0.3,0.30467559072598605,0.4923020072973541,5
random_uniform+oracle,0.3,0,1.0,0.30467559092177915,0.49230201097896026,5
random_uniform+oracle,0.3,0,3.0,0.3046755863553088,0.4923020003303503,5
random_uniform+oracle,0.3,0,10.0,0.3046755910052619,0.49230201086346986,5
random_uniform+oracle,0.3,1,0.001,0.3312978990211614,0.4980248849227877,5
random_uniform+oracle,0.3,1,0.003,0.3312979059501514,0.4980248983853536,5
random_uniform+oracle,0.3,1,0.01,0.33129790579123813,0.49802489878114375,5
random_uniform+oracle,0.3,1,0.03,0.3312979009457093,0.49802487777400495,5
random_uniform+oracle,0.3,1,0.1,0.331297901973477,0.49802488710162834,5
random_uniform+oracle,0.3,1,0.3,0.33129790128427394,0.4980248863859642,5
random_uniform+oracle,0.3,1,1.0,0.3312978996495678,0.49802489057908506,5
random_uniform+oracle,0.3,1,3.0,0.33129790297884204,0.49802488683738677,5
random_uniform+oracle,0.3,1,10.0,0.3312978999304431,0.49802488610807877,5
random_uniform+oracle,0.3,2,0.001,0.34219101441929783,0.47856935488554264,5
random_uniform+oracle,0.3,2,0.003,0.34219101883636205,0.4785693675666975,5
random_uniform+oracle,0.3,2,0.01,0.3421910122689137,0.4785693536417933,5
random_uniform+oracle,0.3,2,0.03,0.34219101063749224,0.4785693516267255,5
random_uniform+oracle,0.3,2,0.1,0.3421910093950003,0.4785693467976497,5
random_uniform+oracle,0.3,2,0.3,0.34219101006345415,0.4785693511689577,5
random_uniform+oracle,0.3,2,1.0,0.3421910156045226,0.4785693640252745,5
random_uniform+oracle,0.3,2,3.0,0.34219101573050204,0.4785693522341889,5
random_uniform+oracle,0.3,2,10.0,0.3421910112271812,0.4785693445500813,5
random_uniform+oracle,0.3,3,0.001,0.3492049790062574,0.5095086484419544,5
random_uniform+oracle,0.3,3,0.003,0.3492049758134207,0.5095086528323695,5
random_uniform+oracle,0.3,3,0.01,0.3492049893890796,0.5095086510122141,5
random_uniform+oracle,0.3,3,0.03,0.3492049743635589,0.5095086525314401,5
random_uniform+oracle,0.3,3,0.1,0.3492049851829793,0.5095086510156304,5
random_uniform+oracle,0.3,3,0.3,0.34920498048076914,0.5095086446578343,5
random_uniform+oracle,0.3,3,1.0,0.34920498014495627,0.5095086520967708,5
random_uniform+oracle,0.3,3,3.0,0.3492049770133268,0.5095086501940009,5
random_uniform+oracle,0.3,3,10.0,0.34920497924812144,0.509508649966437,5
random_uniform+oracle,0.3,4,0.001,0.32555656199701105,0.5442037985512742,5
random_uniform+oracle,0.3,4,0.003,0.32555655164019787,0.5442038233443709,5
random_uniform+oracle,0.3,4,0.01,0.32555654815489116,0.5442037763794698,5
random_uniform+oracle,0.3,4,0.03,0.32555655668819544,0.5442037864363305,5
random_uniform+oracle,0.3,4,0.1,0.32555654228807124,0.5442037794118728,5
random_uniform+oracle,0.3,4,0.3,0.3255565613376477,0.5442038260395975,5
random_uniform+oracle,0.3,4,1.0,0.32555655849312815,0.5442038126675529,5
random_uniform+oracle,0.3,4,3.0,0.3255565532130034,0.5442037892945565,5
random_uniform+oracle,0.3,4,10.0,0.3255565467225575,0.5442038029865732,5
random_uniform+oracle,0.3,5,0.001,0.33417812460471297,0.4934512117862438,5
random_uniform+oracle,0.3,5,0.003,0.3341781216535839,0.49345120385479857,5
random_uniform+oracle,0.3,5,0.01,0.3341781202019981,0.49345117798136007,5
random_uniform+oracle,0.3,5,0.03,0.3341781219600327,0.4934512096184485,5
random_uniform+oracle,0.3,5,0.1,0.3341781156999576,0.493451187767098,5
random_uniform+oracle,0.3,5,0.3,0.33417810879742943,0.49345118870885685,5
random_uniform+oracle,0.3,5,1.0,0.3341781238760981,0.49345120974962153,5
random_uniform+oracle,0.3,5,3.0,0.33417811221801,0.49345119700433243,5
random_uniform+oracle,0.3,5,10.0,0.3341781089683046,0.4934511727003195,5
random_uniform+oracle,0.3,6,0.001,0.3192035337720959,0.48462123207718255,5
random_uniform+oracle,0.3,6,0.003,0.31920354364556214,0.4846212373749366,5
random_uniform+oracle,0.3,6,0.01,0.3192035412152269,0.4846212616398657,5
random_uniform+oracle,0.3,6,0.03,0.31920353199651397,0.4846212374246298,5
random_uniform+oracle,0.3,6,0.1,0.3192035298969722,0.4846212310803053,5
random_uniform+oracle,0.3,6,0.3,0.31920354706188003,0.48462125492929875,5
random_uniform+oracle,0.3,6,1.0,0.3192035396735481,0.48462124597959466,5
random_uniform+oracle,0.3,6,3.0,0.31920354217229574,0.48462124722929084,5
random_uniform+oracle,0.3,6,10.0,0.3192035469695452,0.4846212680559769,5
random_uniform+oracle,0.3,7,0.001,0.3373413723644815,0.5267528786826537,5
random_uniform+oracle,0.3,7,0.003,0.33734138901995114,0.5267529242960495,5
random_uniform+oracle,0.3,7,0.01,0.33734135730895626,0.526752854051814,5
random_uniform+oracle,0.3,7,0.03,0.3373413667484441,0.5267528751579261,5
random_uniform+oracle,0.3,7,0.1,0.33734137547501036,0.5267528947168275,5
random_uniform+oracle,0.3,7,0.3,0.33734135478510674,0.5267528547945728,5
random_uniform+oracle,0.3,7,1.0,0.3373413641054154,0.5267528667010682,5
random_uniform+oracle,0.3,7,3.0,0.3373413574927251,0.5267528388247122,5
random_uniform+oracle,0.3,7,10.0,0.3373413755855671,0.5267528964666861,5
random_uniform+oracle,0.3,8,0.001,0.3227148558399754,0.5043874693513539,5
random_uniform+oracle,0.3,8,0.003,0.3227148683441731,0.504387478757721,5
random_uniform+oracle,0.3,8,0.01,0.3227148647690059,0.5043874607368937,5
random_uniform+oracle,0.3,8,0.03,0.3227148582955027,0.5043874700145807,5
random_uniform+oracle,0.3,8,0.1,0.32271487514034497,0.504387494883465,5
random_uniform+oracle,0.3,8,0.3,0.3227148613398355,0.5043874869708829,5
random_uniform+oracle,0.3,8,1.0,0.3227148645329484,0.5043874719361193,5
random_uniform+oracle,0.3,8,3.0,0.32271485704223346,0.5043874564012203,5
random_uniform+oracle,0.3,8,10.0,0.322714870219294,0.5043874892281688,5
random_uniform+oracle,0.3,9,0.001,0.3196823720371443,0.5066149370317528,5
random_uniform+oracle,0.3,9,0.003,0.31968238385589814,0.5066149358333141,5
random_uniform+oracle,0.3,9,0.01,0.3196823834444281,0.5066149705475198,5
random_uniform+oracle,0.3,9,0.03,0.31968237704880964,0.506614957221559,5
random_uniform+oracle,0.3,9,0.1,0.3196823791427329,0.5066149508996023,5
random_uniform+oracle,0.3,9,0.3,0.3196823779155367,0.5066149463148424,5
random_uniform+oracle,0.3,9,1.0,0.31968237734549704,0.5066149454785436,5
random_uniform+oracle,0.3,9,3.0,0.3196823782588922,0.5066149528915116,5
random_uniform+oracle,0.3,9,10.0,0.3196823767550494,0.5066149422474051,5
random_uniform+oracle,0.5,0,0.001,0.30467558975398745,0.49230200721177947,5
random_uniform+oracle,0.5,0,0.003,0.3046755872241454,0.49230200108596434,5
random_uniform+oracle,0.5,0,0.01,0.30467558911259496,0.4923020125359459,5
random_uniform+oracle,0.5,0,0.03,0.30467558538207806,0.49230199246647716,5
random_uniform+oracle,0.5,0,0.1,0.3046755926112985,0.4923020178774752,5
random_uniform+oracle,0.5,0,0.3,0.30467559491095103,0.49230202293798353,5
random_uniform+oracle,0.5,0,1.0,0.30467559350031137,0.49230201263904194,5
random_uniform+oracle,0.5,0,3.0,0.3046755918536238,0.49230201636852844,5
random_uniform+oracle,0.5,0,10.0,0.30467558960322466,0.4923020158365493,5
random_uniform+oracle,0.5,1,0.001,0.33129790634813633,0.4980248927812827,5
random_uniform+oracle,0.5,1,0.003,0.33129790508568563,0.49802489513504433,5
random_uniform+oracle,0.5,1,0.01,0.33129789974956697,0.4980248799459506,5
random_uniform+oracle,0.5,1,0.03,0.3312979048911343,0.4980248863407444,5
random_uniform+oracle,0.5,1,0.1,0.33129789965824585,0.49802488336023404,5
random_uniform+oracle,0.5,1,0.3,0.33129790438868045,0.4980248890459424,5
random_uniform+oracle,0.5,1,1.0,0.3312979030875415,0.4980248874018237,5
random_uniform+oracle,0.5,1,3.0,0.33129789494683093,0.4980248763986165,5
random_uniform+oracle,0.5,1,10.0,0.33129790499972833,0.4980248833680239,5
random_uniform+oracle,0.5,2,0.001,0.34219101213884734,0.4785693534530465,5
random_uniform+oracle,0.5,2,0.003,0.34219100814727615,0.4785693510056214,5
random_uniform+oracle,0.5,2,0.01,0.34219101370103167,0.4785693485451765,5
random_uniform+oracle,0.5,2,0.03,0.3421910195565026,0.47856936358634067,5
random_uniform+oracle,0.5,2,0.1,0.34219100961784077,0.4785693515955297,5
random_uniform+oracle,0.5,2,0.3,0.34219101178573874,0.47856934490748626,5
random_uniform+oracle,0.5,2,1.0,0.34219101473264274,0.47856934555315045,5
random_uniform+oracle,0.5,2,3.0,0.34219100953659287,0.4785693401511578,5
random_uniform+oracle,0.5,2,10.0,0.3421910118648175,0.478569346635103,5
random_uniform+oracle,0.5,3,0.001,0.34920496649071964,0.509508622552745,5
random_uniform+oracle,0.5,3,0.003,0.34920496883775637,0.5095086327170664,5
random_uniform+oracle,0.5,3,0.01,0.34920498409221623,0.509508646661362,5
random_uniform+oracle,0.5,3,0.03,0.3492049840128268,0.5095086413606318,5
random_uniform+oracle,0.5,3,0.1,0.34920498533480304,0.5095086435818936,5
random_uniform+oracle,0.5,3,0.3,0.3492049893998915,0.5095086476866706,5
random_uniform+oracle,0.5,3,1.0,0.3492049915786446,0.5095086534822059,5
random_uniform+oracle,0.5,3,3.0,0.34920497562805836,0.5095086465760414,5
random_uniform+oracle,0.5,3,10.0,0.34920500064681503,0.5095086763833547,5
random_uniform+oracle,0.5,4,0.001,0.32555655565978653,0.5442038021987063,5
random_uniform+oracle,0.5,4,0.003,0.32555655275989126,0.5442038045627351,5
random_uniform+oracle,0.5,4,0.01,0.32555654626497293,0.5442038014397069,5
random_uniform+oracle,0.5,4,0.03,0.3255565584201063,0.5442038149582934,5
random_uniform+oracle,0.5,4,0.1,0.32555655042110754,0.5442038074895996,5
random_uniform+oracle,0.5,4,0.3,0.3255565535375648,0.5442038070796947,5
random_uniform+oracle,0.5,4,1.0,0.32555655420066376,0.5442038056428544,5
random_uniform+oracle,0.5,4,3.0,0.3255565669872381,0.5442038212423578,5
random_uniform+oracle,0.5,4,10.0,0.3255565538853458,0.5442037818723026,5
random_uniform+oracle,0.5,5,0.001,0.3341781356114203,0.49345122521812845,5
random_uniform+oracle,0.5,5,0.003,0.33417811354625143,0.49345118687803957,5
random_uniform+oracle,0.5,5,0.01,0.33417812421788085,0.4934512048883487,5
random_uniform+oracle,0.5,5,0.03,0.3341781135500927,0.4934511874346647,5
random_uniform+oracle,0.5,5,0.1,0.3341781181623555,0.49345119662665127,5
random_uniform+oracle,0.5,5,0.3,0.3341781147025452,0.49345118380116587,5
random_uniform+oracle,0.5,5,1.0,0.33417811979976253,0.4934512060491216,5
random_uniform+oracle,0.5,5,3.0,0.3341781270891427,0.4934512391680938,5
random_uniform+oracle,0.5,5,10.0,0.3341781281652907,0.49345122473292785,5
random_uniform+oracle,0.5,6,0.001,0.3192035476917537,0.4846212839131098,5
random_uniform+oracle,0.5,6,0.003,0.319203531591004,0.48462123246498157,5
random_uniform+oracle,0.5,6,0.01,0.3192035440731559,0.4846212426305333,5
random_uniform+oracle,0.5,6,0.03,0.3192035242238429,0.484621214081636,5
random_uniform+oracle,0.5,6,0.1,0.31920354716901733,0.48462128193412435,5
random_uniform+oracle,0.5,6,0.3,0.3192035298623372,0.4846212123012137,5
random_uniform+oracle,0.5,6,1.0,0.31920351564824495,0.48462119671962955,5
random_uniform+oracle,0.5,6,3.0,0.3192035282681367,0.48462121725629925,5
random_uniform+oracle,0.5,6,10.0,0.3192035236063506,0.4846212206785624,5
random_uniform+oracle,0.5,7,0.001,0.3373413758552722,0.5267528734492277,5
random_uniform+oracle,0.5,7,0.003,0.3373413622185369,0.5267528515314354,5
random_uniform+oracle,0.5,7,0.01,0.33734138082244947,0.5267529020459198,5
random_uniform+oracle,0.5,7,0.03,0.33734138005585035,0.5267528676275495,5
random_uniform+oracle,0.5,7,0.1,0.33734136800341724,0.5267528638685305,5
random_uniform+oracle,0.5,7,0.3,0.3373413712379598,0.5267528723235572,5
random_uniform+oracle,0.5,7,1.0,0.3373413770723717,0.526752887925738,5
random_uniform+oracle,0.5,7,3.0,0.3373413849562204,0.5267529169410786,5
random_uniform+oracle,0.5,7,10.0,0.33734138118149304,0.526752875193596,5
random_uniform+oracle,0.5,8,0.001,0.32271485716286763,0.504387490516093,5
random_uniform+oracle,0.5,8,0.003,0.32271485456379634,0.5043874640803956,5
random_uniform+oracle,0.5,8,0.01,0.32271487967189055,0.504387481580912,5
random_uniform+oracle,0.5,8,0.03,0.32271486109990694,0.504387473204237,5
random_uniform+oracle,0.5,8,0.1,0.3227148634284845,0.5043874529804631,5
random_uniform+oracle,0.5,8,0.3,0.32271485328077854,0.5043874637622585,5
random_uniform+oracle,0.5,8,1.0,0.32271485395724037,0.5043874672926604,5
random_uniform+oracle,0.5,8,3.0,0.322714869406608,0.5043874917598503,5
random_uniform+oracle,0.5,8,10.0,0.322714858674875,0.5043874554176442,5
random_uniform+oracle,0.5,9,0.001,0.3196823735902412,0.50661493220572,5
random_uniform+oracle,0.5,9,0.003,0.3196823787073664,0.5066149361813325,5
random_uniform+oracle,0.5,9,0.01,0.3196823803065662,0.5066149204623114,5
random_uniform+oracle,0.5,9,0.03,0.319682382117669,0.5066149440271103,5
random_uniform+oracle,0.5,9,0.1,0.31968237360907276,0.5066149467362738,5
random_uniform+oracle,0.5,9,0.3,0.3196823848349268,0.5066149625021097,5
random_uniform+oracle,0.5,9,1.0,0.31968237521766113,0.5066149650990184,5
random_uniform+oracle,0.5,9,3.0,0.3196823797608959,0.5066149483943667,5
random_uniform+oracle,0.5,9,10.0,0.31968237875360106,0.5066149543257203,5
