profile,device,image_size,num_patterns,epochs,train_loss_last,val_mse_last,slope_dynamic,slope_corrected,slope_oracle,slope_analytic,lambda_true,lambda_analytic,dynamic_static_mse,scgi_static_mse,oracle_static_mse,analytic_static_mse,static_dgi_cnr,static_dgi_psnr,static_dgi_ssim,static_dgi_ks_d,static_dgi_ks_p,dynamic_dgi_cnr,dynamic_dgi_psnr,dynamic_dgi_ssim,dynamic_dgi_ks_d,dynamic_dgi_ks_p,scgi_dgi_cnr,scgi_dgi_psnr,scgi_dgi_ssim,scgi_dgi_ks_d,scgi_dgi_ks_p,oracle_dgi_cnr,oracle_dgi_psnr,oracle_dgi_ssim,oracle_dgi_ks_d,oracle_dgi_ks_p,analytic_dgi_cnr,analytic_dgi_psnr,analytic_dgi_ssim,analytic_dgi_ks_d,analytic_dgi_ks_p,scgi_unn_cnr,scgi_unn_psnr,scgi_unn_ssim,scgi_unn_ks_d,scgi_unn_ks_p,scgi_ured_cnr,scgi_ured_psnr,scgi_ured_ssim,scgi_ured_ks_d,scgi_ured_ks_p,ks_pass_corrected,ks_pass_analytic,val_dynamic_ks_pass_rate,val_dynamic_slope_mean,val_dynamic_slope_std,val_dynamic_mse_vs_static_mean,val_scgi_ks_pass_rate,val_scgi_slope_mean,val_scgi_slope_std,val_scgi_mse_vs_static_mean,val_analytic_ks_pass_rate,val_analytic_slope_mean,val_analytic_slope_std,val_analytic_mse_vs_static_mean,val_oracle_ks_pass_rate,val_oracle_slope_mean,val_oracle_slope_std,val_oracle_mse_vs_static_mean
full,cuda:0,128,16384,2,-3.6262490318176592,1.8345303942624014e-08,-0.7110684514045715,-4.9637877964414656e-05,-0.0002887203881982714,1.1447322094682022e-06,0.9996933341026306,0.9996933341026306,0.643717348575592,1.3270374132900997e-08,1.7128225920926e-15,1.2881782751605897e-08,2.5350773334503174,8.864147186279297,0.09498190134763718,0.004462838172912598,1.0,0.018357763066887856,6.483493804931641,0.006560195703059435,0.2182619869709015,0.0,2.5352532863616943,8.866262435913086,0.09501625597476959,0.004368305206298828,1.0,2.535112142562866,8.864089012145996,0.09498317539691925,0.004465162754058838,1.0,2.5353291034698486,8.868244171142578,0.09503242373466492,0.004350125789642334,1.0,2.5352532863616943,8.866262435913086,0.09501625597476959,0.004368305206298828,1.0,2.5352532863616943,8.866262435913086,0.09501625597476959,0.004368305206298828,1.0,True,True,0.004,-0.6553855429701507,0.15760453394861934,0.5031942720828083,1.0,-5.211461281578522e-05,1.7548821325494518e-06,1.8345303313571647e-08,1.0,-1.3341254611844988e-06,1.7437588271069872e-06,2.070292128733336e-08,1.0,-0.00028138054775672574,0.00020113589631792664,3.4429737706676013e-15
