object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,soft_log,0.0004688813570307502,0.00043991553721598495,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,soft_log_calibrated,0.00046885991599257836,0.0004398960341287572,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,soft_log_calibrated_carrier,0.00040813844533453146,0.0003868057327672553,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,naive_log,0.00047741278738789195,0.000447641553833505,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,64.0,64.0006103515625,0.0,anscombe,0.00046669669484049493,0.00043795534139371643,0.0002441382967157677
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,soft_log,0.00033056169067109757,0.00031503468757231094,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,soft_log_calibrated,0.0003305589266040788,0.0003150321773950413,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,soft_log_calibrated_carrier,0.0002291276718774856,0.00022857421698630888,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,naive_log,0.00033277392016233133,0.00031702393605881845,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,0,64,128.0,128.001220703125,0.0,anscombe,0.00033177565980636447,0.0003158294809559747,0.00012206914835788385
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,soft_log,0.005396388806482332,0.005141129354880252,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,soft_log_calibrated,0.06793528493546917,0.07670165644116003,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,soft_log_calibrated_carrier,0.06600559328473062,0.07531709085988199,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,naive_log,0.32539952022068264,0.15664150590580872,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.25,0.25000497698783875,0.78369140625,anscombe,0.008525987296384957,0.008134028835356024,0.06249875577781023
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,soft_log,0.0071539019924431345,0.0074702802884538625,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,soft_log_calibrated,0.035111182916538586,0.045676493724664535,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,soft_log_calibrated_carrier,0.034997192916127226,0.04544877686370363,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,naive_log,0.16445602895938874,0.2172143235528346,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,0.5,0.5000099539756775,0.603515625,anscombe,0.010763289222324914,0.011561160851957873,0.031249377888905115
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,soft_log,0.011666102011997612,0.010779715986912027,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,soft_log_calibrated,0.027572903685675578,0.026781989821411407,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,soft_log_calibrated_carrier,0.02742834813348675,0.026801716962944713,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,naive_log,0.4098220240021889,0.3373579585828687,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,1.0,1.000019907951355,0.3798828125,anscombe,0.013480192503177876,0.012817631159721324,0.015624688944452557
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,soft_log,0.006573995699793008,0.006522705050498701,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,soft_log_calibrated,0.00790740265099944,0.007956820626033801,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,soft_log_calibrated_carrier,0.007740906141527808,0.007884694569112453,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,naive_log,0.08449250124284302,0.10375045173170969,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,2.0,2.00003981590271,0.130859375,anscombe,0.005947279137290235,0.005897416674439703,0.007812344472226279
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log,0.0052082023060864915,0.005171496160867595,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log_calibrated,0.005239325808452431,0.005205259056334751,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,soft_log_calibrated_carrier,0.005446548726003908,0.0053905830412001665,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,naive_log,0.016113282221370675,0.01684745425317128,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,4.0,4.00007963180542,0.0185546875,anscombe,0.004723709483059111,0.004666507848300106,0.0039061722361131393
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log,0.0028216329789914492,0.002833262057104373,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log_calibrated,0.00281353237430549,0.0028246811985309286,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,soft_log_calibrated_carrier,0.0025517679088014646,0.002556900487796206,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,naive_log,0.003229236818315866,0.00326435963434372,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,8.0,8.00015926361084,0.0,anscombe,0.0026020613653105085,0.002607448132156153,0.0019530861180565697
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log,0.0016524611450429415,0.0016937873570454904,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log_calibrated,0.0016511608181378333,0.001692382379296543,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,soft_log_calibrated_carrier,0.001601874599413953,0.0016352305138933947,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,naive_log,0.0017740512913966245,0.001825131381933665,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,16.0,16.00031852722168,0.0,anscombe,0.0015931095207524937,0.0016219355165244275,0.0009765430590282848
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log,0.0008900624105191208,0.000845301232114864,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log_calibrated,0.000889919867718338,0.0008451610373492512,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,soft_log_calibrated_carrier,0.0007411538579628041,0.0007274271769308984,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,naive_log,0.0009182107627456056,0.000872764999408589,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,32.0,32.00063705444336,0.0,anscombe,0.0008724848763078333,0.0008263886119523997,0.0004882715295141424
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log,0.00042208840424479117,0.0004219972268540484,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log_calibrated,0.00042207921216083356,0.00042198724812254776,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,soft_log_calibrated_carrier,0.00035330206670754373,0.00035829561304890045,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,naive_log,0.0004257834363248719,0.0004259881394504477,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,64.0,64.00127410888672,0.0,anscombe,0.0004170336329977197,0.00041615107905775857,0.0002441357647570712
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log,0.00030773473766539545,0.0003082278009350458,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log_calibrated,0.0003077336317274433,0.00030822674180893653,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,soft_log_calibrated_carrier,0.00025611309870289474,0.0002608969076788711,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,naive_log,0.000308626199050458,0.0003090803283371671,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,1,64,128.0,128.00254821777344,0.0,anscombe,0.00030849791765864246,0.0003092548363919607,0.0001220678823785356
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log,0.005375816057446327,0.005629914312899367,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log_calibrated,0.05974172525090821,0.07605326718527258,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,soft_log_calibrated_carrier,0.05953152336420378,0.07603419817382359,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,naive_log,0.10709134426062944,0.12369420580394518,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.25,0.24998457729816437,0.78125,anscombe,0.008420121342916104,0.00877203645288689,0.06250385591333331
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log,0.004616157556938243,0.004733238959947245,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log_calibrated,0.021437743840564266,0.024864656523850448,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,soft_log_calibrated_carrier,0.021648759315756907,0.025299510753076265,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,naive_log,0.11556734731710193,0.14833396371332286,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,0.5,0.49996915459632874,0.61083984375,anscombe,0.006751199241086502,0.006950210443424851,0.031251927956666654
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log,0.008585385668118986,0.009101930882724148,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log_calibrated,0.01818728512481097,0.021558280039902164,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,soft_log_calibrated_carrier,0.018230359370911338,0.021958259895998783,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,naive_log,0.17012749626691645,0.2294213391192052,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,1.0,0.9999383091926575,0.36865234375,anscombe,0.009832197934352043,0.010681157219081784,0.015625963978333327
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log,0.008985082166321023,0.010655657091537998,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log_calibrated,0.011579452761032156,0.015078989982833614,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,soft_log_calibrated_carrier,0.011426601558862217,0.014825336292524593,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,naive_log,0.1058576200231087,0.1916129896381798,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,2.0,1.999876618385315,0.13916015625,anscombe,0.008446195057346059,0.010183906083516195,0.007812981989166664
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log,0.007398451745196446,0.008049568054365807,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log_calibrated,0.0074571372263547596,0.008123787629587187,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,soft_log_calibrated_carrier,0.007178347752257431,0.007828173711237958,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,naive_log,0.027972346956450882,0.03399311423937513,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,4.0,3.99975323677063,0.01953125,anscombe,0.006443747837757854,0.006913919706766138,0.003906490994583332
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log,0.0019193373343085768,0.0019754454435987733,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log_calibrated,0.001911231910077653,0.0019665987256740312,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,soft_log_calibrated_carrier,0.001887496858010057,0.001957779442828581,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,naive_log,0.0022774586590370684,0.0023669451432668962,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,8.0,7.99950647354126,0.0,anscombe,0.0018630697101712525,0.0019142813326499838,0.001953245497291666
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,soft_log,0.0018554552905878084,0.0019265842314442824,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,soft_log_calibrated,0.0018544024311487278,0.0019254504230635135,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,soft_log_calibrated_carrier,0.0016882662127274712,0.0017492199566648584,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,naive_log,0.001955889988237918,0.0020334359631757498,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,16.0,15.99901294708252,0.0,anscombe,0.0018030753600005943,0.0018761499198909292,0.000976622748645833
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,soft_log,0.000853793918031924,0.000881857304731095,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,soft_log_calibrated,0.0008536987069158079,0.0008817694411243578,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,soft_log_calibrated_carrier,0.0007158528178308422,0.0007316830103113474,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,naive_log,0.0008727027356298654,0.0008995650624280468,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,32.0,31.99802589416504,0.0,anscombe,0.0008449142548670204,0.000872237030710153,0.0004883113743229165
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,soft_log,0.00040263653717995915,0.0004107158930066728,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,soft_log_calibrated,0.0004026238797239629,0.00041070328836766384,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,soft_log_calibrated_carrier,0.00034674147002622727,0.0003504378538501753,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,naive_log,0.0004076409697748244,0.0004157202629669816,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,64.0,63.99605178833008,0.0,anscombe,0.0004001049237984694,0.000407934514560318,0.00024415568716145824
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,soft_log,0.0003523986127238913,0.00036903839929572525,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,soft_log_calibrated,0.00035239695187403233,0.0003690364204127055,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,soft_log_calibrated_carrier,0.00028506093602501575,0.0002954940706854203,0.00012207784358072912
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.001,0.1,2,64,128.0,127.99210357666016,0.0,naive_log,0.00035362453616438354,0.00037050164870608534,0.00012207784358072912
