object,family,K_eff,basis,rho,s,seed,W,photon_budget,lambda_bar,zero_fraction,method,gain_rel_mse,log_gain_mse,fisher_reference
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,soft_log,0.0028274007290934227,0.00278366475304132,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,soft_log_calibrated,0.05559237756068601,0.06107754978808498,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,soft_log_calibrated_carrier,0.055613424368514526,0.06108038221798911,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,naive_log,0.12350498880583696,0.12115663812527838,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.25,0.24999895691871643,0.77978515625,anscombe,0.005728482888383535,0.005641313663897203,0.06250026077140891
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,soft_log,0.0078088177627881694,0.007435256650803104,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,soft_log_calibrated,0.03506819941664037,0.03374225361034408,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,soft_log_calibrated_carrier,0.03416791859307952,0.03309949048797346,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,naive_log,0.33488018269997877,0.20619534675778872,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,0.5,0.49999791383743286,0.60400390625,anscombe,0.011244886782473611,0.010837259042228996,0.031250130385704455
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,soft_log,0.009085335346321066,0.009724599024950032,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,soft_log_calibrated,0.020470493092810023,0.024391369785918215,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,soft_log_calibrated_carrier,0.020509977602951774,0.02479767977798685,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,naive_log,0.20897729309890112,0.2809344579402276,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,1.0,0.9999958276748657,0.3544921875,anscombe,0.010740596364562075,0.011773499283561542,0.015625065192852228
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log,0.010480652638569024,0.01049375396986096,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log_calibrated,0.013082190032605256,0.0132863853137169,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,soft_log_calibrated_carrier,0.012739054327122235,0.01294381624091609,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,naive_log,0.11869078709082789,0.15628162749275146,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,2.0,1.9999916553497314,0.14501953125,anscombe,0.009723715912101276,0.009662157986413844,0.007812532596426114
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log,0.0042273267418269644,0.004433700638837846,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log_calibrated,0.004284173950009413,0.004503290511881051,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,soft_log_calibrated_carrier,0.004343701477436523,0.00458346330317648,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,naive_log,0.03234821956232263,0.04072082655689864,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,4.0,3.999983310699463,0.0263671875,anscombe,0.003105387008914022,0.0032055911894152333,0.003906266298213057
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log,0.002234863659021047,0.0022242743518085927,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log_calibrated,0.002226491523468023,0.0022159270132769216,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,soft_log_calibrated_carrier,0.0022557904740535197,0.0022556643674159294,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,naive_log,0.0033033827855636555,0.0034010314428815323,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,8.0,7.999966621398926,0.00048828125,anscombe,0.0020126675885079473,0.002020317707410791,0.0019531331491065285
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log,0.0010286328023003419,0.00103305061260444,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log_calibrated,0.0010279634689877152,0.0010323677712917646,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,soft_log_calibrated_carrier,0.0010170426388526996,0.0010229431181414841,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,naive_log,0.0010870776747447914,0.0010922942978869388,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,16.0,15.999933242797852,0.0,anscombe,0.0010210729398477223,0.0010272200307649539,0.0009765665745532642
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log,0.000494824686548283,0.0004961031529960767,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log_calibrated,0.0004947378716165572,0.0004960156932777447,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,soft_log_calibrated_carrier,0.00047796377956350926,0.0004776542132024605,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,naive_log,0.0005107528161235904,0.0005121007875300353,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,32.0,31.999866485595703,0.0,anscombe,0.0004960457066725005,0.0004976640772723026,0.0004882832872766321
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,soft_log,0.00033221065420162906,0.00031722554442360947,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,soft_log_calibrated,0.0003321934076586945,0.0003172093827922406,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,soft_log_calibrated_carrier,0.0003617523898317277,0.00034768718696959454,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,naive_log,0.0003388412826246468,0.0003234071753778392,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,64.0,63.999732971191406,0.0,anscombe,0.0003316068682497483,0.00031693809172418034,0.00024414164363831606
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,soft_log,0.00019737543525694188,0.00019558401433549091,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,soft_log_calibrated,0.0001973731877980848,0.00019558173378958038,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,soft_log_calibrated_carrier,0.00011206422947278923,0.00011393780835415963,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,naive_log,0.00019908512782621602,0.0001973186444687206,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,0,64,128.0,127.99946594238281,0.0,anscombe,0.00019767740265832064,0.00019568230917365106,0.00012207082181915803
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,soft_log,0.003494615943060373,0.0035206657056612877,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,soft_log_calibrated,0.05706156470217486,0.07267986272571857,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,soft_log_calibrated_carrier,0.05675297397812759,0.07214058422973617,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,naive_log,0.10924939080682827,0.12268053919170224,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.25,0.2500022351741791,0.783203125,anscombe,0.00667005237969411,0.006810181528254132,0.06249944121145119
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,soft_log,0.00809513876644505,0.008048421588124625,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,soft_log_calibrated,0.04188576374237856,0.04868733078393189,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,soft_log_calibrated_carrier,0.040811768111738096,0.047900154843681986,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,naive_log,0.3625076712011278,0.25516604714496566,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,0.5,0.5000044703483582,0.6044921875,anscombe,0.012312353093844661,0.012675165015279502,0.031249720605725596
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,soft_log,0.00888452210810693,0.008758441928404165,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,soft_log_calibrated,0.020371054495964387,0.02084118113055704,0.015624860302862798
digit_0,synthetic_digit,97.19698546760661,random_uniform,0.0001,0.1,1,64,1.0,1.0000089406967163,0.384765625,soft_log_calibrated_carrier,0.01999880728267654,0.02040966368210829,0.015624860302862798
