photon_budget,naive/soft,naive/anscombe,anscombe/soft,naive/carrier,anscombe/carrier,carrier/soft,meanpois/carrier
0.25,26.944812678144036,17.604948420718024,1.5305249430003771,2.006623893259839,0.11398067437098447,13.427933739177767,1.0003222318455587
0.5,30.15238385224705,20.258848916697197,1.488356222815585,5.358514305700416,0.2645024072065599,5.627004451620253,0.9978956475275056
1.0,25.28672525959082,21.166514000515573,1.194657054013471,11.032233603783968,0.5212116460705455,2.29207666985203,1.0012650424571854
2.0,16.02175231870979,17.16740183500145,0.9332659928798385,12.426808579795033,0.723860762346627,1.28928937915402,1.0067905615462662
4.0,5.982236702097653,7.144865525273289,0.8372777179552072,5.92324662919717,0.8290214291990621,1.0099590776128933,1.0070503980783125
8.0,1.2844847633637775,1.4092955435944512,0.9114374690263052,1.3337098620047132,0.946366337470312,0.9630915988227418,1.0349024104366162
16.0,1.0733522973956335,1.1029204451237338,0.9731910421473933,1.109780621221614,1.006220009909337,0.9671752028019003,1.0330981517551205
32.0,1.0209618891860868,1.0377644572996718,0.9838088807191312,1.0782638063826289,1.0390255696252488,0.9468572376654475,1.056014016532315
64.0,1.0137050901210332,1.027933576829859,0.9861581652457483,1.100684314933782,1.0707737734652913,0.9209771379198934,1.085765154786975
128.0,1.0041386396816554,1.0044410581035483,0.9996989186976646,1.1462504648781662,1.1411824074997128,0.8760202682128329,1.1415200588973347
