sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-2.673344807468917,-10.360729804637138,9
0.05,agc,random_binary,hadamard_paired,,not_reached,-1.7772538666917566,-10.386576960729862,9
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.7738810055042222,-2.959190923451512,9
0.05,agc,dct_paired,hadamard_paired,,not_reached,-1.2433003154959934,-2.5859376981436704,9
0.05,agc,srht_paired,hadamard_paired,0.001,left_censored,18.5607399887092,0.9877648254413387,9
0.05,none,random_uniform,hadamard_paired,,not_reached,-3.523610361058262,-26.172238992366808,9
0.05,none,random_binary,hadamard_paired,,not_reached,-2.6262089226439613,-25.729889757354943,9
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-1.3492221371117807,-20.08235768746124,9
0.05,none,dct_paired,hadamard_paired,0.001,left_censored,0.03404073560469101,-2.660095523964433,9
0.05,none,srht_paired,hadamard_paired,0.001,left_censored,0.11857590804885021,-0.10276004717791665,9
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-1.9882485525471019,-3.0172656402653573,9
0.05,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.10507450945943475,0.00878548759273201,9
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-4.202896607477081,-32.75466048050458,9
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-3.3414684479466494,-33.08247431681849,9
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-1.4083647979237242,-27.997191306358676,9
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.2110725910555935,-3.0028159921006434,9
0.05,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.043675572997496914,0.007289215184695053,9
0.05,reference_k32,random_uniform,hadamard_paired,,not_reached,-4.159695159174559,-29.70246816091625,9
0.05,reference_k32,random_binary,hadamard_paired,,not_reached,-3.10166247397391,-30.001147787913453,9
0.05,reference_k32,fourier_fourstep,hadamard_paired,,not_reached,-1.3463107026635086,-24.911345981363606,9
0.05,reference_k32,dct_paired,hadamard_paired,,not_reached,-1.9674817391690418,-2.8983577652706245,9
0.05,reference_k32,srht_paired,hadamard_paired,1.0,observed,0.0811676009458644,-0.10098156313834039,9
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-3.9639662608491015,-30.26982545282124,9
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-3.0091715733762356,-30.589017145258204,9
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-1.409693909024604,-25.511658402858686,9
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-1.9891255458964032,-3.014603229933421,9
0.05,reference_k8,srht_paired,hadamard_paired,1.0,observed,0.08782993044087917,-0.048673832687917695,9
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-3.429757222416738,-19.70702387336072,9
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-2.5340583305133677,-19.965994458477883,9
0.05,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-1.2620340405851742,-13.65703157475794,9
0.05,scgi_frozen,dct_paired,hadamard_paired,0.001,left_censored,0.19976893082753122,-2.6274857824300533,9
0.05,scgi_frozen,srht_paired,hadamard_paired,0.001,left_censored,8.930819412543762,0.2313372023533269,9
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-3.5508788353236795,-29.439704580694638,9
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-2.655489624411681,-29.713267936560417,9
0.05,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-1.5109671310040262,-23.58391776275093,9
0.05,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-1.9729998042200343,-2.733503762344533,9
0.05,scgi_proxy,srht_paired,hadamard_paired,0.1,observed,0.10947936412242143,-0.10280059448834322,9
0.1,agc,random_uniform,hadamard_paired,,not_reached,-0.9982841662915973,-10.40586053188095,9
0.1,agc,random_binary,hadamard_paired,,not_reached,-0.1750969999594325,-10.328859696153888,9
0.1,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.54781739693769,-3.0934000544599556,9
0.1,agc,dct_paired,hadamard_paired,,not_reached,-0.948872442730762,-2.4324269807716306,9
0.1,agc,srht_paired,hadamard_paired,0.001,left_censored,13.214751287423795,0.5125018876452767,9
0.1,none,random_uniform,hadamard_paired,,not_reached,-1.3666558574060712,-21.61157218158772,9
