sigma_a,object,rho,rel_mse,K_eff,D_H,pred_rel_mse,ratio_measured_over_pred
0.15,2,0.3,0.47119702929736595,293.3872150701694,0.9943415919891183,0.8506164552223742,0.5539477004053281
0.15,2,0.36467,0.5130571984791166,293.3872150701694,0.9943415919891183,1.0028732188344194,0.5115872962241557
0.15,2,0.544268,0.5926743354792101,293.3872150701694,0.9943415919891183,1.3775363470614257,0.4302422485936643
0.15,2,0.812317,0.6592721574585381,293.3872150701694,0.9943415919891183,1.8253158508154097,0.36118250831165816
0.15,2,1.0,0.6875872412976445,293.3872150701694,0.9943415919891183,2.0745754213054988,0.33143516221982244
0.15,2,1.21238,0.7098222193818513,293.3872150701694,0.9943415919891183,2.305593845318651,0.3078695845858091
0.15,2,1.80947,0.7440917501536727,293.3872150701694,0.9943415919891183,2.7445438338713646,0.27111673020870686
0.15,2,2.70063,0.7639426144556622,293.3872150701694,0.9943415919891183,3.061505116608107,0.24953171246110706
0.15,2,3.0,0.7671658857294503,293.3872150701694,0.9943415919891183,3.11853232020147,0.2460022237896474
0.15,2,4.03068,0.7728602996438492,293.3872150701694,0.9943415919891183,3.223635540274566,0.23974803912790418
0.15,2,6.01577,0.7754775712283234,293.3872150701694,0.9943415919891183,3.2739221861484906,0.2368649977416266
0.15,2,8.9785,0.7758670240670872,293.3872150701694,0.9943415919891183,3.2815161685458953,0.23643553291126682
0.15,2,10.0,0.7758805713805424,293.3872150701694,0.9943415919891183,3.281780993757744,0.23642058164647192
0.15,2,13.4004,0.7758879499322667,293.3872150701694,0.9943415919891183,3.281925022540654,0.23641245445992073
0.15,2,20.0,0.775888190291293,293.3872150701694,0.9943415919891183,3.2819299863843567,0.23641217012861235
0.3,2,0.001,0.013267460202556976,293.3872150701694,0.9943415919891183,0.01312115830001543,1.0111500752598477
0.3,2,0.002,0.026170689245077438,293.3872150701694,0.9943415919891183,0.026229202000124314,0.9977691751717571
0.3,2,0.00298499,0.038536193870658354,293.3872150701694,0.9943415919891183,0.03912768591257144,0.9848830303117149
0.3,2,0.003,0.03872204713601649,293.3872150701694,0.9943415919891183,0.03932414420837041,0.9846888702990323
0.3,2,0.00445509,0.056386306954585144,293.3872150701694,0.9943415919891183,0.05835508886783524,0.9662620355577032
0.3,2,0.0066492,0.08176762623763362,293.3872150701694,0.9943415919891183,0.08699927731134247,0.9398655800899764
0.3,2,0.0099239,0.11710714690635456,293.3872150701694,0.9943415919891183,0.12963387950637878,0.9033683737019702
0.3,2,0.01,0.1178948605099391,293.3872150701694,0.9943415919891183,0.13062299622169327,0.9025582318587151
0.3,2,0.0148114,0.1649069297807088,293.3872150701694,0.9943415919891183,0.19300703099444874,0.8544089245404322
0.3,2,0.0221059,0.2270686942674245,293.3872150701694,0.9943415919891183,0.2870160034731169,0.7911360046816786
0.3,2,0.03,0.2843780747894936,293.3872150701694,0.9943415919891183,0.3879827595146583,0.7329657512236689
0.3,2,0.032993,0.30386368414508885,293.3872150701694,0.9943415919891183,0.42605578828418933,0.7132016334499476
0.3,2,0.0492418,0.3929192321758056,293.3872150701694,0.9943415919891183,0.6307748654112091,0.6229151694553606
0.3,2,0.0734932,0.48896098753467926,293.3872150701694,0.9943415919891183,0.9301978913596332,0.5256526509858934
0.3,2,0.1,0.5630889808879529,293.3872150701694,0.9943415919891183,1.249267727893107,0.4507352333815617
0.3,2,0.109688,0.584811877582199,293.3872150701694,0.9943415919891183,1.3637905290585124,0.4288135641959045
0.3,2,0.163709,0.6732956558408428,293.3872150701694,0.9943415919891183,1.9824295727226837,0.339631563766542
0.3,2,0.244335,0.7490225676029202,293.3872150701694,0.9943415919891183,2.845758742024581,0.2632066297616069
0.3,2,0.3,0.7819416414232145,293.3872150701694,0.9943415919891183,3.4024658208894967,0.22981616350779208
0.3,2,0.36467,0.8094382741234403,293.3872150701694,0.9943415919891183,4.0114928753376775,0.2017798109775538
0.3,2,0.544268,0.8547605168036192,293.3872150701694,0.9943415919891183,5.510145388245703,0.15512485725458405
0.3,2,0.812317,0.8869162160382983,293.3872150701694,0.9943415919891183,7.301263403261639,0.12147434862329345
0.3,2,1.0,0.8992474994514513,293.3872150701694,0.9943415919891183,8.298301685221995,0.10836524551196704
0.3,2,1.21238,0.9084227627353103,293.3872150701694,0.9943415919891183,9.222375381274604,0.09850203718445466
0.3,2,1.80947,0.9217352564060441,293.3872150701694,0.9943415919891183,10.978175335485458,0.08396069731430325
0.3,2,2.70063,0.9289998369261274,293.3872150701694,0.9943415919891183,12.246020466432428,0.07586136569611404
0.3,2,3.0,0.930148578343146,293.3872150701694,0.9943415919891183,12.47412928080588,0.07456621279165183
0.3,2,4.03068,0.9321567555717595,293.3872150701694,0.9943415919891183,12.894542161098263,0.07229079900052575
0.3,2,6.01577,0.9330705868522815,293.3872150701694,0.9943415919891183,13.095688744593962,0.07125021104655246
0.3,2,8.9785,0.9332060743586222,293.3872150701694,0.9943415919891183,13.126064674183581,0.0710956480501012
0.3,2,10.0,0.9332107776383067,293.3872150701694,0.9943415919891183,13.127123975030976,0.07109026923287701
0.3,2,13.4004,0.9332133428423424,293.3872150701694,0.9943415919891183,13.127700090162616,0.07108734480776689
0.3,2,20.0,0.9332134340278287,293.3872150701694,0.9943415919891183,13.127719945537427,0.07108724423581726
0.5,2,0.001,0.03599401677480442,293.3872150701694,0.9943415919891183,0.0364476619444873,0.9875535179629953
0.5,2,0.002,0.06943320607467707,293.3872150701694,0.9943415919891183,0.07285889444478975,0.9529818782426274
0.5,2,0.00298499,0.1001251642908954,293.3872150701694,0.9943415919891183,0.10868801642380954,0.9212162259036467
0.5,2,0.003,0.10057679880630961,293.3872150701694,0.9943415919891183,0.10923373391214003,0.9207485197494626
0.5,2,0.00445509,0.14225871729621753,293.3872150701694,0.9943415919891183,0.16209746907732012,0.8776122052119176
0.5,2,0.0066492,0.19813589538772053,293.3872150701694,0.9943415919891183,0.2416646591981735,0.8198794811170224
0.5,2,0.0099239,0.2689668213121323,293.3872150701694,0.9943415919891183,0.36009410973994105,0.7469347985346924
0.5,2,0.01,0.27046159092187383,293.3872150701694,0.9943415919891183,0.3628416561713702,0.7453984026413294
0.5,2,0.0148114,0.3537997975858012,293.3872150701694,0.9943415919891183,0.5361306416512465,0.6599134056134556
0.5,2,0.0221059,0.4487394485203743,293.3872150701694,0.9943415919891183,0.7972666763142136,0.5628473656956409
0.5,2,0.03,0.5239219130772075,293.3872150701694,0.9943415919891183,1.0777298875407175,0.4861347162532071
0.5,2,0.032993,0.5472225475101304,293.3872150701694,0.9943415919891183,1.1834883007894148,0.46238103675813275
0.5,2,0.0492418,0.6416655744595017,293.3872150701694,0.9943415919891183,1.7521524039200251,0.36621561744510767
0.5,2,0.0734932,0.7257204216079153,293.3872150701694,0.9943415919891183,2.5838830315545365,0.2808642700715835
0.5,2,0.1,0.7809139412065821,293.3872150701694,0.9943415919891183,3.470188133036409,0.22503504457646903
0.5,2,0.109688,0.7957605764572411,293.3872150701694,0.9943415919891183,3.7883070251625344,0.21005704426058222
0.5,2,0.163709,0.8509430641669292,293.3872150701694,0.9943415919891183,5.506748813118565,0.1545273069546504
0.5,2,0.244335,0.8923319679783249,293.3872150701694,0.9943415919891183,7.904885394512724,0.1128836059530665
0.5,2,0.3,0.9088602840056698,293.3872150701694,0.9943415919891183,9.45129394691527,0.0961625243178798
0.5,2,0.36467,0.9220376685446586,293.3872150701694,0.9943415919891183,11.143035764826882,0.08274564382671021
0.5,2,0.544268,0.9425687440574094,293.3872150701694,0.9943415919891183,15.30595941179362,0.06158181389995958
0.5,2,0.812317,0.9562587509245093,293.3872150701694,0.9943415919891183,20.281287231282327,0.047149805632137276
0.5,2,1.0,0.9613100923040492,293.3872150701694,0.9943415919891183,23.050838014505544,0.04170391079487484
0.5,2,1.21238,0.964991907389248,293.3872150701694,0.9943415919891183,25.617709392429454,0.037668938022789124
0.5,2,1.80947,0.9702054217712115,293.3872150701694,0.9943415919891183,30.494931487459603,0.031815300918783436
0.5,2,2.70063,0.9729772657946242,293.3872150701694,0.9943415919891183,34.01672351786786,0.028602909544875814
0.5,2,3.0,0.9734102228891578,293.3872150701694,0.9943415919891183,34.650359113349666,0.0280923559754431
0.5,2,4.03068,0.9741633301590129,293.3872150701694,0.9943415919891183,35.8181726697174,0.027197460326685588
0.5,2,6.01577,0.9745044048551048,293.3872150701694,0.9943415919891183,36.376913179427675,0.026789090103616013
0.5,2,8.9785,0.974554889494927,293.3872150701694,0.9943415919891183,36.461290761621065,0.026728480235832398
0.5,2,10.0,0.9745566504538605,293.3872150701694,0.9943415919891183,36.46423326397493,0.026726371658462374
0.5,2,13.4004,0.9745575968002245,293.3872150701694,0.9943415919891183,36.46583358378505,0.02672522471099009
0.5,2,20.0,0.9745576381361202,293.3872150701694,0.9943415919891183,36.46588873760396,0.026725185423251384
0.05,3,0.001,0.0003588673795486589,282.3128216084749,0.9940340359339408,0.00035061035742795985,1.0235504227007772
0.05,3,0.002,0.00071724904985197,282.3128216084749,0.9940340359339408,0.000700870279745267,1.0233691891068
0.05,3,0.00298499,0.0010696312279043075,282.3128216084749,0.9940340359339408,0.001045530556789296,1.0230511398815756
0.05,3,0.003,0.0010749968391888514,282.3128216084749,0.9940340359339408,0.0010507801172118451,1.0230464219681499
0.05,3,0.00445509,0.0015943857195980272,282.3128216084749,0.9940340359339408,0.001559305824827067,1.0224971228943178
0.05,3,0.0066492,0.0023751437370710454,282.3128216084749,0.9940340359339408,0.0023247069364347285,1.0216959823390337
0.05,3,0.0099239,0.003535709716215119,282.3128216084749,0.9940340359339408,0.0034639457728706086,1.0207173980339301
0.05,3,0.01,0.0035626184110131597,282.3128216084749,0.9940340359339408,0.0034903759520640088,1.0206976153690352
0.05,3,0.0148114,0.005258702058938678,282.3128216084749,0.9940340359339408,0.005157339205563386,1.019654098622396
0.05,3,0.0221059,0.007810832298098397,282.3128216084749,0.9940340359339408,0.007669352145925695,1.0184474711136928
0.05,3,0.03,0.010545639881028211,282.3128216084749,0.9940340359339408,0.010367283960682082,1.017203726744878
0.05,3,0.032993,0.01157483884185125,282.3128216084749,0.9940340359339408,0.011384633033075683,1.0167072410874347
0.05,3,0.0492418,0.017085364395549946,282.3128216084749,0.9940340359339408,0.016854929722030502,1.0136716484328172
0.05,3,0.0734932,0.02506173851782082,282.3128216084749,0.9940340359339408,0.02485580980818988,1.008284932626218
0.05,3,0.1,0.033441333044719,282.3128216084749,0.9940340359339408,0.03338167215003439,1.0017872350557055
0.05,3,0.109688,0.03641777421735877,282.3128216084749,0.9940340359339408,0.036441834929276724,0.9993397502632716
0.05,3,0.163709,0.05220731836700915,282.3128216084749,0.9940340359339408,0.05297248346338757,0.9855554233754724
0.05,3,0.244335,0.07343211691209851,282.3128216084749,0.9940340359339408,0.07604149472793163,0.9656848168862383
0.05,3,0.3,0.08663184023052718,282.3128216084749,0.9940340359339408,0.0909172597663943,0.9528646205695354
0.05,3,0.36467,0.10065162186405865,282.3128216084749,0.9940340359339408,0.10719106641981477,0.938992634608706
0.05,3,0.544268,0.13337643930183712,282.3128216084749,0.9940340359339408,0.1472365472528884,0.9058650300509585
0.05,3,0.812317,0.16940928257801696,282.3128216084749,0.9940340359339408,0.19509699623776627,0.868333628117762
0.05,3,1.0,0.18812186480667106,282.3128216084749,0.9940340359339408,0.2217388475449842,0.848393805999676
0.05,3,1.21238,0.20466114691498288,282.3128216084749,0.9940340359339408,0.24643101278335344,0.8305007742467383
0.05,3,1.80947,0.23409666036996296,282.3128216084749,0.9940340359339408,0.2933477281709835,0.7980176353488414
0.05,3,2.70063,0.2538511467133725,282.3128216084749,0.9940340359339408,0.32722580694731324,0.7757675015963676
0.05,3,3.0,0.2572805614458099,282.3128216084749,0.9940340359339408,0.33332110060289316,0.7718700105707522
0.05,3,4.03068,0.2635053788695549,282.3128216084749,0.9940340359339408,0.3445549495403347,0.7647702615245935
0.05,3,6.01577,0.26644066022128976,282.3128216084749,0.9940340359339408,0.3499297856578715,0.7614117778524588
0.05,3,8.9785,0.26688154818629556,282.3128216084749,0.9940340359339408,0.35074146060966366,0.7609067594187421
0.05,3,10.0,0.266896928043189,282.3128216084749,0.9940340359339408,0.35076976617844324,0.7608892036248456
0.05,3,13.4004,0.2669052651697964,282.3128216084749,0.9940340359339408,0.35078516054589204,0.7608795786983643
0.05,3,20.0,0.2669055634071701,282.3128216084749,0.9940340359339408,0.35078569110119057,0.7608792780837126
0.1,3,0.001,0.0014345171922492477,282.3128216084749,0.9940340359339408,0.0014024414297118394,1.0228713740608755
0.1,3,0.002,0.002864535455920664,282.3128216084749,0.9940340359339408,0.002803481118981068,1.0217780446339466
0.1,3,0.00298499,0.0042679851661153,282.3128216084749,0.9940340359339408,0.004182122227157184,1.0205309491914305
0.1,3,0.003,0.004289328070492322,282.3128216084749,0.9940340359339408,0.0042031204688473805,1.0205103808667617
0.1,3,0.00445509,0.006353032811894137,282.3128216084749,0.9940340359339408,0.006237223299308268,1.0185674789932104
0.1,3,0.0066492,0.009444337313278147,282.3128216084749,0.9940340359339408,0.009298827745738914,1.0156481624907947
0.1,3,0.0099239,0.014015237701751542,282.3128216084749,0.9940340359339408,0.013855783091482434,1.0115081629970903
0.1,3,0.01,0.014120875327659408,282.3128216084749,0.9940340359339408,0.013961503808256035,1.0114150682900742
0.1,3,0.0148114,0.02074799762247034,282.3128216084749,0.9940340359339408,0.020629356822253545,1.0057510663681388
0.1,3,0.0221059,0.030604210697818452,282.3128216084749,0.9940340359339408,0.03067740858370278,0.9976139482028082
0.1,3,0.03,0.04101292128680686,282.3128216084749,0.9940340359339408,0.04146913584272833,0.9889986963400523
0.1,3,0.032993,0.044889465029016695,282.3128216084749,0.9940340359339408,0.04553853213230273,0.9857468593541772
0.1,3,0.0492418,0.06527302251365527,282.3128216084749,0.9940340359339408,0.06741971888812201,0.968159220924237
0.1,3,0.0734932,0.09369491389327275,282.3128216084749,0.9940340359339408,0.09942323923275952,0.9423844426746528
0.1,3,0.1,0.12223432383596051,282.3128216084749,0.9940340359339408,0.13352668860013756,0.9154299048185532
0.1,3,0.109688,0.1320605545883124,282.3128216084749,0.9940340359339408,0.1457673397171069,0.9059680642083783
0.1,3,0.163709,0.18164211931849042,282.3128216084749,0.9940340359339408,0.2118899338535503,0.8572475153257354
0.1,3,0.244335,0.2422028101190795,282.3128216084749,0.9940340359339408,0.30416597891172653,0.796285011840099
0.1,3,0.3,0.27677078760770607,282.3128216084749,0.9940340359339408,0.3636690390655772,0.7610512798088332
0.1,3,0.36467,0.3111829039961075,282.3128216084749,0.9940340359339408,0.42876426567925907,0.7257668814893511
0.1,3,0.544268,0.3834740101550562,282.3128216084749,0.9940340359339408,0.5889461890115536,0.6511189261597098
0.1,3,0.812317,0.45219221458105147,282.3128216084749,0.9940340359339408,0.7803879849510651,0.5794453826828286
0.1,3,1.0,0.4841106807111849,282.3128216084749,0.9940340359339408,0.8869553901799369,0.545811757920512
0.1,3,1.21238,0.510442425429659,282.3128216084749,0.9940340359339408,0.9857240511334138,0.5178350115762497
0.1,3,1.80947,0.553386314409487,282.3128216084749,0.9940340359339408,1.173390912683934,0.47161291981008197
0.1,3,2.70063,0.5796609443315308,282.3128216084749,0.9940340359339408,1.308903227789253,0.44286004650670957
0.1,3,3.0,0.5840293036899733,282.3128216084749,0.9940340359339408,1.3332844024115726,0.4380380529717536
0.1,3,4.03068,0.5918185941134829,282.3128216084749,0.9940340359339408,1.3782197981613389,0.42940799058540496
0.1,3,6.01577,0.5954301123537065,282.3128216084749,0.9940340359339408,1.399719142631486,0.42539256213520943
0.1,3,8.9785,0.5959692074406382,282.3128216084749,0.9940340359339408,1.4029658424386546,0.42479238582510054
0.1,3,10.0,0.5959879796962387,282.3128216084749,0.9940340359339408,1.403079064713773,0.42477148628671174
0.1,3,13.4004,0.5959981977634417,282.3128216084749,0.9940340359339408,1.4031406421835682,0.424760127278438
0.1,3,20.0,0.5959985191153576,282.3128216084749,0.9940340359339408,1.4031427644047623,0.42475971386146916
0.15,3,0.001,0.003223220685671123,282.3128216084749,0.9940340359339408,0.0031554932168516383,1.0214633542730474
0.15,3,0.002,0.006426010609111525,282.3128216084749,0.9940340359339408,0.0063078325177074014,1.018735134623878
0.15,3,0.00298499,0.00955899161204695,282.3128216084749,0.9940340359339408,0.00940977501110366,1.0158576162306976
0.15,3,0.003,0.009606562692096837,282.3128216084749,0.9940340359339408,0.009457021054906605,1.015812763482497
0.15,3,0.00445509,0.01419463867553257,282.3128216084749,0.9940340359339408,0.014033752423443601,1.011464236166815
0.15,3,0.0066492,0.021025889587853584,282.3128216084749,0.9940340359339408,0.020922362427912556,1.00494815823489
0.15,3,0.0099239,0.031036496802505635,282.3128216084749,0.9940340359339408,0.031175511955835473,0.9955408862723162
0.15,3,0.01,0.031266589609864344,282.3128216084749,0.9940340359339408,0.03141338356857608,0.995327024916266
0.15,3,0.0148114,0.04558774074494494,282.3128216084749,0.9940340359339408,0.046416052850070465,0.982154619915634
0.15,3,0.0221059,0.06648031525554597,282.3128216084749,0.9940340359339408,0.06902416931333125,0.9631454592921271
0.15,3,0.03,0.08802901140206301,282.3128216084749,0.9940340359339408,0.09330555564613872,0.9434487667155962
0.15,3,0.032993,0.09592231423903104,282.3128216084749,0.9940340359339408,0.10246169729768112,0.9361772913086608
0.15,3,0.0492418,0.13628470933259734,282.3128216084749,0.9940340359339408,0.1516943674982745,0.8984164117639211
0.15,3,0.0734932,0.1895179640282885,282.3128216084749,0.9940340359339408,0.2237022882737089,0.8471883121571181
0.15,3,0.1,0.23966331140690583,282.3128216084749,0.9940340359339408,0.30043504935030946,0.7977208781904027
0.15,3,0.109688,0.25621230388096533,282.3128216084749,0.9940340359339408,0.32797651436349046,0.7811910080762974
0.15,3,0.163709,0.3346093929382046,282.3128216084749,0.9940340359339408,0.47675235117048803,0.7018515841960625
0.15,3,0.244335,0.42014553515295094,282.3128216084749,0.9940340359339408,0.6843734525513846,0.6139126723671463
0.15,3,0.3,0.4646238238912906,282.3128216084749,0.9940340359339408,0.8182553378975485,0.5678225394595163
0.15,3,0.36467,0.5061414063199665,282.3128216084749,0.9940340359339408,0.9647195977783327,0.5246513157663296
0.15,3,0.544268,0.5854861185682892,282.3128216084749,0.9940340359339408,1.3251289252759955,0.44183332459243185
0.15,3,0.812317,0.6524043845653341,282.3128216084749,0.9940340359339408,1.755872966139896,0.3715555721548452
0.15,3,1.0,0.6810278472686591,282.3128216084749,0.9940340359339408,1.9956496279048574,0.3412562194014184
0.15,3,1.21238,0.70356461776432,282.3128216084749,0.9940340359339408,2.217879115050181,0.3172240601347659
0.15,3,1.80947,0.7383423222280167,282.3128216084749,0.9940340359339408,2.6401295535388507,0.2796613981455329
0.15,3,2.70063,0.7584579417780268,282.3128216084749,0.9940340359339408,2.9450322625258187,0.2575380757043158
0.15,3,3.0,0.7617185433158241,282.3128216084749,0.9940340359339408,2.999889905426038,0.2539154993448489
0.15,3,4.03068,0.7674739710273624,282.3128216084749,0.9940340359339408,3.1009945458630117,0.24749284775467836
0.15,3,6.01577,0.7701169606955626,282.3128216084749,0.9940340359339408,3.1493680709208425,0.24453063070217396
0.15,3,8.9785,0.7705101127639107,282.3128216084749,0.9940340359339408,3.1566731454869723,0.24408929187536962
0.15,3,10.0,0.7705237804233065,282.3128216084749,0.9940340359339408,3.1569278956059885,0.24407392436671427
0.15,3,13.4004,0.770531230480293,282.3128216084749,0.9940340359339408,3.1570664449130277,0.2440655728744157
0.15,3,20.0,0.7705314914328316,282.3128216084749,0.9940340359339408,3.1570712199107147,0.24406528638736982
0.3,3,0.001,0.012785073496631405,282.3128216084749,0.9940340359339408,0.012621972867406553,1.0129219600563413
0.3,3,0.002,0.02526164006219488,282.3128216084749,0.9940340359339408,0.025231330070829606,1.0012012839307396
0.3,3,0.00298499,0.037248905686271545,282.3128216084749,0.9940340359339408,0.03763910004441464,0.9896332707827057
0.3,3,0.003,0.03742929813225861,282.3128216084749,0.9940340359339408,0.03782808421962642,0.9894579359331945
0.3,3,0.00445509,0.05460101063614453,282.3128216084749,0.9940340359339408,0.056135009693774406,0.97267304190383
0.3,3,0.0066492,0.0793658500226889,282.3128216084749,0.9940340359339408,0.08368944971165022,0.9483375777489496
0.3,3,0.0099239,0.1140170687633109,282.3128216084749,0.9940340359339408,0.12470204782334189,0.9143159294772145
0.3,3,0.01,0.11479162340864273,282.3128216084749,0.9940340359339408,0.1256535342743043,0.9135566625452031
0.3,3,0.0148114,0.16118117443611799,282.3128216084749,0.9940340359339408,0.18566421140028186,0.8681327070009212
0.3,3,0.0221059,0.22297747217054753,282.3128216084749,0.9940340359339408,0.276096677253325,0.8076065035942487
0.3,3,0.03,0.28035009245464587,282.3128216084749,0.9940340359339408,0.3732222225845549,0.7511613068300924
0.3,3,0.032993,0.2999312554006405,282.3128216084749,0.9940340359339408,0.4098467891907245,0.731813114829761
0.3,3,0.0492418,0.38976878793010356,282.3128216084749,0.9940340359339408,0.606777469993098,0.6423587018393038
0.3,3,0.0734932,0.4869042740319046,282.3128216084749,0.9940340359339408,0.8948091530948356,0.5441431531493292
0.3,3,0.1,0.5616649349834215,282.3128216084749,0.9940340359339408,1.2017401974012378,0.4673763399094259
0.3,3,0.109688,0.583494183922638,282.3128216084749,0.9940340359339408,1.3119060574539618,0.4447682672149826
0.3,3,0.163709,0.671933649507963,282.3128216084749,0.9940340359339408,1.9070094046819521,0.352349415717762
0.3,3,0.244335,0.7471118402020516,282.3128216084749,0.9940340359339408,2.7374938102055384,0.272918184295714
0.3,3,0.3,0.7797700865593372,282.3128216084749,0.9940340359339408,3.273021351590194,0.23824167421959738
0.3,3,0.36467,0.8071190287248559,282.3128216084749,0.9940340359339408,3.858878391113331,0.20915896976271198
0.3,3,0.544268,0.8525194655560473,282.3128216084749,0.9940340359339408,5.300515701103982,0.1608370795653876
0.3,3,0.812317,0.8851335648918525,282.3128216084749,0.9940340359339408,7.023491864559584,0.12602471562019182
0.3,3,1.0,0.8977482739343712,282.3128216084749,0.9940340359339408,7.98259851161943,0.11246316254382747
0.3,3,1.21238,0.9071635596717307,282.3128216084749,0.9940340359339408,8.871516460200723,0.10225574891749742
0.3,3,1.80947,0.9208255933609207,282.3128216084749,0.9940340359339408,10.560518214155403,0.087195114357801
0.3,3,2.70063,0.9282450281068281,282.3128216084749,0.9940340359339408,11.780129050103275,0.07879752625449296
0.3,3,3.0,0.9294134870233449,282.3128216084749,0.9940340359339408,11.999559621704153,0.07745396633908733
0.3,3,4.03068,0.9314522457529459,282.3128216084749,0.9940340359339408,12.403978183452047,0.07509302515507338
0.3,3,6.01577,0.9323782521626585,282.3128216084749,0.9940340359339408,12.59747228368337,0.0740131219316357
0.3,3,8.9785,0.9325154331915784,282.3128216084749,0.9940340359339408,12.62669258194789,0.07385270744017128
0.3,3,10.0,0.9325202069383816,282.3128216084749,0.9940340359339408,12.627711582423954,0.07384712589067381
0.3,3,13.4004,0.9325228024810004,282.3128216084749,0.9940340359339408,12.62826577965211,0.07384409061009563
0.3,3,20.0,0.9325229067083866,282.3128216084749,0.9940340359339408,12.628284879642859,0.07384398717609222
0.5,3,0.001,0.03478001916688381,282.3128216084749,0.9940340359339408,0.03506103574279598,0.9919849322771386
0.5,3,0.002,0.06730186821224779,282.3128216084749,0.9940340359339408,0.07008702797452668,0.9602614086690741
0.5,3,0.00298499,0.09729501539606653,282.3128216084749,0.9940340359339408,0.10455305567892956,0.9305803141215534
0.5,3,0.003,0.09773732551702334,282.3128216084749,0.9940340359339408,0.1050780117211845,0.9301406061656454
0.5,3,0.00445509,0.13867297187876004,282.3128216084749,0.9940340359339408,0.1559305824827067,0.8893250424055807
0.5,3,0.0066492,0.19389007225591912,282.3128216084749,0.9940340359339408,0.2324706936434728,0.8340409245445681
0.5,3,0.0099239,0.2644130543916693,282.3128216084749,0.9940340359339408,0.3463945772870608,0.7633290811378592
0.5,3,0.01,0.26590743195755595,282.3128216084749,0.9940340359339408,0.3490375952064008,0.7618303460987162
0.5,3,0.0148114,0.349596786192507,282.3128216084749,0.9940340359339408,0.5157339205563385,0.6778626967475513
0.5,3,0.0221059,0.44574132799694893,282.3128216084749,0.9940340359339408,0.7669352145925693,0.5811981501380751
0.5,3,0.03,0.5223542511129671,282.3128216084749,0.9940340359339408,1.036728396068208,0.5038486966248781
0.5,3,0.032993,0.5461567893667056,282.3128216084749,0.9940340359339408,1.138463303307568,0.4797315713031425
0.5,3,0.0492418,0.6427030092171504,282.3128216084749,0.9940340359339408,1.68549297220305,0.38131455889554694
0.5,3,0.0734932,0.7282198796016673,282.3128216084749,0.9940340359339408,2.4855809808189875,0.2929777324582369
0.5,3,0.1,0.7837297055233722,282.3128216084749,0.9940340359339408,3.338167215003438,0.23477844429149275
0.5,3,0.109688,0.7985286978733616,282.3128216084749,0.9940340359339408,3.644183492927672,0.21912417402226853
0.5,3,0.163709,0.8529571172189702,282.3128216084749,0.9940340359339408,5.297248346338756,0.16101890291938073
0.5,3,0.244335,0.8932900127264262,282.3128216084749,0.9940340359339408,7.604149472793162,0.11747402072020321
0.5,3,0.3,0.909385862146818,282.3128216084749,0.9940340359339408,9.091725976639427,0.10002345698533185
0.5,3,0.36467,0.9222781306058503,282.3128216084749,0.9940340359339408,10.719106641981474,0.08604057795205992
0.5,3,0.544268,0.9426052617083709,282.3128216084749,0.9940340359339408,14.723654725288837,0.06401978851686768
0.5,3,0.812317,0.9564388725620768,282.3128216084749,0.9940340359339408,19.509699623776623,0.04902376207763124
0.5,3,1.0,0.9616187099556859,282.3128216084749,0.9940340359339408,22.173884754498417,0.04336717361898448
0.5,3,1.21238,0.9654184966608019,282.3128216084749,0.9940340359339408,24.64310127833534,0.039176014648348544
0.5,3,1.80947,0.9708183779052797,282.3128216084749,0.9940340359339408,29.33477281709834,0.03309445701039891
0.5,3,2.70063,0.9736826297215609,282.3128216084749,0.9940340359339408,32.72258069473131,0.02975567968813457
0.5,3,3.0,0.974128378234527,282.3128216084749,0.9940340359339408,33.33211006028931,0.02922492384888255
0.5,3,4.03068,0.9749022043855874,282.3128216084749,0.9940340359339408,34.45549495403346,0.028294534897443477
0.5,3,6.01577,0.9752519559684618,282.3128216084749,0.9940340359339408,34.99297856578714,0.027869932653345832
0.5,3,8.9785,0.975303675615884,282.3128216084749,0.9940340359339408,35.07414606096636,0.027806911504576554
0.5,3,10.0,0.9753054701190227,282.3128216084749,0.9940340359339408,35.076976617844316,0.02780471876880251
0.5,3,13.4004,0.9753064482389598,282.3128216084749,0.9940340359339408,35.078516054589194,0.027803526429715206
0.5,3,20.0,0.9753064839878818,282.3128216084749,0.9940340359339408,35.07856911011905,0.0278034853966303
0.05,4,0.001,0.0002977799377523761,234.3753330561936,0.9926454313445154,0.0002906691456773239,1.0244635255609345
0.05,4,0.002,0.000595073117789446,234.3753330561936,0.9926454313445154,0.0005810477674951246,1.024138033185781
0.05,4,0.00298499,0.0008873462164016348,234.3753330561936,0.9926454313445154,0.000866784073211313,1.0237223361916907
0.05,4,0.003,0.0008917946514383943,234.3753330561936,0.9926454313445154,0.0008711361558320252,1.0237144279548793
0.05,4,0.00445509,0.0013225242190507726,234.3753330561936,0.9926454313445154,0.0012927230538113423,1.0230530159971754
0.05,4,0.0066492,0.0019698933304411375,234.3753330561936,0.9926454313445154,0.0019272693029397236,1.0221162799803838
0.05,4,0.0099239,0.002931986748557173,234.3753330561936,0.9926454313445154,0.0028717410571071273,1.0209788035383436
0.05,4,0.01,0.002954293493836397,234.3753330561936,0.9926454313445154,0.002893652667655663,1.0209564979441237
0.05,4,0.0148114,0.0043600227871621626,234.3753330561936,0.9926454313445154,0.004275627770515292,1.019738625805749
