sigma_a,object,rho,rel_mse,K_eff,D_H,pred_rel_mse,ratio_measured_over_pred
0.1,1,0.0734932,0.0851361912669962,255.423003555239,0.9933670712969365,0.08989298832728893,0.9470837809621611
0.1,1,0.1,0.11127110612416177,255.423003555239,0.9933670712969365,0.12072743910116675,0.9216720486460349
0.1,1,0.109688,0.12030576798417794,255.423003555239,0.9933670712969365,0.13179475813510125,0.9128266532486362
0.1,1,0.163709,0.16621822433430258,255.423003555239,0.9933670712969365,0.1915791468629919,0.8676216960772551
0.1,1,0.244335,0.22309161697395838,255.423003555239,0.9933670712969365,0.2750100379234178,0.8112126330315361
0.1,1,0.3,0.25595245834202,255.423003555239,0.9933670712969365,0.32880941051603424,0.7784219373172064
0.1,1,0.36467,0.2889400043212439,255.423003555239,0.9933670712969365,0.38766491041024664,0.7453344281675454
0.1,1,0.544268,0.35905381902670486,255.423003555239,0.9933670712969365,0.5324925369839759,0.6742889225459882
0.1,1,0.812317,0.4266301890196291,255.423003555239,0.9933670712969365,0.7055836096602255,0.6046486669738167
0.1,1,1.0,0.4583289681442763,255.423003555239,0.9933670712969365,0.8019359573430597,0.5715281425499269
0.1,1,1.21238,0.4846458711148225,255.423003555239,0.9933670712969365,0.8912371122310749,0.5437900469624589
0.1,1,1.80947,0.5279321448042978,255.423003555239,0.9933670712969365,1.060915098232775,0.4976195981032823
0.1,1,2.70063,0.5546631948374127,255.423003555239,0.9933670712969365,1.1834378308853293,0.46868807161798215
0.1,1,3.0,0.559126223268271,255.423003555239,0.9933670712969365,1.2054819391103573,0.4638196601111293
0.1,1,4.03068,0.567097339275904,255.423003555239,0.9933670712969365,1.2461100360903727,0.45509411115502474
0.1,1,6.01577,0.570798635563215,255.423003555239,0.9933670712969365,1.2655485530448927,0.45102863433400575
0.1,1,8.9785,0.5713513913061394,255.423003555239,0.9933670712969365,1.2684840392563685,0.4504206388289177
0.1,1,10.0,0.571370647439412,255.423003555239,0.9933670712969365,1.2685864085689573,0.4503994710805336
0.1,1,13.4004,0.5713811283951438,255.423003555239,0.9933670712969365,1.2686420835078973,0.45038796664795244
0.1,1,20.0,0.5713814959930585,255.423003555239,0.9933670712969365,1.268644002302804,0.4503875752030548
0.15,1,0.001,0.0029176941779677293,255.423003555239,0.9933670712969365,0.002853022262181738,1.0226678623028116
0.15,1,0.002,0.005818791529490925,255.423003555239,0.9933670712969365,0.0057031929281371775,1.0202691023800778
0.15,1,0.00298499,0.008658278253689622,255.423003555239,0.9933670712969365,0.008507797591016778,1.017687381612338
0.15,1,0.003,0.008701401441137555,255.423003555239,0.9933670712969365,0.008550514848036999,1.017646492144879
0.15,1,0.00445509,0.012862256430618873,255.423003555239,0.9933670712969365,0.01268854195984602,1.0136906566036183
0.15,1,0.0066492,0.01906239314916845,255.423003555239,0.9933670712969365,0.018916841736654512,1.007694276589094
0.15,1,0.0099239,0.02815757641691564,255.423003555239,0.9933670712969365,0.02818717187218515,0.9989500381448798
0.15,1,0.01,0.028366754544901562,255.423003555239,0.9933670712969365,0.02840224221461711,0.998750532811903
0.15,1,0.0148114,0.04139591097172553,255.423003555239,0.9933670712969365,0.04196682515324241,0.9863960597583404
0.15,1,0.0221059,0.06043713826250137,255.423003555239,0.9933670712969365,0.062407832356558834,0.9684223274604673
0.15,1,0.03,0.08011652818434703,255.423003555239,0.9933670712969365,0.08436171753500771,0.9496787230665492
0.15,1,0.032993,0.0873355495245301,255.423003555239,0.9933670712969365,0.09264019388476946,0.9427392783003288
0.15,1,0.0492418,0.12434991291463666,255.423003555239,0.9933670712969365,0.13715364850378742,0.9066467736817283
0.15,1,0.0734932,0.1734974296290651,255.423003555239,0.9933670712969365,0.2022592237364,0.8577973672794298
0.15,1,0.1,0.2202573469800883,255.423003555239,0.9933670712969365,0.2716367379776251,0.8108525695748527
0.15,1,0.109688,0.23580612412653915,255.423003555239,0.9933670712969365,0.2965382058039777,0.7951964351008968
0.15,1,0.163709,0.31035737113661793,255.423003555239,0.9933670712969365,0.43105308044173174,0.7199980355518442
0.15,1,0.244335,0.393508911707486,255.423003555239,0.9933670712969365,0.6187725853276901,0.635950785536323
0.15,1,0.3,0.4375069450701076,255.423003555239,0.9933670712969365,0.7398211736610769,0.5913685099130943
0.15,1,0.36467,0.47902063242468096,255.423003555239,0.9933670712969365,0.8722460484230548,0.5491806277491411
0.15,1,0.544268,0.5594129177640802,255.423003555239,0.9933670712969365,1.1981082082139456,0.46691351743430015
