arm,sigma_a,rho,object,rel_mse,psnr,gain_rel_mse,n
hadamard_paired+pairwise,0.15,0.0099239,5,0.036064066609254083,23.804118154299484,,5
hadamard_paired+pairwise,0.15,0.0099239,6,0.037933834480636495,22.96904627512523,,5
hadamard_paired+pairwise,0.15,0.0099239,7,0.04329150702916545,22.55367074948086,,5
hadamard_paired+pairwise,0.15,0.0099239,8,0.040972937456546135,23.33400395311976,,5
hadamard_paired+pairwise,0.15,0.0099239,9,0.03344501837873938,25.75588038452478,,5
hadamard_paired+pairwise,0.15,0.01,0,0.028450183848386996,26.18992178573683,,5
hadamard_paired+pairwise,0.15,0.01,1,0.028366754544901562,26.455589305016996,,5
hadamard_paired+pairwise,0.15,0.01,2,0.0323573132706428,26.40969208687081,,5
hadamard_paired+pairwise,0.15,0.01,3,0.031266589609864344,25.30733279371641,,5
hadamard_paired+pairwise,0.15,0.01,4,0.02595940916900728,30.36921577745158,,5
hadamard_paired+pairwise,0.15,0.01,5,0.03632926941816065,23.77229760020282,,5
hadamard_paired+pairwise,0.15,0.01,6,0.03821235206691025,22.937276090014116,,5
hadamard_paired+pairwise,0.15,0.01,7,0.04360704322205853,22.522130968026218,,5
hadamard_paired+pairwise,0.15,0.01,8,0.04127311601652804,23.30229968440218,,5
hadamard_paired+pairwise,0.15,0.01,9,0.03369174299739537,25.72395765698218,,5
hadamard_paired+pairwise,0.15,0.0148114,0,0.0415066250522097,24.549642319158636,,5
hadamard_paired+pairwise,0.15,0.0148114,1,0.04139591097172553,24.81403015306995,,5
hadamard_paired+pairwise,0.15,0.0148114,2,0.04709057005974078,24.780008023632377,,5
hadamard_paired+pairwise,0.15,0.0148114,3,0.04558774074494494,23.669808447964094,,5
hadamard_paired+pairwise,0.15,0.0148114,4,0.03788975170383766,28.726908167166034,,5
hadamard_paired+pairwise,0.15,0.0148114,5,0.0527773887712019,22.150340229138685,,5
hadamard_paired+pairwise,0.15,0.0148114,6,0.05547283194925745,21.318532388278758,,5
hadamard_paired+pairwise,0.15,0.0148114,7,0.06310336361079846,20.917159243366534,,5
hadamard_paired+pairwise,0.15,0.0148114,8,0.059853987780464704,21.68790998537205,,5
hadamard_paired+pairwise,0.15,0.0148114,9,0.04901561709370666,24.095731031594333,,5
hadamard_paired+pairwise,0.15,0.0221059,0,0.06058734757729315,22.90709424834926,,5
hadamard_paired+pairwise,0.15,0.0221059,1,0.06043713826250137,23.17049830009785,,5
hadamard_paired+pairwise,0.15,0.0221059,2,0.06850164342580226,23.152276419341728,,5
hadamard_paired+pairwise,0.15,0.0221059,3,0.06648031525554597,22.031568217163787,,5
hadamard_paired+pairwise,0.15,0.0221059,4,0.05535492372274101,27.080548616257573,,5
hadamard_paired+pairwise,0.15,0.0221059,5,0.07657439088775057,20.533945319505886,,5
hadamard_paired+pairwise,0.15,0.0221059,6,0.08039994322771807,19.70684863744028,,5
hadamard_paired+pairwise,0.15,0.0221059,7,0.09105864397599747,19.324484037454493,,5
hadamard_paired+pairwise,0.15,0.0221059,8,0.08660064940779286,20.083519695351697,,5
hadamard_paired+pairwise,0.15,0.0221059,9,0.07126151287258926,22.470413625069433,,5
hadamard_paired+pairwise,0.15,0.03,0,0.08031493025953018,21.68306217451856,,5
hadamard_paired+pairwise,0.15,0.03,1,0.08011652818434703,21.946276550576282,,5
hadamard_paired+pairwise,0.15,0.03,2,0.09049546589314542,21.942976154597414,,5
hadamard_paired+pairwise,0.15,0.03,3,0.08802901140206301,20.812433304051144,,5
hadamard_paired+pairwise,0.15,0.03,4,0.07345583806119031,25.85184992744712,,5
hadamard_paired+pairwise,0.15,0.03,5,0.10088817657190101,19.33635313017151,,5
hadamard_paired+pairwise,0.15,0.03,6,0.10581785097569818,18.5139103513197,,5
hadamard_paired+pairwise,0.15,0.03,7,0.11932150344888919,18.150531223529903,,5
hadamard_paired+pairwise,0.15,0.03,8,0.11374836477438159,18.89922129681551,,5
hadamard_paired+pairwise,0.15,0.03,9,0.09408039788516118,21.263890254275207,,5
hadamard_paired+pairwise,0.15,0.032993,0,0.08755456706334157,21.308278375748312,,5
hadamard_paired+pairwise,0.15,0.032993,1,0.0873355495245301,21.57157718859391,,5
hadamard_paired+pairwise,0.15,0.032993,2,0.09853190767067911,21.573462995905597,,5
hadamard_paired+pairwise,0.15,0.032993,3,0.09592231423903104,20.439559380358926,,5
hadamard_paired+pairwise,0.15,0.032993,4,0.08011096227155443,25.475195396172364,,5
hadamard_paired+pairwise,0.15,0.032993,5,0.10973931458514323,18.97112617404246,,5
hadamard_paired+pairwise,0.15,0.032993,6,0.1150592525602833,18.15032169628339,,5
hadamard_paired+pairwise,0.15,0.032993,7,0.12953649688549468,17.79380504452363,,5
hadamard_paired+pairwise,0.15,0.032993,8,0.12358336318185241,18.539060877249142,,5
hadamard_paired+pairwise,0.15,0.032993,9,0.10240920105453102,20.895465741695983,,5
hadamard_paired+pairwise,0.15,0.0492418,0,0.12470101226654007,19.77257508268042,,5
hadamard_paired+pairwise,0.15,0.0492418,1,0.12434991291463666,20.037005201615923,,5
hadamard_paired+pairwise,0.15,0.0492418,2,0.13949364235446104,20.06364079907567,,5
hadamard_paired+pairwise,0.15,0.0492418,3,0.13628470933259734,18.914567759718302,,5
hadamard_paired+pairwise,0.15,0.0492418,4,0.11438033316997356,23.928607424166273,,5
hadamard_paired+pairwise,0.15,0.0492418,5,0.1545795914790237,17.48319897535318,,5
hadamard_paired+pairwise,0.15,0.0492418,6,0.16178745562561536,16.6702967949255,,5
hadamard_paired+pairwise,0.15,0.0492418,7,0.18069492811440907,16.348297853109628,,5
hadamard_paired+pairwise,0.15,0.0492418,8,0.17299236200185145,17.078386328906216,,5
hadamard_paired+pairwise,0.15,0.0492418,9,0.14477416464476908,19.391825968111426,,5
hadamard_paired+pairwise,0.15,0.0734932,0,0.17406023674541898,18.324528263453637,,5
hadamard_paired+pairwise,0.15,0.0734932,1,0.1734974296290651,18.590528223859163,,5
hadamard_paired+pairwise,0.15,0.0734932,2,0.19329780410475123,18.64689074241958,,5
hadamard_paired+pairwise,0.15,0.0734932,3,0.1895179640282885,17.482812389926618,,5
hadamard_paired+pairwise,0.15,0.0734932,4,0.16029672004930784,22.4628658858621,,5
hadamard_paired+pairwise,0.15,0.0734932,5,0.2127788895865189,16.09540951492989,,5
hadamard_paired+pairwise,0.15,0.0734932,6,0.22221826030462802,15.292240289903352,,5
hadamard_paired+pairwise,0.15,0.0734932,7,0.24567238611063114,15.014207775986629,,5
hadamard_paired+pairwise,0.15,0.0734932,8,0.23604027069250222,15.728879352016563,,5
hadamard_paired+pairwise,0.15,0.0734932,9,0.20016472934352453,17.98473090163012,,5
hadamard_paired+pairwise,0.15,0.1,0,0.22098097811607453,17.28816168398065,,5
hadamard_paired+pairwise,0.15,0.1,1,0.2202573469800883,17.55416601932063,,5
hadamard_paired+pairwise,0.15,0.1,2,0.24389845408902477,17.637081567394066,,5
hadamard_paired+pairwise,0.15,0.1,3,0.23966331140690583,16.463473358928074,,5
hadamard_paired+pairwise,0.15,0.1,4,0.20443313078774308,21.406577793429953,,5
hadamard_paired+pairwise,0.15,0.1,5,0.26676929341203925,15.113316330161101,,5
hadamard_paired+pairwise,0.15,0.1,6,0.278048441591261,14.319097537439466,,5
hadamard_paired+pairwise,0.15,0.1,7,0.3045991804566869,14.080482518475458,,5
hadamard_paired+pairwise,0.15,0.1,8,0.29343219805370774,14.783780912543122,,5
hadamard_paired+pairwise,0.15,0.1,9,0.2519565111036024,16.98526135333335,,5
hadamard_paired+pairwise,0.15,0.109688,0,0.23655997604865148,16.99234639667315,,5
hadamard_paired+pairwise,0.15,0.109688,1,0.23580612412653915,17.25792262812605,,5
hadamard_paired+pairwise,0.15,0.109688,2,0.26059822624535983,17.349467657553472,,5
hadamard_paired+pairwise,0.15,0.109688,3,0.25621230388096533,16.17352685885249,,5
hadamard_paired+pairwise,0.15,0.109688,4,0.21920486534102404,21.103579628528575,,5
hadamard_paired+pairwise,0.15,0.109688,5,0.2844246000303768,14.834996665218052,,5
hadamard_paired+pairwise,0.15,0.109688,6,0.2962547510945163,14.043728856935592,,5
hadamard_paired+pairwise,0.15,0.109688,7,0.3236039983103602,13.817629252447137,,5
hadamard_paired+pairwise,0.15,0.109688,8,0.3119779962653364,14.51765798859007,,5
hadamard_paired+pairwise,0.15,0.109688,9,0.2689823195644077,16.70125791225734,,5
hadamard_paired+pairwise,0.15,0.163709,0,0.3110063687489418,15.804193901278742,,5
hadamard_paired+pairwise,0.15,0.163709,1,0.31035737113661793,16.06485173492137,,5
hadamard_paired+pairwise,0.15,0.163709,2,0.33977793155345115,16.197298778010527,,5
hadamard_paired+pairwise,0.15,0.163709,3,0.3346093929382046,15.01418452332337,,5
hadamard_paired+pairwise,0.15,0.163709,4,0.29065615324823846,19.878226825412874,,5
hadamard_paired+pairwise,0.15,0.163709,5,0.3669963957542313,13.728015594223397,,5
hadamard_paired+pairwise,0.15,0.163709,6,0.38104047066721025,12.95096412396839,,5
hadamard_paired+pairwise,0.15,0.163709,7,0.41090748605052757,12.780311316289726,,5
hadamard_paired+pairwise,0.15,0.163709,8,0.39735486979414397,13.467254515257775,,5
hadamard_paired+pairwise,0.15,0.163709,9,0.34925478644633834,15.567007724918266,,5
hadamard_paired+pairwise,0.15,0.244335,0,0.3934486332038941,14.782936472675795,,5
hadamard_paired+pairwise,0.15,0.244335,1,0.393508911707486,15.033880122134889,,5
hadamard_paired+pairwise,0.15,0.244335,2,0.42626331834886255,15.212526564706405,,5
hadamard_paired+pairwise,0.15,0.244335,3,0.42014553515295094,14.025338908080112,,5
hadamard_paired+pairwise,0.15,0.244335,4,0.37146319337670364,18.812730312052725,,5
hadamard_paired+pairwise,0.15,0.244335,5,0.4549985794436459,12.794469290983196,,5
hadamard_paired+pairwise,0.15,0.244335,6,0.4706100405091642,12.034162642892507,,5
hadamard_paired+pairwise,0.15,0.244335,7,0.5014092214059463,11.915783008965837,,5
hadamard_paired+pairwise,0.15,0.244335,8,0.48611065826714633,12.591718080676964,,5
hadamard_paired+pairwise,0.15,0.244335,9,0.43612805215723577,14.602268958012186,,5
hadamard_paired+pairwise,0.15,0.3,0,0.43681371171829075,14.328725863220336,,5
hadamard_paired+pairwise,0.15,0.3,1,0.4375069450701076,14.573534199996095,,5
hadamard_paired+pairwise,0.15,0.3,2,0.47119702929736595,14.777280264239085,,5
hadamard_paired+pairwise,0.15,0.3,3,0.4646238238912906,13.588093542668062,,5
hadamard_paired+pairwise,0.15,0.3,4,0.4146442777751352,18.335012162348207,,5
hadamard_paired+pairwise,0.15,0.3,5,0.4998205381648108,12.38637473793538,,5
hadamard_paired+pairwise,0.15,0.3,6,0.5158253965561973,11.63569467105149,,5
hadamard_paired+pairwise,0.15,0.3,7,0.5466118373107534,11.540872195797636,,5
hadamard_paired+pairwise,0.15,0.3,8,0.5305294054056178,12.211937142663174,,5
hadamard_paired+pairwise,0.15,0.3,9,0.48096964673412046,14.177232468173722,,5
hadamard_paired+pairwise,0.15,0.36467,0,0.4775870219137458,13.94098610691926,,5
hadamard_paired+pairwise,0.15,0.36467,1,0.47902063242468096,14.179796041357012,,5
hadamard_paired+pairwise,0.15,0.36467,2,0.5130571984791166,14.407623687130052,,5
hadamard_paired+pairwise,0.15,0.36467,3,0.5061414063199665,13.216114443664244,,5
hadamard_paired+pairwise,0.15,0.36467,4,0.45564116795468423,17.925393324611445,,5
hadamard_paired+pairwise,0.15,0.36467,5,0.5410356776772488,12.042190994844233,,5
hadamard_paired+pairwise,0.15,0.36467,6,0.5571043229004694,11.30124654774576,,5
hadamard_paired+pairwise,0.15,0.36467,7,0.5876729575728854,11.226247932869914,,5
hadamard_paired+pairwise,0.15,0.36467,8,0.5709421400079571,11.893050716456143,,5
hadamard_paired+pairwise,0.15,0.36467,9,0.5225853125727218,13.816843483439836,,5
hadamard_paired+pairwise,0.15,0.544268,0,0.5562432407337502,13.278391189519885,,5
hadamard_paired+pairwise,0.15,0.544268,1,0.5594129177640802,13.505938094205977,,5
hadamard_paired+pairwise,0.15,0.544268,2,0.5926743354792101,13.781015647111294,,5
hadamard_paired+pairwise,0.15,0.544268,3,0.5854861185682892,12.582998397935832,,5
hadamard_paired+pairwise,0.15,0.544268,4,0.5357693806923395,17.221504633399302,,5
hadamard_paired+pairwise,0.15,0.544268,5,0.6180772847734504,11.463868268005847,,5
hadamard_paired+pairwise,0.15,0.544268,6,0.6333428533056317,10.743886827485284,,5
hadamard_paired+pairwise,0.15,0.544268,7,0.6630939573506754,10.701687693937663,,5
hadamard_paired+pairwise,0.15,0.544268,8,0.6454231953929483,11.360378801590873,,5
hadamard_paired+pairwise,0.15,0.544268,9,0.601383291659681,13.206936398184215,,5
hadamard_paired+pairwise,0.15,0.812317,0,0.6232499937723788,12.783945861761419,,5
hadamard_paired+pairwise,0.15,0.812317,1,0.6281344955811081,13.002734140571743,,5
hadamard_paired+pairwise,0.15,0.812317,2,0.6592721574585381,13.318411763669982,,5
hadamard_paired+pairwise,0.15,0.812317,3,0.6524043845653341,12.112339124014406,,5
hadamard_paired+pairwise,0.15,0.812317,4,0.6051856411889353,16.69214967920417,,5
hadamard_paired+pairwise,0.15,0.812317,5,0.681412122863207,11.040081279120503,,5
hadamard_paired+pairwise,0.15,0.812317,6,0.6949697833020773,10.34026967069895,,5
hadamard_paired+pairwise,0.15,0.812317,7,0.7235958229234052,10.322267375590076,,5
hadamard_paired+pairwise,0.15,0.812317,8,0.7056414279819075,10.972867192043354,,5
hadamard_paired+pairwise,0.15,0.812317,9,0.6670902591618217,12.75667342732025,,5
hadamard_paired+pairwise,0.15,1.0,0,0.6520947956800374,12.587267905160965,,5
hadamard_paired+pairwise,0.15,1.0,1,0.657788152828967,12.802431416361546,,5
hadamard_paired+pairwise,0.15,1.0,2,0.6875872412976445,13.135736666835069,,5
hadamard_paired+pairwise,0.15,1.0,3,0.6810278472686591,11.925578969558668,,5
hadamard_paired+pairwise,0.15,1.0,4,0.635468630191466,16.480040111618443,,5
hadamard_paired+pairwise,0.15,1.0,5,0.7081555425504423,10.872864381910743,,5
hadamard_paired+pairwise,0.15,1.0,6,0.7207157389567794,10.182139763253303,,5
hadamard_paired+pairwise,0.15,1.0,7,0.7486210031330334,10.174496570899393,,5
hadamard_paired+pairwise,0.15,1.0,8,0.7307950804569223,10.82071045309964,,5
hadamard_paired+pairwise,0.15,1.0,9,0.6950548524555991,12.578376189217414,,5
hadamard_paired+pairwise,0.15,1.21238,0,0.6749026987798745,12.437823545624235,,5
hadamard_paired+pairwise,0.15,1.21238,1,0.6812693368601241,12.650145906859212,,5
hadamard_paired+pairwise,0.15,1.21238,2,0.7098222193818513,12.997492401044312,,5
hadamard_paired+pairwise,0.15,1.21238,3,0.70356461776432,11.783981346952071,,5
hadamard_paired+pairwise,0.15,1.21238,4,0.6596250460392498,16.318003184874197,,5
hadamard_paired+pairwise,0.15,1.21238,5,0.7291350246928818,10.74606233689573,,5
hadamard_paired+pairwise,0.15,1.21238,6,0.7408361315669669,10.062442127643061,,5
hadamard_paired+pairwise,0.15,1.21238,7,0.7679696843133841,10.063580157612634,,5
hadamard_paired+pairwise,0.15,1.21238,8,0.7504076686918353,10.705663989976081,,5
hadamard_paired+pairwise,0.15,1.21238,9,0.7170805823109403,12.442932302629526,,5
hadamard_paired+pairwise,0.15,1.80947,0,0.7103597634761553,12.215267761738673,,5
hadamard_paired+pairwise,0.15,1.80947,1,0.7177896476515222,12.423462023955611,,5
hadamard_paired+pairwise,0.15,1.80947,2,0.7440917501536727,12.792706623011236,,5
hadamard_paired+pairwise,0.15,1.80947,3,0.7383423222280167,11.574175681858122,,5
hadamard_paired+pairwise,0.15,1.80947,4,0.6976183935577229,16.07486881230135,,5
hadamard_paired+pairwise,0.15,1.80947,5,0.7615367679078312,10.557243799886834,,5
hadamard_paired+pairwise,0.15,1.80947,6,0.7719112124908072,9.883805264291984,,5
hadamard_paired+pairwise,0.15,1.80947,7,0.7972040653280761,9.901169144250142,,5
hadamard_paired+pairwise,0.15,1.80947,8,0.780461137975261,10.535075083546271,,5
hadamard_paired+pairwise,0.15,1.80947,9,0.75128836037421,12.2406167864844,,5
hadamard_paired+pairwise,0.15,2.70063,0,0.7311205785039745,12.090079403229355,,5
hadamard_paired+pairwise,0.15,2.70063,1,0.7390970548140859,12.296495534844833,,5
hadamard_paired+pairwise,0.15,2.70063,2,0.7639426144556622,12.678372365204917,,5
hadamard_paired+pairwise,0.15,2.70063,3,0.7584579417780268,11.457325862372779,,5
hadamard_paired+pairwise,0.15,2.70063,4,0.7201416651456161,15.936969325380392,,5
hadamard_paired+pairwise,0.15,2.70063,5,0.7804154218501687,10.450908476350099,,5
hadamard_paired+pairwise,0.15,2.70063,6,0.7901384698155789,9.782326511961687,,5
hadamard_paired+pairwise,0.15,2.70063,7,0.8137367186566532,9.811935166282321,,5
hadamard_paired+pairwise,0.15,2.70063,8,0.7978103463746968,10.43955584195507,,5
hadamard_paired+pairwise,0.15,2.70063,9,0.7713750967731283,12.126055710492752,,5
hadamard_paired+pairwise,0.15,3.0,0,0.7345131741908777,12.069962519705625,,5
hadamard_paired+pairwise,0.15,3.0,1,0.7425640393211934,12.27618463981685,,5
hadamard_paired+pairwise,0.15,3.0,2,0.7671658857294503,12.66008963911872,,5
hadamard_paired+pairwise,0.15,3.0,3,0.7617185433158241,11.438680965838678,,5
hadamard_paired+pairwise,0.15,3.0,4,0.7238414664011561,15.914735052270322,,5
hadamard_paired+pairwise,0.15,3.0,5,0.7834933261871381,10.43381607984247,,5
hadamard_paired+pairwise,0.15,3.0,6,0.7931283524140025,9.765902610238665,,5
hadamard_paired+pairwise,0.15,3.0,7,0.816386237191546,9.79780351060274,,5
hadamard_paired+pairwise,0.15,3.0,8,0.8006258061750134,10.424249989617206,,5
hadamard_paired+pairwise,0.15,3.0,9,0.7746646386335423,12.107577082144624,,5
hadamard_paired+pairwise,0.15,4.03068,0,0.7405253918767218,12.034541075739293,,5
hadamard_paired+pairwise,0.15,4.03068,1,0.7486921759041569,12.240515405700837,,5
hadamard_paired+pairwise,0.15,4.03068,2,0.7728602996438492,12.62797828213839,,5
hadamard_paired+pairwise,0.15,4.03068,3,0.7674739710273624,11.405966399175375,,5
hadamard_paired+pairwise,0.15,4.03068,4,0.7304098334159177,15.875543787601291,,5
hadamard_paired+pairwise,0.15,4.03068,5,0.7889414186473379,10.403724893602234,,5
hadamard_paired+pairwise,0.15,4.03068,6,0.7984379684273041,9.73688655615677,,5
hadamard_paired+pairwise,0.15,4.03068,7,0.8210391699520578,9.77309727817281,,5
hadamard_paired+pairwise,0.15,4.03068,8,0.8055999722021889,10.397338898922593,,5
hadamard_paired+pairwise,0.15,4.03068,9,0.7804987272754923,12.074995032153875,,5
hadamard_paired+pairwise,0.15,6.01577,0,0.7432976505334026,12.01830564466883,,5
hadamard_paired+pairwise,0.15,6.01577,1,0.75150974693886,12.224213737564941,,5
hadamard_paired+pairwise,0.15,6.01577,2,0.7754775712283234,12.613298942036801,,5
hadamard_paired+pairwise,0.15,6.01577,3,0.7701169606955626,11.391026467366988,,5
hadamard_paired+pairwise,0.15,6.01577,4,0.7334431161106036,15.857565465322825,,5
hadamard_paired+pairwise,0.15,6.01577,5,0.7914503423172043,10.389936991939754,,5
hadamard_paired+pairwise,0.15,6.01577,6,0.800891519099839,9.72354278487349,,5
hadamard_paired+pairwise,0.15,6.01577,7,0.8231649728249476,9.761856389021446,,5
hadamard_paired+pairwise,0.15,6.01577,8,0.8078865584201591,10.385023402386375,,5
hadamard_paired+pairwise,0.15,6.01577,9,0.7831904224283552,12.06004365593606,,5
hadamard_paired+pairwise,0.15,8.9785,0,0.7437106982649594,12.015891903633738,,5
hadamard_paired+pairwise,0.15,8.9785,1,0.7519290502326197,12.221793011497736,,5
hadamard_paired+pairwise,0.15,8.9785,2,0.7758670240670872,12.611118902614475,,5
hadamard_paired+pairwise,0.15,8.9785,3,0.7705101127639107,11.388808547622624,,5
hadamard_paired+pairwise,0.15,8.9785,4,0.733895260373113,15.85489204316533,,5
hadamard_paired+pairwise,0.15,8.9785,5,0.7918239554094493,10.387887501276785,,5
hadamard_paired+pairwise,0.15,8.9785,6,0.8012573938710388,9.721556420183273,,5
hadamard_paired+pairwise,0.15,8.9785,7,0.8234805926413549,9.760189932142628,,5
hadamard_paired+pairwise,0.15,8.9785,8,0.8082268213889492,10.38319371351393,,5
hadamard_paired+pairwise,0.15,8.9785,9,0.7835915362165655,12.057819964728125,,5
hadamard_paired+pairwise,0.15,10.0,0,0.7437250696360003,12.015807944944543,,5
hadamard_paired+pairwise,0.15,10.0,1,0.7519436405753434,12.221708803823526,,5
hadamard_paired+pairwise,0.15,10.0,2,0.7758805713805424,12.611043086466681,,5
hadamard_paired+pairwise,0.15,10.0,3,0.7705237804233065,11.38873146490352,,5
hadamard_paired+pairwise,0.15,10.0,4,0.7339109666682218,15.854799208850057,,5
hadamard_paired+pairwise,0.15,10.0,5,0.7918369510713715,10.387816232294682,,5
hadamard_paired+pairwise,0.15,10.0,6,0.8012701324487214,9.721487277865739,,5
hadamard_paired+pairwise,0.15,10.0,7,0.8234915490034436,9.760132094167929,,5
hadamard_paired+pairwise,0.15,10.0,8,0.8082386792709422,10.383129963982293,,5
hadamard_paired+pairwise,0.15,10.0,9,0.7836055048337275,12.05774254666601,,5
hadamard_paired+pairwise,0.15,13.4004,0,0.7437328988439675,12.015762208342274,,5
hadamard_paired+pairwise,0.15,13.4004,1,0.7519515789242889,12.221662986851928,,5
hadamard_paired+pairwise,0.15,13.4004,2,0.7758879499322667,12.611001796673742,,5
hadamard_paired+pairwise,0.15,13.4004,3,0.770531230480293,11.388689449012176,,5
hadamard_paired+pairwise,0.15,13.4004,4,0.7339195427884657,15.854748518070647,,5
hadamard_paired+pairwise,0.15,13.4004,5,0.7918440270183782,10.387777425330302,,5
hadamard_paired+pairwise,0.15,13.4004,6,0.8012770399145694,9.721449786679601,,5
hadamard_paired+pairwise,0.15,13.4004,7,0.8234975252527121,9.760100546059455,,5
hadamard_paired+pairwise,0.15,13.4004,8,0.8082451255654626,10.383095308418552,,5
hadamard_paired+pairwise,0.15,13.4004,9,0.7836130807661904,12.057700559290899,,5
hadamard_paired+pairwise,0.15,20.0,0,0.7437331701466687,12.015760621367653,,5
hadamard_paired+pairwise,0.15,20.0,1,0.7519518499878416,12.221661425273894,,5
hadamard_paired+pairwise,0.15,20.0,2,0.775888190291293,12.611000451328584,,5
hadamard_paired+pairwise,0.15,20.0,3,0.7705314914328316,11.388687976380833,,5
hadamard_paired+pairwise,0.15,20.0,4,0.7339198322129975,15.854746805379218,,5
hadamard_paired+pairwise,0.15,20.0,5,0.791844275541429,10.387776063865608,,5
hadamard_paired+pairwise,0.15,20.0,6,0.801277279840356,9.721448484802453,,5
hadamard_paired+pairwise,0.15,20.0,7,0.823497729468406,9.760099467314294,,5
hadamard_paired+pairwise,0.15,20.0,8,0.8082453398200237,10.383094155243597,,5
hadamard_paired+pairwise,0.15,20.0,9,0.7836133379487141,12.057699132671429,,5
hadamard_paired+pairwise,0.3,0.001,0,0.01162525304104248,30.076799400713792,,5
hadamard_paired+pairwise,0.3,0.001,1,0.01158474926750987,30.345029028632563,,5
hadamard_paired+pairwise,0.3,0.001,2,0.013267460202556976,30.281722273944297,,5
hadamard_paired+pairwise,0.3,0.001,3,0.012785073496631405,29.190926656577584,,5
hadamard_paired+pairwise,0.3,0.001,4,0.010605324630972806,34.25707696992477,,5
hadamard_paired+pairwise,0.3,0.001,5,0.014929153879652008,27.634623861310576,,5
hadamard_paired+pairwise,0.3,0.001,6,0.015717408520469576,26.795570125273297,,5
hadamard_paired+pairwise,0.3,0.001,7,0.01801906767085655,26.360459098021874,,5
hadamard_paired+pairwise,0.3,0.001,8,0.016994564966143058,27.1562029131995,,5
hadamard_paired+pairwise,0.3,0.001,9,0.013819665563423952,29.59448620615448,,5
hadamard_paired+pairwise,0.3,0.002,0,0.022987719368638616,27.115947799437976,,5
hadamard_paired+pairwise,0.3,0.002,1,0.022917718974458927,27.38214531030103,,5
hadamard_paired+pairwise,0.3,0.002,2,0.026170689245077438,27.331443228509084,,5
hadamard_paired+pairwise,0.3,0.002,3,0.02526164006219488,26.23360882454756,,5
hadamard_paired+pairwise,0.3,0.002,4,0.020973416615002915,31.295650379440268,,5
hadamard_paired+pairwise,0.3,0.002,5,0.029402962059161576,24.691118224068514,,5
hadamard_paired+pairwise,0.3,0.002,6,0.030942661334665722,23.85388228388181,,5
hadamard_paired+pairwise,0.3,0.002,7,0.035356900119370996,23.433115041490442,,5
hadamard_paired+pairwise,0.3,0.002,8,0.03342811525060022,24.218032781407185,,5
hadamard_paired+pairwise,0.3,0.002,9,0.027253365972970723,26.645211999916445,,5
hadamard_paired+pairwise,0.3,0.00298499,0,0.03392243987524926,25.42609715922198,,5
hadamard_paired+pairwise,0.3,0.00298499,1,0.03383054718337754,25.690734071485178,,5
hadamard_paired+pairwise,0.3,0.00298499,2,0.038536193870658354,25.650887278416036,,5
hadamard_paired+pairwise,0.3,0.00298499,3,0.037248905686271545,24.547280550068116,,5
hadamard_paired+pairwise,0.3,0.00298499,4,0.030959629965125596,29.604390987716158,,5
hadamard_paired+pairwise,0.3,0.00298499,5,0.043231327462747174,23.017066634630776,,5
hadamard_paired+pairwise,0.3,0.00298499,6,0.04547239070666224,22.182035864646473,,5
hadamard_paired+pairwise,0.3,0.00298499,7,0.05180884518479455,21.773856076144288,,5
hadamard_paired+pairwise,0.3,0.00298499,8,0.049081272643288404,22.549890500829,,5
hadamard_paired+pairwise,0.3,0.00298499,9,0.04011880423783397,24.965887355408874,,5
hadamard_paired+pairwise,0.3,0.003,0,0.03408712377427451,25.40506524145685,,5
hadamard_paired+pairwise,0.3,0.003,1,0.0339949371455772,25.66968132860776,,5
hadamard_paired+pairwise,0.3,0.003,2,0.03872204713601649,25.629991972058157,,5
hadamard_paired+pairwise,0.3,0.003,3,0.03742929813225861,24.526301449933225,,5
hadamard_paired+pairwise,0.3,0.003,4,0.031110102574846553,29.5833341381177,,5
hadamard_paired+pairwise,0.3,0.003,5,0.0434388425936449,22.99627003918703,,5
hadamard_paired+pairwise,0.3,0.003,6,0.04569030344486195,22.16127401882444,,5
hadamard_paired+pairwise,0.3,0.003,7,0.052054933101846425,21.753276684339816,,5
hadamard_paired+pairwise,0.3,0.003,8,0.049315816753218784,22.52918498361287,,5
hadamard_paired+pairwise,0.3,0.003,9,0.04031210423276799,24.94501173430887,,5
hadamard_paired+pairwise,0.3,0.00445509,0,0.04978203983297381,23.76030987164649,,5
hadamard_paired+pairwise,0.3,0.00445509,1,0.04966752904949513,24.023041562447975,,5
hadamard_paired+pairwise,0.3,0.00445509,2,0.056386306954585144,23.997793061895848,,5
hadamard_paired+pairwise,0.3,0.00445509,3,0.05460101063614453,22.886620656364258,,5
hadamard_paired+pairwise,0.3,0.00445509,4,0.045462442535362524,27.935808415656645,,5
hadamard_paired+pairwise,0.3,0.00445509,5,0.06312024555918565,21.37336558541972,,5
hadamard_paired+pairwise,0.3,0.00445509,6,0.06633821918095588,20.54192893986087,,5
hadamard_paired+pairwise,0.3,0.00445509,7,0.07528579299543078,20.150783256201816,,5
hadamard_paired+pairwise,0.3,0.00445509,8,0.07150803366582746,20.915384805572465,,5
hadamard_paired+pairwise,0.3,0.00445509,9,0.058674508392447866,23.31479724441943,,5
hadamard_paired+pairwise,0.3,0.0066492,0,0.07247995271168431,22.128936598494626,,5
hadamard_paired+pairwise,0.3,0.0066492,1,0.07234826257514057,22.38940104427681,,5
hadamard_paired+pairwise,0.3,0.0066492,2,0.08176762623763362,22.38363432192174,,5
