config_id,config_index,global_config_index,init_seed,object,object_index,method,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h,cnr,psnr,ssim,ks_d,ks_p,best_trace_cnr,final_loss,final_proxy_mean,final_proxy_std,final_proxy_min,final_proxy_max,final_proxy_range,final_proxy_tv_l1,final_proxy_roughness_l2,final_proxy_otsu_score,final_proxy_otsu_threshold,final_proxy_otsu_fg_fraction,final_proxy_hist_entropy,final_proxy_data_loss,final_proxy_aug_loss,final_proxy_denoiser_mse,final_proxy_net_delta_mse,final_proxy_dual_abs_mean
cfg0000,0,0,20240710,stripe_target,1,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,4.112496852874756,9.008489608764648,0.19124078750610352,0.004685699939727783,0.9740428844495653,4.444582939147949,0.012792427092790604,0.3686062693595886,0.10844338685274124,0.0,0.8418774008750916,0.8418774008750916,0.14047417044639587,0.02559669129550457,0.010138139128684998,0.4193548262119293,0.2252197265625,2.2708353996276855,0.00022720014385413378,0.01256522722542286,0.0022504166699945927,0.0002323701628483832,0.18771976232528687
cfg0001,1,1,20240710,stripe_target,1,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,6.734492778778076,9.00190544128418,0.1849633753299713,0.004685699939727783,0.9740428844495653,7.18174409866333,0.013380656018853188,0.3682020902633667,0.09661854058504105,0.03735828399658203,0.7289013266563416,0.6915430426597595,0.09843483567237854,0.016834145411849022,0.009058606810867786,0.4193548262119293,0.21441650390625,1.8207029104232788,0.00022700210683979094,0.013153653591871262,0.004057807382196188,0.0002691380796022713,0.18791154026985168
cfg0002,2,2,20240710,stripe_target,1,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,7.563361644744873,8.906079292297363,0.17068392038345337,0.004685699939727783,0.9740428844495653,7.563361644744873,0.013733623549342155,0.3672252297401428,0.08994961529970169,0.14729484915733337,0.6514444947242737,0.5041496753692627,0.08218933641910553,0.013670513406395912,0.007979928515851498,0.4193548262119293,0.21173095703125,1.6554358005523682,0.0002269068791065365,0.013506717048585415,0.0053026918321847916,0.0003053442924283445,0.18843629956245422
cfg0003,3,3,20240710,stripe_target,1,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,6.831596851348877,8.778907775878906,0.15285757184028625,0.004685699939727783,0.9740428844495653,6.831596851348877,0.013971138745546341,0.3664690852165222,0.08415354788303375,0.23324525356292725,0.6062522530555725,0.37300699949264526,0.07250846922397614,0.011627129279077053,0.006849295925348997,0.4193548262119293,0.211181640625,1.636182188987732,0.00022687437012791634,0.013744264841079712,0.006197584792971611,0.000335993041517213,0.18884679675102234
cfg0004,4,4,20240710,stripe_target,1,scgi_ured,36,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.9102373123168945,8.6406888961792,0.13390621542930603,0.004685699939727783,0.9740428844495653,5.9102373123168945,0.014143547043204308,0.36614125967025757,0.07862111181020737,0.2614785134792328,0.587209165096283,0.32573065161705017,0.06463226675987244,0.00976331066340208,0.005815322510898113,0.3870967626571655,0.23834228515625,1.6609418392181396,0.00022685986186843365,0.013916687108576298,0.006917723920196295,0.0003630929859355092,0.18906885385513306
cfg0005,5,5,20240710,stripe_target,1,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,6.297004699707031,3.6686654090881348,0.15034839510917664,0.004685699939727783,0.9740428844495653,6.297004699707031,0.019724484533071518,0.7901833057403564,0.11255136132240295,0.37933436036109924,1.0,0.6206656694412231,0.09524586796760559,0.01598207838833332,0.01069371122866869,0.8387097120285034,0.236572265625,1.9473413228988647,0.00022796200937591493,0.019496522843837738,0.002058404730632901,0.003988208714872599,0.2606572210788727
cfg0006,6,6,20240710,stripe_target,1,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,8.931845664978027,3.65154767036438,0.15032313764095306,0.004685699939727783,0.9740428844495653,8.931845664978027,0.020444171503186226,0.793175458908081,0.1092640832066536,0.4747447371482849,1.0,0.5252552628517151,0.07210802286863327,0.011962192133069038,0.010470126755535603,0.8387097120285034,0.21954345703125,1.714892029762268,0.0002277164749102667,0.020216455683112144,0.004016992636024952,0.0041327327489852905,0.2617894113063812
cfg0007,7,7,20240710,stripe_target,1,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,7.814115524291992,3.621469020843506,0.1410040259361267,0.004685699939727783,0.9740428844495653,8.58199405670166,0.020611636340618134,0.7941882014274597,0.10691925883293152,0.5619856119155884,1.0,0.4380143880844116,0.0660247951745987,0.0103436429053545,0.010001938790082932,0.8387097120285034,0.220947265625,1.7431738376617432,0.00022759867715649307,0.020384037867188454,0.005402741953730583,0.004274928942322731,0.26187437772750854
cfg0008,8,8,20240710,stripe_target,1,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,6.523793697357178,3.5842862129211426,0.12745264172554016,0.004685699939727783,0.9740428844495653,7.368578910827637,0.020687928423285484,0.7948293089866638,0.10418127477169037,0.5684109926223755,1.0,0.4315890073776245,0.0621524304151535,0.008713862858712673,0.00940315704792738,0.8387097120285034,0.23016357421875,1.8289093971252441,0.00022755382815375924,0.020460374653339386,0.006365864537656307,0.004378562793135643,0.26161977648735046
cfg0009,9,9,20240710,stripe_target,1,scgi_ured,40,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.52334451675415,3.5377514362335205,0.11107382923364639,0.004685699939727783,0.9740428844495653,6.212589740753174,0.020841388031840324,0.7954667210578918,0.10061820596456528,0.5706441402435303,1.0,0.4293558597564697,0.0577305406332016,0.006868948228657246,0.008689893409609795,0.8387097120285034,0.24359130859375,1.9269179105758667,0.0002275322622153908,0.020613856613636017,0.007115319836884737,0.004465596284717321,0.2617720365524292
cfg0010,10,10,20240710,stripe_target,1,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,3.03243088722229,7.095327854156494,0.17726562917232513,0.004685699939727783,0.9740428844495653,6.297004699707031,0.006244999822229147,0.5128663778305054,0.11769093573093414,0.09586776793003082,0.9587974548339844,0.8629297018051147,0.1776599884033203,0.03061915561556816,0.010441292077302933,0.5483871102333069,0.2779541015625,2.6103806495666504,0.00022706938034389168,0.006017930340021849,0.001337608671747148,0.0007648083847016096,0.12518665194511414
cfg0011,11,11,20240710,stripe_target,1,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,4.242876052856445,7.142982482910156,0.1749691665172577,0.004685699939727783,0.9740428844495653,8.931845664978027,0.0067537399008870125,0.5121158957481384,0.10360478609800339,0.1228952407836914,0.9213266372680664,0.798431396484375,0.12731824815273285,0.018830344080924988,0.009184936992824078,0.5483871102333069,0.23480224609375,2.281496286392212,0.00022683027782477438,0.00652690976858139,0.0037290153559297323,0.0007284398889169097,0.12669649720191956
cfg0012,12,12,20240710,stripe_target,1,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,5.483462810516357,7.1172003746032715,0.16594308614730835,0.004685699939727783,0.9740428844495653,8.58199405670166,0.007183712907135487,0.5118611454963684,0.09445799142122269,0.21786978840827942,0.8621967434883118,0.64432692527771,0.09750629216432571,0.01287160161882639,0.008246955461800098,0.5483871102333069,0.220703125,2.0127012729644775,0.00022671766055282205,0.006956995464861393,0.005517930723726749,0.0006854531820863485,0.12902113795280457
cfg0013,13,13,20240710,stripe_target,1,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,5.934423446655273,7.046603202819824,0.15147078037261963,0.004685699939727783,0.9740428844495653,7.368578910827637,0.0075043621473014355,0.5119640827178955,0.08762437105178833,0.2892243266105652,0.823918342590332,0.5346940159797668,0.0797739028930664,0.009538580663502216,0.007285456173121929,0.5483871102333069,0.21795654296875,1.8774478435516357,0.00022667244775220752,0.007277689874172211,0.006639731582254171,0.0006558825261890888,0.13120636343955994
cfg0014,14,14,20240710,stripe_target,1,scgi_ured,48,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,5.785121440887451,6.971757888793945,0.13509787619113922,0.004685699939727783,0.9740428844495653,6.212589740753174,0.0077093844301998615,0.5115199089050293,0.08175285905599594,0.34771254658699036,0.8004595637321472,0.45274701714515686,0.06729462742805481,0.007172068580985069,0.006291390862315893,0.5483871102333069,0.219482421875,1.818542718887329,0.00022665169672109187,0.007482732646167278,0.007432745769619942,0.0006444498430937529,0.13253286480903625
cfg0015,15,15,20240710,stripe_target,1,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,2.4853968620300293,1.700053095817566,0.026738513261079788,0.004685699939727783,0.9740428844495653,6.297004699707031,0.05645810812711716,0.9407389163970947,0.06155203655362129,0.45450788736343384,1.0,0.5454921126365662,0.06345966458320618,0.005472865886986256,0.0022271955385804176,0.9032257795333862,0.76226806640625,1.6727014780044556,0.00022796403209213167,0.05623014271259308,0.002239254768937826,0.0025464938953518867,0.4474828243255615
cfg0016,16,16,20240710,stripe_target,1,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,2.6953282356262207,1.6615667343139648,0.01915520429611206,0.004685699939727783,0.9740428844495653,8.931845664978027,0.05737704411149025,0.9443725347518921,0.05437888205051422,0.6209573745727539,1.0,0.3790426254272461,0.04295957833528519,0.0024245777167379856,0.0017088281456381083,0.9354838728904724,0.5714111328125,1.5822032690048218,0.00022769885254092515,0.05714934691786766,0.0040708184242248535,0.002791927196085453,0.44952601194381714
cfg0017,17,17,20240710,stripe_target,1,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,2.7146544456481934,1.6387174129486084,0.014799335971474648,0.004685699939727783,0.9740428844495653,8.58199405670166,0.058191169053316116,0.9464014768600464,0.05214507877826691,0.6388857364654541,1.0,0.3611142635345459,0.033546723425388336,0.0015780956018716097,0.001552713569253683,0.9354838728904724,0.57696533203125,1.5286277532577515,0.00022759953571949154,0.05796356871724129,0.005369959399104118,0.003075217828154564,0.45183777809143066
cfg0018,18,18,20240710,stripe_target,1,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.08,2.6634082794189453,1.6160430908203125,0.011116367764770985,0.004685699939727783,0.9740428844495653,7.368578910827637,0.05895719677209854,0.9483588933944702,0.05098874866962433,0.6511483788490295,1.0,0.34885162115097046,0.02706952765583992,0.0011649427469819784,0.0014557699905708432,0.9354838728904724,0.58563232421875,1.484552025794983,0.00022755705867893994,0.058729641139507294,0.006284785456955433,0.0033285897225141525,0.4542348086833954
cfg0019,19,19,20240710,stripe_target,1,scgi_ured,64,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.09,2.571319341659546,1.5868909358978271,0.008102616295218468,0.004685699939727783,0.9740428844495653,6.743303298950195,0.059941329061985016,0.9508638978004456,0.04984669014811516,0.6593778133392334,1.0,0.3406221866607666,0.02268730103969574,0.000938525190576911,0.0013600207166746259,0.9354838728904724,0.60858154296875,1.4419995546340942,0.00022752794029656798,0.05971379950642586,0.007002749480307102,0.003551195841282606,0.45762211084365845
cfg0020,20,20,20240710,stripe_target,1,scgi_ured,96,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.05,5.426007270812988,5.26488733291626,0.17931120097637177,0.004685699939727783,0.9740428844495653,6.374017238616943,0.027502119541168213,0.6677155494689941,0.12175334990024567,0.19572263956069946,1.0,0.8042773604393005,0.11452135443687439,0.019955284893512726,0.013730661943554878,0.7419354915618896,0.21929931640625,2.1872200965881348,0.00022700100089423358,0.027275118976831436,0.0022760070860385895,0.000126897037262097,0.29735520482063293
cfg0021,21,21,20240710,stripe_target,1,scgi_ured,96,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.06,7.2246012687683105,5.327674865722656,0.17509663105010986,0.004685699939727783,0.9740428844495653,8.931845664978027,0.027013082057237625,0.6620677709579468,0.11477921158075333,0.3487926423549652,1.0,0.6512073278427124,0.09940570592880249,0.014880891889333725,0.012742339633405209,0.7419354915618896,0.21270751953125,2.0497817993164062,0.00022657137014903128,0.02678650990128517,0.004095644690096378,0.00017193719395436347,0.2940864861011505
cfg0022,22,22,20240710,stripe_target,1,scgi_ured,96,0.001,0.5,0.5,0.1,24,3,0.3,nlm,3,0.07,7.307043075561523,5.416690826416016,0.1657755821943283,0.004685699939727783,0.9740428844495653,8.58199405670166,0.02597322128713131,0.6522404551506042,0.10939720273017883,0.4565696716308594,0.9796746969223022,0.5231050252914429,0.08802512288093567,0.012533131055533886,0.011632036417722702,0.7096774578094482,0.21484375,1.9707142114639282,0.000226286516408436,0.025746934115886688,0.005366186611354351,0.00021483184536918998,0.2872123420238495
