profile,device,image_size,num_patterns,epochs,start_epoch,resumed_from,train_loss_last,val_mse_last,slope_dynamic,slope_corrected,slope_oracle,slope_analytic,lambda_true,lambda_analytic,dynamic_static_mse,scgi_static_mse,oracle_static_mse,analytic_static_mse,static_dgi_cnr,static_dgi_psnr,static_dgi_ssim,static_dgi_ks_d,static_dgi_ks_p,dynamic_dgi_cnr,dynamic_dgi_psnr,dynamic_dgi_ssim,dynamic_dgi_ks_d,dynamic_dgi_ks_p,scgi_dgi_cnr,scgi_dgi_psnr,scgi_dgi_ssim,scgi_dgi_ks_d,scgi_dgi_ks_p,oracle_dgi_cnr,oracle_dgi_psnr,oracle_dgi_ssim,oracle_dgi_ks_d,oracle_dgi_ks_p,analytic_dgi_cnr,analytic_dgi_psnr,analytic_dgi_ssim,analytic_dgi_ks_d,analytic_dgi_ks_p,scgi_unn_cnr,scgi_unn_psnr,scgi_unn_ssim,scgi_unn_ks_d,scgi_unn_ks_p,scgi_ured_cnr,scgi_ured_psnr,scgi_ured_ssim,scgi_ured_ks_d,scgi_ured_ks_p,ks_pass_corrected,ks_pass_analytic,val_dynamic_ks_pass_rate,val_dynamic_slope_mean,val_dynamic_slope_std,val_dynamic_mse_vs_static_mean,val_scgi_ks_pass_rate,val_scgi_slope_mean,val_scgi_slope_std,val_scgi_mse_vs_static_mean,val_analytic_ks_pass_rate,val_analytic_slope_mean,val_analytic_slope_std,val_analytic_mse_vs_static_mean,val_oracle_ks_pass_rate,val_oracle_slope_mean,val_oracle_slope_std,val_oracle_mse_vs_static_mean
smoke,cuda:0,32,1024,2,0,,-2.2406001567840574,2.687179858185118e-06,-0.6039150953292847,8.286902811960317e-06,-0.0032431345898658037,8.329645424964838e-06,0.9988282322883606,0.9988244771957397,0.14702923595905304,2.838563204932143e-06,1.582067810090848e-15,2.8688812108157435e-06,3.0618274211883545,8.975249290466309,0.16267801821231842,0.020817697048187256,0.8233219922493806,0.48861268162727356,5.618495464324951,0.040050163865089417,0.08581948280334473,5.628012498814436e-07,3.0587053298950195,8.99471664428711,0.1633061319589615,0.021412551403045654,0.7820352929696954,3.061833143234253,8.975266456604004,0.16267821192741394,0.020817697048187256,0.8233219922493806,3.05871844291687,8.994621276855469,0.16330581903457642,0.021412134170532227,0.7820639107917289,3.065077066421509,11.247763633728027,0.18213963508605957,0.021412551403045654,0.7820352929696954,4.360472202301025,10.28942584991455,0.12045536935329437,0.021412551403045654,0.7820352929696954,True,True,0.0,-0.7528245548407236,0.05361651172660071,0.36622917155424756,1.0,3.2533450773068275e-05,0.00010715505493628989,2.6871798607016237e-06,1.0,3.2592291442294176e-05,0.0001071593341813636,2.6868325814592233e-06,1.0,-0.003634790887493485,0.0019441589805619872,2.055358198453187e-15
