config_id,object,object_index,step,loss,cnr,proxy_mean,proxy_std,proxy_min,proxy_max,proxy_range,proxy_tv_l1,proxy_roughness_l2,proxy_otsu_score,proxy_otsu_threshold,proxy_otsu_fg_fraction,proxy_hist_entropy,proxy_data_loss,proxy_aug_loss,proxy_denoiser_mse,proxy_binary_prior_loss,proxy_net_delta_mse,proxy_dual_abs_mean
cfg0000,stripe_target,1,1,0.00024273211602121592,2.7467715740203857,0.49014848470687866,0.13907316327095032,0.034121789038181305,0.9992964863777161,0.965174674987793,0.2419591248035431,0.0491752102971077,0.013842547312378883,0.5161290168762207,0.357666015625,2.860322952270508,0.00022781564621254802,1.4916471627657302e-05,0.004146358463913202,0.0,2.3675722331972793e-05,0.005214144475758076
cfg0000,stripe_target,1,2,0.0002691993140615523,3.1506316661834717,0.48955026268959045,0.1316354125738144,0.08176395297050476,0.9865424633026123,0.9047784805297852,0.21577420830726624,0.04085814952850342,0.012843148782849312,0.5483871102333069,0.26104736328125,2.761615037918091,0.00022777574486099184,4.1423576476518065e-05,0.004223721567541361,0.0,1.076579064829275e-05,0.012005116790533066
cfg0000,stripe_target,1,3,0.0003739090170711279,3.7666289806365967,0.4862040579319,0.12336373329162598,0.12440097332000732,0.9631571173667908,0.8387561440467834,0.1846514642238617,0.03251168131828308,0.012191799469292164,0.5483871102333069,0.235107421875,2.6106414794921875,0.00022773143427912146,0.00014617759734392166,0.00421718368306756,0.0,1.8818916942109354e-05,0.021541427820920944
cfg0000,stripe_target,1,4,0.0006234720349311829,4.690269470214844,0.48203563690185547,0.11571809649467468,0.12352150678634644,0.9329990744590759,0.8094775676727295,0.1515209823846817,0.025520121678709984,0.011706845834851265,0.5483871102333069,0.21893310546875,2.377941131591797,0.00022768988856114447,0.00039578211726620793,0.00417020358145237,0.0,2.9957856895634905e-05,0.03328537195920944
cfg0000,stripe_target,1,5,0.0010419337777420878,5.99409818649292,0.47897809743881226,0.10982652753591537,0.12455976009368896,0.9000676870346069,0.775507926940918,0.11954718828201294,0.02062085084617138,0.011440632864832878,0.5483871102333069,0.2142333984375,2.0599143505096436,0.00022765678295399994,0.0008142770384438336,0.0041234493255615234,0.0,2.836847852449864e-05,0.045891597867012024
cfg0000,stripe_target,1,6,0.0015885443426668644,7.416822910308838,0.4780271053314209,0.10615231841802597,0.12819300591945648,0.8680404424667358,0.7398474216461182,0.09551151841878891,0.01787768304347992,0.011152656748890877,0.5483871102333069,0.21319580078125,1.708601951599121,0.00022764477762393653,0.0013608995359390974,0.004104353487491608,0.0,1.972119753190782e-05,0.058160003274679184
cfg0000,stripe_target,1,7,0.002193948719650507,8.053899765014648,0.47948747873306274,0.10444941371679306,0.13469916582107544,0.847353994846344,0.7126548290252686,0.09525475651025772,0.01684112474322319,0.010907779447734356,0.5483871102333069,0.212646484375,1.7183469533920288,0.00022764402092434466,0.001966304611414671,0.004120810888707638,0.0,1.2343124581093434e-05,0.06924501061439514
cfg0000,stripe_target,1,8,0.002782076131552458,7.714256286621094,0.48317626118659973,0.103993259370327,0.14333227276802063,0.8335829973220825,0.6902507543563843,0.10455746948719025,0.016795434057712555,0.010695833712816238,0.5483871102333069,0.2127685546875,1.8550257682800293,0.00022765352332498878,0.0025544227100908756,0.0041669197380542755,0.0,1.1458547305664979e-05,0.07856563478708267
cfg0000,stripe_target,1,9,0.0032849591225385666,7.18696928024292,0.4884803593158722,0.10395152866840363,0.15276283025741577,0.8245499730110168,0.6717871427536011,0.11221237480640411,0.01701701246201992,0.01048513874411583,0.5483871102333069,0.2132568359375,1.9699244499206543,0.00022766622714698315,0.0030572928953915834,0.004226014018058777,0.0,1.821929618017748e-05,0.08578003197908401
cfg0000,stripe_target,1,10,0.003650890663266182,6.907093524932861,0.4943985044956207,0.10369029641151428,0.16183817386627197,0.8203121423721313,0.6584739685058594,0.1153012216091156,0.01698067970573902,0.010323528200387955,0.5483871102333069,0.2138671875,2.016110420227051,0.00022767193149775267,0.0034232186153531075,0.004274762235581875,0.0,2.8532405849546194e-05,0.09068287909030914
