image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,seed,object,gain_rel_mse,gain_corr,gain_scale
32,1024,random_uniform,0.001,0.05,0.02,41,2,2,4.128923319512978e-05,0.9463679194450378,0.999968409538269
32,1024,random_uniform,0.001,0.05,0.05,102,2,2,5.311805216479115e-05,0.9264765977859497,0.9999865293502808
32,1024,random_uniform,0.001,0.05,0.1,205,2,2,9.448948549106717e-05,0.8644073009490967,0.9999860525131226
32,1024,random_uniform,0.001,0.05,0.2,410,2,2,0.00017624262545723468,0.7313063144683838,0.9999700784683228
32,1024,random_uniform,0.001,0.05,0.005,10,2,3,0.0001034693414112553,0.9532416462898254,0.99989914894104
32,1024,random_uniform,0.001,0.05,0.01,20,2,3,5.961713395663537e-05,0.971893846988678,0.9999507069587708
32,1024,random_uniform,0.001,0.05,0.02,41,2,3,4.0192840970121324e-05,0.9805659055709839,0.9999806880950928
32,1024,random_uniform,0.001,0.05,0.05,102,2,3,5.013306872569956e-05,0.9754853844642639,0.9999969005584717
32,1024,random_uniform,0.001,0.05,0.1,205,2,3,7.298234413610771e-05,0.9641625881195068,1.0000109672546387
32,1024,random_uniform,0.001,0.05,0.2,410,2,3,0.00013609230518341064,0.9327951073646545,1.0000370740890503
32,1024,random_uniform,0.001,0.05,0.005,10,2,4,0.00013125751866027713,0.8936590552330017,0.999867856502533
32,1024,random_uniform,0.001,0.05,0.01,20,2,4,8.264495409093797e-05,0.9271421432495117,0.9999237656593323
32,1024,random_uniform,0.001,0.05,0.02,41,2,4,6.018468047841452e-05,0.9432542324066162,0.9999600648880005
32,1024,random_uniform,0.001,0.05,0.05,102,2,4,6.092030162108131e-05,0.9395532608032227,1.0000065565109253
32,1024,random_uniform,0.001,0.05,0.1,205,2,4,0.00010537580237723887,0.9001342058181763,1.000046968460083
32,1024,random_uniform,0.001,0.05,0.2,410,2,4,0.00024711035075597465,0.7590369582176208,1.0000629425048828
32,1024,random_uniform,0.001,0.05,0.005,10,3,0,0.00010960391227854416,0.956773042678833,0.9999368786811829
32,1024,random_uniform,0.001,0.05,0.01,20,3,0,5.8519977756077424e-05,0.9765030145645142,0.9999929666519165
32,1024,random_uniform,0.001,0.05,0.02,41,3,0,4.2699870391516015e-05,0.9830434322357178,1.0000203847885132
32,1024,random_uniform,0.001,0.05,0.05,102,3,0,5.461240652948618e-05,0.9788956046104431,1.0000473260879517
32,1024,random_uniform,0.001,0.05,0.1,205,3,0,0.00011677006841637194,0.9536413550376892,1.0000531673431396
32,1024,random_uniform,0.001,0.05,0.2,410,3,0,0.00020150371710769832,0.9192821979522705,1.000076174736023
32,1024,random_uniform,0.001,0.05,0.005,10,3,1,9.072807006305084e-05,0.9522783160209656,0.9999001026153564
32,1024,random_uniform,0.001,0.05,0.01,20,3,1,5.444827911560424e-05,0.9700664281845093,0.9999430775642395
32,1024,random_uniform,0.001,0.05,0.02,41,3,1,3.9265611121663824e-05,0.9776574969291687,0.9999686479568481
32,1024,random_uniform,0.001,0.05,0.05,102,3,1,3.933310290449299e-05,0.9769717454910278,1.0000022649765015
32,1024,random_uniform,0.001,0.05,0.1,205,3,1,6.489131192211062e-05,0.9634554982185364,1.0000454187393188
32,1024,random_uniform,0.001,0.05,0.2,410,3,1,0.0001866548409452662,0.8919941186904907,1.0000733137130737
32,1024,random_uniform,0.001,0.05,0.005,10,3,2,8.253122359747067e-05,0.8956558704376221,0.9999186396598816
32,1024,random_uniform,0.001,0.05,0.01,20,3,2,5.079978291178122e-05,0.9296998977661133,0.9999561309814453
32,1024,random_uniform,0.001,0.05,0.02,41,3,2,4.2431052861502394e-05,0.9373040795326233,0.9999773502349854
32,1024,random_uniform,0.001,0.05,0.05,102,3,2,5.678129673469812e-05,0.9121030569076538,0.9999927282333374
32,1024,random_uniform,0.001,0.05,0.1,205,3,2,8.406152483075857e-05,0.8663766980171204,0.9999955892562866
32,1024,random_uniform,0.001,0.05,0.2,410,3,2,0.00012646375398617238,0.7905036807060242,1.0000057220458984
32,1024,random_uniform,0.001,0.05,0.005,10,3,3,0.00010461925558047369,0.9688569903373718,0.9999514222145081
32,1024,random_uniform,0.001,0.05,0.01,20,3,3,6.101110557210632e-05,0.9817131161689758,0.9999983310699463
32,1024,random_uniform,0.001,0.05,0.02,41,3,3,4.2929721530526876e-05,0.9872652292251587,1.0000226497650146
32,1024,random_uniform,0.001,0.05,0.05,102,3,3,4.665163578465581e-05,0.9862387776374817,1.0000317096710205
32,1024,random_uniform,0.001,0.05,0.1,205,3,3,6.717463111272082e-05,0.9799439311027527,1.0000224113464355
32,1024,random_uniform,0.001,0.05,0.2,410,3,3,8.35987739264965e-05,0.9749614000320435,1.000023365020752
32,1024,random_uniform,0.001,0.05,0.005,10,3,4,0.00013137904170434922,0.9871833324432373,0.9999352693557739
32,1024,random_uniform,0.001,0.05,0.01,20,3,4,8.324170630658045e-05,0.9918510317802429,0.9999875426292419
32,1024,random_uniform,0.001,0.05,0.02,41,3,4,6.283920811256394e-05,0.9938547611236572,1.0000109672546387
32,1024,random_uniform,0.001,0.05,0.05,102,3,4,5.9755617257906124e-05,0.9941739439964294,1.0000313520431519
32,1024,random_uniform,0.001,0.05,0.1,205,3,4,8.450311725027859e-05,0.9917833805084229,1.0000547170639038
32,1024,random_uniform,0.001,0.05,0.2,410,3,4,0.0001614706707186997,0.9846382737159729,1.0001555681228638
32,1024,random_uniform,0.001,0.15,0.005,10,0,0,0.0001462253276258707,0.9885214567184448,0.999878466129303
32,1024,random_uniform,0.001,0.15,0.01,20,0,0,0.00012462050653994083,0.9900937080383301,0.9999555945396423
32,1024,random_uniform,0.001,0.15,0.02,41,0,0,0.00016616271750535816,0.9867455363273621,1.000027060508728
32,1024,random_uniform,0.001,0.15,0.05,102,0,0,0.00037360817077569664,0.9703561663627625,1.0001729726791382
32,1024,random_uniform,0.001,0.15,0.1,205,0,0,0.0007165690185502172,0.9448636770248413,1.0004383325576782
32,1024,random_uniform,0.001,0.15,0.2,410,0,0,0.001861341530457139,0.8498119115829468,1.0005993843078613
32,1024,random_uniform,0.001,0.15,0.005,10,0,1,0.00013082801888231188,0.9968035817146301,0.9998050928115845
32,1024,random_uniform,0.001,0.15,0.01,20,0,1,0.00012309986050240695,0.9969693422317505,0.9998735189437866
32,1024,random_uniform,0.001,0.15,0.02,41,0,1,0.00020812313596252352,0.9948445558547974,0.9999291896820068
32,1024,random_uniform,0.001,0.15,0.05,102,0,1,0.00043713621562346816,0.9891384243965149,1.0000927448272705
32,1024,random_uniform,0.001,0.15,0.1,205,0,1,0.0008265363285318017,0.9795237183570862,1.0003716945648193
32,1024,random_uniform,0.001,0.15,0.2,410,0,1,0.001778094912879169,0.9562049508094788,1.0008901357650757
32,1024,random_uniform,0.001,0.15,0.005,10,0,2,0.00011791913129854947,0.9896904826164246,0.9999741315841675
32,1024,random_uniform,0.001,0.15,0.01,20,0,2,0.00011424990952946246,0.9900281429290771,1.0000399351119995
32,1024,random_uniform,0.001,0.15,0.02,41,0,2,0.00018054146494250745,0.984374463558197,1.000115156173706
32,1024,random_uniform,0.001,0.15,0.05,102,0,2,0.0005119501147419214,0.9552701711654663,1.0002161264419556
32,1024,random_uniform,0.001,0.15,0.1,205,0,2,0.0008675732533447444,0.9246854186058044,1.0003814697265625
32,1024,random_uniform,0.001,0.15,0.2,410,0,2,0.0016548673156648874,0.8528172373771667,1.000522255897522
32,1024,random_uniform,0.001,0.15,0.005,10,0,3,0.00014015594206284732,0.9763125777244568,0.999920129776001
32,1024,random_uniform,0.001,0.15,0.01,20,0,3,0.0001270912034669891,0.9782388806343079,0.9999772906303406
32,1024,random_uniform,0.001,0.15,0.02,41,0,3,0.00016563966346438974,0.971534788608551,1.0000227689743042
32,1024,random_uniform,0.001,0.15,0.05,102,0,3,0.00030542758759111166,0.9473584890365601,1.0000889301300049
32,1024,random_uniform,0.001,0.15,0.1,205,0,3,0.0005267346859909594,0.9082577228546143,1.000150203704834
32,1024,random_uniform,0.001,0.15,0.2,410,0,3,0.0008032037876546383,0.8568236827850342,1.0001859664916992
32,1024,random_uniform,0.001,0.15,0.005,10,0,4,0.00017092398775275797,0.9893923997879028,0.9998549222946167
32,1024,random_uniform,0.001,0.15,0.01,20,0,4,0.00015684665413573384,0.9901541471481323,0.99993497133255
32,1024,random_uniform,0.001,0.15,0.02,41,0,4,0.00021113321417942643,0.9866800904273987,1.000014305114746
32,1024,random_uniform,0.001,0.15,0.05,102,0,4,0.0004929911228828132,0.9689410328865051,1.000191569328308
32,1024,random_uniform,0.001,0.15,0.1,205,0,4,0.0009762009140104055,0.9390535354614258,1.0004535913467407
32,1024,random_uniform,0.001,0.15,0.2,410,0,4,0.0022955313324928284,0.8472846746444702,1.0004650354385376
32,1024,random_uniform,0.001,0.15,0.005,10,1,0,0.0001463490043533966,0.9891143441200256,0.9999783039093018
32,1024,random_uniform,0.001,0.15,0.01,20,1,0,0.00012841331772506237,0.990480899810791,1.0000522136688232
32,1024,random_uniform,0.001,0.15,0.02,41,1,0,0.00018367405573371798,0.9864511489868164,1.000109076499939
32,1024,random_uniform,0.001,0.15,0.05,102,1,0,0.0003369472688063979,0.9758643507957458,1.0002946853637695
32,1024,random_uniform,0.001,0.15,0.1,205,1,0,0.0008733614813536406,0.9365078806877136,1.0004626512527466
32,1024,random_uniform,0.001,0.15,0.2,410,1,0,0.0019698874093592167,0.8478334546089172,1.0005168914794922
32,1024,random_uniform,0.001,0.15,0.005,10,1,1,0.00012711652379948646,0.9902516603469849,0.9998558759689331
32,1024,random_uniform,0.001,0.15,0.01,20,1,1,0.00012448312190826982,0.9902837872505188,0.9999227523803711
32,1024,random_uniform,0.001,0.15,0.02,41,1,1,0.00018119390006177127,0.9857197403907776,0.9999909996986389
32,1024,random_uniform,0.001,0.15,0.05,102,1,1,0.00042148338980041444,0.9666058421134949,1.000104308128357
32,1024,random_uniform,0.001,0.15,0.1,205,1,1,0.000685565231833607,0.9459415078163147,1.0002647638320923
32,1024,random_uniform,0.001,0.15,0.2,410,1,1,0.001482549007050693,0.8778296113014221,1.0002715587615967
32,1024,random_uniform,0.001,0.15,0.005,10,1,2,0.00011821322550531477,0.9967337250709534,1.0001206398010254
32,1024,random_uniform,0.001,0.15,0.01,20,1,2,0.0001320095470873639,0.9963721632957458,1.0001708269119263
32,1024,random_uniform,0.001,0.15,0.02,41,1,2,0.00020928378216922283,0.9942412972450256,1.0002127885818481
32,1024,random_uniform,0.001,0.15,0.05,102,1,2,0.00043464021291583776,0.9880197644233704,1.0003197193145752
32,1024,random_uniform,0.001,0.15,0.1,205,1,2,0.0007016119197942317,0.9809760451316833,1.0006171464920044
32,1024,random_uniform,0.001,0.15,0.2,410,1,2,0.0014498772798106074,0.9626429677009583,1.0013569593429565
32,1024,random_uniform,0.001,0.15,0.005,10,1,3,0.00014023124822415411,0.9923792481422424,0.999984860420227
32,1024,random_uniform,0.001,0.15,0.01,20,1,3,0.00013340989244170487,0.9927622675895691,1.000045657157898
32,1024,random_uniform,0.001,0.15,0.02,41,1,3,0.0001749040966387838,0.9905447959899902,1.000099539756775
32,1024,random_uniform,0.001,0.15,0.05,102,1,3,0.00035426203976385295,0.980888843536377,1.0002003908157349
32,1024,random_uniform,0.001,0.15,0.1,205,1,3,0.0007136183558031917,0.9612268209457397,1.0003024339675903
32,1024,random_uniform,0.001,0.15,0.2,410,1,3,0.0013539415085688233,0.9258401989936829,1.0004948377609253
32,1024,random_uniform,0.001,0.15,0.005,10,1,4,0.0001666013413341716,0.9913306832313538,0.9999392032623291
32,1024,random_uniform,0.001,0.15,0.01,20,1,4,0.00015044849715195596,0.9921581745147705,1.0000168085098267
32,1024,random_uniform,0.001,0.15,0.02,41,1,4,0.00020891927124466747,0.9891293048858643,1.0000821352005005
32,1024,random_uniform,0.001,0.15,0.05,102,1,4,0.00046760853729210794,0.9757120609283447,1.0002217292785645
32,1024,random_uniform,0.001,0.15,0.1,205,1,4,0.0009420394781045616,0.9506564140319824,1.0003514289855957
32,1024,random_uniform,0.001,0.15,0.2,410,1,4,0.0019195388304069638,0.8979486227035522,1.0006000995635986
32,1024,random_uniform,0.001,0.15,0.005,10,2,0,0.0001483823434682563,0.9952775239944458,0.9999339580535889
32,1024,random_uniform,0.001,0.15,0.01,20,2,0,0.00013573076284956187,0.9956730604171753,1.0000063180923462
32,1024,random_uniform,0.001,0.15,0.02,41,2,0,0.00018893240485340357,0.9939835071563721,1.0000746250152588
32,1024,random_uniform,0.001,0.15,0.05,102,2,0,0.00046113046118989587,0.9853429198265076,1.0002367496490479
32,1024,random_uniform,0.001,0.15,0.1,205,2,0,0.0010077382903546095,0.9678246378898621,1.000420331954956
32,1024,random_uniform,0.001,0.15,0.2,410,2,0,0.002166156657040119,0.9295802712440491,1.000617265701294
32,1024,random_uniform,0.001,0.15,0.005,10,2,1,0.00012264668475836515,0.9906471967697144,0.9999775886535645
32,1024,random_uniform,0.001,0.15,0.01,20,2,1,0.0001098404245567508,0.9916462898254395,1.000044822692871
32,1024,random_uniform,0.001,0.15,0.02,41,2,1,0.00015514128608629107,0.988321840763092,1.0001192092895508
32,1024,random_uniform,0.001,0.15,0.05,102,2,1,0.0003973824204877019,0.9704230427742004,1.0002788305282593
32,1024,random_uniform,0.001,0.15,0.1,205,2,1,0.0009517770959064364,0.9274670481681824,1.0003918409347534
32,1024,random_uniform,0.001,0.15,0.2,410,2,1,0.0016982879023998976,0.8718098998069763,1.000654697418213
32,1024,random_uniform,0.001,0.15,0.005,10,2,2,0.0001159498788183555,0.9827412962913513,0.99989914894104
32,1024,random_uniform,0.001,0.15,0.01,20,2,2,0.00011500588152557611,0.9825233221054077,0.9999538064002991
32,1024,random_uniform,0.001,0.15,0.02,41,2,2,0.00017581196152605116,0.973003089427948,1.000001311302185
32,1024,random_uniform,0.001,0.15,0.05,102,2,2,0.0004008880059700459,0.9376327395439148,1.0000745058059692
32,1024,random_uniform,0.001,0.15,0.1,205,2,2,0.0007472106372006238,0.880665123462677,1.0001220703125
32,1024,random_uniform,0.001,0.15,0.2,410,2,2,0.0014303604839369655,0.753339946269989,1.0000708103179932
32,1024,random_uniform,0.001,0.15,0.005,10,2,3,0.00014176560216583312,0.9923273324966431,0.9999169707298279
32,1024,random_uniform,0.001,0.15,0.01,20,2,3,0.00013438696623779833,0.9926918745040894,0.9999819397926331
32,1024,random_uniform,0.001,0.15,0.02,41,2,3,0.0001713063393253833,0.9906805157661438,1.0000375509262085
32,1024,random_uniform,0.001,0.15,0.05,102,2,3,0.00037287845043465495,0.9796339869499207,1.00009024143219
32,1024,random_uniform,0.001,0.15,0.1,205,2,3,0.0006327561568468809,0.9653967618942261,1.0002098083496094
32,1024,random_uniform,0.001,0.15,0.2,410,2,3,0.0011787370312958956,0.9357800483703613,1.0004780292510986
32,1024,random_uniform,0.001,0.15,0.005,10,2,4,0.00016570897423662245,0.9826008081436157,0.9998688101768494
32,1024,random_uniform,0.001,0.15,0.01,20,2,4,0.00015287667338270694,0.9836880564689636,0.9999390244483948
32,1024,random_uniform,0.001,0.15,0.02,41,2,4,0.0001822444173740223,0.9804267883300781,1.0000158548355103
32,1024,random_uniform,0.001,0.15,0.05,102,2,4,0.00035568748717196286,0.9626023173332214,1.0002058744430542
32,1024,random_uniform,0.001,0.15,0.1,205,2,4,0.0007480536005459726,0.9250298738479614,1.0004615783691406
32,1024,random_uniform,0.001,0.15,0.2,410,2,4,0.0017801712965592742,0.8205872774124146,1.0006380081176758
32,1024,random_uniform,0.001,0.15,0.005,10,3,0,0.0001473873562645167,0.9932171106338501,1.0000269412994385
32,1024,random_uniform,0.001,0.15,0.01,20,3,0,0.00012523512123152614,0.9942802786827087,1.0001003742218018
32,1024,random_uniform,0.001,0.15,0.02,41,3,0,0.00017726166697684675,0.9919463992118835,1.0001606941223145
32,1024,random_uniform,0.001,0.15,0.05,102,3,0,0.00041292404057458043,0.9812906980514526,1.0002999305725098
32,1024,random_uniform,0.001,0.15,0.1,205,3,0,0.0009867643238976598,0.9542639255523682,1.000346064567566
32,1024,random_uniform,0.001,0.15,0.2,410,3,0,0.001624154974706471,0.9251148700714111,1.000656008720398
32,1024,random_uniform,0.001,0.15,0.005,10,3,1,0.0001282735465792939,0.991838812828064,0.9998770952224731
32,1024,random_uniform,0.001,0.15,0.01,20,3,1,0.00012649493874050677,0.9918684363365173,0.9999322295188904
32,1024,random_uniform,0.001,0.15,0.02,41,3,1,0.00016350297664757818,0.9894298315048218,0.9999845027923584
32,1024,random_uniform,0.001,0.15,0.05,102,3,1,0.0002863953122869134,0.9815608263015747,1.0001311302185059
32,1024,random_uniform,0.001,0.15,0.1,205,3,1,0.0005379861686378717,0.9666319489479065,1.000423789024353
32,1024,random_uniform,0.001,0.15,0.2,410,3,1,0.0015112928813323379,0.903359591960907,1.0006403923034668
32,1024,random_uniform,0.001,0.15,0.005,10,3,2,0.00011846119741676375,0.980663001537323,0.9999288320541382
32,1024,random_uniform,0.001,0.15,0.01,20,3,2,0.0001224933803314343,0.9797317385673523,0.9999831318855286
32,1024,random_uniform,0.001,0.15,0.02,41,3,2,0.00019672665803227574,0.9672418832778931,1.0000208616256714
32,1024,random_uniform,0.001,0.15,0.05,102,3,2,0.00041546253487467766,0.9296499490737915,1.0000591278076172
32,1024,random_uniform,0.001,0.15,0.1,205,3,2,0.0006303961854428053,0.8916864991188049,1.0001091957092285
32,1024,random_uniform,0.001,0.15,0.2,410,3,2,0.0009221762302331626,0.8452609777450562,1.0002833604812622
32,1024,random_uniform,0.001,0.15,0.005,10,3,3,0.00014272892440203577,0.9952406287193298,1.0000616312026978
32,1024,random_uniform,0.001,0.15,0.01,20,3,3,0.00013613770715892315,0.9954813122749329,1.000112533569336
32,1024,random_uniform,0.001,0.15,0.02,41,3,3,0.00018025694589596242,0.9940215349197388,1.0001436471939087
32,1024,random_uniform,0.001,0.15,0.05,102,3,3,0.0003506373905111104,0.9882939457893372,1.0001444816589355
32,1024,random_uniform,0.001,0.15,0.1,205,3,3,0.000566458678804338,0.9809632897377014,1.0000983476638794
32,1024,random_uniform,0.001,0.15,0.2,410,3,3,0.000693668844178319,0.9767311215400696,1.000224232673645
32,1024,random_uniform,0.001,0.15,0.005,10,3,4,0.000167180915013887,0.9980104565620422,1.0000255107879639
32,1024,random_uniform,0.001,0.15,0.01,20,3,4,0.00015466249897144735,0.9981615543365479,1.0000863075256348
32,1024,random_uniform,0.001,0.15,0.02,41,3,4,0.00019724087906070054,0.9976564049720764,1.0001249313354492
32,1024,random_uniform,0.001,0.15,0.05,102,3,4,0.00033510441426187754,0.9960264563560486,1.0002589225769043
32,1024,random_uniform,0.001,0.15,0.1,205,3,4,0.0005561636062338948,0.993484616279602,1.000646948814392
32,1024,random_uniform,0.001,0.15,0.2,410,3,4,0.0013265551533550024,0.985090970993042,1.0017870664596558
32,1024,random_uniform,0.001,0.3,0.005,10,0,0,0.00027451227651908994,0.9943941235542297,0.9998670816421509
32,1024,random_uniform,0.001,0.3,0.01,20,0,0,0.000361521786544472,0.9925916790962219,1.0000070333480835
32,1024,random_uniform,0.001,0.3,0.02,41,0,0,0.0006120275938883424,0.9874602556228638,1.000200629234314
