image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,seed,object,gain_rel_mse,gain_corr,gain_scale
32,1024,random_uniform,0.003,0.05,0.2,410,2,2,0.0004776901041623205,0.6959304809570312,1.0000019073486328
32,1024,random_uniform,0.003,0.05,0.005,10,2,3,0.00011242316395509988,0.9657353162765503,0.9999306201934814
32,1024,random_uniform,0.003,0.05,0.01,20,2,3,7.775021367706358e-05,0.9758402109146118,0.9999854564666748
32,1024,random_uniform,0.003,0.05,0.02,41,2,3,7.258219557115808e-05,0.977526068687439,1.0000221729278564
32,1024,random_uniform,0.003,0.05,0.05,102,2,3,0.00013156657223589718,0.9591084718704224,1.0000429153442383
32,1024,random_uniform,0.003,0.05,0.1,205,2,3,0.00021126685896888375,0.9339206218719482,1.000066876411438
32,1024,random_uniform,0.003,0.05,0.2,410,2,3,0.00038885793765075505,0.8748075366020203,1.0000876188278198
32,1024,random_uniform,0.003,0.05,0.005,10,2,4,0.0001397185551468283,0.9498536586761475,0.9998689293861389
32,1024,random_uniform,0.003,0.05,0.01,20,2,4,0.00010023784852819517,0.9623778462409973,0.9999282360076904
32,1024,random_uniform,0.003,0.05,0.02,41,2,4,9.031184890773147e-05,0.9650207161903381,0.999973714351654
32,1024,random_uniform,0.003,0.05,0.05,102,2,4,0.00013404455967247486,0.9482947587966919,1.000051498413086
32,1024,random_uniform,0.003,0.05,0.1,205,2,4,0.00026596078532747924,0.9021487832069397,1.0001331567764282
32,1024,random_uniform,0.003,0.05,0.2,410,2,4,0.0006188479601405561,0.762782633304596,1.0001628398895264
32,1024,random_uniform,0.003,0.05,0.005,10,3,0,0.00011963124416070059,0.9750769138336182,0.9999589920043945
32,1024,random_uniform,0.003,0.05,0.01,20,3,0,7.560931408079341e-05,0.9842607378959656,1.0000190734863281
32,1024,random_uniform,0.003,0.05,0.02,41,3,0,7.728182390565053e-05,0.9841575622558594,1.0000545978546143
32,1024,random_uniform,0.003,0.05,0.05,102,3,0,0.0001448939583497122,0.9707977175712585,1.0001096725463867
32,1024,random_uniform,0.003,0.05,0.1,205,3,0,0.00033421366242691875,0.9300501346588135,1.0001217126846313
32,1024,random_uniform,0.003,0.05,0.2,410,3,0,0.0005652910331264138,0.879408061504364,1.0001646280288696
32,1024,random_uniform,0.003,0.05,0.005,10,3,1,0.0001002476128633134,0.9680874943733215,0.9999023079872131
32,1024,random_uniform,0.003,0.05,0.01,20,3,1,7.259506674017757e-05,0.9761143326759338,0.9999483227729797
32,1024,random_uniform,0.003,0.05,0.02,41,3,1,7.017459574854001e-05,0.9764315485954285,0.9999804496765137
32,1024,random_uniform,0.003,0.05,0.05,102,3,1,0.00010038594336947426,0.9664080142974854,1.0000407695770264
32,1024,random_uniform,0.003,0.05,0.1,205,3,1,0.000181041395990178,0.9439480900764465,1.0001356601715088
32,1024,random_uniform,0.003,0.05,0.2,410,3,1,0.0004987907013855875,0.8433139324188232,1.0001990795135498
32,1024,random_uniform,0.003,0.05,0.005,10,3,2,9.158773900708184e-05,0.9500175714492798,0.9999279379844666
32,1024,random_uniform,0.003,0.05,0.01,20,3,2,6.86028361087665e-05,0.9609477519989014,0.9999704360961914
32,1024,random_uniform,0.003,0.05,0.02,41,3,2,8.060912659857422e-05,0.9532569646835327,0.9999969005584717
32,1024,random_uniform,0.003,0.05,0.05,102,3,2,0.0001478562771808356,0.9127775430679321,1.0000200271606445
32,1024,random_uniform,0.003,0.05,0.1,205,3,2,0.0002230010722996667,0.8658488988876343,1.0000345706939697
32,1024,random_uniform,0.003,0.05,0.2,410,3,2,0.00032562416163273156,0.8044955134391785,1.0000759363174438
32,1024,random_uniform,0.003,0.05,0.005,10,3,3,0.0001148050359915942,0.9585392475128174,0.9999460577964783
32,1024,random_uniform,0.003,0.05,0.01,20,3,3,8.062290726229548e-05,0.9705323576927185,0.999994158744812
32,1024,random_uniform,0.003,0.05,0.02,41,3,3,7.78714893385768e-05,0.9716696739196777,1.0000207424163818
32,1024,random_uniform,0.003,0.05,0.05,102,3,3,0.00012065531336702406,0.9559022188186646,1.0000336170196533
32,1024,random_uniform,0.003,0.05,0.1,205,3,3,0.00018688839918468148,0.9304443001747131,1.000024676322937
32,1024,random_uniform,0.003,0.05,0.2,410,3,3,0.0002324692322872579,0.9132474064826965,1.000047206878662
32,1024,random_uniform,0.003,0.05,0.005,10,3,4,0.00013936718460172415,0.9850046038627625,0.9999732971191406
32,1024,random_uniform,0.003,0.05,0.01,20,3,4,0.00010081424261443317,0.9891787171363831,1.0000253915786743
32,1024,random_uniform,0.003,0.05,0.02,41,3,4,9.670908184489235e-05,0.9896643757820129,1.0000488758087158
32,1024,random_uniform,0.003,0.05,0.05,102,3,4,0.00013335808762349188,0.9857983589172363,1.0000803470611572
32,1024,random_uniform,0.003,0.05,0.1,205,3,4,0.00021267645934130996,0.9774330258369446,1.0001294612884521
32,1024,random_uniform,0.003,0.05,0.2,410,3,4,0.00041601897100917995,0.9563933610916138,1.000253438949585
32,1024,random_uniform,0.003,0.15,0.005,10,0,0,0.00023071313626132905,0.9911314249038696,0.9998626708984375
32,1024,random_uniform,0.003,0.15,0.01,20,0,0,0.0002819860528688878,0.9890828728675842,0.9999787211418152
32,1024,random_uniform,0.003,0.15,0.02,41,0,0,0.00045845878776162863,0.9822372198104858,1.0001267194747925
32,1024,random_uniform,0.003,0.15,0.05,102,0,0,0.001121562672778964,0.9566695094108582,1.0004792213439941
32,1024,random_uniform,0.003,0.15,0.1,205,0,0,0.0021282429806888103,0.9202317595481873,1.001107931137085
32,1024,random_uniform,0.003,0.15,0.2,410,0,0,0.005166829098016024,0.7911556959152222,1.0012896060943604
32,1024,random_uniform,0.003,0.15,0.005,10,0,1,0.00021260754147078842,0.9953576326370239,0.9998406767845154
32,1024,random_uniform,0.003,0.15,0.01,20,0,1,0.00027570914244279265,0.9939461946487427,0.9999614357948303
32,1024,random_uniform,0.003,0.15,0.02,41,0,1,0.0005678150337189436,0.9874950647354126,1.0000795125961304
32,1024,random_uniform,0.003,0.15,0.05,102,0,1,0.0012731137685477734,0.9719094038009644,1.000417947769165
32,1024,random_uniform,0.003,0.15,0.1,205,0,1,0.002420984674245119,0.9464923143386841,1.0009031295776367
32,1024,random_uniform,0.003,0.15,0.2,410,0,1,0.004906389396637678,0.8892619013786316,1.001417636871338
32,1024,random_uniform,0.003,0.15,0.005,10,0,2,0.00019684361177496612,0.9932293891906738,0.9999758005142212
32,1024,random_uniform,0.003,0.15,0.01,20,0,2,0.0002634300326462835,0.9909466505050659,1.0000909566879272
32,1024,random_uniform,0.003,0.15,0.02,41,0,2,0.0004973721806891263,0.9829656481742859,1.0002566576004028
32,1024,random_uniform,0.003,0.15,0.05,102,0,2,0.0014931579353287816,0.9480253458023071,1.0004541873931885
32,1024,random_uniform,0.003,0.15,0.1,205,0,2,0.0025227342266589403,0.9119225740432739,1.0008420944213867
32,1024,random_uniform,0.003,0.15,0.2,410,0,2,0.004729568492621183,0.8299524188041687,1.0012080669403076
32,1024,random_uniform,0.003,0.15,0.005,10,0,3,0.0002211544051533565,0.9796316623687744,0.9999014735221863
32,1024,random_uniform,0.003,0.15,0.01,20,0,3,0.0002788397832773626,0.974043607711792,0.9999818801879883
32,1024,random_uniform,0.003,0.15,0.02,41,0,3,0.0004556713975034654,0.9572761654853821,1.0000587701797485
32,1024,random_uniform,0.003,0.15,0.05,102,0,3,0.0009033760288730264,0.9143995046615601,1.0002202987670898
32,1024,random_uniform,0.003,0.15,0.1,205,0,3,0.0016012928681448102,0.8442425727844238,1.000348687171936
32,1024,random_uniform,0.003,0.15,0.2,410,0,3,0.002366784028708935,0.7670814394950867,1.0005133152008057
32,1024,random_uniform,0.003,0.15,0.005,10,0,4,0.00025218393420800567,0.9919412732124329,0.9999120831489563
32,1024,random_uniform,0.003,0.15,0.01,20,0,4,0.0003173955774400383,0.989829957485199,1.0000367164611816
32,1024,random_uniform,0.003,0.15,0.02,41,0,4,0.0005321908975020051,0.9829800128936768,1.0002115964889526
32,1024,random_uniform,0.003,0.15,0.05,102,0,4,0.0014056266518309712,0.9551713466644287,1.0006438493728638
32,1024,random_uniform,0.003,0.15,0.1,205,0,4,0.002843965543434024,0.9097163081169128,1.0012216567993164
32,1024,random_uniform,0.003,0.15,0.2,410,0,4,0.006288127973675728,0.7811527252197266,1.0011351108551025
32,1024,random_uniform,0.003,0.15,0.005,10,1,0,0.00022997894848231226,0.9924840927124023,1.0000756978988647
32,1024,random_uniform,0.003,0.15,0.01,20,1,0,0.00028983084484934807,0.9905786514282227,1.0001851320266724
32,1024,random_uniform,0.003,0.15,0.02,41,1,0,0.0005050717736594379,0.9835982918739319,1.0003008842468262
32,1024,random_uniform,0.003,0.15,0.05,102,1,0,0.0010099753271788359,0.9680608510971069,1.0007755756378174
32,1024,random_uniform,0.003,0.15,0.1,205,1,0,0.0026187628973275423,0.9148396849632263,1.0011259317398071
32,1024,random_uniform,0.003,0.15,0.2,410,1,0,0.0055555664002895355,0.804146409034729,1.001043438911438
32,1024,random_uniform,0.003,0.15,0.005,10,1,1,0.00021133417612873018,0.988290548324585,0.9998902678489685
32,1024,random_uniform,0.003,0.15,0.01,20,1,1,0.000286879570921883,0.9839699268341064,0.9999960064888
32,1024,random_uniform,0.003,0.15,0.02,41,1,1,0.0005020244279876351,0.9718950986862183,1.0001327991485596
32,1024,random_uniform,0.003,0.15,0.05,102,1,1,0.0012353452621027827,0.9302046895027161,1.000378131866455
32,1024,random_uniform,0.003,0.15,0.1,205,1,1,0.0020227336790412664,0.8871419429779053,1.0007518529891968
32,1024,random_uniform,0.003,0.15,0.2,410,1,1,0.0043817018158733845,0.7222968935966492,1.0004991292953491
32,1024,random_uniform,0.003,0.15,0.005,10,1,2,0.00019987180712632835,0.9965290427207947,1.000182032585144
32,1024,random_uniform,0.003,0.15,0.01,20,1,2,0.00030429603066295385,0.9947231411933899,1.00026535987854
32,1024,random_uniform,0.003,0.15,0.02,41,1,2,0.0005668689263984561,0.9901453256607056,1.0003546476364136
32,1024,random_uniform,0.003,0.15,0.05,102,1,2,0.0012507510837167501,0.9781603217124939,1.0005671977996826
32,1024,random_uniform,0.003,0.15,0.1,205,1,2,0.002016331534832716,0.9651501178741455,1.001149296760559
32,1024,random_uniform,0.003,0.15,0.2,410,1,2,0.00401694979518652,0.9321895837783813,1.0023250579833984
32,1024,random_uniform,0.003,0.15,0.005,10,1,3,0.00022369399084709585,0.9922608137130737,1.0000216960906982
32,1024,random_uniform,0.003,0.15,0.01,20,1,3,0.00029695843113586307,0.9897409677505493,1.0001100301742554
32,1024,random_uniform,0.003,0.15,0.02,41,1,3,0.00047677694237791,0.983555018901825,1.0002228021621704
32,1024,random_uniform,0.003,0.15,0.05,102,1,3,0.0010483405785635114,0.963877260684967,1.0004947185516357
32,1024,random_uniform,0.003,0.15,0.1,205,1,3,0.002126419683918357,0.9254677295684814,1.0007065534591675
32,1024,random_uniform,0.003,0.15,0.2,410,1,3,0.003868716536089778,0.8602632880210876,1.0009366273880005
32,1024,random_uniform,0.003,0.15,0.005,10,1,4,0.00024730185396037996,0.994360625743866,0.9999462366104126
32,1024,random_uniform,0.003,0.15,0.01,20,1,4,0.0003021641750819981,0.9931085705757141,1.000081181526184
32,1024,random_uniform,0.003,0.15,0.02,41,1,4,0.0005343130906112492,0.9878358840942383,1.0002495050430298
32,1024,random_uniform,0.003,0.15,0.05,102,1,4,0.0014130566269159317,0.9677775502204895,1.0006225109100342
32,1024,random_uniform,0.003,0.15,0.1,205,1,4,0.0027882519643753767,0.9359931945800781,1.0010669231414795
32,1024,random_uniform,0.003,0.15,0.2,410,1,4,0.005504960659891367,0.8720539212226868,1.0017919540405273
32,1024,random_uniform,0.003,0.15,0.005,10,2,0,0.00023271651298273355,0.994901180267334,1.0000483989715576
32,1024,random_uniform,0.003,0.15,0.01,20,2,0,0.0003045171033591032,0.9933452606201172,1.000162124633789
32,1024,random_uniform,0.003,0.15,0.02,41,2,0,0.0005199848092161119,0.9886689782142639,1.000321865081787
32,1024,random_uniform,0.003,0.15,0.05,102,2,0,0.0013691144995391369,0.9702046513557434,1.0007394552230835
32,1024,random_uniform,0.003,0.15,0.1,205,2,0,0.002996387192979455,0.9338514804840088,1.0011335611343384
32,1024,random_uniform,0.003,0.15,0.2,410,2,0,0.006423098500818014,0.8502164483070374,1.0011188983917236
32,1024,random_uniform,0.003,0.15,0.005,10,2,1,0.00019857635197695345,0.993272602558136,1.000023603439331
32,1024,random_uniform,0.003,0.15,0.01,20,2,1,0.000248543918132782,0.9916143417358398,1.0001356601715088
32,1024,random_uniform,0.003,0.15,0.02,41,2,1,0.00042677915189415216,0.9857119917869568,1.000306248664856
32,1024,random_uniform,0.003,0.15,0.05,102,2,1,0.0011678951559588313,0.961226761341095,1.0007222890853882
32,1024,random_uniform,0.003,0.15,0.1,205,2,1,0.002784850774332881,0.9045321345329285,1.0009766817092896
32,1024,random_uniform,0.003,0.15,0.2,410,2,1,0.004845402669161558,0.8339177370071411,1.0015398263931274
32,1024,random_uniform,0.003,0.15,0.005,10,2,2,0.00019475590670481324,0.988044798374176,0.9999397993087769
32,1024,random_uniform,0.003,0.15,0.01,20,2,2,0.00026389944832772017,0.9837380647659302,1.000035047531128
32,1024,random_uniform,0.003,0.15,0.02,41,2,2,0.000480019545648247,0.9703872203826904,1.0001492500305176
32,1024,random_uniform,0.003,0.15,0.05,102,2,2,0.0011787588009610772,0.9264156818389893,1.0003548860549927
32,1024,random_uniform,0.003,0.15,0.1,205,2,2,0.0021870809141546488,0.8596143126487732,1.000514268875122
32,1024,random_uniform,0.003,0.15,0.2,410,2,2,0.004100929945707321,0.7090966105461121,1.0003516674041748
32,1024,random_uniform,0.003,0.15,0.005,10,2,3,0.00022876881121192127,0.9920483827590942,1.0000333786010742
32,1024,random_uniform,0.003,0.15,0.01,20,2,3,0.0003010657092090696,0.9895575046539307,1.0001250505447388
32,1024,random_uniform,0.003,0.15,0.02,41,2,3,0.0004675335658248514,0.9838184714317322,1.0002361536026
32,1024,random_uniform,0.003,0.15,0.05,102,2,3,0.001101793721318245,0.9614531397819519,1.000361442565918
32,1024,random_uniform,0.003,0.15,0.1,205,2,3,0.0018731955206021667,0.9340677261352539,1.0006093978881836
32,1024,random_uniform,0.003,0.15,0.2,410,2,3,0.003415459068492055,0.8773025274276733,1.0009181499481201
32,1024,random_uniform,0.003,0.15,0.005,10,2,4,0.0002469587489031255,0.9896448850631714,0.999886691570282
32,1024,random_uniform,0.003,0.15,0.01,20,2,4,0.00031038481392897666,0.9869117736816406,0.9999850392341614
32,1024,random_uniform,0.003,0.15,0.02,41,2,4,0.00045770901488140225,0.9807063937187195,1.0001355409622192
32,1024,random_uniform,0.003,0.15,0.05,102,2,4,0.0010015704901888967,0.9586597084999084,1.000590205192566
32,1024,random_uniform,0.003,0.15,0.1,205,2,4,0.002163930330425501,0.913437008857727,1.0011870861053467
32,1024,random_uniform,0.003,0.15,0.2,410,2,4,0.005054525565356016,0.7899013161659241,1.0015010833740234
32,1024,random_uniform,0.003,0.15,0.005,10,3,0,0.00022976682521402836,0.9944643378257751,1.0001240968704224
32,1024,random_uniform,0.003,0.15,0.01,20,3,0,0.0002734507725108415,0.9934538006782532,1.0002371072769165
32,1024,random_uniform,0.003,0.15,0.02,41,3,0,0.00047093306784518063,0.9887545704841614,1.0003741979599
32,1024,random_uniform,0.003,0.15,0.05,102,3,0,0.0011849949369207025,0.9718138575553894,1.0007697343826294
32,1024,random_uniform,0.003,0.15,0.1,205,3,0,0.002850097371265292,0.929894745349884,1.0008506774902344
32,1024,random_uniform,0.003,0.15,0.2,410,3,0,0.004595134872943163,0.8861292004585266,1.0013883113861084
32,1024,random_uniform,0.003,0.15,0.005,10,3,1,0.00021236235625110567,0.9919719696044922,0.9998993277549744
32,1024,random_uniform,0.003,0.15,0.01,20,3,1,0.00028963200747966766,0.9889968633651733,0.9999774098396301
32,1024,random_uniform,0.003,0.15,0.02,41,3,1,0.00044696652912534773,0.982984721660614,1.0000790357589722
32,1024,random_uniform,0.003,0.15,0.05,102,3,1,0.0008602405432611704,0.9675620198249817,1.0004284381866455
32,1024,random_uniform,0.003,0.15,0.1,205,3,1,0.0016002898337319493,0.9431083798408508,1.0011436939239502
32,1024,random_uniform,0.003,0.15,0.2,410,3,1,0.004213589243590832,0.8479393124580383,1.0016916990280151
32,1024,random_uniform,0.003,0.15,0.005,10,3,2,0.00019913126016035676,0.9877424240112305,0.9999895691871643
32,1024,random_uniform,0.003,0.15,0.01,20,3,2,0.0002854543272405863,0.9824320673942566,1.0000807046890259
32,1024,random_uniform,0.003,0.15,0.02,41,3,2,0.0005455425125546753,0.9662620425224304,1.000158429145813
32,1024,random_uniform,0.003,0.15,0.05,102,3,2,0.001205843291245401,0.9239741563796997,1.000260829925537
32,1024,random_uniform,0.003,0.15,0.1,205,3,2,0.0018143565393984318,0.8842592835426331,1.0004229545593262
32,1024,random_uniform,0.003,0.15,0.2,410,3,2,0.0026359539479017258,0.8376365900039673,1.000872015953064
32,1024,random_uniform,0.003,0.15,0.005,10,3,3,0.0002293542493134737,0.9906676411628723,1.0000711679458618
32,1024,random_uniform,0.003,0.15,0.01,20,3,3,0.000304768473142758,0.9876235723495483,1.0001388788223267
32,1024,random_uniform,0.003,0.15,0.02,41,3,3,0.00048088503535836935,0.9804365038871765,1.000199317932129
32,1024,random_uniform,0.003,0.15,0.05,102,3,3,0.0010047329124063253,0.9585639834403992,1.000226378440857
32,1024,random_uniform,0.003,0.15,0.1,205,3,3,0.0016273322980850935,0.9317158460617065,1.0001392364501953
32,1024,random_uniform,0.003,0.15,0.2,410,3,3,0.0019935122691094875,0.9161973595619202,1.0003771781921387
32,1024,random_uniform,0.003,0.15,0.005,10,3,4,0.00024961205781437457,0.9967011213302612,1.000156044960022
32,1024,random_uniform,0.003,0.15,0.01,20,3,4,0.0003142577188555151,0.9958534836769104,1.0002347230911255
32,1024,random_uniform,0.003,0.15,0.02,41,3,4,0.0005023718113079667,0.993363618850708,1.0002981424331665
32,1024,random_uniform,0.003,0.15,0.05,102,3,4,0.000960161502007395,0.9873502850532532,1.0006057024002075
32,1024,random_uniform,0.003,0.15,0.1,205,3,4,0.0016611634055152535,0.9784720540046692,1.001336932182312
32,1024,random_uniform,0.003,0.15,0.2,410,3,4,0.003864855505526066,0.9507669806480408,1.002654790878296
32,1024,random_uniform,0.003,0.3,0.005,10,0,0,0.0006233653984963894,0.9937756061553955,0.9999070167541504
32,1024,random_uniform,0.003,0.3,0.01,20,0,0,0.0010193731868639588,0.9898061752319336,1.0001983642578125
32,1024,random_uniform,0.003,0.3,0.02,41,0,0,0.0018255996983498335,0.9817507266998291,1.0006853342056274
32,1024,random_uniform,0.003,0.3,0.05,102,0,0,0.004525615368038416,0.9547849297523499,1.0019656419754028
32,1024,random_uniform,0.003,0.3,0.1,205,0,0,0.008412051945924759,0.9179693460464478,1.004274845123291
32,1024,random_uniform,0.003,0.3,0.2,410,0,0,0.019678594544529915,0.793786883354187,1.0049915313720703
32,1024,random_uniform,0.003,0.3,0.005,10,0,1,0.0005757393082603812,0.9966656565666199,0.9998419284820557
32,1024,random_uniform,0.003,0.3,0.01,20,0,1,0.0009622840443626046,0.9944206476211548,1.0001980066299438
32,1024,random_uniform,0.003,0.3,0.02,41,0,1,0.002185214078053832,0.9873020648956299,1.00059974193573
32,1024,random_uniform,0.003,0.3,0.05,102,0,1,0.005024651065468788,0.970731258392334,1.0018240213394165
32,1024,random_uniform,0.003,0.3,0.1,205,0,1,0.009453175589442253,0.9448460936546326,1.0037468671798706
32,1024,random_uniform,0.003,0.3,0.2,410,0,1,0.020173093304038048,0.8783479928970337,1.0051699876785278
32,1024,random_uniform,0.003,0.3,0.005,10,0,2,0.0005449908203445375,0.9951838850975037,1.0001089572906494
32,1024,random_uniform,0.003,0.3,0.01,20,0,2,0.0009445125469937921,0.9916650652885437,1.0004416704177856
32,1024,random_uniform,0.003,0.3,0.02,41,0,2,0.0019265435403212905,0.9830343127250671,1.0010355710983276
32,1024,random_uniform,0.003,0.3,0.05,102,0,2,0.005905858241021633,0.9471023678779602,1.0018305778503418
32,1024,random_uniform,0.003,0.3,0.1,205,0,2,0.009989273734390736,0.9103731513023376,1.0034801959991455
32,1024,random_uniform,0.003,0.3,0.2,410,0,2,0.019400615245103836,0.8190698027610779,1.0047600269317627
32,1024,random_uniform,0.003,0.3,0.005,10,0,3,0.0005820862133987248,0.9870215058326721,1.0000008344650269
32,1024,random_uniform,0.003,0.3,0.01,20,0,3,0.000955325027462095,0.9786452054977417,1.0001862049102783
32,1024,random_uniform,0.003,0.3,0.02,41,0,3,0.0017907818546518683,0.9596797227859497,1.0003870725631714
32,1024,random_uniform,0.003,0.3,0.05,102,0,3,0.0036707287654280663,0.9164707660675049,1.0009998083114624
32,1024,random_uniform,0.003,0.3,0.1,205,0,3,0.00669360626488924,0.8425172567367554,1.001396894454956
32,1024,random_uniform,0.003,0.3,0.2,410,0,3,0.009756085462868214,0.7661386132240295,1.0019967555999756
32,1024,random_uniform,0.003,0.3,0.005,10,0,4,0.0006225245888344944,0.9946915507316589,1.000146508216858
32,1024,random_uniform,0.003,0.3,0.01,20,0,4,0.0010373661061748862,0.9911648035049438,1.0004701614379883
32,1024,random_uniform,0.003,0.3,0.02,41,0,4,0.00197034515440464,0.9832589030265808,1.001064419746399
32,1024,random_uniform,0.003,0.3,0.05,102,0,4,0.005439270753413439,0.9537793397903442,1.0026220083236694
32,1024,random_uniform,0.003,0.3,0.1,205,0,4,0.011064248159527779,0.9056777358055115,1.004590392112732
32,1024,random_uniform,0.003,0.3,0.2,410,0,4,0.022947991266846657,0.7895740866661072,1.0048741102218628
32,1024,random_uniform,0.003,0.3,0.005,10,1,0,0.0006106286309659481,0.9948731064796448,1.0004147291183472
32,1024,random_uniform,0.003,0.3,0.01,20,1,0,0.0010177497752010822,0.9914671778678894,1.0006890296936035
32,1024,random_uniform,0.003,0.3,0.02,41,1,0,0.001978631131350994,0.9833795428276062,1.0010713338851929
32,1024,random_uniform,0.003,0.3,0.05,102,1,0,0.004169098101556301,0.9656158089637756,1.0028479099273682
32,1024,random_uniform,0.003,0.3,0.1,205,1,0,0.010728047229349613,0.9086704254150391,1.0040308237075806
32,1024,random_uniform,0.003,0.3,0.2,410,1,0,0.02128666639328003,0.8062484860420227,1.0040220022201538
32,1024,random_uniform,0.003,0.3,0.005,10,1,1,0.0005906562437303364,0.9911096692085266,1.0000075101852417
32,1024,random_uniform,0.003,0.3,0.01,20,1,1,0.0010146097047254443,0.9847162365913391,1.0002832412719727
32,1024,random_uniform,0.003,0.3,0.02,41,1,1,0.001950947567820549,0.9705747365951538,1.000709056854248
32,1024,random_uniform,0.003,0.3,0.05,102,1,1,0.0048774839378893375,0.9254122972488403,1.0015076398849487
32,1024,random_uniform,0.003,0.3,0.1,205,1,1,0.007853581570088863,0.8813892006874084,1.0029067993164062
32,1024,random_uniform,0.003,0.3,0.2,410,1,1,0.016984794288873672,0.7051205039024353,1.0016915798187256
32,1024,random_uniform,0.003,0.3,0.005,10,1,2,0.0005683355266228318,0.9972324967384338,1.000523567199707
32,1024,random_uniform,0.003,0.3,0.01,20,1,2,0.0010711298091337085,0.9947812557220459,1.0007708072662354
32,1024,random_uniform,0.003,0.3,0.02,41,1,2,0.002152121625840664,0.9894883036613464,1.0011028051376343
32,1024,random_uniform,0.003,0.3,0.05,102,1,2,0.00464125769212842,0.9772831797599792,1.0021172761917114
32,1024,random_uniform,0.003,0.3,0.1,205,1,2,0.007826927118003368,0.9620262980461121,1.0044010877609253
32,1024,random_uniform,0.003,0.3,0.2,410,1,2,0.015064684674143791,0.9294149875640869,1.0094436407089233
32,1024,random_uniform,0.003,0.3,0.005,10,1,3,0.0006028679781593382,0.994489848613739,1.000257968902588
32,1024,random_uniform,0.003,0.3,0.01,20,1,3,0.001038795686326921,0.9905041456222534,1.000468134880066
32,1024,random_uniform,0.003,0.3,0.02,41,1,3,0.001858099945820868,0.9829990267753601,1.0008180141448975
32,1024,random_uniform,0.003,0.3,0.05,102,1,3,0.00410931371152401,0.9623777270317078,1.0018341541290283
32,1024,random_uniform,0.003,0.3,0.1,205,1,3,0.008464368060231209,0.9209224581718445,1.002555251121521
32,1024,random_uniform,0.003,0.3,0.2,410,1,3,0.015066679567098618,0.8550949096679688,1.0035184621810913
32,1024,random_uniform,0.003,0.3,0.005,10,1,4,0.0006103888736106455,0.996554970741272,1.0003316402435303
32,1024,random_uniform,0.003,0.3,0.01,20,1,4,0.0009635466849431396,0.9945768117904663,1.0007166862487793
32,1024,random_uniform,0.003,0.3,0.02,41,1,4,0.0019902384374290705,0.9888086915016174,1.0013175010681152
32,1024,random_uniform,0.003,0.3,0.05,102,1,4,0.006073514465242624,0.9655469655990601,1.0025420188903809
32,1024,random_uniform,0.003,0.3,0.1,205,1,4,0.012110874056816101,0.9305235147476196,1.0041959285736084
32,1024,random_uniform,0.003,0.3,0.2,410,1,4,0.024351170286536217,0.8565346598625183,1.0066641569137573
32,1024,random_uniform,0.003,0.3,0.005,10,2,0,0.0006118508172221482,0.9964708685874939,1.0003647804260254
32,1024,random_uniform,0.003,0.3,0.01,20,2,0,0.0010915743187069893,0.9937079548835754,1.0006639957427979
32,1024,random_uniform,0.003,0.3,0.02,41,2,0,0.002049744362011552,0.9882033467292786,1.001265525817871
32,1024,random_uniform,0.003,0.3,0.05,102,2,0,0.005518348887562752,0.9682806730270386,1.0030179023742676
32,1024,random_uniform,0.003,0.3,0.1,205,2,0,0.012492659501731396,0.9269201159477234,1.0046164989471436
32,1024,random_uniform,0.003,0.3,0.2,410,2,0,0.02812008559703827,0.823593020439148,1.0038076639175415
32,1024,random_uniform,0.003,0.3,0.005,10,2,1,0.0005438299849629402,0.9954767227172852,1.0002456903457642
32,1024,random_uniform,0.003,0.3,0.01,20,2,1,0.000898992468137294,0.9925379157066345,1.000543236732483
32,1024,random_uniform,0.003,0.3,0.02,41,2,1,0.0016798187280073762,0.9861161112785339,1.0011327266693115
32,1024,random_uniform,0.003,0.3,0.05,102,2,1,0.004637281876057386,0.961884081363678,1.0027434825897217
32,1024,random_uniform,0.003,0.3,0.1,205,2,1,0.01125950738787651,0.9042446613311768,1.0036396980285645
32,1024,random_uniform,0.003,0.3,0.2,410,2,1,0.019261857494711876,0.8354154229164124,1.005935549736023
32,1024,random_uniform,0.003,0.3,0.005,10,2,2,0.0005584078608080745,0.9910695552825928,1.0000609159469604
32,1024,random_uniform,0.003,0.3,0.01,20,2,2,0.0009511595708318055,0.9847937822341919,1.0003293752670288
32,1024,random_uniform,0.003,0.3,0.02,41,2,2,0.001881902338936925,0.9698715209960938,1.0007319450378418
32,1024,random_uniform,0.003,0.3,0.05,102,2,2,0.004700875841081142,0.9237380027770996,1.0015254020690918
32,1024,random_uniform,0.003,0.3,0.1,205,2,2,0.008740318939089775,0.85406494140625,1.002168893814087
32,1024,random_uniform,0.003,0.3,0.2,410,2,2,0.016056809574365616,0.7040277719497681,1.0016753673553467
32,1024,random_uniform,0.003,0.3,0.005,10,2,3,0.000618700054474175,0.99437415599823,1.0002918243408203
32,1024,random_uniform,0.003,0.3,0.01,20,2,3,0.0010458612814545631,0.9904894828796387,1.0005019903182983
32,1024,random_uniform,0.003,0.3,0.02,41,2,3,0.0018021161668002605,0.9836070537567139,1.0008541345596313
32,1024,random_uniform,0.003,0.3,0.05,102,2,3,0.004387865774333477,0.9596185684204102,1.0013338327407837
32,1024,random_uniform,0.003,0.3,0.1,205,2,3,0.0073978472501039505,0.9315298199653625,1.0023744106292725
32,1024,random_uniform,0.003,0.3,0.2,410,2,3,0.013223706744611263,0.8754749298095703,1.0037428140640259
