image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,gain_rel_mse_mean,gain_rel_mse_std,gain_corr_mean,gain_corr_std
32,1024,hadamard_paired,0.003,0.05,0.1,205,0.006198484590277076,0.0006265362806245647,0.33633406180888414,0.19614395686489472
32,1024,hadamard_paired,0.003,0.05,0.2,410,0.011502383183687926,0.0009693385330488406,0.15499654365703464,0.3003641627977969
32,1024,hadamard_paired,0.003,0.15,0.005,10,0.0005945284312474542,0.00013216497341483104,0.9779310822486877,0.012814243921363017
32,1024,hadamard_paired,0.003,0.15,0.01,20,0.0009794824494747446,0.00021872357684907067,0.9640360325574875,0.02013548673533091
32,1024,hadamard_paired,0.003,0.15,0.02,41,0.0017895844008307903,0.00039462958899603594,0.9359530329704284,0.03279011755050043
32,1024,hadamard_paired,0.003,0.15,0.05,102,0.00432527472730726,0.0009495405601466305,0.853656068444252,0.06201459739479817
32,1024,hadamard_paired,0.003,0.15,0.1,205,0.008288539294153453,0.0017587725267102076,0.7349322974681854,0.1010200681538047
32,1024,hadamard_paired,0.003,0.15,0.2,410,0.015639241598546506,0.0026213944702529576,0.518235930800438,0.1916268601037619
32,1024,hadamard_paired,0.003,0.3,0.005,10,0.0009603194223018364,0.0002555758074259604,0.9904969573020935,0.005995328444451597
32,1024,hadamard_paired,0.003,0.3,0.01,20,0.0016899288864806294,0.0004160320925543552,0.9833217650651932,0.010204811674447489
32,1024,hadamard_paired,0.003,0.3,0.02,41,0.0031961120082996787,0.0007501199849001698,0.9686817646026611,0.018463545349226635
32,1024,hadamard_paired,0.003,0.3,0.05,102,0.007809043489396572,0.001781550639348582,0.9249548047780991,0.03764968645282419
32,1024,hadamard_paired,0.003,0.3,0.1,205,0.015113598201423883,0.0033722096338907417,0.858153760433197,0.06270826848625642
32,1024,hadamard_paired,0.003,0.3,0.2,410,0.028772084042429924,0.005272332016954949,0.7218327403068543,0.11126717438819281
32,1024,hadamard_paired,0.003,0.5,0.005,10,0.0018465325119905174,0.00041608386472557156,0.992892274260521,0.003972421390371226
32,1024,hadamard_paired,0.003,0.5,0.01,20,0.003403039218392223,0.000668584801247831,0.9869249194860459,0.007021302175241362
32,1024,hadamard_paired,0.003,0.5,0.02,41,0.006569443782791495,0.001210052676677549,0.9747946828603744,0.01347547429664976
32,1024,hadamard_paired,0.003,0.5,0.05,102,0.015984646510332823,0.003051639427022393,0.939575058221817,0.028050694791459146
32,1024,hadamard_paired,0.003,0.5,0.1,205,0.0309988415800035,0.006558609533913592,0.8852490097284317,0.046485967196811515
32,1024,hadamard_paired,0.003,0.5,0.2,410,0.058647741191089155,0.013186226832208898,0.7747363954782486,0.08671797906015309
32,1024,hadamard_paired,0.01,0.05,0.005,10,0.000519468478159979,4.1519879901224724e-05,0.8901479512453079,0.034283233418387134
32,1024,hadamard_paired,0.01,0.05,0.01,20,0.0008323867834405974,7.265652441652495e-05,0.8329558283090591,0.047097072562971
32,1024,hadamard_paired,0.01,0.05,0.02,41,0.0014954403741285205,0.00013292344822903523,0.7288308262825012,0.06156411610155379
32,1024,hadamard_paired,0.01,0.05,0.05,102,0.0035672607133165,0.0003752189481525994,0.4931022673845291,0.09317416929203898
32,1024,hadamard_paired,0.01,0.05,0.1,205,0.0067228504689410325,0.0007327366393065993,0.2729413481429219,0.14363693170234845
32,1024,hadamard_paired,0.01,0.05,0.2,410,0.012262913351878523,0.0011904233679684018,0.08497925993287936,0.21546628371209592
32,1024,hadamard_paired,0.01,0.15,0.005,10,0.0008649606723338365,0.0001191192676973773,0.9759239703416824,0.01117633477154913
32,1024,hadamard_paired,0.01,0.15,0.01,20,0.0015062008344102651,0.00020410966750230563,0.9578144460916519,0.019460877925844944
32,1024,hadamard_paired,0.01,0.15,0.02,41,0.002829000249039382,0.0003919991065149491,0.9205901533365249,0.034345381408958646
32,1024,hadamard_paired,0.01,0.15,0.05,102,0.006860638782382011,0.0011844015864069643,0.8067786395549774,0.07086807265526646
32,1024,hadamard_paired,0.01,0.15,0.1,205,0.012806592974811792,0.002271644171104395,0.6392608925700187,0.10035509053023128
32,1024,hadamard_paired,0.01,0.15,0.2,410,0.022458957601338626,0.0033788627196620494,0.36028553918004036,0.14931149084085624
32,1024,hadamard_paired,0.01,0.3,0.005,10,0.0020680870045907797,0.00022697697293849723,0.9849413812160492,0.006700501227595139
32,1024,hadamard_paired,0.01,0.3,0.01,20,0.003844818868674338,0.0003975051471318397,0.9718731760978698,0.01244143607311051
32,1024,hadamard_paired,0.01,0.3,0.02,41,0.007418582821264863,0.0008309661436683098,0.9454740017652512,0.02327825506137778
32,1024,hadamard_paired,0.01,0.3,0.05,102,0.01784859420731664,0.0027921493081652037,0.8662533968687057,0.052902937204976616
32,1024,hadamard_paired,0.01,0.3,0.1,205,0.03266376731917262,0.005569279647730107,0.7488832831382751,0.08157535165674358
32,1024,hadamard_paired,0.01,0.3,0.2,410,0.05501323565840721,0.009021768937763184,0.5405234545469284,0.123841577060986
32,1024,hadamard_paired,0.01,0.5,0.005,10,0.00498102493584156,0.0003913626844983476,0.9857630550861358,0.005400959552909794
32,1024,hadamard_paired,0.01,0.5,0.01,20,0.009494911739602685,0.0007760771666559108,0.972753393650055,0.01025640387994539
32,1024,hadamard_paired,0.01,0.5,0.02,41,0.018418509094044567,0.0018315448008429996,0.9468520373106003,0.01940842008762512
32,1024,hadamard_paired,0.01,0.5,0.05,102,0.04346597483381629,0.006578229556210777,0.8715522825717926,0.04495420993900425
32,1024,hadamard_paired,0.01,0.5,0.1,205,0.07745931502431631,0.013031297486292602,0.7635891020298005,0.06978745344496601
32,1024,hadamard_paired,0.01,0.5,0.2,410,0.12532257251441478,0.023316469466216294,0.5831207603216171,0.10806592525562476
32,1024,hadamard_paired,0.03,0.05,0.005,10,0.0006076426972867921,3.91307223631056e-05,0.8768804430961609,0.02726157705994216
32,1024,hadamard_paired,0.03,0.05,0.01,20,0.0010006968077505007,7.320715377090765e-05,0.7996734231710434,0.04242705838060963
32,1024,hadamard_paired,0.03,0.05,0.02,41,0.001817919476889074,0.00014717434299809374,0.6538072168827057,0.05969521176416472
32,1024,hadamard_paired,0.03,0.05,0.05,102,0.004236918687820434,0.0005169931152524162,0.3402149349451065,0.09260176463870257
32,1024,hadamard_paired,0.03,0.05,0.1,205,0.007552817557007074,0.0009374690413851473,0.12390061039477587,0.11658591685361216
32,1024,hadamard_paired,0.03,0.05,0.2,410,0.012804000731557607,0.0016126681006500283,0.017089491710066795,0.13651447227286143
32,1024,hadamard_paired,0.03,0.15,0.005,10,0.0016733170254155994,0.00012193167496205547,0.9585068374872208,0.011733592301269843
32,1024,hadamard_paired,0.03,0.15,0.01,20,0.0030470013385638594,0.00022612269653647817,0.9230139642953873,0.022649622168267793
32,1024,hadamard_paired,0.03,0.15,0.02,41,0.005743196373805404,0.000542348001610431,0.8501229554414749,0.04261067967991356
32,1024,hadamard_paired,0.03,0.15,0.05,102,0.012745689321309327,0.0020678489135702314,0.637735740840435,0.1001828657164741
32,1024,hadamard_paired,0.03,0.15,0.1,205,0.020214669406414032,0.0032281821071217707,0.3925206407904625,0.11746681183445622
32,1024,hadamard_paired,0.03,0.15,0.2,410,0.028548115212470294,0.004518113098633753,0.15229523358866573,0.1241420484184126
32,1024,hadamard_paired,0.03,0.3,0.005,10,0.005326947406865656,0.00029683909706195897,0.9659197717905045,0.008601710913318263
32,1024,hadamard_paired,0.03,0.3,0.01,20,0.010053027374669909,0.0006277232647523507,0.9348159104585647,0.017109424385778924
32,1024,hadamard_paired,0.03,0.3,0.02,41,0.019107919512316586,0.0017384071784111866,0.8726477503776551,0.032393749900901936
32,1024,hadamard_paired,0.03,0.3,0.05,102,0.040729166753590104,0.006075991113126424,0.7007799357175827,0.0839409411328254
32,1024,hadamard_paired,0.03,0.3,0.1,205,0.06087262518703938,0.00861868685856215,0.5056696027517319,0.11052927504269992
32,1024,hadamard_paired,0.03,0.3,0.2,410,0.0789414269849658,0.010847024606054505,0.28660304117947816,0.14082494019902675
32,1024,hadamard_paired,0.03,0.5,0.005,10,0.014162078173831106,0.0008494708825285159,0.9643035471439362,0.007708873699216936
32,1024,hadamard_paired,0.03,0.5,0.01,20,0.026950045954436064,0.002173059167307166,0.9311195582151413,0.015500876212464092
32,1024,hadamard_paired,0.03,0.5,0.02,41,0.05089592318981886,0.005900660847440272,0.866018095612526,0.029130406300613046
32,1024,hadamard_paired,0.03,0.5,0.05,102,0.10348191447556018,0.014950280683972906,0.6988327264785766,0.07473658423717178
32,1024,hadamard_paired,0.03,0.5,0.1,205,0.14796903133392333,0.019195806119914754,0.524125736951828,0.09602561728845826
32,1024,hadamard_paired,0.03,0.5,0.2,410,0.18434791937470435,0.02400683804774611,0.33215015679597854,0.1285595811133851
32,1024,hadamard_paired,0.1,0.05,0.005,10,0.0009112177678616718,4.269156747274597e-05,0.8057999342679978,0.026312519823169022
32,1024,hadamard_paired,0.1,0.05,0.01,20,0.0015331197530031205,8.924736429223895e-05,0.6625734239816665,0.045460709142775675
32,1024,hadamard_paired,0.1,0.05,0.02,41,0.00263887777691707,0.0002025853613312302,0.4265783831477165,0.055931843531380525
32,1024,hadamard_paired,0.1,0.05,0.05,102,0.005122248665429652,0.0006855926469244933,0.12070243805646896,0.07789721595105001
32,1024,hadamard_paired,0.1,0.05,0.1,205,0.008070814679376781,0.0011019723132998803,0.02119666087673977,0.07711823323084156
32,1024,hadamard_paired,0.1,0.05,0.2,410,0.012900554388761521,0.0019755945750488998,-0.0033455942990258335,0.0749682881497771
32,1024,hadamard_paired,0.1,0.15,0.005,10,0.004419650975614786,0.00020843276581036205,0.8937178462743759,0.01590641467830159
32,1024,hadamard_paired,0.1,0.15,0.01,20,0.007829272258095443,0.00040165182364496364,0.8014463454484939,0.03286399007451674
32,1024,hadamard_paired,0.1,0.15,0.02,41,0.013034292962402105,0.0009244691890395637,0.6360334604978561,0.052615383017725344
32,1024,hadamard_paired,0.1,0.15,0.05,102,0.020752288959920408,0.0029225531884174536,0.3262986309826374,0.10228154220472849
32,1024,hadamard_paired,0.1,0.15,0.1,205,0.0255874527618289,0.003578341213762829,0.14478262225165964,0.08355939762496539
32,1024,hadamard_paired,0.1,0.15,0.2,410,0.031121043674647807,0.005334775085058332,0.042440234959940426,0.07442835671711878
32,1024,hadamard_paired,0.1,0.3,0.005,10,0.016386741818860174,0.0007827493012793643,0.8984282612800598,0.013863104298023999
32,1024,hadamard_paired,0.1,0.3,0.01,20,0.028992541041225194,0.0015237791613947668,0.8112640768289566,0.028473877614628725
32,1024,hadamard_paired,0.1,0.3,0.02,41,0.04740402046591043,0.003399403799306942,0.6621780812740325,0.04217120644754248
32,1024,hadamard_paired,0.1,0.3,0.05,102,0.07122366931289434,0.008909539147475682,0.39758831039071085,0.09725103689685405
32,1024,hadamard_paired,0.1,0.3,0.1,205,0.08187210224568844,0.00925191396354804,0.2393689528107643,0.09562434960793625
32,1024,hadamard_paired,0.1,0.3,0.2,410,0.09034974239766598,0.010516221920621073,0.1166348242550157,0.09966567258740883
32,1024,hadamard_paired,0.1,0.5,0.005,10,0.045183291845023635,0.0027528651358068104,0.8889557361602783,0.013531902618107482
32,1024,hadamard_paired,0.1,0.5,0.01,20,0.07826493829488754,0.005568871164441641,0.7975351601839066,0.026774470609308456
32,1024,hadamard_paired,0.1,0.5,0.02,41,0.12424334846436977,0.011516365175641703,0.6487652152776718,0.03631878419941079
32,1024,hadamard_paired,0.1,0.5,0.05,102,0.1786310665309429,0.02125691993415093,0.405046334862709,0.08552192039853682
32,1024,hadamard_paired,0.1,0.5,0.1,205,0.19982531070709228,0.021264678031644117,0.26949095241725446,0.08387083254699794
32,1024,hadamard_paired,0.1,0.5,0.2,410,0.2140640065073967,0.021188487756713788,0.15413972131209447,0.09975914760185878
32,1024,hadamard_paired,0.3,0.05,0.005,10,0.0015890240436419844,6.818587053217176e-05,0.6249001443386077,0.03024155394544137
32,1024,hadamard_paired,0.3,0.05,0.01,20,0.0023953964933753013,0.00013065807421472903,0.39910204261541365,0.04689431740833084
32,1024,hadamard_paired,0.3,0.05,0.02,41,0.003397264808882028,0.0002403009857712301,0.17853220216929913,0.04421550050425195
32,1024,hadamard_paired,0.3,0.05,0.05,102,0.005435315775685012,0.000664532414590617,0.030107572104316204,0.05095145033715497
32,1024,hadamard_paired,0.3,0.05,0.1,205,0.008154627191834152,0.0011445126073730935,-0.0023165521677583458,0.046217655378306015
32,1024,hadamard_paired,0.3,0.05,0.2,410,0.012859140895307064,0.0020945822970851492,-0.005473079276271164,0.043637834156730025
32,1024,hadamard_paired,0.3,0.15,0.005,10,0.010509683564305306,0.0004834562284265081,0.7288410246372223,0.02281806285736422
32,1024,hadamard_paired,0.3,0.15,0.01,20,0.015512431785464287,0.0007814319593316722,0.5499770522117615,0.04563127777221613
32,1024,hadamard_paired,0.3,0.15,0.02,41,0.019782161619514228,0.0009154224283632758,0.3487701594829559,0.05254220711136375
32,1024,hadamard_paired,0.3,0.15,0.05,102,0.023921811301261187,0.0022578446695066816,0.13438708437388414,0.06867410343341071
32,1024,hadamard_paired,0.3,0.15,0.1,205,0.027080461289733647,0.003206686111734407,0.04630793151445687,0.0486171682348943
32,1024,hadamard_paired,0.3,0.15,0.2,410,0.03178585143759847,0.005500825672719593,0.007935698900837451,0.045374713861626205
32,1024,hadamard_paired,0.3,0.3,0.005,10,0.04042772445827723,0.0019291633077993767,0.7302769273519516,0.020895359376402103
32,1024,hadamard_paired,0.3,0.3,0.01,20,0.0585775064304471,0.00296329466034953,0.56317740380764,0.04283323581176597
32,1024,hadamard_paired,0.3,0.3,0.02,41,0.07300417609512806,0.0028474784707385827,0.38537538796663284,0.04594659679868153
32,1024,hadamard_paired,0.3,0.3,0.05,102,0.08366991952061653,0.0060948697505130555,0.19868334159255027,0.07718322747035482
32,1024,hadamard_paired,0.3,0.3,0.1,205,0.08846269361674786,0.006589678397208017,0.10798417519545182,0.06549334540098119
32,1024,hadamard_paired,0.3,0.3,0.2,410,0.09413622207939625,0.009393708810665627,0.04111940683797002,0.06364849291180069
32,1024,hadamard_paired,0.3,0.5,0.005,10,0.10915252305567265,0.006113360326445354,0.7099577486515045,0.021027317509656467
32,1024,hadamard_paired,0.3,0.5,0.01,20,0.15326808840036393,0.008697728146219146,0.5469438478350639,0.04167946709166508
32,1024,hadamard_paired,0.3,0.5,0.02,41,0.1872044786810875,0.008914755089701475,0.38013010025024413,0.03971554283439495
32,1024,hadamard_paired,0.3,0.5,0.05,102,0.20974775031208992,0.014669406069887867,0.21544579640030861,0.0702013006243567
32,1024,hadamard_paired,0.3,0.5,0.1,205,0.21750185191631316,0.014155992566213839,0.13755625151097775,0.06051096096708107
32,1024,hadamard_paired,0.3,0.5,0.2,410,0.22530642300844192,0.015842299596152676,0.06517185010015965,0.0695851006268165
32,1024,hadamard_paired,1.0,0.05,0.005,10,0.002438928233459592,0.0001005555016756408,0.3238127112388611,0.029027971834596895
32,1024,hadamard_paired,1.0,0.05,0.01,20,0.002973685576580465,0.0001498890435132891,0.15774618722498418,0.029793859689066796
32,1024,hadamard_paired,1.0,0.05,0.02,41,0.003679035510867834,0.00025736089775410065,0.05572727983817458,0.028090682538626274
32,1024,hadamard_paired,1.0,0.05,0.05,102,0.005497054476290941,0.0006424585253499701,0.003151260269805789,0.02937692349222303
32,1024,hadamard_paired,1.0,0.05,0.1,205,0.008135442133061587,0.0011655236981764254,-0.006097788992337883,0.0262768697331732
32,1024,hadamard_paired,1.0,0.05,0.2,410,0.0127817886415869,0.00212379324084764,-0.004212979800649918,0.02499640583654624
32,1024,hadamard_paired,1.0,0.15,0.005,10,0.018071757163852453,0.0007356351561446265,0.4371366560459137,0.026956018228133993
32,1024,hadamard_paired,1.0,0.15,0.01,20,0.02070002295076847,0.0008286059544644797,0.2816504634916782,0.039133758045931895
32,1024,hadamard_paired,1.0,0.15,0.02,41,0.02242832463234663,0.0008654639013175757,0.15662868581712247,0.03811536546190485
32,1024,hadamard_paired,1.0,0.15,0.05,102,0.02483517676591873,0.0018420986396224972,0.04477902882863418,0.03585473721974508
32,1024,hadamard_paired,1.0,0.15,0.1,205,0.027464128099381924,0.0031157203312715074,0.010387139813974499,0.026974796533628595
32,1024,hadamard_paired,1.0,0.15,0.2,410,0.03183643026277423,0.005541174408948648,-0.0009295509575167671,0.026989818003487185
32,1024,hadamard_paired,1.0,0.3,0.005,10,0.06924310401082039,0.0028441757020527987,0.44528315514326094,0.024392515901889865
32,1024,hadamard_paired,1.0,0.3,0.01,20,0.07839516885578632,0.0031348046406570636,0.3042051576077938,0.03799238468482931
32,1024,hadamard_paired,1.0,0.3,0.02,41,0.08331044539809226,0.002587947625200566,0.19803233854472638,0.035568609154789786
32,1024,hadamard_paired,1.0,0.3,0.05,102,0.08775256499648094,0.0041001486238210864,0.08896345663815737,0.05001345215564141
32,1024,hadamard_paired,1.0,0.3,0.1,205,0.09078082218766212,0.005578908964927923,0.042420614138245584,0.03741284178305034
32,1024,hadamard_paired,1.0,0.3,0.2,410,0.09543521367013455,0.009105975554688586,0.012029518623603509,0.03471768552863401
32,1024,hadamard_paired,1.0,0.5,0.005,10,0.1804917685687542,0.007849599994220751,0.4307717353105545,0.02385379115621558
32,1024,hadamard_paired,1.0,0.5,0.01,20,0.2021264463663101,0.008873483955210598,0.2976213932037354,0.037235297686763175
32,1024,hadamard_paired,1.0,0.5,0.02,41,0.2129500053822994,0.007518147175352182,0.2019357390701771,0.03129152099430989
32,1024,hadamard_paired,1.0,0.5,0.05,102,0.22096435651183127,0.009590216791043648,0.10676158498972654,0.04968971135605131
32,1024,hadamard_paired,1.0,0.5,0.1,205,0.2247696988284588,0.010280303913132905,0.06489592680009082,0.03962103802051019
32,1024,hadamard_paired,1.0,0.5,0.2,410,0.23044642955064773,0.013965944763485671,0.02570556894352194,0.03792291920881415
32,1024,random_binary,0.001,0.05,0.005,10,0.00031686674992670305,5.885567891370927e-05,0.8532748758792877,0.07173889463784527
32,1024,random_binary,0.001,0.05,0.01,20,0.00016382152462028897,3.172026969548524e-05,0.9122807264328003,0.04808340889821661
32,1024,random_binary,0.001,0.05,0.02,41,9.620195596653503e-05,1.623371157986022e-05,0.9434531569480896,0.032919981397172615
32,1024,random_binary,0.001,0.05,0.05,102,8.139598430716433e-05,1.3918956886039495e-05,0.9496176451444626,0.028870660879271755
32,1024,random_binary,0.001,0.05,0.1,205,0.00011984929733444005,2.7095903912126668e-05,0.9259872913360596,0.03969155786043032
32,1024,random_binary,0.001,0.05,0.2,410,0.0002200557279138593,6.436425018077288e-05,0.8660731315612793,0.07054299874689882
32,1024,random_binary,0.001,0.15,0.005,10,0.0003532004659064114,6.056719611848295e-05,0.9758133947849273,0.014424394528606185
32,1024,random_binary,0.001,0.15,0.01,20,0.00023335332443821243,3.370869357265835e-05,0.9835249871015549,0.00999601251797959
32,1024,random_binary,0.001,0.15,0.02,41,0.0002341978542972356,2.1516607028803155e-05,0.983146932721138,0.010707911640129
32,1024,random_binary,0.001,0.15,0.05,102,0.0004206807818263769,5.564159602729678e-05,0.9697974145412445,0.018123810852526387
32,1024,random_binary,0.001,0.15,0.1,205,0.0007790492149069905,0.0001600821115200196,0.9448965072631836,0.03016960496337734
32,1024,random_binary,0.001,0.15,0.2,410,0.0015502458525588736,0.0004255087462953804,0.8919189810752869,0.0573999869607933
32,1024,random_binary,0.001,0.3,0.005,10,0.000477440602844581,6.582728420852415e-05,0.9913951516151428,0.004939367996748628
32,1024,random_binary,0.001,0.3,0.01,20,0.00047053225280251353,3.98197174127545e-05,0.9914004057645798,0.005005449714637434
32,1024,random_binary,0.001,0.3,0.02,41,0.0007015148090431467,5.1755200075310684e-05,0.987063330411911,0.008010198901715953
32,1024,random_binary,0.001,0.3,0.05,102,0.0015651082445401697,0.0002353380445528924,0.971284344792366,0.01678806741360301
32,1024,random_binary,0.001,0.3,0.1,205,0.0030129365273751318,0.0006744726878865963,0.9455783307552338,0.028825382156109067
32,1024,random_binary,0.001,0.3,0.2,410,0.006055634212680161,0.0017770800819205258,0.8921307861804962,0.05601008912694086
32,1024,random_binary,0.001,0.5,0.005,10,0.0007737916079349816,7.846197712470448e-05,0.9947241902351379,0.0027391818101333205
32,1024,random_binary,0.001,0.5,0.01,20,0.001035896671237424,6.548278704808359e-05,0.9928576529026032,0.003853473010788701
32,1024,random_binary,0.001,0.5,0.02,41,0.0018141280044801534,0.00013197032642470446,0.9873809725046158,0.007313012855823712
32,1024,random_binary,0.001,0.5,0.05,102,0.004266941302921623,0.00068507388580929,0.9704276025295258,0.016265994103946066
32,1024,random_binary,0.001,0.5,0.1,205,0.008334399946033955,0.0020225874930447658,0.9431917816400528,0.02826140741098136
32,1024,random_binary,0.001,0.5,0.2,410,0.016762593551538883,0.005437029786267702,0.8869015574455261,0.05578809689658724
32,1024,random_binary,0.003,0.05,0.005,10,0.000326180972479051,5.8978229284736634e-05,0.9088506251573563,0.037778691167956124
32,1024,random_binary,0.003,0.05,0.01,20,0.00018149805327993818,3.214576953684669e-05,0.9446005076169968,0.024510020308650165
32,1024,random_binary,0.003,0.05,0.02,41,0.0001309634455537889,1.717994888441843e-05,0.9574369609355926,0.02034233027155473
32,1024,random_binary,0.003,0.05,0.05,102,0.00016595278757449705,1.9506699437585655e-05,0.9449197620153427,0.02432655124890346
32,1024,random_binary,0.003,0.05,0.1,205,0.0002808918819937389,5.226146929125507e-05,0.9074771761894226,0.03633864902403993
32,1024,random_binary,0.003,0.05,0.2,410,0.0005310990556608886,0.00013755531537777664,0.8224387973546982,0.0677355288646123
32,1024,random_binary,0.003,0.15,0.005,10,0.0004362018778920174,6.249715381749838e-05,0.9839948803186417,0.007750653157109044
32,1024,random_binary,0.003,0.15,0.01,20,0.0003923960539395921,3.6781664888590574e-05,0.9853544026613236,0.006978534802024689
32,1024,random_binary,0.003,0.15,0.02,41,0.0005464463247335516,4.1728449745675785e-05,0.979429292678833,0.010321975553859938
32,1024,random_binary,0.003,0.15,0.05,102,0.0011826816364191473,0.00016830027077145888,0.9560304820537567,0.01948818191408628
32,1024,random_binary,0.003,0.15,0.1,205,0.0022404165822081266,0.0004662317146696115,0.9178798258304596,0.03224910269586457
32,1024,random_binary,0.003,0.15,0.2,410,0.004372405842877925,0.0011880631027610348,0.8376062035560607,0.06419498104095159
32,1024,random_binary,0.003,0.3,0.005,10,0.0008090297662420199,7.511894510903337e-05,0.9922178745269775,0.003479098461262466
32,1024,random_binary,0.003,0.3,0.01,20,0.0011079047777457162,6.129616786055306e-05,0.9892688661813736,0.004787679788799052
32,1024,random_binary,0.003,0.3,0.02,41,0.001953585213050246,0.00014583303574413608,0.9810319870710373,0.008898826716424392
32,1024,random_binary,0.003,0.3,0.05,102,0.004606676555704325,0.0007174106824193637,0.9557610780000687,0.018640152975568567
32,1024,random_binary,0.003,0.3,0.1,205,0.008877240098081529,0.001986321634337648,0.9160123825073242,0.03144161296285987
32,1024,random_binary,0.003,0.3,0.2,410,0.0173532449407503,0.005022915619672576,0.833211824297905,0.06404285812306226
32,1024,random_binary,0.003,0.5,0.005,10,0.0016992588236462325,0.00011142739815257035,0.9936417698860168,0.0024521802225093113
32,1024,random_binary,0.003,0.5,0.01,20,0.002816720004193485,0.00016188292603792022,0.9893984407186508,0.004181484467344216
32,1024,random_binary,0.003,0.5,0.02,41,0.005310163809917867,0.0004129067650498523,0.9799414783716202,0.008417016954702736
32,1024,random_binary,0.003,0.5,0.05,102,0.012709739618003368,0.0022407613782790617,0.9524414032697678,0.018365096145762837
32,1024,random_binary,0.003,0.5,0.1,205,0.024651969503611326,0.006124095313071048,0.9089923322200775,0.03120298633684647
32,1024,random_binary,0.003,0.5,0.2,410,0.047665787022560836,0.01530736044569995,0.8196022480726242,0.06520032374686309
32,1024,random_binary,0.01,0.05,0.005,10,0.00035838157491525636,5.962090404319885e-05,0.9204271912574769,0.02951790417429485
32,1024,random_binary,0.01,0.05,0.01,20,0.00024331640306627378,3.3823669685282466e-05,0.9418709725141525,0.021904791008764413
