basis,law,fit_status,n,intercept,intercept_se,r2,rmse_log10,sigma_delta_exponent,sigma_delta_exponent_se,num_frames_exponent,num_frames_exponent_se,bootstrap_iterations,intercept_ci_low,intercept_ci_high,sigma_delta_exponent_ci_low,sigma_delta_exponent_ci_high,num_frames_exponent_ci_low,num_frames_exponent_ci_high
random_binary,fixed-P delta_rel_mse ~ sigma_delta^a * num_frames^b,ok,16,4.320159939008147,0.08759832997300722,0.9987180050186136,0.028555158591834037,1.998214609984925,0.020813102384865913,-0.7098532399746222,0.02353141924796143,200,4.104397195264489,4.547095776202568,1.9540046927557517,2.033375050847715,-0.7722411539702836,-0.6588599805822716
random_uniform,fixed-P delta_rel_mse ~ sigma_delta^a * num_frames^b,ok,16,4.838499008953932,0.046772598740842934,0.999635681701524,0.015246854308849743,1.9993123814825131,0.011113030199313,-0.7221601757383371,0.01256445905563037,200,4.736369310353453,4.962740105056493,1.9813967305063147,2.018790224283188,-0.7487732141465259,-0.6951823828972704
