image_size,num_pixels,frame_factor,num_frames,basis,sigma_delta,seed,object,delta_recon_mse,delta_recon_rel_mse
32,1024,8.0,8192,random_uniform,0.1,2,4,0.10317908389575849,0.9614984090186074
32,1024,8.0,8192,random_uniform,0.1,3,0,0.13849551662489898,1.279960975675848
32,1024,8.0,8192,random_uniform,0.1,3,1,0.05477944865793248,0.6626461376000402
32,1024,8.0,8192,random_uniform,0.1,3,2,0.11205961435346548,1.3331205982865824
32,1024,8.0,8192,random_uniform,0.1,3,3,0.07999392503829245,0.8751113922877732
32,1024,8.0,8192,random_uniform,0.1,3,4,0.10228558856219007,0.9531721639187816
32,1024,1.0,1024,random_binary,0.01,0,0,0.003402176727621985,0.017222665008603356
32,1024,1.0,1024,random_binary,0.01,0,1,0.001564849275145655,0.0103579279827203
32,1024,1.0,1024,random_binary,0.01,0,2,0.0027778195350976185,0.016815820218301962
32,1024,1.0,1024,random_binary,0.01,0,3,0.0022311586281549777,0.0132090146727352
32,1024,1.0,1024,random_binary,0.01,0,4,0.0026203441866074232,0.014031929373444576
32,1024,1.0,1024,random_binary,0.01,1,0,0.0035295234843851766,0.017867325973407955
32,1024,1.0,1024,random_binary,0.01,1,1,0.0015022370074198844,0.009943489755193264
32,1024,1.0,1024,random_binary,0.01,1,2,0.0026776077298488986,0.016209177605445997
32,1024,1.0,1024,random_binary,0.01,1,3,0.0022539624426202286,0.013344018932882727
32,1024,1.0,1024,random_binary,0.01,1,4,0.0027368438928998652,0.014655784689504814
32,1024,1.0,1024,random_binary,0.01,2,0,0.0038001565758356178,0.01923733801200995
32,1024,1.0,1024,random_binary,0.01,2,1,0.0015546190455099462,0.010290212846511096
32,1024,1.0,1024,random_binary,0.01,2,2,0.0027813905465982986,0.01683743770879557
32,1024,1.0,1024,random_binary,0.01,2,3,0.002188409649201149,0.01295593007215146
32,1024,1.0,1024,random_binary,0.01,2,4,0.0026281543084463403,0.014073752534921529
32,1024,1.0,1024,random_binary,0.01,3,0,0.003397153129975122,0.017197234307514995
32,1024,1.0,1024,random_binary,0.01,3,1,0.001518708898012181,0.010052519205635624
32,1024,1.0,1024,random_binary,0.01,3,2,0.0028471798335328127,0.017235700017560775
32,1024,1.0,1024,random_binary,0.01,3,3,0.0019939668137441196,0.011804780066880865
32,1024,1.0,1024,random_binary,0.01,3,4,0.0023301021397877848,0.0124776847352812
32,1024,1.0,1024,random_binary,0.02,0,0,0.013635435655375037,0.06902596759076504
32,1024,1.0,1024,random_binary,0.02,0,1,0.005852513328512412,0.03873849867681332
32,1024,1.0,1024,random_binary,0.02,0,2,0.012021074135672832,0.07277082580141414
32,1024,1.0,1024,random_binary,0.02,0,3,0.009428410176683253,0.05581853607036512
32,1024,1.0,1024,random_binary,0.02,0,4,0.0114790932161145,0.06147048395510544
32,1024,1.0,1024,random_binary,0.02,1,0,0.013554048389558827,0.06861396500320444
32,1024,1.0,1024,random_binary,0.02,1,1,0.006390913137781885,0.04230223260243658
32,1024,1.0,1024,random_binary,0.02,1,2,0.011742098135877324,0.07108201549588165
32,1024,1.0,1024,random_binary,0.02,1,3,0.009056862471022315,0.05361888113155208
32,1024,1.0,1024,random_binary,0.02,1,4,0.01066258646070167,0.05709809456311228
32,1024,1.0,1024,random_binary,0.02,2,0,0.0147859235129544,0.07485002335091506
32,1024,1.0,1024,random_binary,0.02,2,1,0.005657196035586985,0.03744566972131334
32,1024,1.0,1024,random_binary,0.02,2,2,0.011612489944947159,0.0702974187969372
32,1024,1.0,1024,random_binary,0.02,2,3,0.008178107763255988,0.04841643443764795
32,1024,1.0,1024,random_binary,0.02,2,4,0.01181570156780512,0.0632730199126239
32,1024,1.0,1024,random_binary,0.02,3,0,0.013508171777511332,0.06838172617956874
32,1024,1.0,1024,random_binary,0.02,3,1,0.005987637868274576,0.03963290446642168
32,1024,1.0,1024,random_binary,0.02,3,2,0.011330229704589315,0.06858872699868998
32,1024,1.0,1024,random_binary,0.02,3,3,0.008542153557039979,0.05057167619005384
32,1024,1.0,1024,random_binary,0.02,3,4,0.010428690423254224,0.05584558250955632
32,1024,1.0,1024,random_binary,0.05,0,0,0.08393134549231396,0.424881351812035
32,1024,1.0,1024,random_binary,0.05,0,1,0.03788742146847148,0.25078145815984165
32,1024,1.0,1024,random_binary,0.05,0,2,0.05693635694771752,0.3446701739334696
32,1024,1.0,1024,random_binary,0.05,0,3,0.0554069218637848,0.3280227746402037
32,1024,1.0,1024,random_binary,0.05,0,4,0.05573842151412321,0.2984789548147388
32,1024,1.0,1024,random_binary,0.05,1,0,0.08193274090603574,0.4147639181717821
32,1024,1.0,1024,random_binary,0.05,1,1,0.034875771412341584,0.2308469795579677
32,1024,1.0,1024,random_binary,0.05,1,2,0.07435198855872882,0.4500975159399225
32,1024,1.0,1024,random_binary,0.05,1,3,0.056138508796550156,0.33235395145898056
32,1024,1.0,1024,random_binary,0.05,1,4,0.060082305095141786,0.321740428603888
32,1024,1.0,1024,random_binary,0.05,2,0,0.09016060264551384,0.45641540127248037
32,1024,1.0,1024,random_binary,0.05,2,1,0.03355791265692574,0.22212391191381764
32,1024,1.0,1024,random_binary,0.05,2,2,0.07395908270572049,0.4477190193877069
32,1024,1.0,1024,random_binary,0.05,2,3,0.055469584363502245,0.32839375224249207
32,1024,1.0,1024,random_binary,0.05,2,4,0.06749720081672546,0.36144715629580493
32,1024,1.0,1024,random_binary,0.05,3,0,0.0830321786441961,0.4203295455268865
32,1024,1.0,1024,random_binary,0.05,3,1,0.03737697927144194,0.24740277907544142
32,1024,1.0,1024,random_binary,0.05,3,2,0.06207601337830081,0.3757836200837757
32,1024,1.0,1024,random_binary,0.05,3,3,0.05659074455590754,0.33503129976828794
32,1024,1.0,1024,random_binary,0.05,3,4,0.07242305709941542,0.3878250908494839
32,1024,1.0,1024,random_binary,0.1,0,0,0.3350361556643786,1.696036372223109
32,1024,1.0,1024,random_binary,0.1,0,1,0.13337236801788444,0.8828079513827489
32,1024,1.0,1024,random_binary,0.1,0,2,0.2961400296866019,1.792714550291152
32,1024,1.0,1024,random_binary,0.1,0,3,0.2385790259127512,1.4124472433833175
32,1024,1.0,1024,random_binary,0.1,0,4,0.25068665333278556,1.342425713541515
32,1024,1.0,1024,random_binary,0.1,1,0,0.3196183987011986,1.617987850755939
32,1024,1.0,1024,random_binary,0.1,1,1,0.14973401071556022,0.9911076575801735
32,1024,1.0,1024,random_binary,0.1,1,2,0.2987634005020812,1.808595399079801
32,1024,1.0,1024,random_binary,0.1,1,3,0.2226173336374328,1.3179500503976649
32,1024,1.0,1024,random_binary,0.1,1,4,0.28068378109381165,1.5030601753424575
32,1024,1.0,1024,random_binary,0.1,2,0,0.3822915566960593,1.9352549687199205
32,1024,1.0,1024,random_binary,0.1,2,1,0.15095364742435524,0.9991805815322934
32,1024,1.0,1024,random_binary,0.1,2,2,0.28017919012764836,1.6960939436731295
32,1024,1.0,1024,random_binary,0.1,2,3,0.2188371290981156,1.2955702981937292
32,1024,1.0,1024,random_binary,0.1,2,4,0.24513745975822018,1.3127098110597548
32,1024,1.0,1024,random_binary,0.1,3,0,0.37768311252840403,1.9119258778276154
32,1024,1.0,1024,random_binary,0.1,3,1,0.16629919540687982,1.1007546330290892
32,1024,1.0,1024,random_binary,0.1,3,2,0.3205023007873077,1.9401940988229485
32,1024,1.0,1024,random_binary,0.1,3,3,0.2211758998687225,1.3094164035469185
32,1024,1.0,1024,random_binary,0.1,3,4,0.24368303074305447,1.3049213513132065
32,1024,2.0,2048,random_binary,0.01,0,0,0.0016919157015092387,0.011949996286390553
32,1024,2.0,2048,random_binary,0.01,0,1,0.0008115757145857666,0.007216054277006832
32,1024,2.0,2048,random_binary,0.01,0,2,0.0013812299782479665,0.011901960945228824
32,1024,2.0,2048,random_binary,0.01,0,3,0.0010669579299063218,0.0094208243412945
32,1024,2.0,2048,random_binary,0.01,0,4,0.0013135624986200976,0.008928574866389481
32,1024,2.0,2048,random_binary,0.01,1,0,0.0017398792766308523,0.01228876289519619
32,1024,2.0,2048,random_binary,0.01,1,1,0.0007746085312709411,0.006887363809224664
32,1024,2.0,2048,random_binary,0.01,1,2,0.001424863544440307,0.012277948296286059
32,1024,2.0,2048,random_binary,0.01,1,3,0.0011558796278308891,0.010205968415672909
32,1024,2.0,2048,random_binary,0.01,1,4,0.0013286253411566445,0.009030960339048358
32,1024,2.0,2048,random_binary,0.01,2,0,0.0019263090304418396,0.013605515771079255
32,1024,2.0,2048,random_binary,0.01,2,1,0.0007267221603700963,0.0064615863428230886
32,1024,2.0,2048,random_binary,0.01,2,2,0.0014220646452843828,0.01225383038039366
32,1024,2.0,2048,random_binary,0.01,2,3,0.0009965505696852097,0.008799154681802323
32,1024,2.0,2048,random_binary,0.01,2,4,0.0012363350113288067,0.008403642552359666
32,1024,2.0,2048,random_binary,0.01,3,0,0.0016807682623283912,0.011871261951875503
32,1024,2.0,2048,random_binary,0.01,3,1,0.0007102281150578189,0.006314930985742137
32,1024,2.0,2048,random_binary,0.01,3,2,0.0013701885082075724,0.011806817379516922
32,1024,2.0,2048,random_binary,0.01,3,3,0.0011174840116982047,0.00986695002992123
32,1024,2.0,2048,random_binary,0.01,3,4,0.0013084810396195201,0.008894035065531276
32,1024,2.0,2048,random_binary,0.02,0,0,0.007199617126950978,0.050850877412953785
32,1024,2.0,2048,random_binary,0.02,0,1,0.0030273271925563778,0.026917214183639716
32,1024,2.0,2048,random_binary,0.02,0,2,0.006056667066500739,0.052189871360295716
32,1024,2.0,2048,random_binary,0.02,0,3,0.004639972987989908,0.04096916030423263
32,1024,2.0,2048,random_binary,0.02,0,4,0.004698282236057666,0.031935263630117484
32,1024,2.0,2048,random_binary,0.02,1,0,0.006890268606621683,0.04866594960252097
32,1024,2.0,2048,random_binary,0.02,1,1,0.0032230161017380455,0.02865716495432526
32,1024,2.0,2048,random_binary,0.02,1,2,0.006094220627173894,0.052513467734197995
32,1024,2.0,2048,random_binary,0.02,1,3,0.003966575799863001,0.03502332453747262
32,1024,2.0,2048,random_binary,0.02,1,4,0.005732087752658876,0.03896226840678927
32,1024,2.0,2048,random_binary,0.02,2,0,0.006266377589777492,0.04425940894109795
32,1024,2.0,2048,random_binary,0.02,2,1,0.0031530192350840702,0.02803479395440777
32,1024,2.0,2048,random_binary,0.02,2,2,0.00610170821732459,0.052577987768479696
32,1024,2.0,2048,random_binary,0.02,2,3,0.004450206883265765,0.03929359926435657
32,1024,2.0,2048,random_binary,0.02,2,4,0.005660238981232966,0.038473896414281686
32,1024,2.0,2048,random_binary,0.02,3,0,0.007417912937482608,0.05239270016621544
32,1024,2.0,2048,random_binary,0.02,3,1,0.0032568899573523053,0.028958351370196207
32,1024,2.0,2048,random_binary,0.02,3,2,0.005869309527333119,0.050575424708337174
32,1024,2.0,2048,random_binary,0.02,3,3,0.004745628481120542,0.041902057294429744
32,1024,2.0,2048,random_binary,0.02,3,4,0.005129842540107536,0.034868674478949487
32,1024,2.0,2048,random_binary,0.05,0,0,0.04969199692176535,0.3509744475736719
32,1024,2.0,2048,random_binary,0.05,0,1,0.016855678864223705,0.14987079008656218
32,1024,2.0,2048,random_binary,0.05,0,2,0.03637271715660832,0.31342112891216783
32,1024,2.0,2048,random_binary,0.05,0,3,0.0263101172408943,0.23230812197730358
32,1024,2.0,2048,random_binary,0.05,0,4,0.03324548833659717,0.2259769382079743
32,1024,2.0,2048,random_binary,0.05,1,0,0.04182419620790355,0.29540419118983396
32,1024,2.0,2048,random_binary,0.05,1,1,0.01888367791025557,0.1679025657137486
32,1024,2.0,2048,random_binary,0.05,1,2,0.03375730873637983,0.29088433969994165
32,1024,2.0,2048,random_binary,0.05,1,3,0.02486997108837232,0.2195921904973324
32,1024,2.0,2048,random_binary,0.05,1,4,0.03365257808557248,0.22874401728101731
32,1024,2.0,2048,random_binary,0.05,2,0,0.04649315349148431,0.3283810245807271
32,1024,2.0,2048,random_binary,0.05,2,1,0.018821470322750743,0.1673494524061312
32,1024,2.0,2048,random_binary,0.05,2,2,0.03469618333521261,0.29897455565510755
32,1024,2.0,2048,random_binary,0.05,2,3,0.026512791439185175,0.23409765647261274
32,1024,2.0,2048,random_binary,0.05,2,4,0.03336594996560165,0.2267957425467276
32,1024,2.0,2048,random_binary,0.05,3,0,0.04395076762518632,0.3104241596886219
32,1024,2.0,2048,random_binary,0.05,3,1,0.019958272211460862,0.177457226682402
32,1024,2.0,2048,random_binary,0.05,3,2,0.03866117061367351,0.3331405703519727
32,1024,2.0,2048,random_binary,0.05,3,3,0.02755245220707106,0.24327745746968507
32,1024,2.0,2048,random_binary,0.05,3,4,0.033997153802512586,0.23108617465005876
32,1024,2.0,2048,random_binary,0.1,0,0,0.16979309815583146,1.1992482194041822
32,1024,2.0,2048,random_binary,0.1,0,1,0.07206087692520585,0.6407229661947234
32,1024,2.0,2048,random_binary,0.1,0,2,0.12728039693780158,1.096766170227863
32,1024,2.0,2048,random_binary,0.1,0,3,0.11409544133199581,1.0074184565323752
32,1024,2.0,2048,random_binary,0.1,0,4,0.14715622803996667,1.0002534333087139
32,1024,2.0,2048,random_binary,0.1,1,0,0.19527469328257552,1.3792246608216074
32,1024,2.0,2048,random_binary,0.1,1,1,0.07709859752876738,0.6855154170460284
32,1024,2.0,2048,random_binary,0.1,1,2,0.13798843068006691,1.1890365389627606
32,1024,2.0,2048,random_binary,0.1,1,3,0.11085842501187629,0.9788368589951348
32,1024,2.0,2048,random_binary,0.1,1,4,0.12369069064706628,0.840752985014348
32,1024,2.0,2048,random_binary,0.1,2,0,0.1744664278383775,1.2322559350378204
32,1024,2.0,2048,random_binary,0.1,2,1,0.08284214027944799,0.7365836236056277
32,1024,2.0,2048,random_binary,0.1,2,2,0.1548014002422838,1.3339127074894923
32,1024,2.0,2048,random_binary,0.1,2,3,0.11635271591996046,1.0273493148982247
32,1024,2.0,2048,random_binary,0.1,2,4,0.12144599820448988,0.8254953139506443
32,1024,2.0,2048,random_binary,0.1,3,0,0.1745488806888808,1.2328382993107199
32,1024,2.0,2048,random_binary,0.1,3,1,0.06963344761713328,0.6191396914295472
32,1024,2.0,2048,random_binary,0.1,3,2,0.14536571997345615,1.2526061185652462
32,1024,2.0,2048,random_binary,0.1,3,3,0.10700193402938539,0.944785540661503
32,1024,2.0,2048,random_binary,0.1,3,4,0.14445751260560613,0.9819096675388465
32,1024,4.0,4096,random_binary,0.01,0,0,0.0008983510403623808,0.007602279723878455
32,1024,4.0,4096,random_binary,0.01,0,1,0.0004009195686379246,0.004376653862208293
32,1024,4.0,4096,random_binary,0.01,0,2,0.0007414921814185911,0.007659983380933027
32,1024,4.0,4096,random_binary,0.01,0,3,0.0005414726765813497,0.005672757488933791
32,1024,4.0,4096,random_binary,0.01,0,4,0.0006775588488878456,0.005742023516557109
32,1024,4.0,4096,random_binary,0.01,1,0,0.0009141460881351262,0.007735945035126935
32,1024,4.0,4096,random_binary,0.01,1,1,0.00037455297914012185,0.004088821975750698
32,1024,4.0,4096,random_binary,0.01,1,2,0.0008111384559175614,0.00837946406943518
32,1024,4.0,4096,random_binary,0.01,1,3,0.0005246128987799875,0.005496125435423205
32,1024,4.0,4096,random_binary,0.01,1,4,0.0006176094605529253,0.00523397790813896
32,1024,4.0,4096,random_binary,0.01,2,0,0.0008418414374750222,0.007124068213084529
32,1024,4.0,4096,random_binary,0.01,2,1,0.0003632601416960398,0.003965543282264005
32,1024,4.0,4096,random_binary,0.01,2,2,0.0007031294829127354,0.007263677606756955
32,1024,4.0,4096,random_binary,0.01,2,3,0.0005038176620041986,0.005278263407926633
32,1024,4.0,4096,random_binary,0.01,2,4,0.0006486788998934471,0.005497278212802313
32,1024,4.0,4096,random_binary,0.01,3,0,0.0009392632253598617,0.007948498362797658
32,1024,4.0,4096,random_binary,0.01,3,1,0.0003727330481545251,0.00406895462927987
32,1024,4.0,4096,random_binary,0.01,3,2,0.0007213209775587937,0.007451604802963591
32,1024,4.0,4096,random_binary,0.01,3,3,0.0005750058437152399,0.006024068890623446
32,1024,4.0,4096,random_binary,0.01,3,4,0.0006642071031367871,0.005628873141183059
32,1024,4.0,4096,random_binary,0.02,0,0,0.0036298887533604066,0.03071786910657408
32,1024,4.0,4096,random_binary,0.02,0,1,0.0014064241120646725,0.015353282811520144
32,1024,4.0,4096,random_binary,0.02,0,2,0.0029887287087695625,0.030875055480009503
32,1024,4.0,4096,random_binary,0.02,0,3,0.0021107564425026613,0.022113413906903384
32,1024,4.0,4096,random_binary,0.02,0,4,0.0025753228179131037,0.021824767261848434
32,1024,4.0,4096,random_binary,0.02,1,0,0.003781364739487186,0.03199973194887856
32,1024,4.0,4096,random_binary,0.02,1,1,0.001682664326863454,0.01836886972114342
32,1024,4.0,4096,random_binary,0.02,1,2,0.002910959017687133,0.030071655854012082
32,1024,4.0,4096,random_binary,0.02,1,3,0.0021015121666228065,0.02201656592639529
32,1024,4.0,4096,random_binary,0.02,1,4,0.002677764587278796,0.02269291775496212
32,1024,4.0,4096,random_binary,0.02,2,0,0.0037986806053849536,0.03214626715649951
32,1024,4.0,4096,random_binary,0.02,2,1,0.0015198499117990744,0.016591499908700458
32,1024,4.0,4096,random_binary,0.02,2,2,0.002575691868204998,0.02660817928937362
32,1024,4.0,4096,random_binary,0.02,2,3,0.0021504832635942804,0.02252961334153018
32,1024,4.0,4096,random_binary,0.02,2,4,0.002747307785690699,0.023282266829737237
32,1024,4.0,4096,random_binary,0.02,3,0,0.0036183328590587626,0.030620077556285194
32,1024,4.0,4096,random_binary,0.02,3,1,0.0015296663603573642,0.01669866154623731
32,1024,4.0,4096,random_binary,0.02,3,2,0.0027534275068503847,0.028444276921068816
32,1024,4.0,4096,random_binary,0.02,3,3,0.0022137673270987246,0.023192611052590236
32,1024,4.0,4096,random_binary,0.02,3,4,0.0027788484614534796,0.023549560662967015
32,1024,4.0,4096,random_binary,0.05,0,0,0.022709368312525773,0.1921776260143931
32,1024,4.0,4096,random_binary,0.05,0,1,0.00975513065982692,0.10649225834430709
32,1024,4.0,4096,random_binary,0.05,0,2,0.01771406567017918,0.18299511720101153
32,1024,4.0,4096,random_binary,0.05,0,3,0.014153486342844943,0.14827949611938226
32,1024,4.0,4096,random_binary,0.05,0,4,0.015705309988248838,0.13309583283484114
32,1024,4.0,4096,random_binary,0.05,1,0,0.023037258891742785,0.19495239421750749
32,1024,4.0,4096,random_binary,0.05,1,1,0.00950885114978757,0.1038037386183719
32,1024,4.0,4096,random_binary,0.05,1,2,0.01812114769574836,0.1872004771881806
32,1024,4.0,4096,random_binary,0.05,1,3,0.01401525603070004,0.14683132140562116
32,1024,4.0,4096,random_binary,0.05,1,4,0.017553672055732515,0.1487599164432602
32,1024,4.0,4096,random_binary,0.05,2,0,0.021791725257679955,0.1844120879605849
32,1024,4.0,4096,random_binary,0.05,2,1,0.009178505945415515,0.10019751251299895
32,1024,4.0,4096,random_binary,0.05,2,2,0.017059299288012943,0.17623105450220924
32,1024,4.0,4096,random_binary,0.05,2,3,0.012671686095570085,0.1327553638530896
32,1024,4.0,4096,random_binary,0.05,2,4,0.016546286841256294,0.1402227545402771
32,1024,4.0,4096,random_binary,0.05,3,0,0.022463391043948427,0.1900960477477433
32,1024,4.0,4096,random_binary,0.05,3,1,0.009983282931680205,0.10898289137868529
32,1024,4.0,4096,random_binary,0.05,3,2,0.017328219423091776,0.17900913337764818
32,1024,4.0,4096,random_binary,0.05,3,3,0.01383877913819267,0.14498245505115323
32,1024,4.0,4096,random_binary,0.05,3,4,0.015635698599714545,0.13250590587773595
32,1024,4.0,4096,random_binary,0.1,0,0,0.09007055136957301,0.7622204412645236
32,1024,4.0,4096,random_binary,0.1,0,1,0.03753166385507285,0.40971584930232235
32,1024,4.0,4096,random_binary,0.1,0,2,0.07005403605033049,0.7236930683290417
32,1024,4.0,4096,random_binary,0.1,0,3,0.056083116805833624,0.5875567403912091
32,1024,4.0,4096,random_binary,0.1,0,4,0.06340430239342745,0.5373245379224941
32,1024,4.0,4096,random_binary,0.1,1,0,0.09032348629904499,0.7643608986129224
32,1024,4.0,4096,random_binary,0.1,1,1,0.0383795700124345,0.41897204942000354
32,1024,4.0,4096,random_binary,0.1,1,2,0.07358239803509802,0.7601428042028953
32,1024,4.0,4096,random_binary,0.1,1,3,0.05064365004518048,0.530569976078152
32,1024,4.0,4096,random_binary,0.1,1,4,0.06962981870966987,0.5900831450150731
32,1024,4.0,4096,random_binary,0.1,2,0,0.08316232346669764,0.703759685330211
32,1024,4.0,4096,random_binary,0.1,2,1,0.03434490511493438,0.37492747517696484
32,1024,4.0,4096,random_binary,0.1,2,2,0.07145204275302172,0.7381351735560454
32,1024,4.0,4096,random_binary,0.1,2,3,0.053959194902707536,0.5653053980742918
32,1024,4.0,4096,random_binary,0.1,2,4,0.06833266050101966,0.5790902800395947
32,1024,4.0,4096,random_binary,0.1,3,0,0.08066040339831632,0.6825872311869539
32,1024,4.0,4096,random_binary,0.1,3,1,0.03688231461256858,0.40262720336821733
32,1024,4.0,4096,random_binary,0.1,3,2,0.07003891073532002,0.7235368162949476
32,1024,4.0,4096,random_binary,0.1,3,3,0.05988933069916092,0.6274326737516477
32,1024,4.0,4096,random_binary,0.1,3,4,0.06111216735375896,0.5178996668245747
32,1024,8.0,8192,random_binary,0.01,0,0,0.00047148445223294845,0.004285469612935585
32,1024,8.0,8192,random_binary,0.01,0,1,0.00018079069832600695,0.0021658176844250505
32,1024,8.0,8192,random_binary,0.01,0,2,0.00038105033001014927,0.00445364614250572
32,1024,8.0,8192,random_binary,0.01,0,3,0.0002720096727852912,0.00292987727001239
32,1024,8.0,8192,random_binary,0.01,0,4,0.0003390584579705923,0.003036762476259085
32,1024,8.0,8192,random_binary,0.01,1,0,0.00045922783049774933,0.004174065345510261
32,1024,8.0,8192,random_binary,0.01,1,1,0.0001943734402933716,0.0023285348099646276
32,1024,8.0,8192,random_binary,0.01,1,2,0.0003663871996162064,0.004282266172530881
32,1024,8.0,8192,random_binary,0.01,1,3,0.00025578394192130765,0.002755106279109986
32,1024,8.0,8192,random_binary,0.01,1,4,0.0003177912914358897,0.002846284015124399
32,1024,8.0,8192,random_binary,0.01,2,0,0.00046938457110730033,0.004266383136781127
32,1024,8.0,8192,random_binary,0.01,2,1,0.00018775905586728014,0.0022492964924280567
32,1024,8.0,8192,random_binary,0.01,2,2,0.00037157269889191,0.004342873333914492
32,1024,8.0,8192,random_binary,0.01,2,3,0.00026721888945470623,0.002878274666906012
32,1024,8.0,8192,random_binary,0.01,2,4,0.00033931131156947586,0.0030390271486275973
32,1024,8.0,8192,random_binary,0.01,3,0,0.0004547359401472019,0.004133237149562883
32,1024,8.0,8192,random_binary,0.01,3,1,0.00018633988580116912,0.0022322952658447763
32,1024,8.0,8192,random_binary,0.01,3,2,0.0003360536665861771,0.0039277334199568
32,1024,8.0,8192,random_binary,0.01,3,3,0.00025531981879890324,0.002750107104731753
32,1024,8.0,8192,random_binary,0.01,3,4,0.000338019624455284,0.003027458208619661
32,1024,8.0,8192,random_binary,0.02,0,0,0.0017856798978056563,0.016230602948271066
32,1024,8.0,8192,random_binary,0.02,0,1,0.0007718385965348059,0.009246392084190671
32,1024,8.0,8192,random_binary,0.02,0,2,0.0013501916858726136,0.01578079198427593
32,1024,8.0,8192,random_binary,0.02,0,3,0.001081375104469345,0.011647734091584597
32,1024,8.0,8192,random_binary,0.02,0,4,0.0013206493133802542,0.011828338697624598
32,1024,8.0,8192,random_binary,0.02,1,0,0.00172485355238208,0.01567773327516916
32,1024,8.0,8192,random_binary,0.02,1,1,0.0007984422017345547,0.00956509519859083
32,1024,8.0,8192,random_binary,0.02,1,2,0.0013611505417875903,0.015908877075740648
32,1024,8.0,8192,random_binary,0.02,1,3,0.001144203132078508,0.012324468886075154
32,1024,8.0,8192,random_binary,0.02,1,4,0.0014543926446491612,0.013026205084082745
32,1024,8.0,8192,random_binary,0.02,2,0,0.001598895455392592,0.014532860746297421
32,1024,8.0,8192,random_binary,0.02,2,1,0.0007780878055796011,0.009321255711513357
32,1024,8.0,8192,random_binary,0.02,2,2,0.0014171172711932732,0.016563005910951584
32,1024,8.0,8192,random_binary,0.02,2,3,0.0011086932044156476,0.011941983480854576
32,1024,8.0,8192,random_binary,0.02,2,4,0.0013983840550013246,0.012524566563077336
32,1024,8.0,8192,random_binary,0.02,3,0,0.0018812083801894397,0.0170988911950769
32,1024,8.0,8192,random_binary,0.02,3,1,0.0007460292724738018,0.008937204216717632
32,1024,8.0,8192,random_binary,0.02,3,2,0.0014115205198718512,0.016497592111329493
32,1024,8.0,8192,random_binary,0.02,3,3,0.0011586093594192514,0.012479641595927984
32,1024,8.0,8192,random_binary,0.02,3,4,0.0013204531407799767,0.011826581686178965
32,1024,8.0,8192,random_binary,0.05,0,0,0.012219674334801766,0.1110684409501771
32,1024,8.0,8192,random_binary,0.05,0,1,0.004800726479103098,0.057511245892640075
32,1024,8.0,8192,random_binary,0.05,0,2,0.008655414246860917,0.10116288908946608
32,1024,8.0,8192,random_binary,0.05,0,3,0.007076145174537039,0.0762187487448241
32,1024,8.0,8192,random_binary,0.05,0,4,0.008257056012306049,0.07395396655969955
32,1024,8.0,8192,random_binary,0.05,1,0,0.011584363873380894,0.10529390551363196
32,1024,8.0,8192,random_binary,0.05,1,1,0.004775850064179422,0.05721323399343473
32,1024,8.0,8192,random_binary,0.05,1,2,0.009710810257515256,0.1134981634652721
32,1024,8.0,8192,random_binary,0.05,1,3,0.007121274663542775,0.07670484860550644
32,1024,8.0,8192,random_binary,0.05,1,4,0.008020080511843391,0.07183150569585603
32,1024,8.0,8192,random_binary,0.05,2,0,0.011375697743446246,0.10339727381167717
32,1024,8.0,8192,random_binary,0.05,2,1,0.004615266857785616,0.05528949592809339
32,1024,8.0,8192,random_binary,0.05,2,2,0.009405890320738948,0.10993431535061302
32,1024,8.0,8192,random_binary,0.05,2,3,0.006636817373067447,0.07148665033659471
32,1024,8.0,8192,random_binary,0.05,2,4,0.008519409801196637,0.07630372697085684
32,1024,8.0,8192,random_binary,0.05,3,0,0.011118119708856322,0.10105606651424244
32,1024,8.0,8192,random_binary,0.05,3,1,0.0046413064443352366,0.05560144227028069
32,1024,8.0,8192,random_binary,0.05,3,2,0.008973824771017961,0.10488441270711384
32,1024,8.0,8192,random_binary,0.05,3,3,0.0064926151020666895,0.06993341529254986
32,1024,8.0,8192,random_binary,0.05,3,4,0.009010927263406455,0.08070598195248696
32,1024,8.0,8192,random_binary,0.1,0,0,0.04722049499153269,0.4292018441660266
32,1024,8.0,8192,random_binary,0.1,0,1,0.017823234434141067,0.21351693803133737
32,1024,8.0,8192,random_binary,0.1,0,2,0.03782978200315035,0.44214753123472006
32,1024,8.0,8192,random_binary,0.1,0,3,0.02605948275969453,0.28069254090892537
32,1024,8.0,8192,random_binary,0.1,0,4,0.03402072899381074,0.304705194029829
32,1024,8.0,8192,random_binary,0.1,1,0,0.04802122860824242,0.4364799623864979
32,1024,8.0,8192,random_binary,0.1,1,1,0.018033454486396275,0.21603531044214624
32,1024,8.0,8192,random_binary,0.1,1,2,0.033274749868533855,0.38890915378787727
32,1024,8.0,8192,random_binary,0.1,1,3,0.02525297048528314,0.27200541608506246
32,1024,8.0,8192,random_binary,0.1,1,4,0.03408879994366272,0.3053148685605016
32,1024,8.0,8192,random_binary,0.1,2,0,0.04588483788268047,0.4170616390623818
32,1024,8.0,8192,random_binary,0.1,2,1,0.01876452553025522,0.22479331962083535
32,1024,8.0,8192,random_binary,0.1,2,2,0.03366060085857274,0.3934189091614599
32,1024,8.0,8192,random_binary,0.1,2,3,0.02436671337805043,0.2624593417588098
32,1024,8.0,8192,random_binary,0.1,2,4,0.031286550293634106,0.28021664025718307
