object,family,K_eff,basis,N,N_factor,seed,v,rel_mse,measured_leverage,theory_rel_mse,target_energy
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,4,0.0003,0.11967997330840231,432.20899491274844,0.12966269847382453,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,4,0.001,0.41801966695547627,432.20899491274844,0.43220899491274845,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,4,0.003,1.0762276821864534,432.20899491274844,1.2966269847382454,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,1024,1,4,0.01,4.2193648198406155,432.20899491274844,4.322089949127484,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,0,0.0001,0.019432226022495964,223.82036628410205,0.022382036628410207,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,0,0.0003,0.06306557401300815,223.82036628410205,0.0671461098852306,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,0,0.001,0.21588915127186145,223.82036628410205,0.22382036628410207,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,0,0.003,0.7173975158027591,223.82036628410205,0.6714610988523062,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,0,0.01,2.06363217308853,223.82036628410205,2.2382036628410207,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,1,0.0001,0.020745277646572843,215.31818044463486,0.021531818044463486,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,1,0.0003,0.06484772156625167,215.31818044463486,0.06459545413339045,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,1,0.001,0.2033307074988914,215.31818044463486,0.21531818044463485,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,1,0.003,0.6006604828762805,215.31818044463486,0.6459545413339046,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,1,0.01,2.1297512122744,215.31818044463486,2.1531818044463487,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,2,0.0001,0.021496738125425213,206.45000112096437,0.02064500011209644,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,2,0.0003,0.059974120363401565,206.45000112096437,0.061935000336289306,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,2,0.001,0.21543467977561184,206.45000112096437,0.20645000112096437,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,2,0.003,0.58471511330168,206.45000112096437,0.6193500033628931,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,2,0.01,2.0032719008441573,206.45000112096437,2.0645000112096437,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,3,0.0001,0.020048586345076558,217.63089544380793,0.021763089544380793,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,3,0.0003,0.06422058292421555,217.63089544380793,0.06528926863314237,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,3,0.001,0.2109954940719916,217.63089544380793,0.21763089544380793,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,3,0.003,0.6022188385730156,217.63089544380793,0.6528926863314238,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,3,0.01,2.1077636640823783,217.63089544380793,2.1763089544380794,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,4,0.0001,0.02003852968081239,217.25901444346664,0.021725901444346666,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,4,0.0003,0.06660343626312362,217.25901444346664,0.06517770433303999,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,4,0.001,0.2163087474704647,217.25901444346664,0.21725901444346665,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,4,0.003,0.5768280030686147,217.25901444346664,0.6517770433304,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,2048,2,4,0.01,2.051403684730708,217.25901444346664,2.1725901444346665,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,0,0.0001,0.010770989236338705,104.50438186629911,0.010450438186629912,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,0,0.0003,0.027833714212005204,104.50438186629911,0.03135131455988973,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,0,0.001,0.09723240668157514,104.50438186629911,0.10450438186629911,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,0,0.003,0.31340583607748207,104.50438186629911,0.31351314559889737,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,0,0.01,1.1115317124709914,104.50438186629911,1.0450438186629911,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,1,0.0001,0.01037906249833179,97.41800818389962,0.009741800818389962,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,1,0.0003,0.03439077259929391,97.41800818389962,0.029225402455169882,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,1,0.001,0.10366938580600804,97.41800818389962,0.09741800818389962,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,1,0.003,0.32121435668158976,97.41800818389962,0.29225402455169885,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,1,0.01,1.0208540184752513,97.41800818389962,0.9741800818389962,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,2,0.0001,0.009594697172425282,102.57762085453841,0.010257762085453842,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,2,0.0003,0.03170856117457691,102.57762085453841,0.03077328625636152,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,2,0.001,0.10235685690850538,102.57762085453841,0.1025776208545384,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,2,0.003,0.2992898264088021,102.57762085453841,0.30773286256361526,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,2,0.01,1.0536012351507906,102.57762085453841,1.025776208545384,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,3,0.0001,0.011249550493995533,106.42625266113592,0.010642625266113592,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,3,0.0003,0.030936633047188678,106.42625266113592,0.03192787579834077,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,3,0.001,0.10125830195853276,106.42625266113592,0.10642625266113592,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,3,0.003,0.31580299858708055,106.42625266113592,0.31927875798340777,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,3,0.01,1.1283286310138523,106.42625266113592,1.0642625266113592,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,4,0.0001,0.009750797072993232,99.16908586864095,0.009916908586864096,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,4,0.0003,0.030905907260807698,99.16908586864095,0.029750725760592282,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,4,0.001,0.10894541300742433,99.16908586864095,0.09916908586864095,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,4,0.003,0.3409886070088056,99.16908586864095,0.29750725760592284,0.12800134724920043
digit_1,synthetic_digit,139.48966292397157,random_dgi,4096,4,4,0.01,1.0255671828109871,99.16908586864095,0.9916908586864095,0.12800134724920043
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,0,0.0001,6.048853400780062e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,0,0.0003,0.00014136145536487147,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,0,0.001,0.0009449283902008892,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,0,0.003,0.0009944251295728973,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,0,0.01,0.01137161597268742,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,1,0.0001,0.00013598698544078013,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,1,0.0003,0.0003068893273214679,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,1,0.001,0.001413193741702163,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,1,0.003,0.0028352493815699095,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,1,0.01,0.006886946020204369,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,2,0.0001,2.7214387086086377e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,2,0.0003,0.00012649418203472993,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,2,0.001,0.00046968156536533946,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,2,0.003,0.0036118991225689025,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,2,0.01,0.010007561713955863,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,3,0.0001,6.044696534133343e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,3,0.0003,0.0003062706272738583,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,3,0.001,0.001389896575435429,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,3,0.003,0.0034715828985617527,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,3,0.01,0.021500614893110108,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,4,0.0001,4.7092384779139556e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,4,0.0003,0.0006342340341806846,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,4,0.001,0.0007835705110421903,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,4,0.003,0.0009075267257313566,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,orthogonal_inverse,1024,1,4,0.01,0.00402561129524072,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,0,0.0001,9.63036383855788e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,0,0.0003,0.0002840288880434205,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,0,0.001,0.0010077236520936485,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,0,0.003,0.0029721794566756146,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,0,0.01,0.009514472274490947,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,1,0.0001,8.985457171367168e-05,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,1,0.0003,0.0002756414197619274,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,1,0.001,0.0009827718488667897,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,1,0.003,0.002971491119921938,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,1,0.01,0.00963747555426839,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,2,0.0001,0.00010342033745766509,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,2,0.0003,0.0002845405709720723,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,2,0.001,0.001066980543294631,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,2,0.003,0.0030621639715285942,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,2,0.01,0.012408708913867996,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,3,0.0001,0.00010340572426934798,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,3,0.0003,0.00035923169307454443,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,3,0.001,0.0011784912280441713,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,3,0.003,0.0031635592300453216,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,3,0.01,0.009704744638097805,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,4,0.0001,0.00010851567867568175,1.0,0.0001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,4,0.0003,0.0002977084576946146,1.0,0.0003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,4,0.001,0.0009646450687802456,1.0,0.001,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,4,0.003,0.002844807914110986,1.0,0.003,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,srht_inverse,1024,1,4,0.01,0.009209625614694699,1.0,0.01,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,0,0.0001,0.06447000509144338,703.5124109717241,0.07035124109717242,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,0,0.0003,0.1912769785639226,703.5124109717241,0.2110537232915172,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,0,0.001,0.6680477089300325,703.5124109717241,0.7035124109717241,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,0,0.003,1.7624293513875189,703.5124109717241,2.1105372329151724,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,0,0.01,6.632278002620681,703.5124109717241,7.035124109717241,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,1,0.0001,0.06366020192220583,657.570421571438,0.0657570421571438,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,1,0.0003,0.18068976932730224,657.570421571438,0.19727112647143139,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,1,0.001,0.6481703040378717,657.570421571438,0.6575704215714381,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,1,0.003,1.871129620131595,657.570421571438,1.9727112647143141,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,1,0.01,6.382016081108218,657.570421571438,6.575704215714381,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,2,0.0001,0.06615624668078689,641.7124734997169,0.06417124734997169,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,2,0.0003,0.18617964978651372,641.7124734997169,0.19251374204991506,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,2,0.001,0.5919173981271402,641.7124734997169,0.6417124734997169,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,2,0.003,2.023297601132916,641.7124734997169,1.9251374204991507,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,2,0.01,6.605214388672563,641.7124734997169,6.417124734997169,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,3,0.0001,0.06603149951197315,720.0009019859091,0.07200009019859091,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,3,0.0003,0.1771172079107127,720.0009019859091,0.2160002705957727,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,3,0.001,0.5835854198906549,720.0009019859091,0.720000901985909,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,3,0.003,1.9627392829200787,720.0009019859091,2.1600027059577274,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,3,0.01,5.996474084294413,720.0009019859091,7.200009019859091,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,4,0.0001,0.06775368822793848,663.2451523978878,0.06632451523978877,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,4,0.0003,0.1800400274716728,663.2451523978878,0.19897354571936632,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,4,0.001,0.6342067415918426,663.2451523978878,0.6632451523978877,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,4,0.003,1.6362782251291368,663.2451523978878,1.9897354571936632,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,1024,1,4,0.01,6.414032841127933,663.2451523978878,6.632451523978878,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,0,0.0001,0.02908937343043943,336.35879705814733,0.033635879705814734,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,0,0.0003,0.09412754042035311,336.35879705814733,0.10090763911744419,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,0,0.001,0.32330638570298204,336.35879705814733,0.33635879705814736,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,0,0.003,1.079097537105704,336.35879705814733,1.009076391174442,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,0,0.01,3.0897380310643223,336.35879705814733,3.3635879705814733,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,1,0.0001,0.030816248802818493,318.7767971965389,0.03187767971965389,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,1,0.0003,0.09717606544116522,318.7767971965389,0.09563303915896167,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,1,0.001,0.3064048532980799,318.7767971965389,0.3187767971965389,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,1,0.003,0.8974106817227114,318.7767971965389,0.9563303915896167,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,1,0.01,3.187996739035147,318.7767971965389,3.187767971965389,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,2,0.0001,0.032163371430335305,308.211443864498,0.0308211443864498,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,2,0.0003,0.09025946139722284,308.211443864498,0.09246343315934939,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,2,0.001,0.32452748620792277,308.211443864498,0.308211443864498,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,2,0.003,0.8793089519982175,308.211443864498,0.924634331593494,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,2,0.01,3.0329172046479607,308.211443864498,3.08211443864498,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,3,0.0001,0.030054356584596015,327.9723619534393,0.03279723619534393,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,3,0.0003,0.09672832672791892,327.9723619534393,0.09839170858603179,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,3,0.001,0.31764402405818226,327.9723619534393,0.3279723619534393,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,3,0.003,0.9058389360618049,327.9723619534393,0.9839170858603179,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,3,0.01,3.1542036319493922,327.9723619534393,3.2797236195343933,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,4,0.0001,0.03005012868094828,325.4226707407388,0.03254226707407388,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,4,0.0003,0.10020639798050826,325.4226707407388,0.09762680122222163,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,4,0.001,0.3251264064102588,325.4226707407388,0.32542267074073883,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,4,0.003,0.8627431730610721,325.4226707407388,0.9762680122222164,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,2048,2,4,0.01,3.1084709599962927,325.4226707407388,3.254226707407388,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,0,0.0001,0.01609078281354274,156.68170074959207,0.015668170074959208,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,0,0.0003,0.04175877362022941,156.68170074959207,0.047004510224877616,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,0,0.001,0.14746811356072437,156.68170074959207,0.15668170074959206,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,0,0.003,0.4707316824898633,156.68170074959207,0.4700451022487762,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,0,0.01,1.6730600773188424,156.68170074959207,1.5668170074959207,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,1,0.0001,0.015512721812011559,145.7622989549531,0.014576229895495311,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,1,0.0003,0.05189959400986217,145.7622989549531,0.04372868968648593,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,1,0.001,0.15667502418435836,145.7622989549531,0.1457622989549531,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,1,0.003,0.48270548885359543,145.7622989549531,0.43728689686485933,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,1,0.01,1.5381452151483004,145.7622989549531,1.4576229895495312,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,2,0.0001,0.014320362002825689,152.09779872633305,0.015209779872633306,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,2,0.0003,0.04759570302106961,152.09779872633305,0.04562933961789991,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,2,0.001,0.1534739814816806,152.09779872633305,0.15209779872633306,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,2,0.003,0.4495393753796502,152.09779872633305,0.45629339617899917,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,2,0.01,1.5715773047082988,152.09779872633305,1.5209779872633307,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,3,0.0001,0.016879830256325615,160.04839325918422,0.016004839325918424,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,3,0.0003,0.04637084630155699,160.04839325918422,0.048014517977755265,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,3,0.001,0.15281587364242077,160.04839325918422,0.1600483932591842,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,3,0.003,0.4725026081130325,160.04839325918422,0.48014517977755267,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,3,0.01,1.704017099569716,160.04839325918422,1.6004839325918423,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,4,0.0001,0.014643176673187016,147.54240728745907,0.014754240728745907,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,4,0.0003,0.04644301627914048,147.54240728745907,0.04426272218623772,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,4,0.001,0.16267764758095932,147.54240728745907,0.14754240728745907,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,4,0.003,0.5126646028919266,147.54240728745907,0.44262722186237724,0.19771593929830317
digit_2,synthetic_digit,210.00167616690024,random_dgi,4096,4,4,0.01,1.5347534342284501,147.54240728745907,1.4754240728745907,0.19771593929830317
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,0,0.0001,0.00010899691236674282,1.0,0.0001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,0,0.0003,0.00028052002756194364,1.0,0.0003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,0,0.001,0.0011479613003760587,1.0,0.001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,0,0.003,0.0018385245032562425,1.0,0.003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,0,0.01,0.008359795349447814,1.0,0.01,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,1,0.0001,0.00012111284350824963,1.0,0.0001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,1,0.0003,0.0003431288159343615,1.0,0.0003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,1,0.001,0.0015503217309746915,1.0,0.001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,1,0.003,0.0041807500866973156,1.0,0.003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,1,0.01,0.008499283905062872,1.0,0.01,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,2,0.0001,7.123558718407555e-05,1.0,0.0001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,2,0.0003,0.0002070538005683589,1.0,0.0003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,2,0.001,0.0010531665037203097,1.0,0.001,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,2,0.003,0.0028259656711658644,1.0,0.003,0.12405343960177807
digit_3,synthetic_digit,135.81257584160795,orthogonal_inverse,1024,1,2,0.01,0.016644329845436234,1.0,0.01,0.12405343960177807
