epoch,train_loss,val_mse
1,177.3090389251709,0.16316737234592438
2,174.2693691253662,0.15887151658535004
3,163.54981002807617,0.12055964767932892
4,120.32794075012207,0.09285713732242584
5,101.1760992050171,0.08106289058923721
6,89.13913774490356,0.09757436811923981
7,83.01251411437988,0.05428726598620415
8,48.882225036621094,0.03250051662325859
9,27.935251832008362,0.021225687116384506
10,19.801340103149414,0.02177811972796917
