check,target,value,threshold,passed
dynamic_dgi_cnr_below_static,dynamic_dgi_cnr < static_dgi_cnr,0.14158858358860016,3.027733564376831,True
scgi_dgi_cnr_above_dynamic,scgi_dgi_cnr > dynamic_dgi_cnr,0.4334425926208496,0.14158858358860016,True
scgi_dgi_cnr_ge_3,paper prompt threshold,0.4334425926208496,3.0,False
static_dgi_psnr_gt_20,paper prompt sanity threshold,8.94820785522461,20.0,False
sample_scgi_ks_p_gt_0_05,single-sample KS sanity,1.3766487492160307e-146,0.05,False
val_scgi_ks_pass_rate_ge_0_9,Stage 2 prompt threshold,0.0,0.9,False
val_scgi_mse_below_dynamic,corrected measurements closer to static,0.0217781197396107,0.16529543532524257,True
ured_cnr_above_scgi,Stage 4 directionality,1.3578946590423584,0.4334425926208496,True
