profile,device,image_size,num_patterns,epochs,start_epoch,resumed_from,train_loss_last,val_mse_last,slope_dynamic,slope_corrected,slope_oracle,slope_analytic,lambda_true,lambda_analytic,dynamic_static_mse,scgi_static_mse,oracle_static_mse,analytic_static_mse,static_dgi_cnr,static_dgi_psnr,static_dgi_ssim,static_dgi_ks_d,static_dgi_ks_p,dynamic_dgi_cnr,dynamic_dgi_psnr,dynamic_dgi_ssim,dynamic_dgi_ks_d,dynamic_dgi_ks_p,scgi_dgi_cnr,scgi_dgi_psnr,scgi_dgi_ssim,scgi_dgi_ks_d,scgi_dgi_ks_p,oracle_dgi_cnr,oracle_dgi_psnr,oracle_dgi_ssim,oracle_dgi_ks_d,oracle_dgi_ks_p,analytic_dgi_cnr,analytic_dgi_psnr,analytic_dgi_ssim,analytic_dgi_ks_d,analytic_dgi_ks_p,scgi_unn_cnr,scgi_unn_psnr,scgi_unn_ssim,scgi_unn_ks_d,scgi_unn_ks_p,scgi_ured_cnr,scgi_ured_psnr,scgi_ured_ssim,scgi_ured_ks_d,scgi_ured_ks_p,ks_pass_corrected,ks_pass_analytic,val_dynamic_ks_pass_rate,val_dynamic_slope_mean,val_dynamic_slope_std,val_dynamic_mse_vs_static_mean,val_scgi_ks_pass_rate,val_scgi_slope_mean,val_scgi_slope_std,val_scgi_mse_vs_static_mean,val_analytic_ks_pass_rate,val_analytic_slope_mean,val_analytic_slope_std,val_analytic_mse_vs_static_mean,val_oracle_ks_pass_rate,val_oracle_slope_mean,val_oracle_slope_std,val_oracle_mse_vs_static_mean
debug,cuda:0,64,4096,10,0,,19.801340103149414,0.02177811972796917,-0.7422210574150085,-0.0772034302353859,0.0006626657559536397,-3.796302917180583e-05,0.9995388984680176,0.9995390772819519,0.2936560809612274,0.0488513745367527,1.7095699855751434e-15,4.10424547681032e-08,3.027733564376831,8.94820785522461,0.09972932189702988,0.00895586609840393,1.0,0.14158858358860016,6.393385887145996,0.0064330813474953175,0.10732221603393555,2.102662526422954e-41,0.4334425926208496,6.6556243896484375,0.017011310905218124,0.20268911123275757,1.3766487492160307e-146,3.02771258354187,8.948105812072754,0.09972867369651794,0.008955240249633789,1.0,3.0264625549316406,8.97726821899414,0.0998835563659668,0.009512156248092651,0.9530631379765401,0.43250590562820435,8.160896301269531,0.01714814268052578,0.20268911123275757,1.3766487492160307e-146,1.3578946590423584,7.9083452224731445,0.022229883819818497,0.20268911123275757,1.3766487492160307e-146,False,True,0.0,-0.5843454349786044,0.17759010006415266,0.16529543532524257,0.0,-0.03871327214292251,0.0695699383549433,0.0217781197396107,1.0,-9.324038215652308e-06,2.3369905772667115e-05,9.765128026850526e-08,1.0,0.0003972445399767821,0.000693235501870626,3.5667432549124635e-15
